mapping_id,tourist_place_id,business_id,business_type,distance_km,estimated_travel_time_minutes,relationship_type,priority
MAP001093,DEST01802,BUS001093,hotel,2.12,8,nearby,5
MAP001094,DEST01802,BUS001094,cafe,3.03,12,close,5
MAP001095,DEST01802,BUS001095,guest_house,3.95,15,close,5
MAP001096,DEST01802,BUS001096,homestay,5.38,15,surrounding,5
MAP001097,DEST01803,BUS001097,hotel,0.49,5,very_near,5
MAP001098,DEST01803,BUS001098,restaurant,0.57,6,very_near,5
MAP001099,DEST01803,BUS001099,homestay,1.11,5,nearby,5
MAP001100,DEST01803,BUS001100,dhaba,1.22,5,nearby,5
MAP001101,DEST01803,BUS001101,hotel,2.12,8,nearby,5
MAP001102,DEST01803,BUS001102,cafe,3.03,12,close,5
MAP001103,DEST01803,BUS001103,guest_house,3.95,15,close,5
MAP001104,DEST01803,BUS001104,homestay,5.37,15,surrounding,5
MAP001105,DEST01804,BUS001105,hotel,0.49,5,very_near,5
MAP001106,DEST01804,BUS001106,restaurant,0.57,6,very_near,5
MAP001107,DEST01804,BUS001107,homestay,1.11,5,nearby,5
MAP001108,DEST01804,BUS001108,dhaba,1.22,5,nearby,5
MAP001109,DEST01804,BUS001109,hotel,2.12,8,nearby,5
MAP001110,DEST01804,BUS001110,cafe,3.03,12,close,5
MAP001111,DEST01804,BUS001111,guest_house,3.95,15,close,5
MAP001112,DEST01804,BUS001112,homestay,5.38,15,surrounding,5
MAP001113,DEST01805,BUS001113,hotel,0.49,5,very_near,5
MAP001114,DEST01805,BUS001114,restaurant,0.57,6,very_near,5
MAP001115,DEST01805,BUS001115,homestay,1.11,5,nearby,5
MAP001116,DEST01805,BUS001116,dhaba,1.22,5,nearby,5
MAP001117,DEST01805,BUS001117,hotel,2.12,8,nearby,5
MAP001118,DEST01805,BUS001118,cafe,3.03,12,close,5
MAP001119,DEST01805,BUS001119,guest_house,3.95,15,close,5
MAP001120,DEST01805,BUS001120,homestay,5.38,15,surrounding,5
MAP001121,DEST01806,BUS001121,hotel,0.49,5,very_near,5
MAP001122,DEST01806,BUS001122,restaurant,0.57,6,very_near,5
MAP001123,DEST01806,BUS001123,homestay,1.11,5,nearby,5
MAP001124,DEST01806,BUS001124,dhaba,1.22,5,nearby,5
MAP001125,DEST01806,BUS001125,hotel,2.12,8,nearby,5
MAP001126,DEST01806,BUS001126,cafe,3.03,12,close,5
MAP001127,DEST01806,BUS001127,guest_house,3.95,15,close,5
MAP001128,DEST01806,BUS001128,homestay,5.37,15,surrounding,5
MAP001129,DEST01807,BUS001129,hotel,0.49,5,very_near,5
MAP001130,DEST01807,BUS001130,restaurant,0.57,6,very_near,5
MAP001131,DEST01807,BUS001131,homestay,1.11,5,nearby,5
MAP001132,DEST01807,BUS001132,dhaba,1.22,5,nearby,5
MAP001133,DEST01807,BUS001133,hotel,2.12,8,nearby,5
MAP001134,DEST01807,BUS001134,cafe,3.03,12,close,5
MAP001135,DEST01807,BUS001135,guest_house,3.95,15,close,5
MAP001136,DEST01807,BUS001136,homestay,5.38,15,surrounding,5
MAP001137,DEST01808,BUS001137,hotel,0.49,5,very_near,5
MAP001138,DEST01808,BUS001138,restaurant,0.57,6,very_near,5
MAP001139,DEST01808,BUS001139,homestay,1.11,5,nearby,5
MAP001140,DEST01808,BUS001140,dhaba,1.22,5,nearby,5
MAP001141,DEST01808,BUS001141,hotel,2.12,8,nearby,5
MAP001142,DEST01808,BUS001142,cafe,3.03,12,close,5
MAP001143,DEST01808,BUS001143,guest_house,3.95,15,close,5
MAP001144,DEST01808,BUS001144,homestay,5.37,15,surrounding,5
MAP001145,DEST01809,BUS001145,hotel,0.49,5,very_near,5
MAP001146,DEST01809,BUS001146,restaurant,0.57,6,very_near,5
MAP001147,DEST01809,BUS001147,homestay,1.11,5,nearby,5
MAP001148,DEST01809,BUS001148,dhaba,1.22,5,nearby,5
MAP001149,DEST01809,BUS001149,hotel,2.12,8,nearby,5
MAP001150,DEST01809,BUS001150,cafe,3.03,12,close,5
MAP001151,DEST01809,BUS001151,guest_house,3.95,15,close,5
MAP001152,DEST01809,BUS001152,homestay,5.38,15,surrounding,5
MAP001153,DEST01810,BUS001153,hotel,0.49,5,very_near,5
MAP001154,DEST01810,BUS001154,restaurant,0.57,6,very_near,5
MAP001155,DEST01810,BUS001155,homestay,1.11,5,nearby,5
MAP001156,DEST01810,BUS001156,dhaba,1.22,5,nearby,5
MAP001157,DEST01810,BUS001157,hotel,2.12,8,nearby,5
MAP001158,DEST01810,BUS001158,cafe,3.03,12,close,5
MAP001159,DEST01810,BUS001159,guest_house,3.95,15,close,5
MAP001160,DEST01810,BUS001160,homestay,5.37,15,surrounding,5
MAP001161,DEST01811,BUS001161,hotel,0.49,5,very_near,5
MAP001162,DEST01811,BUS001162,restaurant,0.57,6,very_near,5
MAP001163,DEST01811,BUS001163,homestay,1.11,5,nearby,5
MAP001164,DEST01811,BUS001164,dhaba,1.22,5,nearby,5
MAP001165,DEST01811,BUS001165,hotel,2.12,8,nearby,5
MAP001166,DEST01811,BUS001166,cafe,3.03,12,close,5
MAP001167,DEST01811,BUS001167,guest_house,3.95,15,close,5
MAP001168,DEST01811,BUS001168,homestay,5.37,15,surrounding,5
MAP001169,DEST01812,BUS001169,hotel,0.49,5,very_near,5
MAP001170,DEST01812,BUS001170,restaurant,0.57,6,very_near,5
MAP001171,DEST01812,BUS001171,homestay,1.11,5,nearby,5
MAP001172,DEST01812,BUS001172,dhaba,1.22,5,nearby,5
MAP001173,DEST01812,BUS001173,hotel,2.12,8,nearby,5
MAP001174,DEST01812,BUS001174,cafe,3.03,12,close,5
MAP001175,DEST01812,BUS001175,guest_house,3.95,15,close,5
MAP001176,DEST01812,BUS001176,homestay,5.37,15,surrounding,5
MAP001177,DEST01813,BUS001177,hotel,0.49,5,very_near,5
MAP001178,DEST01813,BUS001178,restaurant,0.57,6,very_near,5
MAP001179,DEST01813,BUS001179,homestay,1.11,5,nearby,5
MAP001180,DEST01813,BUS001180,dhaba,1.22,5,nearby,5
MAP001181,DEST01813,BUS001181,hotel,2.12,8,nearby,5
MAP001182,DEST01813,BUS001182,cafe,3.03,12,close,5
MAP001183,DEST01813,BUS001183,guest_house,3.95,15,close,5
MAP001184,DEST01813,BUS001184,homestay,5.37,15,surrounding,5
MAP001185,DEST01814,BUS001185,hotel,0.49,5,very_near,5
MAP001186,DEST01814,BUS001186,restaurant,0.57,6,very_near,5
MAP001187,DEST01814,BUS001187,homestay,1.11,5,nearby,5
MAP001188,DEST01814,BUS001188,dhaba,1.22,5,nearby,5
MAP001189,DEST01814,BUS001189,hotel,2.12,8,nearby,5
MAP001190,DEST01814,BUS001190,cafe,3.03,12,close,5
MAP001191,DEST01814,BUS001191,guest_house,3.95,15,close,5
MAP001192,DEST01814,BUS001192,homestay,5.37,15,surrounding,5
MAP001193,DEST01815,BUS001193,hotel,0.49,5,very_near,5
MAP001194,DEST01815,BUS001194,restaurant,0.57,6,very_near,5
MAP001195,DEST01815,BUS001195,homestay,1.11,5,nearby,5
MAP001196,DEST01815,BUS001196,dhaba,1.22,5,nearby,5
MAP001197,DEST01815,BUS001197,hotel,2.12,8,nearby,5
MAP001198,DEST01815,BUS001198,cafe,3.03,12,close,5
MAP001199,DEST01815,BUS001199,guest_house,3.95,15,close,5
MAP001200,DEST01815,BUS001200,homestay,5.38,15,surrounding,5
MAP001201,DEST01931,BUS001201,hotel,0.48,5,very_near,5
MAP001202,DEST01931,BUS001202,restaurant,0.56,6,very_near,5
MAP001203,DEST01931,BUS001203,homestay,1.09,5,nearby,5
MAP001204,DEST01931,BUS001204,dhaba,1.2,5,nearby,5
MAP001205,DEST01931,BUS001205,hotel,2.09,8,nearby,5
MAP001206,DEST01931,BUS001206,cafe,2.97,11,nearby,5
MAP001207,DEST01931,BUS001207,guest_house,3.89,15,close,5
MAP001208,DEST01931,BUS001208,homestay,5.28,15,surrounding,5
MAP001209,DEST01932,BUS001209,hotel,0.48,5,very_near,5
MAP001210,DEST01932,BUS001210,restaurant,0.56,6,very_near,5
MAP001211,DEST01932,BUS001211,homestay,1.09,5,nearby,5
MAP001212,DEST01932,BUS001212,dhaba,1.2,5,nearby,5
MAP001213,DEST01932,BUS001213,hotel,2.09,8,nearby,5
MAP001214,DEST01932,BUS001214,cafe,2.97,11,nearby,5
MAP001215,DEST01932,BUS001215,guest_house,3.89,15,close,5
MAP001216,DEST01932,BUS001216,homestay,5.28,15,surrounding,5
MAP001217,DEST01933,BUS001217,hotel,0.48,5,very_near,5
MAP001218,DEST01933,BUS001218,restaurant,0.56,6,very_near,5
MAP001219,DEST01933,BUS001219,homestay,1.09,5,nearby,5
MAP001220,DEST01933,BUS001220,dhaba,1.2,5,nearby,5
MAP001221,DEST01933,BUS001221,hotel,2.09,8,nearby,5
MAP001222,DEST01933,BUS001222,cafe,2.97,11,nearby,5
MAP001223,DEST01933,BUS001223,guest_house,3.89,15,close,5
MAP001224,DEST01933,BUS001224,homestay,5.28,15,surrounding,5
MAP001225,DEST01934,BUS001225,hotel,0.48,5,very_near,5
MAP001226,DEST01934,BUS001226,restaurant,0.56,6,very_near,5
MAP001227,DEST01934,BUS001227,homestay,1.09,5,nearby,5
MAP001228,DEST01934,BUS001228,dhaba,1.2,5,nearby,5
MAP001229,DEST01934,BUS001229,hotel,2.09,8,nearby,5
MAP001230,DEST01934,BUS001230,cafe,2.97,11,nearby,5
MAP001231,DEST01934,BUS001231,guest_house,3.89,15,close,5
MAP001232,DEST01934,BUS001232,homestay,5.28,15,surrounding,5
MAP001233,DEST01935,BUS001233,hotel,0.48,5,very_near,5
MAP001234,DEST01935,BUS001234,restaurant,0.56,6,very_near,5
MAP001235,DEST01935,BUS001235,homestay,1.09,5,nearby,5
MAP001236,DEST01935,BUS001236,dhaba,1.2,5,nearby,5
MAP001237,DEST01935,BUS001237,hotel,2.09,8,nearby,5
MAP001238,DEST01935,BUS001238,cafe,2.97,11,nearby,5
MAP001239,DEST01935,BUS001239,guest_house,3.89,15,close,5
MAP001240,DEST01935,BUS001240,homestay,5.28,15,surrounding,5
MAP001241,DEST01936,BUS001241,hotel,0.48,5,very_near,5
MAP001242,DEST01936,BUS001242,restaurant,0.56,6,very_near,5
MAP001243,DEST01936,BUS001243,homestay,1.09,5,nearby,5
MAP001244,DEST01936,BUS001244,dhaba,1.2,5,nearby,5
MAP001245,DEST01936,BUS001245,hotel,2.09,8,nearby,5
MAP001246,DEST01936,BUS001246,cafe,2.97,11,nearby,5
MAP001247,DEST01936,BUS001247,guest_house,3.89,15,close,5
MAP001248,DEST01936,BUS001248,homestay,5.28,15,surrounding,5
MAP001249,DEST01937,BUS001249,hotel,0.48,5,very_near,5
MAP001250,DEST01937,BUS001250,restaurant,0.56,6,very_near,5
MAP001251,DEST01937,BUS001251,homestay,1.09,5,nearby,5
MAP001252,DEST01937,BUS001252,dhaba,1.2,5,nearby,5
MAP001253,DEST01937,BUS001253,hotel,2.09,8,nearby,5
MAP001254,DEST01937,BUS001254,cafe,2.97,11,nearby,5
MAP001255,DEST01937,BUS001255,guest_house,3.89,15,close,5
MAP001256,DEST01937,BUS001256,homestay,5.28,15,surrounding,5
MAP001257,DEST01938,BUS001257,hotel,0.48,5,very_near,5
MAP001258,DEST01938,BUS001258,restaurant,0.56,6,very_near,5
MAP001259,DEST01938,BUS001259,homestay,1.09,5,nearby,5
MAP001260,DEST01938,BUS001260,dhaba,1.2,5,nearby,5
MAP001261,DEST01938,BUS001261,hotel,2.09,8,nearby,5
MAP001262,DEST01938,BUS001262,cafe,2.97,11,nearby,5
MAP001263,DEST01938,BUS001263,guest_house,3.89,15,close,5
MAP001264,DEST01938,BUS001264,homestay,5.28,15,surrounding,5
MAP001265,DEST01939,BUS001265,hotel,0.48,5,very_near,5
MAP001266,DEST01939,BUS001266,restaurant,0.56,6,very_near,5
MAP001267,DEST01939,BUS001267,homestay,1.09,5,nearby,5
MAP001268,DEST01939,BUS001268,dhaba,1.2,5,nearby,5
MAP001269,DEST01939,BUS001269,hotel,2.09,8,nearby,5
MAP001270,DEST01939,BUS001270,cafe,2.97,11,nearby,5
MAP001271,DEST01939,BUS001271,guest_house,3.89,15,close,5
MAP001272,DEST01939,BUS001272,homestay,5.28,15,surrounding,5
MAP001273,DEST01940,BUS001273,hotel,0.48,5,very_near,5
MAP001274,DEST01940,BUS001274,restaurant,0.56,6,very_near,5
MAP001275,DEST01940,BUS001275,homestay,1.09,5,nearby,5
MAP001276,DEST01940,BUS001276,dhaba,1.2,5,nearby,5
MAP001277,DEST01940,BUS001277,hotel,2.09,8,nearby,5
MAP001278,DEST01940,BUS001278,cafe,2.97,11,nearby,5
MAP001279,DEST01940,BUS001279,guest_house,3.89,15,close,5
MAP001280,DEST01940,BUS001280,homestay,5.28,15,surrounding,5
MAP001281,DEST01941,BUS001281,hotel,0.48,5,very_near,5
MAP001282,DEST01941,BUS001282,restaurant,0.56,6,very_near,5
MAP001283,DEST01941,BUS001283,homestay,1.09,5,nearby,5
MAP001284,DEST01941,BUS001284,dhaba,1.2,5,nearby,5
MAP001285,DEST01941,BUS001285,hotel,2.08,8,nearby,5
MAP001286,DEST01941,BUS001286,cafe,2.97,11,nearby,5
MAP001287,DEST01941,BUS001287,guest_house,3.88,15,close,5
MAP001288,DEST01941,BUS001288,homestay,5.27,15,surrounding,5
MAP001289,DEST01942,BUS001289,hotel,0.48,5,very_near,5
MAP001290,DEST01942,BUS001290,restaurant,0.56,6,very_near,5
MAP001291,DEST01942,BUS001291,homestay,1.09,5,nearby,5
MAP001292,DEST01942,BUS001292,dhaba,1.2,5,nearby,5
MAP001293,DEST01942,BUS001293,hotel,2.08,8,nearby,5
MAP001294,DEST01942,BUS001294,cafe,2.97,11,nearby,5
MAP001295,DEST01942,BUS001295,guest_house,3.88,15,close,5
MAP001296,DEST01942,BUS001296,homestay,5.27,15,surrounding,5
MAP001297,DEST01943,BUS001297,hotel,0.48,5,very_near,5
MAP001298,DEST01943,BUS001298,restaurant,0.57,6,very_near,5
MAP001299,DEST01943,BUS001299,homestay,1.1,5,nearby,5
MAP001300,DEST01943,BUS001300,dhaba,1.2,5,nearby,5
MAP001301,DEST01943,BUS001301,hotel,2.09,8,nearby,5
MAP001302,DEST01943,BUS001302,cafe,2.98,11,nearby,5
MAP001303,DEST01943,BUS001303,guest_house,3.89,15,close,5
MAP001304,DEST01943,BUS001304,homestay,5.29,15,surrounding,5
MAP001305,DEST01944,BUS001305,hotel,0.48,5,very_near,5
MAP001306,DEST01944,BUS001306,restaurant,0.57,6,very_near,5
MAP001307,DEST01944,BUS001307,homestay,1.09,5,nearby,5
MAP001308,DEST01944,BUS001308,dhaba,1.2,5,nearby,5
MAP001309,DEST01944,BUS001309,hotel,2.09,8,nearby,5
MAP001310,DEST01944,BUS001310,cafe,2.98,11,nearby,5
MAP001311,DEST01944,BUS001311,guest_house,3.89,15,close,5
MAP001312,DEST01944,BUS001312,homestay,5.29,15,surrounding,5
MAP001313,DEST01945,BUS001313,hotel,0.48,5,very_near,5
MAP001314,DEST01945,BUS001314,restaurant,0.57,6,very_near,5
MAP001315,DEST01945,BUS001315,homestay,1.1,5,nearby,5
MAP001316,DEST01945,BUS001316,dhaba,1.2,5,nearby,5
MAP001317,DEST01945,BUS001317,hotel,2.09,8,nearby,5
MAP001318,DEST01945,BUS001318,cafe,2.98,11,nearby,5
MAP001319,DEST01945,BUS001319,guest_house,3.89,15,close,5
MAP001320,DEST01945,BUS001320,homestay,5.29,15,surrounding,5
MAP001321,DEST01946,BUS001321,hotel,0.48,5,very_near,5
MAP001322,DEST01946,BUS001322,restaurant,0.57,6,very_near,5
MAP001323,DEST01946,BUS001323,homestay,1.1,5,nearby,5
MAP001324,DEST01946,BUS001324,dhaba,1.2,5,nearby,5
MAP001325,DEST01946,BUS001325,hotel,2.09,8,nearby,5
MAP001326,DEST01946,BUS001326,cafe,2.98,11,nearby,5
MAP001327,DEST01946,BUS001327,guest_house,3.89,15,close,5
MAP001328,DEST01946,BUS001328,homestay,5.29,15,surrounding,5
MAP001329,DEST01947,BUS001329,hotel,0.48,5,very_near,5
MAP001330,DEST01947,BUS001330,restaurant,0.57,6,very_near,5
MAP001331,DEST01947,BUS001331,homestay,1.1,5,nearby,5
MAP001332,DEST01947,BUS001332,dhaba,1.2,5,nearby,5
MAP001333,DEST01947,BUS001333,hotel,2.09,8,nearby,5
MAP001334,DEST01947,BUS001334,cafe,2.98,11,nearby,5
MAP001335,DEST01947,BUS001335,guest_house,3.89,15,close,5
MAP001336,DEST01947,BUS001336,homestay,5.29,15,surrounding,5
MAP001337,DEST01948,BUS001337,hotel,0.48,5,very_near,5
MAP001338,DEST01948,BUS001338,restaurant,0.57,6,very_near,5
MAP001339,DEST01948,BUS001339,homestay,1.1,5,nearby,5
MAP001340,DEST01948,BUS001340,dhaba,1.2,5,nearby,5
MAP001341,DEST01948,BUS001341,hotel,2.09,8,nearby,5
MAP001342,DEST01948,BUS001342,cafe,2.98,11,nearby,5
MAP001343,DEST01948,BUS001343,guest_house,3.89,15,close,5
MAP001344,DEST01948,BUS001344,homestay,5.29,15,surrounding,5
MAP001345,DEST01949,BUS001345,hotel,0.48,5,very_near,5
MAP001346,DEST01949,BUS001346,restaurant,0.57,6,very_near,5
MAP001347,DEST01949,BUS001347,homestay,1.1,5,nearby,5
MAP001348,DEST01949,BUS001348,dhaba,1.2,5,nearby,5
MAP001349,DEST01949,BUS001349,hotel,2.09,8,nearby,5
MAP001350,DEST01949,BUS001350,cafe,2.98,11,nearby,5
MAP001351,DEST01949,BUS001351,guest_house,3.89,15,close,5
MAP001352,DEST01949,BUS001352,homestay,5.29,15,surrounding,5
MAP001353,DEST01950,BUS001353,hotel,0.48,5,very_near,5
MAP001354,DEST01950,BUS001354,restaurant,0.57,6,very_near,5
MAP001355,DEST01950,BUS001355,homestay,1.1,5,nearby,5
MAP001356,DEST01950,BUS001356,dhaba,1.2,5,nearby,5
MAP001357,DEST01950,BUS001357,hotel,2.09,8,nearby,5
MAP001358,DEST01950,BUS001358,cafe,2.98,11,nearby,5
MAP001359,DEST01950,BUS001359,guest_house,3.89,15,close,5
MAP001360,DEST01950,BUS001360,homestay,5.29,15,surrounding,5
MAP001361,DEST01951,BUS001361,hotel,0.48,5,very_near,5
MAP001362,DEST01951,BUS001362,restaurant,0.57,6,very_near,5
MAP001363,DEST01951,BUS001363,homestay,1.1,5,nearby,5
MAP001364,DEST01951,BUS001364,dhaba,1.2,5,nearby,5
MAP001365,DEST01951,BUS001365,hotel,2.09,8,nearby,5
MAP001366,DEST01951,BUS001366,cafe,2.98,11,nearby,5
MAP001367,DEST01951,BUS001367,guest_house,3.89,15,close,5
MAP001368,DEST01951,BUS001368,homestay,5.29,15,surrounding,5
MAP001369,DEST01952,BUS001369,hotel,0.48,5,very_near,5
MAP001370,DEST01952,BUS001370,restaurant,0.57,6,very_near,5
MAP001371,DEST01952,BUS001371,homestay,1.1,5,nearby,5
MAP001372,DEST01952,BUS001372,dhaba,1.2,5,nearby,5
MAP001373,DEST01952,BUS001373,hotel,2.09,8,nearby,5
MAP001374,DEST01952,BUS001374,cafe,2.98,11,nearby,5
MAP001375,DEST01952,BUS001375,guest_house,3.89,15,close,5
MAP001376,DEST01952,BUS001376,homestay,5.29,15,surrounding,5
MAP001377,DEST01953,BUS001377,hotel,0.48,5,very_near,5
MAP001378,DEST01953,BUS001378,restaurant,0.57,6,very_near,5
MAP001379,DEST01953,BUS001379,homestay,1.1,5,nearby,5
MAP001380,DEST01953,BUS001380,dhaba,1.2,5,nearby,5
MAP001381,DEST01953,BUS001381,hotel,2.09,8,nearby,5
MAP001382,DEST01953,BUS001382,cafe,2.98,11,nearby,5
MAP001383,DEST01953,BUS001383,guest_house,3.89,15,close,5
MAP001384,DEST01953,BUS001384,homestay,5.29,15,surrounding,5
MAP001385,DEST01954,BUS001385,hotel,0.48,5,very_near,5
MAP001386,DEST01954,BUS001386,restaurant,0.57,6,very_near,5
MAP001387,DEST01954,BUS001387,homestay,1.1,5,nearby,5
MAP001388,DEST01954,BUS001388,dhaba,1.2,5,nearby,5
MAP001389,DEST01954,BUS001389,hotel,2.09,8,nearby,5
MAP001390,DEST01954,BUS001390,cafe,2.98,11,nearby,5
MAP001391,DEST01954,BUS001391,guest_house,3.89,15,close,5
MAP001392,DEST01954,BUS001392,homestay,5.29,15,surrounding,5
MAP001393,DEST01955,BUS001393,hotel,0.48,5,very_near,5
MAP001394,DEST01955,BUS001394,restaurant,0.57,6,very_near,5
MAP001395,DEST01955,BUS001395,homestay,1.1,5,nearby,5
MAP001396,DEST01955,BUS001396,dhaba,1.2,5,nearby,5
MAP001397,DEST01955,BUS001397,hotel,2.09,8,nearby,5
MAP001398,DEST01955,BUS001398,cafe,2.98,11,nearby,5
MAP001399,DEST01955,BUS001399,guest_house,3.89,15,close,5
MAP001400,DEST01955,BUS001400,homestay,5.29,15,surrounding,5
MAP001401,DEST02151,BUS001401,hotel,0.48,5,very_near,5
MAP001402,DEST02151,BUS001402,restaurant,0.56,6,very_near,5
MAP001403,DEST02151,BUS001403,homestay,1.08,5,nearby,5
MAP001404,DEST02151,BUS001404,dhaba,1.18,5,nearby,5
MAP001405,DEST02151,BUS001405,hotel,2.06,8,nearby,5
MAP001406,DEST02151,BUS001406,cafe,2.92,11,nearby,5
MAP001407,DEST02151,BUS001407,guest_house,3.83,15,close,5
MAP001408,DEST02151,BUS001408,homestay,5.2,15,surrounding,5
MAP001409,DEST02152,BUS001409,hotel,0.48,5,very_near,5
MAP001410,DEST02152,BUS001410,restaurant,0.56,6,very_near,5
MAP001411,DEST02152,BUS001411,homestay,1.08,5,nearby,5
MAP001412,DEST02152,BUS001412,dhaba,1.18,5,nearby,5
MAP001413,DEST02152,BUS001413,hotel,2.06,8,nearby,5
MAP001414,DEST02152,BUS001414,cafe,2.92,11,nearby,5
MAP001415,DEST02152,BUS001415,guest_house,3.83,15,close,5
MAP001416,DEST02152,BUS001416,homestay,5.2,15,surrounding,5
MAP001417,DEST02153,BUS001417,hotel,0.48,5,very_near,5
MAP001418,DEST02153,BUS001418,restaurant,0.56,6,very_near,5
MAP001419,DEST02153,BUS001419,homestay,1.07,5,nearby,5
MAP001420,DEST02153,BUS001420,dhaba,1.18,5,nearby,5
MAP001421,DEST02153,BUS001421,hotel,2.05,8,nearby,5
MAP001422,DEST02153,BUS001422,cafe,2.92,11,nearby,5
MAP001423,DEST02153,BUS001423,guest_house,3.82,15,close,5
MAP001424,DEST02153,BUS001424,homestay,5.19,15,surrounding,5
MAP001425,DEST02154,BUS001425,hotel,0.48,5,very_near,5
MAP001426,DEST02154,BUS001426,restaurant,0.56,6,very_near,5
MAP001427,DEST02154,BUS001427,homestay,1.08,5,nearby,5
MAP001428,DEST02154,BUS001428,dhaba,1.18,5,nearby,5
MAP001429,DEST02154,BUS001429,hotel,2.06,8,nearby,5
MAP001430,DEST02154,BUS001430,cafe,2.92,11,nearby,5
MAP001431,DEST02154,BUS001431,guest_house,3.83,15,close,5
MAP001432,DEST02154,BUS001432,homestay,5.2,15,surrounding,5
MAP001433,DEST02155,BUS001433,hotel,0.48,5,very_near,5
MAP001434,DEST02155,BUS001434,restaurant,0.56,6,very_near,5
MAP001435,DEST02155,BUS001435,homestay,1.08,5,nearby,5
MAP001436,DEST02155,BUS001436,dhaba,1.18,5,nearby,5
MAP001437,DEST02155,BUS001437,hotel,2.06,8,nearby,5
MAP001438,DEST02155,BUS001438,cafe,2.93,11,nearby,5
MAP001439,DEST02155,BUS001439,guest_house,3.83,15,close,5
MAP001440,DEST02155,BUS001440,homestay,5.2,15,surrounding,5
MAP001441,DEST02156,BUS001441,hotel,0.48,5,very_near,5
MAP001442,DEST02156,BUS001442,restaurant,0.56,6,very_near,5
MAP001443,DEST02156,BUS001443,homestay,1.08,5,nearby,5
MAP001444,DEST02156,BUS001444,dhaba,1.18,5,nearby,5
MAP001445,DEST02156,BUS001445,hotel,2.06,8,nearby,5
MAP001446,DEST02156,BUS001446,cafe,2.92,11,nearby,5
MAP001447,DEST02156,BUS001447,guest_house,3.83,15,close,5
MAP001448,DEST02156,BUS001448,homestay,5.2,15,surrounding,5
MAP001449,DEST02157,BUS001449,hotel,0.48,5,very_near,5
MAP001450,DEST02157,BUS001450,restaurant,0.56,6,very_near,5
MAP001451,DEST02157,BUS001451,homestay,1.08,5,nearby,5
MAP001452,DEST02157,BUS001452,dhaba,1.18,5,nearby,5
MAP001453,DEST02157,BUS001453,hotel,2.06,8,nearby,5
MAP001454,DEST02157,BUS001454,cafe,2.92,11,nearby,5
MAP001455,DEST02157,BUS001455,guest_house,3.83,15,close,5
MAP001456,DEST02157,BUS001456,homestay,5.2,15,surrounding,5
MAP001457,DEST02158,BUS001457,hotel,0.48,5,very_near,5
MAP001458,DEST02158,BUS001458,restaurant,0.56,6,very_near,5
MAP001459,DEST02158,BUS001459,homestay,1.08,5,nearby,5
MAP001460,DEST02158,BUS001460,dhaba,1.18,5,nearby,5
MAP001461,DEST02158,BUS001461,hotel,2.06,8,nearby,5
MAP001462,DEST02158,BUS001462,cafe,2.92,11,nearby,5
MAP001463,DEST02158,BUS001463,guest_house,3.83,15,close,5
MAP001464,DEST02158,BUS001464,homestay,5.2,15,surrounding,5
MAP001465,DEST02159,BUS001465,hotel,0.48,5,very_near,5
MAP001466,DEST02159,BUS001466,restaurant,0.56,6,very_near,5
MAP001467,DEST02159,BUS001467,homestay,1.08,5,nearby,5
MAP001468,DEST02159,BUS001468,dhaba,1.18,5,nearby,5
MAP001469,DEST02159,BUS001469,hotel,2.06,8,nearby,5
MAP001470,DEST02159,BUS001470,cafe,2.92,11,nearby,5
MAP001471,DEST02159,BUS001471,guest_house,3.83,15,close,5
MAP001472,DEST02159,BUS001472,homestay,5.2,15,surrounding,5
MAP001473,DEST02160,BUS001473,hotel,0.48,5,very_near,5
MAP001474,DEST02160,BUS001474,restaurant,0.56,6,very_near,5
MAP001475,DEST02160,BUS001475,homestay,1.08,5,nearby,5
MAP001476,DEST02160,BUS001476,dhaba,1.18,5,nearby,5
MAP001477,DEST02160,BUS001477,hotel,2.06,8,nearby,5
MAP001478,DEST02160,BUS001478,cafe,2.92,11,nearby,5
MAP001479,DEST02160,BUS001479,guest_house,3.83,15,close,5
MAP001480,DEST02160,BUS001480,homestay,5.2,15,surrounding,5
MAP001481,DEST02161,BUS001481,hotel,0.48,5,very_near,5
MAP001482,DEST02161,BUS001482,restaurant,0.56,6,very_near,5
MAP001483,DEST02161,BUS001483,homestay,1.08,5,nearby,5
MAP001484,DEST02161,BUS001484,dhaba,1.18,5,nearby,5
MAP001485,DEST02161,BUS001485,hotel,2.06,8,nearby,5
MAP001486,DEST02161,BUS001486,cafe,2.92,11,nearby,5
MAP001487,DEST02161,BUS001487,guest_house,3.83,15,close,5
MAP001488,DEST02161,BUS001488,homestay,5.2,15,surrounding,5
MAP001489,DEST02162,BUS001489,hotel,0.48,5,very_near,5
MAP001490,DEST02162,BUS001490,restaurant,0.56,6,very_near,5
MAP001491,DEST02162,BUS001491,homestay,1.08,5,nearby,5
MAP001492,DEST02162,BUS001492,dhaba,1.18,5,nearby,5
MAP001493,DEST02162,BUS001493,hotel,2.06,8,nearby,5
MAP001494,DEST02162,BUS001494,cafe,2.93,11,nearby,5
MAP001495,DEST02162,BUS001495,guest_house,3.83,15,close,5
MAP001496,DEST02162,BUS001496,homestay,5.21,15,surrounding,5
MAP001497,DEST02163,BUS001497,hotel,0.48,5,very_near,5
MAP001498,DEST02163,BUS001498,restaurant,0.56,6,very_near,5
MAP001499,DEST02163,BUS001499,homestay,1.08,5,nearby,5
MAP001500,DEST02163,BUS001500,dhaba,1.18,5,nearby,5
