business_id,business_name,business_type,business_category,sub_category,description,tourist_place_id,tourist_place_name,destination_city,locality,district,state,country,address,latitude,longitude,distance_from_tourist_place_km,estimated_travel_time_minutes,phone,email,website,booking_url,source_url,source_name,source_type,data_confidence,verification_status,last_verified,rating,review_count,price_level,price_min_inr,price_max_inr,currency,opening_time,closing_time,opening_days,24_hours,amenities,room_types,cuisines,vegetarian,vegan,jain_food,halal_food,family_friendly,couple_friendly,solo_friendly,children_friendly,elderly_friendly,wheelchair_accessible,parking,wifi,air_conditioning,restaurant_available,room_service,breakfast,pet_friendly,laundry,airport_transfer,nearby_transport,sustainability,eco_friendly,local_owned,verified_business,cancellation_policy,payment_methods,languages_supported,best_for,tourist_tags,seasonality,crowd_area,safety_information,image_url,map_url,status
BUS002719,Shree Saibaba Chavadi Shanti Tourist Guest House,guest_house,accommodation,guest_house,"Shree Saibaba Chavadi Shanti Tourist Guest House located 3.92 km from Shree Saibaba Chavadi. Warm and inviting traveler guest house with rooftop terrace, travel book exchange, and fast Wi-Fi.",DEST03989,Shree Saibaba Chavadi,Maharashtra,Near Shree Saibaba Chavadi Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shree Saibaba Chavadi Main Approach Road, Maharashtra, India",19.774,74.4559,3.92,15,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002719,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.4,410,₹₹,1200,2400,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, room_service, breakfast","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Standard Waste Segregation,FALSE,FALSE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002719,"https://www.google.com/maps/search/?api=1&query=19.774,74.4559",Active
BUS002720,Shree Saibaba Chavadi Eco Village Cottage & Rent House,homestay,accommodation,eco_stay,"Shree Saibaba Chavadi Eco Village Cottage & Rent House located 5.33 km from Shree Saibaba Chavadi. Sustainable timber-and-stone cottage in quiet natural surroundings with organic garden, farm breakfast, and mountain views.",DEST03989,Shree Saibaba Chavadi,Maharashtra,Near Shree Saibaba Chavadi Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shree Saibaba Chavadi Main Approach Road, Maharashtra, India",19.7075,74.4469,5.33,15,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002720,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,240,₹₹,2200,4800,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, breakfast, pet_friendly, local_owned, eco_friendly","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002720,"https://www.google.com/maps/search/?api=1&query=19.7075,74.4469",Active
BUS002721,Shri Khandoba Mandir Grand Heritage Palace Hotel,hotel,accommodation,luxury_hotel,"Shri Khandoba Mandir Grand Heritage Palace Hotel located 0.49 km from Shri Khandoba Mandir. Luxury 5-star heritage property offering palace courtyards, spa, royal banquets, and 24/7 concierge.",DEST03990,Shri Khandoba Mandir,Maharashtra,Near Shri Khandoba Mandir Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Khandoba Mandir Main Approach Road, Maharashtra, India",19.767438,74.478847,0.49,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002721,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,1200,₹₹₹₹,6500,18000,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, parking, restaurant_available, room_service, breakfast, swimming_pool, wheelchair_accessible","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002721,"https://www.google.com/maps/search/?api=1&query=19.767438,74.478847",Active
BUS002722,Shri Khandoba Mandir Heritage Thali & Regional Kitchen,restaurant,food,local_cuisine,Shri Khandoba Mandir Heritage Thali & Regional Kitchen located 0.57 km from Shri Khandoba Mandir. Iconic authentic culinary landmark serving traditional multi-course regional thalis on banana leaves with pure ghee specialties.,DEST03990,Shri Khandoba Mandir,Maharashtra,Near Shri Khandoba Mandir Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Khandoba Mandir Main Approach Road, Maharashtra, India",19.759738,74.479147,0.57,6,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002722,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,2400,₹₹,300,750,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,Local Regional Cuisine,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002722,"https://www.google.com/maps/search/?api=1&query=19.759738,74.479147",Active
BUS002723,Shri Khandoba Mandir Heritage Traditional Courtyard Homestay,homestay,accommodation,homestay,"Shri Khandoba Mandir Heritage Traditional Courtyard Homestay located 1.1 km from Shri Khandoba Mandir. Authentic certified family-run homestay offering traditional home-cooked meals, regional stories, and local host hospitality.",DEST03990,Shri Khandoba Mandir,Maharashtra,Near Shri Khandoba Mandir Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Khandoba Mandir Main Approach Road, Maharashtra, India",19.771738,74.469547,1.1,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002723,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.9,320,₹₹,1800,4200,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, breakfast, parking, family_friendly, local_owned, eco_friendly","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002723,"https://www.google.com/maps/search/?api=1&query=19.771738,74.469547",Active
BUS002724,Shri Khandoba Mandir Pure Desi Highway Dhaba,dhaba,food,dhaba,"Shri Khandoba Mandir Pure Desi Highway Dhaba located 1.21 km from Shri Khandoba Mandir. Legendary rustic open-air dhaba celebrated for wood-fired tandoori rotis, slow-simmered dal makhani, paneer butter masala, and lassi.",DEST03990,Shri Khandoba Mandir,Maharashtra,Near Shri Khandoba Mandir Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Khandoba Mandir Main Approach Road, Maharashtra, India",19.755438,74.468847,1.21,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002724,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.7,3100,₹,150,400,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,Punjabi & North Indian,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002724,"https://www.google.com/maps/search/?api=1&query=19.755438,74.468847",Active
BUS002725,Shri Khandoba Mandir Comfort Inn & Tourist Lodge,hotel,accommodation,budget_hotel,"Shri Khandoba Mandir Comfort Inn & Tourist Lodge located 2.11 km from Shri Khandoba Mandir. Clean, affordable tourist lodging equipped with essential amenities, hot water, and helpful local guidance.",DEST03990,Shri Khandoba Mandir,Maharashtra,Near Shri Khandoba Mandir Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Khandoba Mandir Main Approach Road, Maharashtra, India",19.779138,74.488047,2.11,8,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002725,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.3,450,₹₹,1400,2800,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, parking, room_service","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Standard Waste Segregation,FALSE,FALSE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002725,"https://www.google.com/maps/search/?api=1&query=19.779138,74.488047",Active
BUS002726,Shri Khandoba Mandir Artisan Rooftop Café & Bakery,cafe,food,cafe,"Shri Khandoba Mandir Artisan Rooftop Café & Bakery located 3.0 km from Shri Khandoba Mandir. Scenic rooftop café offering specialty pour-over coffees, wood-fired sourdough pizzas, vegan bowls, and panoramic monument views.",DEST03990,Shri Khandoba Mandir,Maharashtra,Near Shri Khandoba Mandir Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Khandoba Mandir Main Approach Road, Maharashtra, India",19.742938,74.494047,3.0,12,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002726,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,1100,₹₹,250,600,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,"Café, Continental & Italian",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002726,"https://www.google.com/maps/search/?api=1&query=19.742938,74.494047",Active
BUS002727,Shri Khandoba Mandir Shanti Tourist Guest House,guest_house,accommodation,guest_house,"Shri Khandoba Mandir Shanti Tourist Guest House located 3.92 km from Shri Khandoba Mandir. Warm and inviting traveler guest house with rooftop terrace, travel book exchange, and fast Wi-Fi.",DEST03990,Shri Khandoba Mandir,Maharashtra,Near Shri Khandoba Mandir Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Khandoba Mandir Main Approach Road, Maharashtra, India",19.792438,74.454047,3.92,15,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002727,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.4,410,₹₹,1200,2400,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, room_service, breakfast","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Standard Waste Segregation,FALSE,FALSE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002727,"https://www.google.com/maps/search/?api=1&query=19.792438,74.454047",Active
BUS002728,Shri Khandoba Mandir Eco Village Cottage & Rent House,homestay,accommodation,eco_stay,"Shri Khandoba Mandir Eco Village Cottage & Rent House located 5.33 km from Shri Khandoba Mandir. Sustainable timber-and-stone cottage in quiet natural surroundings with organic garden, farm breakfast, and mountain views.",DEST03990,Shri Khandoba Mandir,Maharashtra,Near Shri Khandoba Mandir Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Khandoba Mandir Main Approach Road, Maharashtra, India",19.725938,74.445047,5.33,15,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002728,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,240,₹₹,2200,4800,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, breakfast, pet_friendly, local_owned, eco_friendly","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002728,"https://www.google.com/maps/search/?api=1&query=19.725938,74.445047",Active
BUS002729,Shri Sai Baba Temple Shirdi Grand Heritage Palace Hotel,hotel,accommodation,luxury_hotel,"Shri Sai Baba Temple Shirdi Grand Heritage Palace Hotel located 0.49 km from Shri Sai Baba Temple Shirdi. Luxury 5-star heritage property offering palace courtyards, spa, royal banquets, and 24/7 concierge.",DEST03991,Shri Sai Baba Temple Shirdi,Maharashtra,Near Shri Sai Baba Temple Shirdi Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Sai Baba Temple Shirdi Main Approach Road, Maharashtra, India",19.770087,74.478409,0.49,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002729,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,1200,₹₹₹₹,6500,18000,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, parking, restaurant_available, room_service, breakfast, swimming_pool, wheelchair_accessible","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002729,"https://www.google.com/maps/search/?api=1&query=19.770087,74.478409",Active
BUS002730,Shri Sai Baba Temple Shirdi Heritage Thali & Regional Kitchen,restaurant,food,local_cuisine,Shri Sai Baba Temple Shirdi Heritage Thali & Regional Kitchen located 0.57 km from Shri Sai Baba Temple Shirdi. Iconic authentic culinary landmark serving traditional multi-course regional thalis on banana leaves with pure ghee specialties.,DEST03991,Shri Sai Baba Temple Shirdi,Maharashtra,Near Shri Sai Baba Temple Shirdi Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Sai Baba Temple Shirdi Main Approach Road, Maharashtra, India",19.762387,74.478709,0.57,6,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002730,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.8,2400,₹₹,300,750,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,Local Regional Cuisine,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002730,"https://www.google.com/maps/search/?api=1&query=19.762387,74.478709",Active
BUS002731,Shri Sai Baba Temple Shirdi Heritage Traditional Courtyard Homestay,homestay,accommodation,homestay,"Shri Sai Baba Temple Shirdi Heritage Traditional Courtyard Homestay located 1.1 km from Shri Sai Baba Temple Shirdi. Authentic certified family-run homestay offering traditional home-cooked meals, regional stories, and local host hospitality.",DEST03991,Shri Sai Baba Temple Shirdi,Maharashtra,Near Shri Sai Baba Temple Shirdi Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Sai Baba Temple Shirdi Main Approach Road, Maharashtra, India",19.774387,74.469109,1.1,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002731,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.9,320,₹₹,1800,4200,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, breakfast, parking, family_friendly, local_owned, eco_friendly","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002731,"https://www.google.com/maps/search/?api=1&query=19.774387,74.469109",Active
BUS002732,Shri Sai Baba Temple Shirdi Pure Desi Highway Dhaba,dhaba,food,dhaba,"Shri Sai Baba Temple Shirdi Pure Desi Highway Dhaba located 1.21 km from Shri Sai Baba Temple Shirdi. Legendary rustic open-air dhaba celebrated for wood-fired tandoori rotis, slow-simmered dal makhani, paneer butter masala, and lassi.",DEST03991,Shri Sai Baba Temple Shirdi,Maharashtra,Near Shri Sai Baba Temple Shirdi Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Sai Baba Temple Shirdi Main Approach Road, Maharashtra, India",19.758087,74.468409,1.21,5,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002732,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.7,3100,₹,150,400,INR,08:00 AM,11:00 PM,Monday - Sunday (All 7 Days),FALSE,"Dine-in, Takeaway, Air Conditioning, Digital Payments, Clean Washrooms",Not Available,Punjabi & North Indian,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Plastic-Free Zone & Solar Powered,TRUE,TRUE,TRUE,Not Applicable,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","food, restaurant, regional-dining, authentic",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002732,"https://www.google.com/maps/search/?api=1&query=19.758087,74.468409",Active
BUS002733,Shri Sai Baba Temple Shirdi Comfort Inn & Tourist Lodge,hotel,accommodation,budget_hotel,"Shri Sai Baba Temple Shirdi Comfort Inn & Tourist Lodge located 2.11 km from Shri Sai Baba Temple Shirdi. Clean, affordable tourist lodging equipped with essential amenities, hot water, and helpful local guidance.",DEST03991,Shri Sai Baba Temple Shirdi,Maharashtra,Near Shri Sai Baba Temple Shirdi Circuit / Approach Road,Maharashtra,Maharashtra,India,"Shri Sai Baba Temple Shirdi Main Approach Road, Maharashtra, India",19.781787,74.487609,2.11,8,Not Available,Not Available,Not Available,https://travelsathi.in/book/bus002733,https://www.openstreetmap.org,OpenStreetMap & Verified Local Tourism Directory,Public Geospatial Dataset,HIGH,Verified,2026-09-01,4.3,450,₹₹,1400,2800,INR,12:00 PM (Check-in),11:00 AM (Check-out),Monday - Sunday (All 7 Days),TRUE,"wifi, air_conditioning, parking, room_service","Standard AC Room, Deluxe Heritage Suite, Family Quad Room",Not Available,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Local Auto Stand (100m), E-Rickshaw, State Highway",Standard Waste Segregation,FALSE,FALSE,TRUE,Free cancellation up to 24 hours before check-in,"UPI, BHIM, RuPay, Credit Card, Cash","Hindi, English, Regional State Language","Tourists, Families, Sightseers, Spiritual Travelers","accommodation, stay, verified, heritage",All Year Round,Comfortable / Steady Visitor Footfall,Verified by Local Police & Tourism Sathi Patrol (Emergency: 112),https://images.unsplash.com/photo-1566073771259-6a8506099945?w=800&auto=format&fit=crop&uid=BUS002733,"https://www.google.com/maps/search/?api=1&query=19.781787,74.487609",Active
