tourist_place_id,tourist_place_name,destination_type,description,city,district,state,country,latitude,longitude,best_time_to_visit,average_visit_duration,estimated_budget,crowd_level,popularity,heritage,nature,adventure,culture,spiritual,family_friendly,accessibility,sustainability,safety_status,nearby_transport,official_website,source_url,source_name,verification_status
DEST02798,Freedom Park Bengaluru,Attraction,"Formerly the Central Jail of Bangalore built in 1867 where political leaders were detained during the Emergency, converted into a 21-acre public cultural park, museum, and amphitheater.",Karnataka,Karnataka,Karnataka,India,12.977792,77.582232,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02799,Gandhi Bhavan Museum Bangalore,Attraction,"Established in 1965 on the picturesque shores of the historic Kumara Krupa grounds, displaying rare photographs, letters, spinning wheels, and archival publications on Mahatma Gandhi.",Karnataka,Karnataka,Karnataka,India,12.988024,77.58031,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02800,HAL Heritage Centre and Aerospace Museum,Attraction,"India's first aerospace museum established in 2001 by Hindustan Aeronautics Limited, showcasing historic aircraft like the Marut, Kiran, MiG-21, Canberra, and flight simulators.",Karnataka,Karnataka,Karnataka,India,12.955467,77.68077,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02801,ISKCON Temple Bangalore,Attraction,"Perched atop Hare Krishna Hill, one of the world's largest ISKCON temple complexes, consecrated in 1997 with a 56-foot gilded dhwaja-stambha, stunning chandeliers, and Vedic cultural halls.",Karnataka,Karnataka,Karnataka,India,13.00956,77.55012,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02802,Jawaharlal Nehru Planetarium and Indira Gandhi Park,Attraction,"Established in 1989 by Bangalore City Corporation, housing a 15-meter hybrid projection dome that displays immersive astronomy shows, accompanied by an open-air Science Park.",Karnataka,Karnataka,Karnataka,India,12.985382,77.590745,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02803,Jayamahal Garden,Attraction,"A leafy neighborhood park tucked into the historic Jayamahal royal palace precinct, featuring walking pathways, stone benches, and blooming flowering shrubs.",Karnataka,Karnataka,Karnataka,India,13.000405,77.598193,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02804,Jayaprakash Narayan Biodiversity Park (JP Park),Attraction,"A 85-acre eco-park in north Bangalore featuring three freshwater lakes, indigenous tree plantations, a musical fountain, and specialized bamboo and medicinal gardens.",Karnataka,Karnataka,Karnataka,India,13.033352,77.550468,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02805,Kanaka Sarovar Lake,Attraction,"A quiet freshwater lake surrounded by walking tracks and wetlands near Kalyan Nagar, home to local and migratory waterbirds.",Karnataka,Karnataka,Karnataka,India,13.046227,77.666364,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,Emerging / Hidden Gem,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02806,Lalbagh Botanical Garden,Attraction,"A 240-acre historic garden commissioned by Hyder Ali in 1760 and completed by Tipu Sultan, featuring over 1,850 plant species, centuries-old trees, and the iconic London Crystal Palace-inspired Glass House.",Karnataka,Karnataka,Karnataka,India,12.95103,77.588355,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02807,Lalbagh Peninsular Gneiss Rock,Attraction,"A prominent granite hillock inside Lalbagh designated as a National Geological Monument, dating back 3,000 million years to the Archean epoch with a Kempe Gowda watchtower on top.",Karnataka,Karnataka,Karnataka,India,12.948344,77.589693,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02808,Lalbagh Waterfall and Lake,Attraction,"The scenic southern water body inside Lalbagh Botanical Garden featuring an artificial waterfall, lotus ponds, and a bird refuge hosting spot-billed pelicans and purple moorhens.",Karnataka,Karnataka,Karnataka,India,12.946069,77.586253,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02809,Lumbini Gardens and Nagavara Lake,Attraction,"A public recreational eco-friendly waterfront park on the shores of Nagavara Lake along the Outer Ring Road, featuring pedestrian tracks, paddle boating, and amusement rides.",Karnataka,Karnataka,Karnataka,India,13.044488,77.608723,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02810,MG Road Bangalore (Mahatma Gandhi Road),Attraction,"The historic central commercial boulevard of Bangalore developed during the British Cantonment era, today lined with international fashion stores, silk emporiums, and metro stations.",Karnataka,Karnataka,Karnataka,India,12.974914,77.609064,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02811,MN Krishna Rao Park,Attraction,"A 25-acre heritage park established in 1940 named after Dewan M.N. Krishna Rao, shaded by mature canopies of rain trees, tabebuias, and gulmohar.",Karnataka,Karnataka,Karnataka,India,12.942535,77.575328,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02812,Muthyala Maduvu Waterfall (Pearl Valley),Attraction,"A serene waterfall cascading down a 92-meter rock face nestled in a deep valley near Anekal, where thin cascading water droplets resemble strings of pearls ('Muthu').",Karnataka,Karnataka,Karnataka,India,12.685396,77.663327,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02813,National Gallery of Modern Art (NGMA Bengaluru),Attraction,"Housed in the restored 3.5-acre heritage Manikyavelu Mansion surrounded by century-old trees and mirror pools, displaying modern Indian art by Raja Ravi Varma, Jamini Roy, and Amrita Sher-Gil.",Karnataka,Karnataka,Karnataka,India,12.989329,77.588081,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02814,NIMHANS Convention Centre,Attraction,"An elite academic, scientific, and cultural convention center situated on the lush NIMHANS campus, hosting major medical conferences, national symposia, and cultural events.",Karnataka,Karnataka,Karnataka,India,12.943161,77.596371,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02815,Residency Road Bangalore,Attraction,"A historic artery in the heart of the Bangalore Cantonment, lined with premier heritage institutions (St. Joseph's), upscale hotels, handicraft emporiums, and iconic pubs.",Karnataka,Karnataka,Karnataka,India,12.969837,77.60296,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02816,St. Mary's Basilica Shivajinagar,Attraction,"Built in 1882, the oldest church in Bengaluru and the only church in Karnataka elevated to the status of a minor basilica, renowned for exquisite stained glass windows and annual St. Mary's Feast.",Karnataka,Karnataka,Karnataka,India,12.984387,77.604273,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02817,Tipu Sultan Summer Palace,Attraction,"Constructed entirely out of French-influenced teakwood between 1781 and 1791 within the Bengaluru Fort complex, featuring intricately carved pillars, fluted arches, and floral balconies.",Karnataka,Karnataka,Karnataka,India,12.959277,77.57392,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02818,UB City Mall & Dining Bengaluru,Attraction,"India's first luxury shopping mall spanning 1.6 million square feet with four architectural towers, housing flagship global luxury boutiques (Louis Vuitton, Rolex) and open-air amphitheater restaurants.",Karnataka,Karnataka,Karnataka,India,12.971872,77.596123,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02819,Vidhana Soudha Bengaluru,Attraction,"Built in 1956 under Chief Minister Kengal Hanumanthaiah, the imposing seat of the state legislature of Karnataka showcasing magnificent Neo-Dravidian granite architecture.",Karnataka,Karnataka,Karnataka,India,12.979595,77.590599,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02820,Visvesvaraya Industrial & Technological Museum,Attraction,"Established in 1965 in honor of Bharat Ratna Sir M. Visvesvaraya, featuring 7 interactive galleries spanning engine mechanics, aerospace, biotechnology, electro-technics, and space science.",Karnataka,Karnataka,Karnataka,India,12.974777,77.596482,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02821,Barid Shahi Tombs Bidar,Attraction,A sprawling 55-acre heritage garden park containing the monumental domed tombs of the Barid Shahi rulers who governed the Bidar Sultanate from 1487 to 1619.,Karnataka,Karnataka,Karnataka,India,17.920134,77.503787,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02822,Bidar Fort,Attraction,"Built in 1427 when Sultan Ahmad Shah Wali moved the Bahmani capital to Bidar, featuring 10 kilometers of red laterite ramparts, triple-layer defensive rock-cut moats, and the Rangin Mahal.",Karnataka,Karnataka,Karnataka,India,17.921091,77.530118,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02823,Bandipur National Park,Attraction,"An 874-square-kilometer national park established in 1974 under Project Tiger, forming a crucial part of the Nilgiri Biosphere Reserve along the Karnataka-Tamil Nadu border.",Karnataka,Karnataka,Karnataka,India,11.667188,76.628823,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02824,Bharachukki Waterfalls,Attraction,"The wider, curving eastern branch of the Shivanasamudra Falls where the Kaveri cascades across a 250-meter rocky amphitheater resembling Niagara Falls.",Karnataka,Karnataka,Karnataka,India,12.289164,77.181798,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02825,Kemmangundi,Attraction,"Kemmangundi, located in the Tarikere taluk of Chikmagalur district, is a breathtaking hill station in Karnataka. With a rich history dating back to the 16th century, Kemmangundi was a favorite summer retreat of Krishnaraja Wodeyar IV, the king of Mysore. The region is known for i",Karnataka,Karnataka,Karnataka,India,13.51705,75.77137,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,Emerging / Hidden Gem,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02826,Kudremukh Peak & National Park,Attraction,"Spanning 600 square kilometers across the Western Ghats, named after its distinct mountain peak shaped like a horse's face ('Kudre-mukh' in Kannada) rising to 6,214 feet (1,892 m), world-famous for rolling emerald shola grasslands and wild Bengal tigers.",Karnataka,Karnataka,Karnataka,India,13.13,75.25,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02827,Mullayanagiri Peak Chikmagalur,Attraction,"Rising 6,317 feet (1,925 m) above sea level in the Chandra Drona hill range of the Western Ghats, the highest mountain summit in Karnataka, crowned by a small temple dedicated to Tapasvi Mullappa Swamy and offering sweeping 360-degree views of coffee estate valleys.",Karnataka,Karnataka,Karnataka,India,13.391667,75.721667,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02828,Panambur Beach Mangalore,Attraction,"Recognized as one of the cleanest and safest beaches in coastal Karnataka, operated with professional lifeguards, offering jet skiing, parasailing, camel rides, and hosting the prestigious biennial International Kite Festival.",Karnataka,Karnataka,Karnataka,India,12.933333,74.8,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02829,Hoysaleswara Temple Halebidu,Attraction,"Inscribed as an UNESCO World Heritage Site in 2023, a 12th-century masterpiece of Hoysala architecture built on a star-shaped platform, featuring two identical shrines dedicated to Hoysaleswara and Santaleswara with thousands of intricate relief sculptures depicting epics, celest",Karnataka,Karnataka,Karnataka,India,13.216667,75.991667,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02830,Gulbarga Fort and Great Mosque,Attraction,"Originally built by Raja Gulchand of the Kakatiyas and strengthened in 1347 by Ala-ud-Din Bahman Shah, housing the unique Spanish Cordoba-inspired Jama Masjid with 68 domed bays.",Karnataka,Karnataka,Karnataka,India,17.340569,76.833164,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02831,Abbey Falls Coorg,Attraction,"Located 8 km from Madikeri, where numerous mountain streams unite to plunge 70 feet down a vertical rock face into a frothing pool, accessible via a private coffee and spice plantation walk and viewed from a hanging pedestrian bridge.",Karnataka,Karnataka,Karnataka,India,12.455,75.718056,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02832,Brindavan Gardens Mysore,Attraction,"Laid out in 1932 beneath the massive Krishna Raja Sagara (KRS) dam across the Kaveri River, spanning 60 acres of symmetrical terraces, illuminated fountains, and music-synchronized water shows.",Karnataka,Karnataka,Karnataka,India,12.42227,76.572648,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02833,Cauvery Split Katte (Shivanasamudra River Confluence),Attraction,"The serene point where the holy Kaveri River splits into twin branches encircling the sacred island of Shivanasamudra, forming the Gaganachukki and Bharachukki cascades.",Karnataka,Karnataka,Karnataka,India,12.260639,77.168569,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02834,Colonel Bailey's Dungeon,Attraction,"An underground vaulted brick dungeon below the river ramparts where Tipu Sultan held British prisoners of war (including Colonel Bailey, who died here in 1782) chained to stone slabs.",Karnataka,Karnataka,Karnataka,India,12.426608,76.679053,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02835,Daria Daulat Bagh (Tipu Sultan Summer Palace),Attraction,"Built in 1784 set amidst manicured Mughal-style gardens, an exquisite teakwood summer palace renowned for wall-to-wall canvas murals depicting the Battle of Pollilur (1780).",Karnataka,Karnataka,Karnataka,India,12.419705,76.696446,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02836,Gaganachukki Waterfalls,Attraction,A thunderous 98-meter segmented waterfall where the Kaveri River plunges off the Deccan Plateau through a deep rocky gorge into a foaming emerald pool.,Karnataka,Karnataka,Karnataka,India,12.295951,77.166318,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02837,Melukote,Attraction,"Melukote, situated in the Mandya district of Karnataka, is a tranquil hill town that boasts a rich history, cultural significance, and breathtaking natural beauty. This ancient town is home to the famous Cheluvanarayana Swamy Temple, a prominent pilgrimage site, and the Yoganaras",Karnataka,Karnataka,Karnataka,India,12.66241,76.64965,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,Emerging / Hidden Gem,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02838,Mysore Lotus Pond Srirangapatna,Attraction,"A serene historic stone water pond in Srirangapatna blooming with pink and white sacred lotus blossoms, surrounded by flowering trees.",Karnataka,Karnataka,Karnataka,India,12.423849,76.655483,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST02839,Ranganathittu Bird Sanctuary,Attraction,"Formed in 1648 when a weir was built across the sacred Kaveri River, an internationally recognized Ramsar wetland site comprising six riverine islets that serve as a crucial breeding ground for painted storks, spoonbills, and black-headed ibises alongside resident mugger crocodil",Karnataka,Karnataka,Karnataka,India,12.42,76.65,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
