"attraction_id","attraction_name","city_name","state_name","district_name","attraction_type","category","tourism_type","significance","unesco_status","asi_status","protected_area_status","ramsar_status","source_name","source_url","evidence_notes"
"ATT000202","Girnar Hill Temples and Ropeway","Junagadh","Gujarat","Junagadh","Religious","Hill","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","Sacred mountain summit (1,100 m) housing 12th-century Jain temples of Neminath and Dattatreya shrine, reached by Asia's longest temple ropeway."
"ATT000203","Mahabat Maqbara Complex","Junagadh","Gujarat","Junagadh","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1892 royal mausoleum of Nawab Mahabat Khan II featuring ornate minarets with spiralling exterior staircases and Gothic arches, ASI protected."
"ATT000204","Uparkot Fort and Rock-Cut Caves","Junagadh","Gujarat","Junagadh","Historical","Fort","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Ancient Maurya-era citadel with 2nd-century Buddhist rock-cut caves and deep rock-cut stepwells Adi Kadi Vav and Navghan Kuwo, ASI protected."
"ATT000205","Deendayal Port and Waterfront","Kandla","Gujarat","Kutch","Historical","Riverfront","Urban Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Ministry of Ports, Shipping and Waterways","https://deendayalport.gov.in/","Major historic maritime port on the Gulf of Kutch built in the 1950s as the chief seaport for northwest India."
"ATT000206","Jama Masjid of Khambhat","Khambhat","Gujarat","Anand","Historical","Mosque","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1325 CE fourteenth-century mosque built by Umar bin Ahmad al-Kazeruni, one of the earliest Sultanate monuments in Gujarat, ASI protected."
"ATT000207","Khambhat Agate Stone Bead Craft Centre","Khambhat","Gujarat","Anand","Cultural","Historic Settlement","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","Ancient craft heritage center famous since Harappan and Roman times for shaping and polishing semi-precious agate stones (Akik)."
"ATT000208","Somnath Temple, Kheda","Kheda","Gujarat","Kheda","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Kheda","https://kheda.nic.in/","Historic town temple dedicated to Lord Shiva situated at the confluence of Vatrak and Shedhi rivers."
"ATT000209","Sun Temple, Modhera","Mahesana","Gujarat","Mehsana","Historical","Archaeological Site","Heritage Tourism","Architectural","Tentative List","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1026 CE Solanki temple dedicated to the Sun God with intricate carving and the geometric stepped tank Surya Kund, ASI protected."
"ATT000210","Thol Lake Bird Sanctuary","Mahesana","Gujarat","Mehsana","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Ramsar Site","Ramsar Convention on Wetlands","https://rsis.ramsar.org/ris/2456","Designated Ramsar site, shallow freshwater reservoir supporting over 320 bird species including sarus cranes and flamingos."
"ATT000211","Vadnagar Heritage Enclave and Toranas","Mahesana","Gujarat","Mehsana","Historical","Archaeological Site","Heritage Tourism","Archaeological","Tentative List","ASI Protected","None","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/tentativelists/6637/","Ancient multi-layered historic city dating to 750 BCE with twin red sandstone Kirti Torana triumphal arches, UNESCO Tentative List."
"ATT000212","Green Chowk and Heritage Clock Tower","Morbi","Gujarat","Morbi","Historical","Monument","Urban Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Morbi","https://morbi.nic.in/","Town square built in European town planning style with three grand entrance gates and an ornate central clock tower."
"ATT000213","Mani Mandir (Willingdon Secretariat)","Morbi","Gujarat","Morbi","Historical","Palace","Heritage Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","1935 grand palace built by Maharaja Waghji Thakor combining Rajput, Gothic, and Mughal styles, housing temples of multiple faiths."
"ATT000214","Santram Mandir","Nadiad","Gujarat","Kheda","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","Spiritual headquarters of Saint Santram Maharaj established in 1831, famous for community social service and an eternal lamp (Akhand Jyoti)."
"ATT000215","Sardar Vallabhbhai Patel Birthplace Memorial","Nadiad","Gujarat","Kheda","Heritage","Memorial","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Kheda","https://kheda.nic.in/","Maternal ancestral house where Iron Man of India Sardar Vallabhbhai Patel was born on October 31, 1875."
"ATT000216","Jamshedji Tata Birthplace and Parsi Heritage","Navsari","Gujarat","Navsari","Cultural","Historic Settlement","Cultural Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","Birthplace house of Jamsetji Tata (founder of the Tata Group) and historic cultural center of Parsi Zoroastrian priests in India."
"ATT000217","National Salt Satyagraha Memorial, Dandi","Navsari","Gujarat","Navsari","Heritage","Memorial","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Ministry of Culture, Government of India","https://www.dandimemorial.in/","15-acre national memorial marking the culmination of the 1930 Salt March, with statues of 80 satyagrahis and solar salt-making plants."
"ATT000218","Okha Port and Lighthouse","Okha","Gujarat","Devbhumi Dwarka","Historical","Monument","Nature Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Directorate General of Lighthouses and Lightships","https://dgll.nic.in/","Historic lighthouse and all-weather sea port situated at the northwestern tip of the Saurashtra peninsula."
"ATT000219","Sudarshan Setu","Okha","Gujarat","Devbhumi Dwarka","Heritage","Monument","Urban Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Ministry of Road Transport and Highways","https://morth.nic.in/","India's longest cable-stayed sea bridge (2.32 km) spanning the Gulf of Kutch between Okha mainland and Beyt Dwarka island."
"ATT000220","Balaram Ambaji Wildlife Sanctuary","Palanpur","Gujarat","Banaskantha","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Gujarat Forest Department","https://forests.gujarat.gov.in/","542 sq km forest sanctuary in the Aravalli hills protecting leopards, striped hyenas, and sloth bears."
"ATT000221","Balaram Palace","Palanpur","Gujarat","Banaskantha","Historical","Palace","Heritage Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","1920s royal hunting palace built by Nawab Tale Muhammad Khan in French neo-classical architecture, surrounded by private forests."
"ATT000222","Patan Patola Heritage Museum","Patan","Gujarat","Patan","Cultural","Museum","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","Family-run living museum preserving the 900-year-old art of double-ikat Patan Patola silk weaving, registered GI craft."
"ATT000223","Rani ki Vav (The Queen's Stepwell)","Patan","Gujarat","Patan","Historical","Archaeological Site","Heritage Tourism","Architectural","World Heritage","ASI Protected","None","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/list/1070/","UNESCO World Heritage Site, 11th-century Solanki subterranean stepwell on the Saraswati River with seven levels of 500 sculpted avatar panels, ASI protected."
"ATT000224","Sahastralinga Talav","Patan","Gujarat","Patan","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Massive medieval artificial water reservoir constructed by King Siddharaja Jayasimha adorned with 1,000 stone Shiva shrines, ASI protected."
"ATT000225","Kirti Mandir (Mahatma Gandhi Birthplace)","Porbandar","Gujarat","Porbandar","Heritage","Memorial","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","79-foot tall national memorial constructed adjacent to the 3-storey ancestral haveli where Mahatma Gandhi was born on October 2, 1869."
"ATT000226","Porbandar Bird Sanctuary","Porbandar","Gujarat","Porbandar","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Gujarat Forest Department","https://forests.gujarat.gov.in/","Urban wetland bird reserve located in the heart of Porbandar, nesting site for flamingoes, pelicans, and avocets."
"ATT000227","Sudama Temple, Porbandar","Porbandar","Gujarat","Porbandar","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Porbandar","https://porbandar.nic.in/","Sole temple in India dedicated to Sudama, the devoted friend of Lord Krishna, constructed in 1902 by the Jethwa rulers."
"ATT000228","Aji Dam and Reservoir","Rajkot","Gujarat","Rajkot","Natural","Lake","Urban Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Rajkot Municipal Corporation","https://www.rmc.gov.in/","Major dam and reservoir on Aji River flanked by landscaped gardens, zoo, and bird aviary."
"ATT000229","Kaba Gandhi No Delo (Gandhi Smriti)","Rajkot","Gujarat","Rajkot","Heritage","Memorial","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","Saurashtra-style courtyard house where Mahatma Gandhi lived as a child while his father Karamchand (Kaba) Gandhi was Diwan of Rajkot."
"ATT000230","Watson Museum","Rajkot","Gujarat","Rajkot","Cultural","Museum","Cultural Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Department of Museums, Gujarat","https://museums.gujarat.gov.in/","1888 museum in Jubilee Garden commemorating British political agent Colonel John Watson, displaying Saurashtra archaeological artifacts."
"ATT000231","Dumas Beach","Surat","Gujarat","Surat","Natural","Beach","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","Scenic black sand coastal beach situated 21 km from Surat along the Arabian Sea, famous for coastal walks and local delicacies."
"ATT000232","Dutch and Armenian Cemeteries","Surat","Gujarat","Surat","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Monumental 17th-century European baroque and Islamic-influenced dome tombs of Dutch East India Company merchants, ASI protected."
"ATT000233","Surat Castle (Old Fort)","Surat","Gujarat","Surat","Historical","Fort","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Surat Municipal Corporation","https://www.suratmunicipal.gov.in/","16th-century fortress on Tapi River built by Safi Agha (Khudawand Khan) to defend against Portuguese attacks, ASI protected."
"ATT000234","Indian Wild Ass Sanctuary (Little Rann of Kutch)","Surendranagar","Gujarat","Surendranagar","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","Tentative List","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/tentativelists/2105/","4,953 sq km salt desert sanctuary, the only surviving refuge on earth for the endangered Indian Wild Ass (Equus hemionus khur)."
"ATT000235","Madha Vav Stepwell, Wadhwan","Surendranagar","Gujarat","Surendranagar","Historical","Archaeological Site","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","12th-century stone stepwell built by Madhav, minister of King Karan Ghelo, renowned for legendary self-sacrifice folklore, ASI protected."
"ATT000236","Parnera Hill Fort","Valsad","Gujarat","Valsad","Historical","Fort","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Valsad","https://valsad.nic.in/","Hilltop fort (300 m) holding strategic military significance under Dharampur Rajas and Chhatrapati Shivaji Maharaj."
"ATT000237","Tithal Beach","Valsad","Gujarat","Valsad","Natural","Beach","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Gujarat Tourism","https://www.gujarattourism.com/","Popular coastal black sand beach on the Arabian Sea, featuring seaside promenades and Swaminarayan and Sai Baba temples."
"ATT000238","Bhalka Tirth","Veraval","Gujarat","Gir Somnath","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Shree Somnath Trust","https://somnath.org/","Sacred site where Lord Krishna was resting under a banyan tree when hunter Jara mistakenly struck him with an arrow before his departure."
"ATT000239","Prabhas Patan Museum","Veraval","Gujarat","Gir Somnath","Cultural","Museum","Cultural Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Archaeological museum displaying intricately carved stone remains, sculptures, and inscriptions salvaged from ruined historical Somnath temples."
"ATT000240","Somnath Jyotirlinga Temple","Veraval","Gujarat","Gir Somnath","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Shree Somnath Trust","https://somnath.org/","The first and premier of the twelve sacred Jyotirlingas, magnificent seaside temple rebuilt in Maru-Gurjara style on the Arabian Sea."
"ATT000241","Gurudwara Manji Sahib (Baoli Sahib), Ambala","Ambala","Haryana","Ambala","Religious","Gurudwara","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Historic Sikh shrine associated with Guru Hargobind and Guru Tegh Bahadur in Ambala city."
"ATT000242","St. Paul's Church, Ambala","Ambala","Haryana","Ambala","Heritage","Church","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Ambala","https://ambala.gov.in/","Historic 1857 British cantonment church tower and memorial grounds in Ambala Cantonment."
"ATT000243","Gauri Shankar Temple, Bhiwani","Bhiwani","Haryana","Bhiwani","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Prominent 20th-century Hindu temple in the historic temple town known as the Chhoti Kashi of Haryana."
"ATT000244","Star Monument (Radha Swami Satsang Dinod)","Bhiwani","Haryana","Bhiwani","Cultural","Monument","Cultural Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","District Administration Bhiwani","https://bhiwani.gov.in/","Hexagonal star-shaped architectural memorial building standing 88 feet tall near Bhiwani."
"ATT000245","Mata Mansa Devi Temple","Chandigarh","Haryana","Panchkula","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Historic 19th-century Shakta shrine complex at the foothills of Bilaspur/Panchkula bordering Chandigarh."
"ATT000246","Pinjore Gardens (Yadavindra Gardens)","Chandigarh","Haryana","Panchkula","Historical","Garden","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","17th-century Mughal style terraced garden built by Fidai Khan in the Chandigarh urban agglomeration / Panchkula area."
"ATT000247","Raja Nahar Singh Palace (Ballabhgarh Fort)","Faridabad","Haryana","Faridabad","Historical","Palace","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","18th-century heritage palace of Raja Nahar Singh with royal courtyards, minarets, and heritage hotel wing."
"ATT000248","Surajkund Lake and Sun Pool","Faridabad","Haryana","Faridabad","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","10th-century amphitheater-shaped reservoir built by Tomar king Suraj Pal, host of international craft fair."
"ATT000249","Firozpur Jhirka Fort and Jhir Spring","Firozpur Jhirka","Haryana","Nuh","Historical","Fort","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Nuh","https://nuh.gov.in/","Historic medieval settlement nestled in the Aravalli hills, known for natural perennial water springs and fort remains."
"ATT000250","Heritage Transport Museum","Gurugram","Haryana","Gurugram","Cultural","Museum","Cultural Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","India's premier transport heritage museum housing rare vintage automobiles, aircraft, and railway carriages."
"ATT000251","Sheetla Mata Mandir Gurugram","Gurugram","Haryana","Gurugram","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Ancient temple dedicated to Mata Sheetla Devi (Kripi, wife of Guru Dronacharya), major Hindu pilgrimage site."
"ATT000252","Sultanpur National Park","Gurugram","Haryana","Gurugram","Wildlife","National Park","Wildlife Tourism","Ecological","None","Not ASI Protected","National Park","Ramsar Site","Ramsar Convention on Wetlands","https://rsis.ramsar.org/ris/2457","Designated Ramsar site and national park supporting over 250 species of resident and migratory waterfowl."
"ATT000253","Asigarh Fort (Hansi Fort)","Hansi","Haryana","Hisar","Historical","Fort","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Ancient hilltop fortress rebuilt by Prithviraj Chauhan in the 12th century, ASI protected monument."
"ATT000254","Barsi Gate, Hansi","Hansi","Haryana","Hisar","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Massive 14th-century fortified city gate built by Sultan Alauddin Khalji in 1304-1305, ASI protected."
"ATT000255","Agroha Dham","Hisar","Haryana","Hisar","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Sprawling modern temple complex and heritage shrine commemorating Maharaja Agrasen near ancient Agroha mound."
"ATT000256","Firoz Shah Palace Complex and Lat ki Masjid","Hisar","Haryana","Hisar","Historical","Fort","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1354 CE royal fortified complex built by Sultan Firoz Shah Tughlaq with Ashokan pillar shaft, ASI protected."
"ATT000257","Gujri Mahal","Hisar","Haryana","Hisar","Historical","Palace","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Historic stone palace built by Firoz Shah Tughlaq for his beloved queen Gujri, ASI protected monument."
"ATT000258","Bhuteshwar Temple (Rani Talab)","Jind","Haryana","Jind","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Jind","https://jind.gov.in/","Historic Shiva temple standing in the centre of a large water reservoir (Rani Talab) built by Jind rulers."
"ATT000259","Jayanti Devi Temple, Jind","Jind","Haryana","Jind","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Jind","https://jind.gov.in/","Ancient temple of the goddess of victory built by the Pandavas, after whom the city of Jind (Jaintapuri) was named."
"ATT000260","Bidkyar Lake","Kaithal","Haryana","Kaithal","Natural","Lake","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","District Administration Kaithal","https://kaithal.gov.in/","Scenic historical urban water body and promenade in Kaithal city."
"ATT000261","Tomb of Sheikh Tayyab","Kaithal","Haryana","Kaithal","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","16th-century Mughal tomb built by Shah Sikandar with decorative tile-work, ASI protected monument."
"ATT000262","Cantonment Church Tower, Karnal","Karnal","Haryana","Karnal","Historical","Monument","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","100-foot tall 1806 British church tower, survivor of St. James Church, ASI protected monument."
"ATT000263","Karna Lake","Karnal","Haryana","Karnal","Natural","Lake","Recreational Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Popular tourist lake and landscaped park named after Mahabharata hero Karna who founded Karnal."
"ATT000264","Brahma Sarovar","Kurukshetra","Haryana","Kurukshetra","Religious","Lake","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Immense ancient sacred water reservoir dedicated to Lord Brahma, venue of solar eclipse pilgrimage."
"ATT000265","Jyotisar","Kurukshetra","Haryana","Kurukshetra","Religious","Monument","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Venerated site where Lord Krishna delivered the Bhagavad Gita to Arjuna under the sacred Banyan tree."
"ATT000266","Kurukshetra Panorama and Science Centre","Kurukshetra","Haryana","Kurukshetra","Cultural","Museum","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","National Council of Science Museums","https://ncsm.gov.in/","Interactive science centre and 3D panoramic depiction of the epic Mahabharata battle."
"ATT000267","Sheikh Chilli's Tomb and Madrasa","Kurukshetra","Haryana","Kurukshetra","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","17th-century Mughal Sufi mausoleum and madrasa with marble dome and gardens, ASI protected."
"ATT000268","Kabuli Bagh Mosque","Panipat","Haryana","Panipat","Historical","Mosque","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Mosque constructed in 1526 by Emperor Babur to commemorate his victory over Ibrahim Lodhi, ASI protected."
"ATT000269","Panipat Battlefield Memorial and Kala Amb","Panipat","Haryana","Panipat","Historical","Memorial","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Historical memorial marking the site of the Third Battle of Panipat (1761) fought between Marathas and Ahmad Shah Abdali."
"ATT000270","Tomb of Bu Ali Shah Qalandar","Panipat","Haryana","Panipat","Religious","Monument","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Panipat","https://panipat.gov.in/","14th-century revered Sufi shrine of Chisti saint Sheikh Sharfuddin Abu Ali Qalandar."
"ATT000271","Saraswati Teerth (Prithudak Teerth), Pehowa","Pehowa","Haryana","Kurukshetra","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Ancient sacred river ghats on the mythological Saraswati River renowned for Pind Daan and ancestral rituals."
"ATT000272","Bada Talab (Rao Tej Singh Talab)","Rewari","Haryana","Rewari","Historical","Lake","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Rewari","https://rewari.gov.in/","Historic 19th-century reservoir built by Rao Tej Singh with bathing ghats, pavilions, and Hanuman mandir."
"ATT000273","Rewari Railway Heritage Museum (Steam Locomotive Shed)","Rewari","Haryana","Rewari","Heritage","Museum","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Ministry of Railways","https://indianrailways.gov.in/","Oldest and only surviving steam locomotive heritage shed in India, housing the Fairy Queen (1855) steam engine."
"ATT000274","Asthal Bohar Math","Rohtak","Haryana","Rohtak","Religious","Temple","Religious Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","District Administration Rohtak","https://rohtak.gov.in/","Historic 8th-century Nath Sampradaya monastic seat founded by Baba Mastnath with ancient manuscripts and relics."
"ATT000275","Tilyar Lake and Tourist Complex","Rohtak","Haryana","Rohtak","Natural","Lake","Recreational Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","132-acre landscaped recreational lake, tourist complex, and mini zoo maintained by Haryana Tourism."
"ATT000276","Sarsai Nath Temple","Sirsa","Haryana","Sirsa","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Sirsa","https://sirsa.gov.in/","13th-century Nath sect temple built by Saint Sarsai Nath, with Mughal inscriptions from Emperor Shah Jahan."
"ATT000277","Tara Baba Kutiya","Sirsa","Haryana","Sirsa","Religious","Temple","Religious Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","District Administration Sirsa","https://sirsa.gov.in/","Famous spiritual hermitage and Shiva temple complex spread over 5 acres in Sirsa."
"ATT000278","Guru Tegh Bahadur Memorial (Badkhalsa)","Sonipat","Haryana","Sonipat","Heritage","Memorial","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Haryana Tourism","https://haryanatourism.gov.in/","Grand state memorial commemorating the martyrdom of Ninth Sikh Guru Sri Guru Tegh Bahadur at Badkhalsa."
"ATT000279","Tomb of Khwaja Khizr","Sonipat","Haryana","Sonipat","Historical","Monument","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1524 CE red sandstone and kankar stone tomb built by Ibrahim Lodhi, ASI protected monument."
"ATT000280","Gobind Sagar Lake","Bilaspur","Himachal Pradesh","Bilaspur","Natural","Lake","Nature Tourism","Natural","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Himachal Tourism","https://himachaltourism.gov.in/","Spectacular 56-mile long reservoir formed by Bhakra Dam on the Sutlej River, designated wildlife sanctuary."
"ATT000281","Vyas Gufa","Bilaspur","Himachal Pradesh","Bilaspur","Religious","Caves","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Bilaspur","https://hpbilaspur.nic.in/","Ancient sacred cave on the banks of Sutlej River where Sage Maharishi Vyasa is believed to have performed penance."
"ATT000282","Bhuri Singh Museum","Chamba","Himachal Pradesh","Chamba","Cultural","Museum","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Himachal Tourism","https://himachaltourism.gov.in/","Founded in 1908, one of India's oldest museums preserving Basohli and Kangra miniature paintings and royal epigraphs."
"ATT000283","Chamba Historic Town and Chaugan","Chamba","Himachal Pradesh","Chamba","Heritage","Historic Settlement","Heritage Tourism","Architectural","Tentative List","Not ASI Protected","None","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/tentativelists/","Historic capital town on the Ravi River known for Himalayan vernacular wooden architecture and expansive Chaugan meadow."
"ATT000284","Khajjiar Lake and Meadow","Chamba","Himachal Pradesh","Chamba","Natural","Lake","Nature Tourism","Natural","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Himachal Tourism","https://himachaltourism.gov.in/","Famed saucer-shaped Himalayan meadow with a floating island lake surrounded by cedar forests, renowned as Mini Switzerland."
"ATT000285","Lakshmi Narayan Temple Complex, Chamba","Chamba","Himachal Pradesh","Chamba","Historical","Temple","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","10th-century nagara-style stone temple ensemble built by Raja Sahil Varman, ASI protected monument."
"ATT000286","Dainkund Peak","Dalhousie","Himachal Pradesh","Chamba","Natural","Hill","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Himachal Tourism","https://himachaltourism.gov.in/","Highest vantage point in Dalhousie (2,755 m) offering 360-degree vistas of the Pir Panjal mountain range."
"ATT000287","Kalatop Wildlife Sanctuary","Dalhousie","Himachal Pradesh","Chamba","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Himachal Pradesh Forest Department","https://hpforest.nic.in/","Coniferous pine and deodar forest reserve home to Himalayan black bear, barking deer, and pheasant species."
"ATT000288","Panchpula and Sardar Ajit Singh Memorial","Dalhousie","Himachal Pradesh","Chamba","Natural","Waterfall","Nature Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Himachal Tourism","https://himachaltourism.gov.in/","Picturesque spot where five mountain streams converge, featuring the memorial of freedom fighter Sardar Ajit Singh."
"ATT000289","Bhagsunag Waterfall and Temple","Dharmshala","Himachal Pradesh","Kangra","Natural","Waterfall","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Himachal Tourism","https://himachaltourism.gov.in/","Scenic 20-meter mountain cascade located adjacent to the ancient Bhagsunag Shiva shrine."
"ATT000290","Kangra Art Museum","Dharmshala","Himachal Pradesh","Kangra","Cultural","Museum","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Department of Language and Culture, Himachal Pradesh","https://himachaltourism.gov.in/","Repository of Kangra valley arts, miniature paintings, Buddhist sculptures, and royal memorabilia."
