city_name,state_name,verified_cultural_asset_count,cultural_category_count,traditional_art_count,handicraft_count,handloom_count,music_count,dance_count,theatre_count,food_heritage_count,tribal_culture_count,folk_tradition_count,unesco_ich_count,gi_count,officially_recognized_count,living_tradition_count,data_completeness_percentage,score_confidence,Cultural_Asset_Count_Score,Cultural_Diversity_Score,Cultural_Significance_Score,Cultural_Recognition_Score,Living_Tradition_Score,Cultural_Uniqueness_Score,Cultural_Authenticity_Evidence_Score,Overall_Cultural_Score
Bhind,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,60,65,90,65,88,63.04
Bhojpur,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,85,85,95,72.79
Bhopal,Madhya Pradesh,2,2,1,1,0,0,0,0,0,0,0,0,1,2,2,100,High,69.05,52,86.5,89,87.5,88.5,97.5,80.16
Burhanpur,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Chhatarpur,Madhya Pradesh,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,80,65,80,60.84
Chhindwara,Madhya Pradesh,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,80,70.04
Damoh,Madhya Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Datia,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Dewas,Madhya Pradesh,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Dhar,Madhya Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Dr. Ambedkar Nagar (Mhow),Madhya Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,80,71.54
Guna,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,72,75,70,75,88,65.34
Gwalior,Madhya Pradesh,2,2,0,1,0,1,0,0,0,0,0,0,1,2,2,100,High,69.05,52,94,70,95,78.5,100,78.56
Hoshangabad,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Indore,Madhya Pradesh,2,2,0,1,0,0,0,0,1,0,0,0,1,2,2,100,High,69.05,52,80,82.5,95,83.5,94,77.94
Itarsi,Madhya Pradesh,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,88,63.54
Jabalpur,Madhya Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Jhabua,Madhya Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Khajuraho,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,100,50,85,65,100,68.09
Khandwa,Madhya Pradesh,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Khargone,Madhya Pradesh,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,88,63.54
Maheshwar,Madhya Pradesh,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Mandla,Madhya Pradesh,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,80,70.04
Mandsaur,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Morena,Madhya Pradesh,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Murwara,Madhya Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Narsimhapur,Madhya Pradesh,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Narsinghgarh,Madhya Pradesh,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,80,75,88,66.34
Narwar,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,95,68.39
Neemuch,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,60,65,90,65,88,63.04
Nowgong,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,72,75,70,75,88,65.34
Orchha,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,100,95,85,65,100,74.84
Panna,Madhya Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,88,72.74
Raisen,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,100,50,70,65,100,66.59
Rajgarh,Madhya Pradesh,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,80,66.64
Ratlam,Madhya Pradesh,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Rewa,Madhya Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Sagar,Madhya Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Sarangpur,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Satna,Madhya Pradesh,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Sehore,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Seoni,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Shahdol,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,80,66.14
Shajapur,Madhya Pradesh,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,80,75,88,66.34
Sheopur,Madhya Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Shivpuri,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,72,75,70,75,88,65.34
Ujjain,Madhya Pradesh,3,2,0,0,0,0,0,1,0,0,2,1,0,3,3,100,High,81.9,52,90,92,90,90,91.67,83.23
Vidisha,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Ahmadnagar,Maharashtra,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Akola,Maharashtra,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Amravati,Maharashtra,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,72,75,80,75,80,65.14
Aurangabad,Maharashtra,2,1,0,0,2,0,0,0,0,0,0,0,2,2,2,100,High,69.05,36,88,90,95,92,100,79.61
Bhandara,Maharashtra,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Bhusawal,Maharashtra,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Bid,Maharashtra,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Buldhana,Maharashtra,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Chandrapur,Maharashtra,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,88,72.74
Daulatabad,Maharashtra,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Dhule,Maharashtra,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Jalgaon,Maharashtra,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Kalyan,Maharashtra,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Karli,Maharashtra,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Kolhapur,Maharashtra,2,2,0,1,0,0,0,0,0,0,1,0,1,2,2,100,High,69.05,52,86.5,89,92.5,88.5,94,80.14
Mahabaleshwar,Maharashtra,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Malegaon,Maharashtra,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Matheran,Maharashtra,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,100,95,95,65,100,75.84
Mumbai,Maharashtra,2,2,0,0,0,0,0,0,1,0,1,0,0,2,2,100,High,69.05,52,78.5,81.5,92.5,80,91.5,76.59
Nagpur,Maharashtra,2,2,0,0,0,0,0,0,0,0,1,0,1,2,2,100,High,69.05,52,86.5,89,92.5,88.5,94,80.14
Nanded,Maharashtra,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Nashik,Maharashtra,2,2,0,0,0,0,0,0,0,0,1,1,1,2,2,100,High,69.05,52,94,95,92.5,96,100,83.81
Osmanabad,Maharashtra,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Pandharpur,Maharashtra,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,95,90,85,95,74.34
Parbhani,Maharashtra,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,90,75,80,66.14
Pune,Maharashtra,2,2,0,1,0,0,0,0,0,0,0,0,1,2,1,100,High,69.05,52,86.5,89,82.5,88.5,97.5,79.66
Ratnagiri,Maharashtra,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Sangli,Maharashtra,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Satara,Maharashtra,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Sevagram,Maharashtra,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Solapur,Maharashtra,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Thane,Maharashtra,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,80,92,100,74.49
Ulhasnagar,Maharashtra,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,80,66.64
Vasai-Virar,Maharashtra,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Wardha,Maharashtra,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,80,71.54
Yavatmal,Maharashtra,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Imphal,Manipur,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,100,High,50.95,36,100,100,95,100,100,80.09
Cherrapunji,Meghalaya,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,100,95,70,65,100,73.34
Shillong,Meghalaya,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,88,71.24
Aizawl,Mizoram,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Lunglei,Mizoram,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,88,72.24
Kohima,Nagaland,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Mon,Nagaland,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,88,71.24
Phek,Nagaland,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Wokha,Nagaland,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Zunheboto,Nagaland,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Balangir,Odisha,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Baleshwar,Odisha,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Baripada,Odisha,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,100,High,50.95,36,100,100,95,100,100,80.09
Bhubaneshwar,Odisha,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,85,85,95,72.79
Brahmapur,Odisha,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Cuttack,Odisha,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Dhenkanal,Odisha,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Kendujhar,Odisha,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,80,70.04
Konark,Odisha,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,100,50,70,65,100,66.59
Koraput,Odisha,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Paradip,Odisha,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Phulabani,Odisha,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Puri,Odisha,3,3,1,1,0,0,0,0,0,0,1,0,2,3,3,100,High,81.9,68,87,89.33,88.33,89.67,98.33,85.58
Sambalpur,Odisha,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Udayagiri,Odisha,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Karaikal,Puducherry,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Mahe,Puducherry,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Puducherry,Puducherry,2,2,0,1,0,0,0,0,0,0,0,0,1,2,1,100,High,69.05,52,80,82.5,82.5,83.5,94,76.69
Yanam,Puducherry,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Amritsar,Punjab,3,2,0,2,0,0,0,0,0,0,1,1,1,3,3,100,High,81.9,52,91,92.67,93.33,92.33,98.33,85.05
Batala,Punjab,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Chandigarh,Punjab,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Faridkot,Punjab,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Firozpur,Punjab,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Gurdaspur,Punjab,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Hoshiarpur,Punjab,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Jalandhar,Punjab,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Kapurthala,Punjab,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Ludhiana,Punjab,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Nabha,Punjab,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Patiala,Punjab,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,100,High,69.05,52,78.5,81.5,95,80,95,77.36
Rupnagar,Punjab,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Sangrur,Punjab,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,88,63.54
Abu,Rajasthan,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Ajmer,Rajasthan,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,80,71.54
Alwar,Rajasthan,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Amer,Rajasthan,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,100,50,70,65,100,66.59
Barmer,Rajasthan,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Beawar,Rajasthan,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Bharatpur,Rajasthan,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Bhilwara,Rajasthan,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,80,92,100,74.49
Bikaner,Rajasthan,2,2,0,1,0,0,0,0,1,0,0,0,2,2,2,100,High,69.05,52,88,90,95,92,100,82.01
Bundi,Rajasthan,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,95,72.29
Chittaurgarh,Rajasthan,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Churu,Rajasthan,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,95,72.29
Dhaulpur,Rajasthan,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,88,63.54
Dungarpur,Rajasthan,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Ganganagar,Rajasthan,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Hanumangarh,Rajasthan,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Jaipur,Rajasthan,4,2,0,3,0,0,0,1,0,0,0,0,4,4,4,100,High,91.86,52,88,90,93.75,92,100,86.45
Jaisalmer,Rajasthan,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,100,74.54
Jalor,Rajasthan,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Jhalawar,Rajasthan,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,100,50,70,65,100,66.59
Jhunjhunu,Rajasthan,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,88,71.24
Jodhpur,Rajasthan,2,2,0,1,0,0,1,0,0,0,0,1,1,2,2,100,High,69.05,52,94,95,95,96,100,84.06
Kishangarh,Rajasthan,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,80,70.04
Kota,Rajasthan,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Merta,Rajasthan,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Nagaur,Rajasthan,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Nathdwara,Rajasthan,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,80,92,100,74.49
Pali,Rajasthan,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Phalodi,Rajasthan,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,72,75,70,75,88,65.34
Pushkar,Rajasthan,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,88,72.24
Sawai Madhopur,Rajasthan,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,95,72.29
Shahpura,Rajasthan,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,80,92,100,74.49
Sikar,Rajasthan,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,80,75,88,66.34
Sirohi,Rajasthan,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Tonk,Rajasthan,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Udaipur,Rajasthan,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,80,70.04
Gangtok,Sikkim,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,95,72.29
Gyalshing,Sikkim,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,80,69.04
Lachung,Sikkim,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,80,71.04
Mangan,Sikkim,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,100,73.04
Arcot,Tamil Nadu,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Chengalpattu,Tamil Nadu,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Chennai,Tamil Nadu,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,100,50,95,65,100,69.09
Chidambaram,Tamil Nadu,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Coimbatore,Tamil Nadu,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Cuddalore,Tamil Nadu,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,88,63.54
Dharmapuri,Tamil Nadu,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Dindigul,Tamil Nadu,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Erode,Tamil Nadu,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Kanchipuram,Tamil Nadu,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Kanniyakumari,Tamil Nadu,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Kodaikanal,Tamil Nadu,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Kumbakonam,Tamil Nadu,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Madurai,Tamil Nadu,2,2,0,0,1,0,0,0,0,0,0,0,2,2,2,100,High,69.05,52,88,90,95,92,100,82.01
Mamallapuram,Tamil Nadu,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Nagappattinam,Tamil Nadu,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Nagercoil,Tamil Nadu,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Palayamkottai,Tamil Nadu,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,80,66.14
Pudukkottai,Tamil Nadu,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Rajapalayam,Tamil Nadu,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,80,71.54
Ramanathapuram,Tamil Nadu,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Salem,Tamil Nadu,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Thanjavur,Tamil Nadu,2,2,1,1,0,0,0,0,0,0,0,0,2,2,2,100,High,69.05,52,88,90,87.5,92,100,81.26
Tiruchchirappalli,Tamil Nadu,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,88,63.54
Tirunelveli,Tamil Nadu,2,2,0,1,0,0,0,0,1,0,0,0,1,2,2,100,High,69.05,52,80,82.5,95,83.5,94,77.94
Tiruppur,Tamil Nadu,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Thoothukudi,Tamil Nadu,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Udhagamandalam,Tamil Nadu,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Vellore,Tamil Nadu,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Hyderabad,Telangana,2,2,0,1,0,0,0,0,1,0,0,0,2,2,2,100,High,69.05,52,88,90,95,92,100,82.01
