city_id,city_name,state_name,total_verified_attractions,natural_attraction_count,heritage_attraction_count,historical_attraction_count,cultural_attraction_count,religious_attraction_count,wildlife_attraction_count,unesco_attraction_count,asi_attraction_count,protected_attraction_count,ramsar_attraction_count,attraction_type_count,attraction_category_count,tourism_type_count,attraction_count_score,attraction_diversity_score,attraction_significance_score,attraction_recognition_score,natural_attraction_score,heritage_attraction_score,cultural_attraction_score,religious_attraction_score,wildlife_attraction_score,overall_attraction_score,data_completeness_percentage,score_confidence
CT0166,Kalaburagi,Karnataka,2,0,1,0,0,1,0,1,1,0,0,2,2,2,48.24,45.6,32,75,1,69.47,1,52,1,43.24,100,Medium
CT0167,Kolar,Karnataka,2,0,2,0,0,0,0,0,2,0,0,1,1,1,48.24,30.3,49,80,1,55.33,1,68,1,42.47,100,Medium
CT0168,Madikeri,Karnataka,3,1,1,0,1,0,0,0,1,0,0,3,3,2,60.6,56.65,32,64.33,64.67,64.67,52,1,1,53.48,100,High
CT0169,Mandya,Karnataka,2,1,0,0,1,0,0,0,0,1,1,2,2,2,48.24,45.6,49,71,72.67,38.33,52,1,70,52.24,100,Medium
CT0170,Mangaluru,Karnataka,3,1,1,0,0,1,0,0,0,0,0,3,3,3,60.6,60.9,49,35,46.33,56.67,1,84,1,49.38,100,High
CT0171,Mysuru,Karnataka,3,1,1,0,0,1,0,0,0,0,0,3,3,3,60.6,60.9,57.5,49.67,46.33,56.67,1,52,58.75,53.49,100,High
CT0172,Raichur,Karnataka,1,0,1,0,0,0,0,0,1,0,0,1,1,1,30.8,30.3,23.5,75,1,46.33,1,1,1,31.83,100,Low
CT0173,Shivamogga,Karnataka,2,2,0,0,0,0,0,0,0,0,0,1,2,2,48.24,38.8,40.5,35,64.67,1,1,1,58.75,36.84,100,Medium
CT0174,Shravanabelagola,Karnataka,2,0,2,0,0,0,0,2,2,0,0,1,2,1,48.24,34.55,32,90,1,69.47,1,52,1,43.28,100,Medium
CT0175,Shrirangapattana,Karnataka,3,0,2,0,0,1,0,0,3,0,0,2,3,2,60.6,49.85,49,85,1,83,1,52,1,51.97,100,High
CT0176,Tumakuru,Karnataka,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,56.67,1,52,1,40.49,100,Medium
CT0177,Vijayapura,Karnataka,2,0,2,0,0,0,0,2,2,0,0,1,1,1,48.24,30.3,32,90,1,60.13,1,1,1,40.22,100,Medium
CT0178,Alappuzha,Kerala,2,2,0,0,0,0,0,0,0,0,1,1,2,2,48.24,38.8,40.5,71,72.67,38.33,1,1,1,45.33,100,Medium
CT0179,Vatakara,Kerala,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,1,52,1,38.66,100,Medium
CT0180,Idukki,Kerala,3,2,1,0,0,0,0,2,0,2,0,2,2,2,60.6,45.6,49,96.33,81.67,38.33,1,1,100,57.62,100,High
CT0181,Kannur,Kerala,3,1,1,0,1,0,0,0,1,0,0,3,3,3,60.6,60.9,32,64.33,46.33,64.67,52,1,1,52.5,100,High
CT0182,Kochi,Kerala,3,0,1,0,2,0,0,0,0,0,0,2,2,3,60.6,49.85,40.5,35,1,65.67,68,52,1,44.81,100,High
CT0183,Kollam,Kerala,3,1,1,0,1,0,0,0,0,0,1,3,2,3,60.6,56.65,57.5,75.67,54.33,47.33,52,1,1,56.24,100,High
CT0184,Kottayam,Kerala,2,1,0,0,0,1,0,0,0,1,1,2,2,2,48.24,45.6,40.5,71,54.33,38.33,1,52,70,47.86,100,Medium
CT0185,Kozhikode,Kerala,3,2,0,0,1,0,0,0,0,0,0,2,2,2,60.6,45.6,32,35,65.67,56.67,84,1,1,47.77,100,High
CT0186,Mattancheri,Kerala,2,0,2,0,0,0,0,1,1,0,0,1,2,1,48.24,34.55,40.5,84,1,69.47,1,1,1,42.38,100,Medium
CT0187,Palakkad,Kerala,3,1,1,0,1,0,0,1,1,1,0,3,3,3,60.6,60.9,57.5,93,72.67,64.67,52,1,81.25,65.27,100,High
CT0188,Thalassery,Kerala,2,0,1,0,1,0,0,0,1,0,0,2,2,2,48.24,45.6,23.5,67,1,64.67,52,1,1,41.56,100,Medium
CT0189,Thiruvananthapuram,Kerala,3,1,0,0,1,1,0,0,0,0,0,3,3,3,60.6,60.9,49,49.67,46.33,56.67,52,52,1,53.33,100,High
CT0190,Thrissur,Kerala,3,1,2,0,0,0,0,0,1,0,0,2,3,2,60.6,49.85,49,72,46.33,64.67,1,52,1,52.72,100,High
CT0191,Kargil,Ladakh,4,1,1,1,1,0,0,0,1,0,0,4,4,3,70.2,71.95,49,63,46.33,83,84,1,1,62.41,100,High
CT0192,Leh,Ladakh,6,1,1,2,1,1,0,0,2,1,0,5,5,4,84.66,87.25,74.5,77,72.67,92,84,52,81.25,81.11,100,High
CT0193,Balaghat,Madhya Pradesh,3,1,0,1,0,0,1,0,1,1,0,3,3,3,60.6,60.9,49,74.67,72.67,46.33,1,1,81.25,56.86,100,High
CT0194,Barwani,Madhya Pradesh,2,0,0,0,0,2,0,0,0,0,0,1,2,1,48.24,34.55,40.5,35,38.33,38.33,52,84,1,40.27,100,Medium
CT0195,Betul,Madhya Pradesh,3,0,0,1,0,2,0,0,0,0,0,2,3,2,60.6,49.85,49,35,38.33,56.67,1,84,1,46.37,100,High
CT0196,Bharhut,Madhya Pradesh,1,0,0,1,0,0,0,0,1,0,0,1,1,1,30.8,30.3,32,75,1,46.33,1,1,1,33.1,100,Low
CT0197,Bhind,Madhya Pradesh,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,23.5,67,1,64.67,1,52,1,40.28,100,Medium
CT0198,Bhojpur,Madhya Pradesh,1,0,0,1,0,0,0,1,1,0,0,1,1,1,30.8,30.3,32,85,1,51.13,1,1,1,35.08,100,Low
CT0199,Bhopal,Madhya Pradesh,6,1,0,1,2,1,1,0,0,1,1,5,6,4,84.66,91.5,57.5,72.67,72.67,84,84,52,81.25,77.96,100,High
CT0200,Burhanpur,Madhya Pradesh,4,0,1,2,0,1,0,1,2,0,0,3,3,2,70.2,56.65,66,88,1,96.8,1,52,1,59.62,100,High
CT0201,Chhatarpur,Madhya Pradesh,2,1,0,1,0,0,0,0,0,1,0,2,2,2,48.24,45.6,32,51,54.33,38.33,52,1,70,44.86,100,Medium
CT0202,Chhindwara,Madhya Pradesh,2,1,0,1,0,0,0,0,0,0,0,2,2,2,48.24,45.6,40.5,35,46.33,38.33,1,1,1,38.66,100,Medium
CT0203,Damoh,Madhya Pradesh,2,0,0,0,0,1,1,0,0,1,0,2,2,2,48.24,45.6,49,51,54.33,38.33,1,52,70,46.13,100,Medium
CT0204,Datia,Madhya Pradesh,3,0,0,1,0,2,0,0,1,0,0,2,2,2,60.6,45.6,40.5,64.33,1,73.67,1,68,1,46.21,100,High
CT0205,Dewas,Madhya Pradesh,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,40.5,35,38.33,38.33,1,52,1,39.13,100,Medium
CT0206,Dhar,Madhya Pradesh,3,0,0,3,0,0,0,1,2,0,0,1,2,1,60.6,34.55,57.5,82,1,78.47,1,1,1,48,100,High
CT0207,Dr. Ambedkar Nagar (Mhow),Madhya Pradesh,2,1,1,0,0,0,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,52,1,1,39.93,100,Medium
CT0208,Guna,Madhya Pradesh,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,38.33,56.67,1,52,1,39.69,100,Medium
CT0209,Gwalior,Madhya Pradesh,4,0,0,4,0,0,0,1,3,0,0,1,4,2,70.2,47.3,57.5,88,1,96.8,52,1,1,57.75,100,High
CT0210,Hoshangabad,Madhya Pradesh,3,0,0,1,0,1,1,1,1,1,0,3,3,3,60.6,60.9,57.5,82,72.67,64.67,1,52,81.25,62.34,100,High
CT0211,Indore,Madhya Pradesh,4,1,0,2,0,1,0,0,0,0,1,3,3,3,70.2,60.9,57.5,66.5,54.33,65.67,52,52,1,60.74,100,High
CT0212,Itarsi,Madhya Pradesh,2,1,0,0,0,0,1,0,0,1,0,2,2,2,48.24,45.6,40.5,51,72.67,1,1,1,70,41.68,100,Medium
CT0213,Jabalpur,Madhya Pradesh,4,2,0,2,0,0,0,1,2,0,0,2,4,2,70.2,54.1,66,88,64.67,64.67,1,1,1,60.99,100,High
CT0214,Jhabua,Madhya Pradesh,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,1,52,1,38.66,100,Medium
CT0215,Khajuraho,Madhya Pradesh,3,0,0,2,1,0,0,2,3,0,0,2,2,2,60.6,45.6,49,100,1,81.67,52,1,1,54.51,100,High
CT0216,Khandwa,Madhya Pradesh,3,1,0,0,1,1,0,0,1,0,0,3,3,3,60.6,60.9,49,64.33,38.33,64.67,52,52,1,55.53,100,High
CT0217,Khargone,Madhya Pradesh,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,1,64.67,1,52,1,42.83,100,Medium
CT0218,Maheshwar,Madhya Pradesh,3,0,0,2,1,0,0,1,0,0,0,2,3,2,60.6,49.85,49,71.67,38.33,79.8,52,1,1,54.65,100,High
CT0219,Mandla,Madhya Pradesh,2,0,0,2,0,0,0,0,1,0,0,1,2,1,48.24,34.55,23.5,67,1,64.67,1,1,1,36.8,100,Medium
CT0220,Mandsaur,Madhya Pradesh,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,49,67,1,64.67,1,52,1,44.11,100,Medium
CT0221,Morena,Madhya Pradesh,4,0,0,4,0,0,0,0,4,0,0,1,2,1,70.2,34.55,49,90,1,82.67,1,1,1,50.27,100,High
CT0222,Murwara,Madhya Pradesh,2,0,0,2,0,0,0,0,2,0,0,1,2,1,48.24,34.55,40.5,80,1,64.67,1,1,1,41.3,100,Medium
CT0223,Narsimhapur,Madhya Pradesh,2,0,0,0,0,2,0,0,0,0,0,1,2,1,48.24,34.55,32,35,38.33,38.33,1,84,1,36.45,100,Medium
CT0224,Narsinghgarh,Madhya Pradesh,2,0,0,1,0,0,1,0,0,1,0,2,2,2,48.24,45.6,40.5,51,54.33,38.33,1,1,70,43.58,100,Medium
CT0225,Narwar,Madhya Pradesh,1,0,0,1,0,0,0,0,1,0,0,1,1,1,30.8,30.3,23.5,75,1,46.33,1,1,1,31.83,100,Low
CT0226,Neemuch,Madhya Pradesh,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,23.5,35,38.33,38.33,1,84,1,37.38,100,Medium
CT0227,Nowgong,Madhya Pradesh,1,0,0,1,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,52,1,1,27.58,100,Low
CT0228,Orchha,Madhya Pradesh,4,0,0,3,0,1,0,2,3,0,0,2,3,2,70.2,49.85,40.5,89,1,96.8,1,68,1,54.99,100,High
CT0229,Panna,Madhya Pradesh,3,1,0,0,0,1,1,0,0,1,0,3,3,3,60.6,60.9,49,64.33,72.67,38.33,1,52,81.25,55.78,100,High
CT0230,Raisen,Madhya Pradesh,3,0,0,3,0,0,0,2,3,0,0,1,2,1,60.6,34.55,40.5,100,1,81.67,1,1,1,48.47,100,High
CT0231,Rajgarh,Madhya Pradesh,1,0,0,0,0,1,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,1,52,1,26.3,100,Low
CT0232,Ratlam,Madhya Pradesh,2,1,0,1,0,0,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,46.33,46.33,1,52,1,45.53,100,Medium
CT0233,Rewa,Madhya Pradesh,3,2,0,1,0,0,0,0,0,0,0,2,2,2,60.6,45.6,32,35,55.33,38.33,1,1,1,40.76,100,High
CT0234,Sagar,Madhya Pradesh,2,1,0,1,0,0,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,46.33,46.33,1,1,1,44.26,100,Medium
CT0235,Sarangpur,Madhya Pradesh,1,0,0,1,0,0,0,0,1,0,0,1,1,1,30.8,30.3,23.5,75,1,46.33,1,1,1,31.83,100,Low
CT0236,Satna,Madhya Pradesh,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,56.67,1,52,1,35.96,100,Medium
CT0237,Sehore,Madhya Pradesh,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,40.5,35,1,56.67,1,84,1,38.03,100,Medium
CT0238,Seoni,Madhya Pradesh,2,1,0,0,0,0,1,0,0,1,0,2,2,2,48.24,45.6,40.5,67,72.67,1,1,52,81.25,45.64,100,Medium
CT0239,Shahdol,Madhya Pradesh,1,0,0,1,0,0,0,0,1,0,0,1,1,1,30.8,30.3,32,75,1,46.33,1,1,1,33.1,100,Low
CT0240,Shajapur,Madhya Pradesh,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,56.67,1,84,1,36.76,100,Medium
CT0241,Sheopur,Madhya Pradesh,2,0,0,1,0,0,1,0,0,1,0,2,2,2,48.24,45.6,40.5,67,54.33,38.33,1,1,81.25,46.26,100,Medium
CT0242,Shivpuri,Madhya Pradesh,2,0,0,1,0,0,1,0,0,1,1,2,2,2,48.24,45.6,49,71,54.33,38.33,1,1,81.25,48.14,100,Medium
CT0243,Ujjain,Madhya Pradesh,5,0,0,1,0,4,0,0,0,0,0,2,4,2,78.04,54.1,49,35,38.33,84,1,100,1,53.84,100,High
CT0244,Vidisha,Madhya Pradesh,3,0,0,3,0,0,0,0,3,0,0,1,2,1,60.6,34.55,32,85,1,73.67,1,1,1,44.15,100,High
CT0245,Ahmadnagar,Maharashtra,2,0,1,1,0,0,0,0,0,0,0,2,2,1,48.24,41.35,23.5,35,1,56.67,52,1,1,35.11,100,Medium
CT0246,Akola,Maharashtra,2,0,0,1,0,1,0,0,1,1,0,2,2,2,48.24,45.6,32,67,1,64.67,1,52,70,43.28,100,Medium
CT0247,Amravati,Maharashtra,3,1,0,0,0,1,1,0,0,1,0,3,3,3,60.6,60.9,49,64.33,72.67,38.33,1,52,81.25,55.78,100,High
CT0248,Aurangabad,Maharashtra,4,0,0,4,0,0,0,2,4,0,0,1,2,1,70.2,34.55,66,100,1,90.67,1,1,1,55.12,100,High
CT0249,Bhandara,Maharashtra,2,0,0,0,0,1,1,0,0,1,0,2,2,2,48.24,45.6,40.5,51,54.33,38.33,1,52,70,44.86,100,Medium
CT0250,Bhusawal,Maharashtra,1,0,0,0,0,0,1,0,0,1,0,1,1,1,30.8,30.3,32,55,54.33,1,1,1,70,32.63,100,Low
CT0251,Bid,Maharashtra,2,1,0,1,0,0,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,38.33,46.33,1,84,1,45.53,100,Medium
CT0252,Buldhana,Maharashtra,2,1,0,0,1,0,0,1,1,1,1,2,2,2,48.24,45.6,40.5,75,64.67,38.33,52,1,70,50.77,100,Medium
CT0253,Chandrapur,Maharashtra,2,0,0,1,0,0,1,0,0,1,0,2,2,2,48.24,45.6,40.5,67,54.33,38.33,1,1,81.25,46.26,100,Medium
CT0254,Daulatabad,Maharashtra,1,0,0,1,0,0,0,0,1,0,0,1,1,1,30.8,30.3,32,75,1,46.33,1,1,1,33.1,100,Low
CT0255,Dhule,Maharashtra,2,0,0,1,1,0,0,0,0,0,0,2,2,2,48.24,45.6,23.5,35,1,56.67,52,1,1,35.96,100,Medium
CT0256,Jalgaon,Maharashtra,2,1,0,0,1,0,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,52,1,1,39.93,100,Medium
CT0257,Kalyan,Maharashtra,2,0,0,2,0,0,0,0,1,0,0,1,2,1,48.24,34.55,40.5,67,1,64.67,1,52,1,40.62,100,Medium
CT0258,Karli,Maharashtra,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,1,64.67,1,52,1,42.83,100,Medium
CT0259,Kolhapur,Maharashtra,4,1,0,2,0,1,0,0,2,0,0,3,4,3,70.2,65.15,40.5,72,38.33,92,1,52,1,58.35,100,High
CT0260,Mahabaleshwar,Maharashtra,4,2,0,1,0,1,0,1,0,0,0,3,4,3,70.2,65.15,40.5,70,64.67,61.47,1,52,1,57.63,100,High
CT0261,Malegaon,Maharashtra,1,0,0,1,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,1,1,1,25.03,100,Low
CT0262,Matheran,Maharashtra,3,2,1,0,0,0,0,1,0,0,0,2,3,2,60.6,49.85,40.5,71.67,64.67,43.13,1,1,1,49.8,100,High
CT0263,Mumbai,Maharashtra,7,0,0,4,1,1,1,3,4,1,0,4,6,5,90.41,88.95,74.5,100,54.33,100,84,52,81.25,85.01,100,High
CT0264,Nagpur,Maharashtra,3,1,0,1,0,1,0,0,1,0,0,3,2,3,60.6,56.65,49,64.33,46.33,55.33,52,52,1,54.54,100,High
CT0265,Nanded,Maharashtra,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,38.33,1,52,1,34.13,100,Medium
CT0266,Nashik,Maharashtra,4,0,0,1,0,3,0,0,2,0,0,2,4,2,70.2,54.1,40.5,72,38.33,64.67,1,100,1,54.61,100,High
CT0267,Osmanabad,Maharashtra,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,1,64.67,1,52,1,42.83,100,Medium
CT0268,Pandharpur,Maharashtra,2,0,0,0,0,2,0,0,0,0,0,1,2,1,48.24,34.55,23.5,35,38.33,38.33,1,84,1,35.17,100,Medium
CT0269,Parbhani,Maharashtra,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,1,64.67,1,52,1,42.83,100,Medium
CT0270,Pune,Maharashtra,4,0,1,3,0,0,0,0,4,0,0,2,3,1,70.2,45.6,40.5,90,1,92,1,1,1,52.13,100,High
CT0271,Ratnagiri,Maharashtra,2,0,0,2,0,0,0,0,0,0,0,1,2,1,48.24,34.55,23.5,35,1,56.67,1,1,1,31.2,100,Medium
CT0272,Sangli,Maharashtra,2,0,0,0,0,1,1,0,0,1,0,2,2,2,48.24,45.6,49,51,54.33,38.33,1,52,70,46.13,100,Medium
CT0273,Satara,Maharashtra,3,2,0,1,0,0,0,1,0,0,0,2,3,2,60.6,49.85,49,82.67,64.67,38.33,1,1,1,52.24,100,High
CT0274,Sevagram,Maharashtra,2,0,1,0,1,0,0,0,0,0,0,2,1,2,48.24,41.35,32,35,1,47.33,68,1,1,36.25,100,Medium
CT0275,Solapur,Maharashtra,3,0,0,1,0,1,1,0,1,1,0,3,3,3,60.6,60.9,49,72,54.33,64.67,1,52,70,57.45,100,High
CT0276,Thane,Maharashtra,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,1,52,1,38.66,100,Medium
CT0277,Ulhasnagar,Maharashtra,1,0,0,0,0,1,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,52,52,1,28.85,100,Low
CT0278,Vasai-Virar,Maharashtra,3,0,0,2,0,1,0,0,2,0,0,2,2,2,60.6,45.6,32,74.67,1,73.67,1,52,1,46.08,100,High
CT0279,Wardha,Maharashtra,2,0,1,0,1,0,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,56.67,84,1,1,38.83,100,Medium
CT0280,Yavatmal,Maharashtra,1,0,0,0,0,0,1,0,0,1,0,1,1,1,30.8,30.3,32,55,54.33,1,1,1,70,32.63,100,Low
CT0281,Imphal,Manipur,2,0,1,0,1,0,0,0,0,0,0,2,2,2,48.24,45.6,32,51,1,56.67,52,1,1,39.63,100,Medium
CT0282,Cherrapunji,Meghalaya,3,3,0,0,0,0,0,1,0,0,0,1,3,2,60.6,43.05,32,71.67,83,61.47,52,1,1,53.38,100,High
CT0283,Shillong,Meghalaya,3,2,0,0,1,0,0,0,0,0,0,2,3,2,60.6,49.85,32,35,83,38.33,52,1,1,46.92,100,High
CT0284,Aizawl,Mizoram,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,40.5,35,46.33,38.33,1,52,1,39.93,100,Medium
CT0285,Lunglei,Mizoram,2,2,0,0,0,0,0,0,0,1,0,1,2,2,48.24,38.8,40.5,51,72.67,38.33,1,1,70,44.06,100,Medium
CT0286,Kohima,Nagaland,2,0,1,0,1,0,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,56.67,52,1,1,37.23,100,Medium
CT0287,Mon,Nagaland,1,0,0,0,1,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,52,1,1,27.58,100,Low
CT0288,Phek,Nagaland,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,46.33,1,1,1,1,25.83,100,Low
CT0289,Wokha,Nagaland,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,46.33,1,1,1,1,25.83,100,Low
CT0290,Zunheboto,Nagaland,1,0,0,0,0,1,0,0,0,0,0,1,1,1,30.8,30.3,32,35,1,38.33,1,52,1,27.58,100,Low
CT0291,Balangir,Odisha,1,0,0,0,0,1,0,0,0,0,0,1,1,1,30.8,30.3,23.5,55,1,38.33,1,52,1,29.3,100,Low
CT0292,Baleshwar,Odisha,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,46.33,1,1,1,1,25.83,100,Low
CT0293,Baripada,Odisha,2,1,1,0,0,0,0,1,0,1,0,2,2,2,48.24,45.6,49,96,54.33,38.33,1,1,81.25,51.89,100,Medium
CT0294,Bhubaneshwar,Odisha,3,0,3,0,0,0,0,3,3,0,0,1,2,1,60.6,34.55,32,95,38.33,78.47,1,68,1,51.54,100,High
CT0295,Brahmapur,Odisha,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,46.33,1,1,1,1,25.83,100,Low
CT0296,Cuttack,Odisha,2,0,1,0,1,0,0,0,1,0,0,2,2,2,48.24,45.6,23.5,76,1,64.67,52,1,1,42.91,100,Medium
CT0297,Dhenkanal,Odisha,1,0,0,0,0,1,0,0,0,0,0,1,1,1,30.8,30.3,23.5,55,1,38.33,1,52,1,29.3,100,Low
CT0298,Kendujhar,Odisha,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,46.33,1,1,1,1,25.83,100,Low
CT0299,Konark,Odisha,2,1,1,0,0,0,0,1,1,0,0,2,2,2,48.24,45.6,40.5,87,46.33,54.33,1,52,1,49.33,100,Medium
CT0300,Koraput,Odisha,1,0,0,0,0,1,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,38.33,38.33,1,52,1,30.04,100,Low
CT0301,Paradip,Odisha,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,46.33,1,1,1,1,25.83,100,Low
CT0302,Phulabani,Odisha,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,46.33,1,1,1,1,25.83,100,Low
CT0303,Puri,Odisha,2,1,0,0,0,1,0,0,1,0,0,2,2,2,48.24,45.6,32,67,46.33,46.33,1,52,1,44.26,100,Medium
CT0304,Sambalpur,Odisha,2,0,1,0,0,1,0,0,0,0,1,2,2,2,48.24,45.6,40.5,80,46.33,56.67,1,52,1,48.52,100,Medium
CT0305,Udayagiri,Odisha,1,0,1,0,0,0,0,1,1,0,0,1,1,1,30.8,30.3,32,85,1,51.13,1,1,1,35.08,100,Low
CT0306,Karaikal,Puducherry,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,1,52,1,38.66,100,Medium
CT0307,Mahe,Puducherry,2,0,0,0,1,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,38.33,56.67,52,52,1,42.24,100,Medium
CT0308,Puducherry,Puducherry,4,0,1,0,3,0,0,0,0,0,0,2,1,3,70.2,45.6,49,35,1,65.33,84,68,1,48.32,100,High
CT0309,Yanam,Puducherry,2,0,0,0,1,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,56.67,52,52,1,38.51,100,Medium
CT0310,Amritsar,Punjab,6,0,2,1,1,2,0,1,1,0,0,4,5,4,84.66,80.45,32,76,1,92,100,84,1,65.65,100,High
CT0311,Batala,Punjab,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,1,46.33,1,52,1,41,100,Medium
CT0312,Chandigarh,Punjab,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,38.33,52,52,1,36.68,100,Medium
CT0313,Faridkot,Punjab,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,38.33,1,52,1,34.13,100,Medium
CT0314,Firozpur,Punjab,3,0,2,0,0,0,1,0,0,1,1,2,2,2,60.6,45.6,40.5,68,54.33,47.33,68,1,70,52.86,100,High
CT0315,Gurdaspur,Punjab,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,32,67,1,46.33,1,52,1,39.73,100,Medium
CT0316,Hoshiarpur,Punjab,2,0,0,2,0,0,0,0,0,0,0,1,2,1,48.24,34.55,40.5,35,1,56.67,52,1,1,36.3,100,Medium
CT0317,Jalandhar,Punjab,2,0,0,0,0,2,0,0,0,0,0,1,2,2,48.24,38.8,40.5,35,1,56.67,1,84,1,36.67,100,Medium
CT0318,Kapurthala,Punjab,3,0,1,2,0,0,0,0,1,0,0,2,2,1,60.6,41.35,40.5,64.33,1,73.67,1,52,1,44.96,100,High
CT0319,Ludhiana,Punjab,3,0,1,1,1,0,0,0,0,0,0,3,2,2,60.6,52.4,32,35,1,65.67,68,1,1,42.77,100,High
CT0320,Nabha,Punjab,2,0,1,1,0,0,0,0,0,0,0,2,2,1,48.24,41.35,40.5,35,1,56.67,1,1,1,35.11,100,Medium
CT0321,Patiala,Punjab,4,0,1,3,0,0,0,0,0,0,0,2,3,1,70.2,45.6,49,35,38.33,84,52,1,1,50.64,100,High
CT0322,Rupnagar,Punjab,3,1,0,1,0,1,0,0,1,0,1,3,3,3,60.6,60.9,57.5,78.33,54.33,46.33,1,52,1,56.12,100,High
CT0323,Sangrur,Punjab,1,0,0,1,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,38.33,38.33,1,1,1,28.76,100,Low
CT0324,Abu,Rajasthan,3,2,0,1,0,0,0,0,1,0,0,2,3,2,60.6,49.85,40.5,64.33,64.67,46.33,1,1,1,49.02,100,High
CT0325,Ajmer,Rajasthan,4,0,0,3,0,1,0,0,2,0,0,2,4,2,70.2,54.1,49,72,38.33,92,1,84,1,58.22,100,High
CT0326,Alwar,Rajasthan,3,1,0,2,0,0,0,0,1,0,0,2,3,2,60.6,49.85,49,64.33,46.33,64.67,1,1,1,50.29,100,High
CT0327,Amer,Rajasthan,3,0,0,3,0,0,0,1,1,0,0,1,2,1,60.6,34.55,40.5,82.67,1,81.67,1,1,1,45.87,100,High
CT0328,Barmer,Rajasthan,2,1,0,1,0,0,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,46.33,46.33,1,1,1,44.26,100,Medium
CT0329,Beawar,Rajasthan,1,0,0,0,1,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,52,1,1,27.58,100,Low
CT0330,Bharatpur,Rajasthan,3,0,0,2,0,0,1,1,2,1,1,2,3,2,60.6,49.85,57.5,100,54.33,64.67,1,1,81.25,59.72,100,High
CT0331,Bhilwara,Rajasthan,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,32,67,1,64.67,1,52,1,41.56,100,Medium
CT0332,Bikaner,Rajasthan,3,0,0,1,1,1,0,0,0,0,0,3,3,3,60.6,60.9,57.5,35,38.33,75,84,52,1,55.03,100,High
CT0333,Bundi,Rajasthan,3,0,0,3,0,0,0,0,2,0,0,1,3,1,60.6,38.8,49,74.67,1,83,52,1,1,49.48,100,High
