city_id,city_name,state_name,natural_potential_score,cultural_potential_score,heritage_potential_score,uniqueness_score,experience_potential_score,overall_potential_score,data_completeness_percentage,score_confidence,natural_attraction_count,cultural_attraction_count,historical_site_count,asi_protected_site_count,unesco_world_heritage_site_count,ramsar_site_count
CT0218,Maheshwar,Madhya Pradesh,23.50,49.53,58.89,81.00,62.82,55.15,86.4,Medium,NA,NA,8,8,0,0
CT0219,Mandla,Madhya Pradesh,72.19,70.40,56.19,79.00,74.64,70.48,100.0,High,2,1,6,6,0,0
CT0220,Mandsaur,Madhya Pradesh,23.50,49.53,57.83,81.00,62.82,54.94,86.4,Medium,NA,NA,7,7,0,0
CT0221,Morena,Madhya Pradesh,60.91,70.40,67.17,78.00,74.64,70.22,100.0,High,1,1,11,11,0,0
CT0222,Murwara,Madhya Pradesh,23.50,49.53,17.75,27.00,48.73,33.30,77.3,Low,NA,NA,NA,0,0,0
CT0223,Narsimhapur,Madhya Pradesh,23.50,49.53,17.75,27.00,48.73,33.30,77.3,Low,NA,NA,NA,0,0,0
CT0224,Narsinghgarh,Madhya Pradesh,59.80,49.53,17.75,78.00,69.01,54.82,81.8,Medium,1,NA,NA,0,0,0
CT0225,Narwar,Madhya Pradesh,23.50,49.53,54.26,81.00,62.82,54.22,86.4,Medium,NA,NA,5,5,0,0
CT0226,Neemuch,Madhya Pradesh,23.50,49.53,52.62,81.00,62.82,53.89,86.4,Medium,NA,NA,4,4,0,0
CT0227,Nowgong,Madhya Pradesh,23.50,49.53,17.75,27.00,48.73,33.30,77.3,Low,NA,NA,NA,0,0,0
CT0228,Orchha,Madhya Pradesh,23.50,49.53,75.70,93.00,67.95,61.94,86.4,High,NA,NA,15,15,0,0
CT0229,Panna,Madhya Pradesh,71.88,49.53,57.83,79.00,73.23,66.29,90.9,High,2,NA,7,7,0,0
CT0230,Raisen,Madhya Pradesh,23.50,49.53,90.20,94.00,67.95,65.04,86.4,High,NA,NA,28,28,2,0
CT0231,Rajgarh,Madhya Pradesh,23.50,49.53,17.75,27.00,48.73,33.30,77.3,Low,NA,NA,NA,0,0,0
CT0232,Ratlam,Madhya Pradesh,23.50,70.40,17.75,58.00,56.14,45.16,86.4,Medium,NA,1,NA,0,0,0
CT0233,Rewa,Madhya Pradesh,59.35,74.29,58.89,78.00,73.51,68.81,100.0,High,1,2,8,8,0,0
CT0234,Sagar,Madhya Pradesh,61.47,49.53,58.89,78.00,72.10,64.00,90.9,High,1,NA,8,8,0,0
CT0235,Sarangpur,Madhya Pradesh,23.50,49.53,17.75,27.00,48.73,33.30,77.3,Low,NA,NA,NA,0,0,0
CT0236,Satna,Madhya Pradesh,23.50,49.53,68.18,81.00,63.95,57.23,86.4,Medium,NA,NA,12,12,0,0
CT0237,Sehore,Madhya Pradesh,23.50,49.53,54.26,81.00,62.82,54.22,86.4,Medium,NA,NA,5,5,0,0
CT0238,Seoni,Madhya Pradesh,64.37,70.40,17.75,78.00,71.54,60.41,90.9,High,1,1,NA,0,0,0
CT0239,Shahdol,Madhya Pradesh,64.08,49.53,17.75,78.00,70.14,55.90,81.8,Medium,1,NA,NA,0,0,0
CT0240,Shajapur,Madhya Pradesh,23.50,49.53,17.75,27.00,48.73,33.30,77.3,Low,NA,NA,NA,0,0,0
CT0241,Sheopur,Madhya Pradesh,64.36,49.53,17.75,78.00,70.14,55.96,81.8,Medium,1,NA,NA,0,0,0
CT0242,Shivpuri,Madhya Pradesh,87.79,49.53,60.21,78.00,74.35,69.98,90.9,High,3,NA,9,9,0,1
CT0243,Ujjain,Madhya Pradesh,23.50,70.40,66.06,81.00,65.35,61.26,95.5,High,NA,1,10,10,0,0
CT0244,Vidisha,Madhya Pradesh,23.50,49.53,86.08,93.00,67.95,64.01,86.4,High,NA,NA,19,19,1,0
CT0245,Ahmadnagar,Maharashtra,23.50,46.71,68.18,81.00,63.95,56.67,86.4,Medium,NA,NA,12,12,0,0
CT0246,Akola,Maharashtra,23.50,46.71,17.75,27.00,48.73,32.74,77.3,Low,NA,NA,NA,0,0,0
CT0247,Amravati,Maharashtra,73.44,68.59,17.75,79.00,71.54,62.06,90.9,High,2,1,NA,0,0,0
CT0248,Aurangabad,Maharashtra,23.50,72.47,90.20,94.00,69.35,69.90,95.5,High,NA,2,35,35,2,0
CT0249,Bhandara,Maharashtra,72.92,68.59,54.26,79.00,74.64,69.88,100.0,High,2,1,5,5,0,0
CT0250,Bhusawal,Maharashtra,23.50,46.71,52.62,79.00,62.82,52.93,86.4,Medium,NA,NA,4,4,0,0
CT0251,Bid,Maharashtra,23.50,46.71,17.75,27.00,48.73,32.74,77.3,Low,NA,NA,NA,0,0,0
CT0252,Buldhana,Maharashtra,57.30,46.71,17.75,78.00,67.04,53.36,81.8,Medium,1,NA,NA,0,0,1
CT0253,Chandrapur,Maharashtra,72.90,46.71,57.83,79.00,73.23,65.93,90.9,High,2,NA,7,7,0,0
CT0254,Daulatabad,Maharashtra,23.50,46.71,58.89,81.00,62.82,54.58,86.4,Medium,NA,NA,8,8,0,0
CT0255,Dhule,Maharashtra,23.50,46.71,54.26,81.00,62.82,53.66,86.4,Medium,NA,NA,5,5,0,0
CT0256,Jalgaon,Maharashtra,23.50,72.47,57.83,81.00,64.23,59.81,95.5,High,NA,2,7,7,0,0
CT0257,Kalyan,Maharashtra,23.50,46.71,56.19,81.00,62.82,54.04,86.4,Medium,NA,NA,6,6,0,0
CT0258,Karli,Maharashtra,23.50,46.71,56.19,81.00,62.82,54.04,86.4,Medium,NA,NA,6,6,0,0
CT0259,Kolhapur,Maharashtra,72.93,72.47,66.06,79.00,75.76,73.24,100.0,High,2,2,10,10,0,0
CT0260,Mahabaleshwar,Maharashtra,61.83,46.71,67.40,93.00,76.10,69.01,90.9,High,1,NA,5,5,1,0
CT0261,Malegaon,Maharashtra,23.50,46.71,52.62,81.00,62.82,53.33,86.4,Medium,NA,NA,4,4,0,0
CT0262,Matheran,Maharashtra,23.50,46.71,17.75,27.00,48.73,32.74,77.3,Low,NA,NA,NA,0,0,0
CT0263,Mumbai,Maharashtra,80.87,46.71,91.10,96.00,79.48,78.83,90.9,High,2,NA,28,28,3,1
CT0264,Nagpur,Maharashtra,75.09,68.59,67.17,81.00,75.76,73.52,100.0,High,3,1,11,11,0,0
CT0265,Nanded,Maharashtra,23.50,46.71,58.89,81.00,62.82,54.58,86.4,Medium,NA,NA,8,8,0,0
CT0266,Nashik,Maharashtra,57.89,72.47,69.72,78.00,72.67,70.15,100.0,High,1,2,14,14,0,1
CT0267,Osmanabad,Maharashtra,23.50,46.71,57.83,81.00,62.82,54.37,86.4,Medium,NA,NA,7,7,0,0
CT0268,Pandharpur,Maharashtra,23.50,46.71,56.19,81.00,62.82,54.04,86.4,Medium,NA,NA,6,6,0,0
CT0269,Parbhani,Maharashtra,23.50,46.71,17.75,27.00,48.73,32.74,77.3,Low,NA,NA,NA,0,0,0
CT0270,Pune,Maharashtra,23.50,72.47,72.28,81.00,65.35,62.92,95.5,High,NA,2,18,18,0,0
CT0271,Ratnagiri,Maharashtra,23.50,68.59,60.21,81.00,64.23,59.51,95.5,High,NA,1,9,9,0,0
CT0272,Sangli,Maharashtra,23.50,68.59,17.75,58.00,56.14,44.80,86.4,Medium,NA,1,NA,0,0,0
CT0273,Satara,Maharashtra,72.99,46.71,68.18,79.00,74.35,68.25,90.9,High,2,NA,12,12,0,0
CT0274,Sevagram,Maharashtra,23.50,46.71,52.62,81.00,62.82,53.33,86.4,Medium,NA,NA,4,4,0,0
CT0275,Solapur,Maharashtra,62.42,72.47,58.89,78.00,73.51,69.06,100.0,High,1,2,8,8,0,0
CT0276,Thane,Maharashtra,88.95,46.71,58.89,78.00,74.35,69.38,90.9,High,3,NA,8,8,0,1
CT0277,Ulhasnagar,Maharashtra,23.50,46.71,17.75,27.00,48.73,32.74,77.3,Low,NA,NA,NA,0,0,0
CT0278,Vasai-Virar,Maharashtra,23.50,46.71,57.83,81.00,62.82,54.37,86.4,Medium,NA,NA,7,7,0,0
CT0279,Wardha,Maharashtra,23.50,46.71,56.19,81.00,62.82,54.04,86.4,Medium,NA,NA,6,6,0,0
CT0280,Yavatmal,Maharashtra,23.50,46.71,17.75,27.00,48.73,32.74,77.3,Low,NA,NA,NA,0,0,0
CT0281,Imphal,Manipur,57.44,73.92,23.15,93.00,68.80,63.26,90.9,High,1,3,NA,0,0,1
CT0282,Cherrapunji,Meghalaya,23.50,64.78,23.15,93.00,65.14,53.91,86.4,High,NA,1,NA,0,0,0
CT0283,Shillong,Meghalaya,23.50,68.66,23.15,93.00,65.14,54.69,86.4,High,NA,2,NA,0,0,0
CT0284,Aizawl,Mizoram,22.57,71.10,17.75,61.00,54.18,45.32,86.4,Medium,NA,3,NA,0,0,0
CT0285,Lunglei,Mizoram,22.57,67.66,17.75,59.00,54.18,44.23,86.4,Medium,NA,2,NA,0,0,0
CT0286,Kohima,Nagaland,22.57,72.10,17.75,61.00,56.14,45.91,86.4,Medium,NA,3,NA,0,0,0
CT0287,Mon,Nagaland,22.57,68.66,17.75,59.00,56.14,44.82,86.4,Medium,NA,2,NA,0,0,0
CT0288,Phek,Nagaland,22.57,68.66,17.75,59.00,56.14,44.82,86.4,Medium,NA,2,NA,0,0,0
CT0289,Wokha,Nagaland,22.57,68.66,17.75,59.00,56.14,44.82,86.4,Medium,NA,2,NA,0,0,0
CT0290,Zunheboto,Nagaland,22.57,68.66,17.75,59.00,56.14,44.82,86.4,Medium,NA,2,NA,0,0,0
CT0291,Balangir,Odisha,23.50,46.71,17.75,27.00,48.73,32.74,77.3,Low,NA,NA,NA,0,0,0
CT0292,Baleshwar,Odisha,23.50,46.71,57.83,81.00,62.82,54.37,86.4,Medium,NA,NA,7,7,0,0
CT0293,Baripada,Odisha,73.54,67.59,56.19,79.00,74.64,70.19,100.0,High,2,1,6,6,0,0
CT0294,Bhubaneshwar,Odisha,23.50,71.47,81.20,93.00,69.35,67.70,95.5,High,NA,2,28,28,0,0
CT0295,Brahmapur,Odisha,56.20,71.47,17.75,78.00,68.45,58.37,90.9,High,1,2,NA,0,0,1
CT0296,Cuttack,Odisha,83.20,71.47,68.18,79.00,75.76,75.52,100.0,High,2,2,12,12,0,2
CT0297,Dhenkanal,Odisha,23.50,67.59,58.89,81.00,64.23,59.04,95.5,High,NA,1,8,8,0,0
CT0298,Kendujhar,Odisha,23.50,46.71,17.75,27.00,48.73,32.74,77.3,Low,NA,NA,NA,0,0,0
CT0299,Konark,Odisha,60.86,46.71,69.33,93.00,76.10,69.20,90.9,High,1,NA,6,6,1,0
CT0300,Koraput,Odisha,23.50,67.59,17.75,58.00,56.14,44.60,86.4,Medium,NA,1,NA,0,0,0
CT0301,Paradip,Odisha,23.50,46.71,17.75,27.00,48.73,32.74,77.3,Low,NA,NA,NA,0,0,0
CT0302,Phulabani,Odisha,23.50,46.71,17.75,27.00,48.73,32.74,77.3,Low,NA,NA,NA,0,0,0
CT0303,Puri,Odisha,89.56,74.92,75.12,93.00,80.89,82.70,100.0,High,3,3,14,14,0,1
CT0304,Sambalpur,Odisha,79.48,67.59,57.83,78.00,74.64,71.51,100.0,High,2,1,7,7,0,1
CT0305,Udayagiri,Odisha,23.50,46.71,66.06,81.00,63.95,56.24,86.4,Medium,NA,NA,10,10,0,0
CT0306,Karaikal,Puducherry,21.64,43.90,17.75,27.00,47.04,31.47,77.3,Low,NA,NA,NA,0,0,0
CT0307,Mahe,Puducherry,21.64,43.90,17.75,27.00,47.04,31.47,77.3,Low,NA,NA,NA,0,0,0
CT0308,Puducherry,Puducherry,21.64,43.90,17.75,27.00,47.04,31.47,77.3,Low,NA,NA,NA,0,0,0
CT0309,Yanam,Puducherry,21.64,43.90,17.75,27.00,47.04,31.47,77.3,Low,NA,NA,NA,0,0,0
CT0310,Amritsar,Punjab,55.82,75.92,71.46,93.00,76.67,74.57,100.0,High,1,3,10,10,0,1
CT0311,Batala,Punjab,21.64,46.71,17.75,27.00,48.73,32.37,77.3,Low,NA,NA,NA,0,0,0
CT0312,Chandigarh,Punjab,21.64,46.71,30.89,93.00,63.73,51.19,77.3,Medium,NA,NA,NA,0,1,0
CT0313,Faridkot,Punjab,21.64,46.71,17.75,27.00,48.73,32.37,77.3,Low,NA,NA,NA,0,0,0
CT0314,Firozpur,Punjab,55.96,46.71,17.75,78.00,67.04,53.09,81.8,Medium,1,NA,NA,0,0,1
CT0315,Gurdaspur,Punjab,54.39,46.71,17.75,78.00,67.04,52.78,81.8,Medium,1,NA,NA,0,0,1
CT0316,Hoshiarpur,Punjab,21.64,46.71,17.75,27.00,48.73,32.37,77.3,Low,NA,NA,NA,0,0,0
CT0317,Jalandhar,Punjab,21.64,72.47,17.75,59.00,56.14,45.40,86.4,Medium,NA,2,NA,0,0,0
CT0318,Kapurthala,Punjab,54.09,46.71,58.89,78.00,70.14,61.57,90.9,High,1,NA,8,8,0,1
CT0319,Ludhiana,Punjab,21.64,72.47,17.75,59.00,56.14,45.40,86.4,Medium,NA,2,NA,0,0,0
CT0320,Nabha,Punjab,21.64,46.71,17.75,27.00,48.73,32.37,77.3,Low,NA,NA,NA,0,0,0
CT0321,Patiala,Punjab,21.64,72.47,60.21,81.00,64.23,59.91,95.5,High,NA,2,9,9,0,0
CT0322,Rupnagar,Punjab,58.26,46.71,17.75,79.00,67.04,53.75,81.8,Medium,1,NA,NA,0,0,2
CT0323,Sangrur,Punjab,21.64,46.71,17.75,27.00,48.73,32.37,77.3,Low,NA,NA,NA,0,0,0
CT0324,Abu,Rajasthan,60.69,46.71,57.83,78.00,72.10,63.07,90.9,High,1,NA,7,7,0,0
CT0325,Ajmer,Rajasthan,22.57,46.71,69.72,81.00,63.95,56.79,86.4,Medium,NA,NA,14,14,0,0
CT0326,Alwar,Rajasthan,72.15,67.59,68.18,79.00,75.76,72.54,100.0,High,2,1,12,12,0,0
CT0327,Amer,Rajasthan,22.57,71.47,85.42,93.00,69.35,68.36,95.5,High,NA,2,18,18,1,0
CT0328,Barmer,Rajasthan,64.62,71.47,58.89,78.00,74.64,69.52,100.0,High,1,2,8,8,0,0
CT0329,Beawar,Rajasthan,22.57,46.71,17.75,27.00,48.73,32.55,77.3,Low,NA,NA,NA,0,0,0
CT0330,Bharatpur,Rajasthan,88.70,46.71,82.86,93.00,79.48,78.15,90.9,High,3,NA,14,14,1,1
CT0331,Bhilwara,Rajasthan,22.57,46.71,57.83,81.00,62.82,54.19,86.4,Medium,NA,NA,7,7,0,0
CT0332,Bikaner,Rajasthan,22.57,74.92,68.18,81.00,65.35,62.40,95.5,High,NA,3,12,12,0,0
CT0333,Bundi,Rajasthan,61.60,46.71,70.30,78.00,73.23,65.97,90.9,High,1,NA,15,15,0,0
CT0334,Chittaurgarh,Rajasthan,54.53,81.79,86.76,96.00,78.77,79.57,100.0,High,3,10,18,24,1,0
CT0335,Churu,Rajasthan,22.57,46.71,17.75,27.00,48.73,32.55,77.3,Low,NA,NA,NA,0,0,0
CT0336,Dhaulpur,Rajasthan,22.57,46.71,60.21,81.00,62.82,54.66,86.4,Medium,NA,NA,9,9,0,0
CT0337,Dungarpur,Rajasthan,22.57,46.71,58.89,81.00,62.82,54.40,86.4,Medium,NA,NA,8,8,0,0
CT0338,Ganganagar,Rajasthan,22.57,46.71,17.75,27.00,48.73,32.55,77.3,Low,NA,NA,NA,0,0,0
CT0339,Hanumangarh,Rajasthan,22.57,46.71,17.75,27.00,48.73,32.55,77.3,Low,NA,NA,NA,0,0,0
CT0340,Jaipur,Rajasthan,70.25,88.51,90.35,96.00,82.13,85.45,100.0,High,4,14,22,32,3,1
CT0341,Jaisalmer,Rajasthan,66.42,80.07,82.89,96.00,83.26,81.73,100.0,High,4,9,12,18,1,0
CT0342,Jalor,Rajasthan,22.57,46.71,56.19,81.00,62.82,53.86,86.4,Medium,NA,NA,6,6,0,0
CT0343,Jhalawar,Rajasthan,60.48,46.71,80.31,93.00,77.23,71.55,90.9,High,1,NA,11,11,1,0
CT0344,Jhunjhunu,Rajasthan,22.57,46.71,67.17,81.00,63.95,56.28,86.4,Medium,NA,NA,11,11,0,0
CT0345,Jodhpur,Rajasthan,48.69,86.15,71.95,96.00,78.77,76.31,100.0,High,3,10,16,20,0,0
CT0346,Kishangarh,Rajasthan,22.57,46.71,56.19,81.00,62.82,53.86,86.4,Medium,NA,NA,6,6,0,0
CT0347,Kota,Rajasthan,74.17,71.47,66.06,81.00,75.76,73.69,100.0,High,3,2,10,10,0,0
CT0348,Merta,Rajasthan,22.57,46.71,54.26,81.00,62.82,53.47,86.4,Medium,NA,NA,5,5,0,0
CT0349,Nagaur,Rajasthan,58.32,71.47,66.06,78.00,72.67,69.30,100.0,High,1,2,10,10,0,1
CT0350,Nathdwara,Rajasthan,22.57,71.47,17.75,59.00,56.14,45.39,86.4,Medium,NA,2,NA,0,0,0
CT0351,Pali,Rajasthan,22.57,46.71,57.83,81.00,62.82,54.19,86.4,Medium,NA,NA,7,7,0,0
CT0352,Phalodi,Rajasthan,22.57,67.59,17.75,58.00,56.14,44.41,86.4,Medium,NA,1,NA,0,0,0
CT0353,Pushkar,Rajasthan,22.57,46.71,58.89,81.00,62.82,54.40,86.4,Medium,NA,NA,8,8,0,0
CT0354,Sawai Madhopur,Rajasthan,72.38,46.71,79.20,93.00,78.35,73.93,90.9,High,2,NA,10,10,1,0
CT0355,Shahpura,Rajasthan,22.57,46.71,17.75,27.00,48.73,32.55,77.3,Low,NA,NA,NA,0,0,0
CT0356,Sikar,Rajasthan,22.57,46.71,60.21,81.00,62.82,54.66,86.4,Medium,NA,NA,9,9,0,0
CT0357,Sirohi,Rajasthan,60.69,46.71,60.21,78.00,72.10,63.54,90.9,High,1,NA,9,9,0,0
CT0358,Tonk,Rajasthan,22.57,46.71,58.89,81.00,62.82,54.40,86.4,Medium,NA,NA,8,8,0,0
CT0359,Udaipur,Rajasthan,70.91,82.79,69.08,96.00,79.20,79.60,100.0,High,5,12,16,16,0,0
CT0360,Gangtok,Sikkim,60.68,42.90,30.89,93.00,73.01,60.10,81.8,High,1,NA,NA,0,1,0
CT0361,Gyalshing,Sikkim,23.50,42.90,30.89,93.00,63.73,50.80,77.3,Medium,NA,NA,NA,0,1,0
CT0362,Lachung,Sikkim,23.50,42.90,17.75,27.00,48.73,31.98,77.3,Low,NA,NA,NA,0,0,0
CT0363,Mangan,Sikkim,65.77,42.90,30.89,93.00,74.14,61.34,81.8,High,1,NA,NA,0,1,0
CT0364,Arcot,Tamil Nadu,23.50,43.90,54.26,81.00,62.82,53.10,86.4,Medium,NA,NA,5,5,0,0
CT0365,Chengalpattu,Tamil Nadu,59.74,43.90,70.30,79.00,71.26,64.84,90.9,High,1,NA,15,15,0,2
CT0366,Chennai,Tamil Nadu,57.82,43.90,69.72,78.00,71.26,64.14,90.9,High,1,NA,14,14,0,1
CT0367,Chidambaram,Tamil Nadu,23.50,43.90,58.89,81.00,62.82,54.02,86.4,Medium,NA,NA,8,8,0,0
CT0368,Coimbatore,Tamil Nadu,73.13,68.66,17.75,79.00,71.54,62.02,90.9,High,2,2,NA,0,0,0
CT0369,Cuddalore,Tamil Nadu,57.90,43.90,17.75,78.00,67.04,52.92,81.8,Medium,1,NA,NA,0,0,1
CT0370,Dharmapuri,Tamil Nadu,23.50,43.90,17.75,27.00,48.73,32.18,77.3,Low,NA,NA,NA,0,0,0
CT0371,Dindigul,Tamil Nadu,23.50,64.78,17.75,58.00,56.14,44.03,86.4,Medium,NA,1,NA,0,0,0
CT0372,Erode,Tamil Nadu,56.48,68.66,17.75,78.00,68.45,57.87,90.9,High,1,2,NA,0,0,1
CT0373,Kanchipuram,Tamil Nadu,23.50,64.78,81.20,93.00,69.35,66.37,95.5,High,NA,1,26,26,0,0
CT0374,Kanniyakumari,Tamil Nadu,79.75,68.66,58.89,79.00,74.64,72.19,100.0,High,2,2,8,8,0,2
CT0375,Kodaikanal,Tamil Nadu,23.50,64.78,30.89,93.00,65.14,55.46,86.4,High,NA,1,NA,0,1,0
CT0376,Kumbakonam,Tamil Nadu,23.50,68.66,85.42,93.00,69.35,67.99,95.5,High,NA,2,18,18,1,0
CT0377,Madurai,Tamil Nadu,23.50,68.66,71.07,81.00,65.35,61.92,95.5,High,NA,2,16,16,0,0
CT0378,Mamallapuram,Tamil Nadu,23.50,43.90,88.94,93.00,67.95,63.46,86.4,High,NA,NA,32,32,1,0
CT0379,Nagappattinam,Tamil Nadu,59.49,43.90,17.75,78.00,67.04,53.24,81.8,Medium,1,NA,NA,0,0,1
CT0380,Nagercoil,Tamil Nadu,56.57,68.66,56.19,78.00,71.54,66.19,100.0,High,1,2,6,6,0,1
CT0381,Palayamkottai,Tamil Nadu,23.50,43.90,17.75,27.00,48.73,32.18,77.3,Low,NA,NA,NA,0,0,0
CT0382,Pudukkottai,Tamil Nadu,23.50,64.78,78.34,93.00,69.35,65.79,95.5,High,NA,1,19,19,0,0
CT0383,Rajapalayam,Tamil Nadu,23.50,43.90,17.75,27.00,48.73,32.18,77.3,Low,NA,NA,NA,0,0,0
CT0384,Ramanathapuram,Tamil Nadu,93.73,64.78,66.06,81.00,76.89,76.49,100.0,High,3,1,10,10,0,3
CT0385,Salem,Tamil Nadu,23.50,68.66,17.75,59.00,56.14,45.01,86.4,Medium,NA,2,NA,0,0,0
CT0386,Thanjavur,Tamil Nadu,23.50,75.30,87.68,93.00,69.35,69.77,95.5,High,NA,4,22,22,1,0
CT0387,Tiruchchirappalli,Tamil Nadu,23.50,43.90,70.30,81.00,63.95,56.53,86.4,Medium,NA,NA,15,15,0,0
CT0388,Tirunelveli,Tamil Nadu,87.68,68.66,67.17,78.00,76.89,75.68,100.0,High,3,2,11,11,0,1
CT0389,Tiruppur,Tamil Nadu,23.50,64.78,17.75,58.00,56.14,44.03,86.4,Medium,NA,1,NA,0,0,0
CT0390,Thoothukudi,Tamil Nadu,82.32,64.78,17.75,78.00,72.67,63.10,90.9,High,2,1,NA,0,0,1
CT0391,Udhagamandalam,Tamil Nadu,74.75,68.66,32.15,94.00,75.54,69.02,90.9,High,3,2,NA,0,2,0
CT0392,Vellore,Tamil Nadu,23.50,43.90,60.21,81.00,62.82,54.29,86.4,Medium,NA,NA,9,9,0,0
CT0393,Hyderabad,Telangana,22.57,69.66,23.15,93.00,65.14,54.70,86.4,High,NA,2,NA,0,0,0
CT0394,Karimnagar,Telangana,22.57,65.78,17.75,58.00,56.14,44.05,86.4,Medium,NA,1,NA,0,0,0
CT0395,Khammam,Telangana,22.57,43.90,17.75,27.00,48.73,31.99,77.3,Low,NA,NA,NA,0,0,0
CT0396,Mahbubnagar,Telangana,22.57,43.90,17.75,27.00,48.73,31.99,77.3,Low,NA,NA,NA,0,0,0
CT0397,Nizamabad,Telangana,22.57,65.78,17.75,58.00,56.14,44.05,86.4,Medium,NA,1,NA,0,0,0
CT0398,Sangareddi,Telangana,22.57,43.90,17.75,27.00,48.73,31.99,77.3,Low,NA,NA,NA,0,0,0
CT0399,Warangal,Telangana,22.57,65.78,30.89,93.00,65.14,55.48,86.4,High,NA,1,NA,0,1,0
CT0400,Agartala,Tripura,56.09,43.90,23.15,93.00,69.08,57.04,81.8,High,1,NA,NA,0,0,1
CT0401,Agra,Uttar Pradesh,70.25,87.96,90.01,96.00,78.63,84.57,100.0,High,3,12,24,58,2,1
CT0402,Aligarh,Uttar Pradesh,22.57,71.40,54.26,81.00,64.23,58.69,95.5,High,NA,1,5,5,0,0
CT0403,Amroha,Uttar Pradesh,22.57,71.40,17.75,58.00,56.14,45.17,86.4,Medium,NA,1,NA,0,0,0
CT0404,Ayodhya,Uttar Pradesh,41.16,77.41,64.75,96.00,76.10,71.08,100.0,High,3,12,10,7,0,0
CT0405,Azamgarh,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0406,Bahraich,Uttar Pradesh,60.87,50.53,54.26,78.00,72.10,63.15,90.9,High,1,NA,5,5,0,0
CT0407,Ballia,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0408,Banda,Uttar Pradesh,22.57,71.40,58.89,81.00,64.23,59.62,95.5,High,NA,1,8,8,0,0
CT0409,Bara Banki,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0410,Bareilly,Uttar Pradesh,22.57,71.40,17.75,58.00,56.14,45.17,86.4,Medium,NA,1,NA,0,0,0
CT0411,Basti,Uttar Pradesh,56.36,50.53,17.75,78.00,67.04,53.94,81.8,Medium,1,NA,NA,0,0,1
CT0412,Bijnor,Uttar Pradesh,89.39,71.40,17.75,78.00,72.67,65.84,90.9,High,3,1,NA,0,0,1
CT0413,Bithur,Uttar Pradesh,22.57,50.53,52.62,81.00,62.82,53.91,86.4,Medium,NA,NA,4,4,0,0
CT0414,Budaun,Uttar Pradesh,57.44,50.53,54.26,78.00,70.14,62.07,90.9,High,1,NA,5,5,0,1
CT0415,Bulandshahr,Uttar Pradesh,57.44,71.40,17.75,78.00,68.45,58.61,90.9,High,1,1,NA,0,0,1
CT0416,Deoria,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0417,Etah,Uttar Pradesh,22.57,50.53,52.62,79.00,62.82,53.51,86.4,Medium,NA,NA,4,4,0,0
CT0418,Etawah,Uttar Pradesh,86.94,50.53,54.26,78.00,74.35,68.82,90.9,High,3,NA,5,5,0,1
CT0419,Faizabad,Uttar Pradesh,22.57,50.53,56.19,81.00,62.82,54.62,86.4,Medium,NA,NA,6,6,0,0
CT0420,Farrukhabad-cum-Fatehgarh,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0421,Fatehpur,Uttar Pradesh,22.57,50.53,56.19,81.00,62.82,54.62,86.4,Medium,NA,NA,6,6,0,0
CT0422,Fatehpur Sikri,Uttar Pradesh,33.75,72.91,84.38,96.00,75.67,72.54,100.0,High,2,8,15,18,1,0
CT0423,Ghaziabad,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0424,Ghazipur,Uttar Pradesh,22.57,71.40,17.75,58.00,56.14,45.17,86.4,Medium,NA,1,NA,0,0,0
CT0425,Gonda,Uttar Pradesh,55.69,50.53,17.75,78.00,67.04,53.80,81.8,Medium,1,NA,NA,0,0,1
CT0426,Gorakhpur,Uttar Pradesh,56.36,71.40,56.19,78.00,71.54,66.70,100.0,High,1,1,6,6,0,1
CT0427,Hamirpur,Uttar Pradesh,22.57,50.53,52.62,79.00,62.82,53.51,86.4,Medium,NA,NA,4,4,0,0
CT0428,Hardoi,Uttar Pradesh,55.28,50.53,17.75,78.00,67.04,53.72,81.8,Medium,1,NA,NA,0,0,1
CT0429,Hathras,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0430,Jalaun,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0431,Jaunpur,Uttar Pradesh,22.57,50.53,68.18,81.00,63.95,57.25,86.4,Medium,NA,NA,12,12,0,0
CT0432,Jhansi,Uttar Pradesh,22.57,50.53,60.21,81.00,62.82,55.43,86.4,Medium,NA,NA,9,9,0,0
CT0433,Kannauj,Uttar Pradesh,22.57,71.40,56.19,81.00,64.23,59.08,95.5,High,NA,1,6,6,0,0
CT0434,Kanpur,Uttar Pradesh,55.13,50.53,56.19,78.00,70.14,62.00,90.9,High,1,NA,6,6,0,1
