interest_overlap_score,distance_km,season_match,past_category_affinity,avg_rating,price_tier_match,global_popularity_30d,converted
0.0,1684.1,0,0.039,4.9,0,28,0
0.333,1680.9,0,0.141,4.5,0,26,0
0.5,1189.5,0,0.042,4.8,0,88,1
0.333,1456.8,0,0.143,3.9,0,18,0
0.0,2431.5,0,0.026,4.8,0,97,0
0.0,1303.3,0,0.366,4.8,0,26,1
0.25,2122.7,0,0.091,3.9,1,31,1
0.667,145.1,0,0.142,4.0,0,21,0
0.0,118.0,0,0.486,3.9,0,17,1
0.0,1611.8,0,0.187,4.6,1,54,0
0.0,1576.6,0,0.395,4.3,0,22,0
0.0,1783.6,0,0.011,4.9,0,41,0
0.0,1645.1,0,0.735,4.5,0,56,0
0.0,567.5,0,0.751,4.2,1,27,1
0.0,1333.1,0,0.818,4.2,1,33,0
0.0,175.8,0,0.264,4.5,0,48,0
0.0,2242.9,0,0.231,4.7,1,37,0
0.333,752.8,0,0.053,4.1,1,24,0
0.25,1339.1,0,0.041,4.6,0,50,0
0.25,411.3,0,0.038,4.6,0,37,0
0.0,1592.9,0,0.236,4.1,0,14,0
0.0,965.7,0,0.214,4.1,0,29,0
0.0,1209.7,0,0.2,4.8,1,45,1
0.0,2047.6,0,0.074,4.7,0,39,1
0.0,1387.3,0,0.037,4.8,1,23,1
0.0,1049.6,0,0.061,4.2,1,24,1
0.0,655.4,0,0.033,4.5,0,41,0
0.333,868.3,0,0.12,4.1,1,18,0
0.0,1000.8,0,0.024,4.8,0,111,0
0.0,794.9,0,0.025,4.2,0,21,1
0.25,1161.4,0,0.023,3.9,1,25,0
0.0,1435.3,0,0.005,4.3,1,34,1
0.0,262.7,0,0.088,4.6,1,35,1
0.0,1794.2,0,0.163,4.7,1,25,0
0.0,326.0,0,0.01,4.6,1,75,0
0.0,1600.0,0,0.088,4.7,0,99,0
0.0,1516.3,0,0.046,4.3,1,25,0
0.25,483.9,0,0.544,3.9,0,25,1
0.0,328.8,0,0.076,4.4,1,97,0
0.25,2349.8,0,0.09,4.2,1,35,0
0.0,993.0,0,0.097,4.8,0,91,0
0.0,898.9,0,0.118,4.1,0,28,0
0.25,1010.8,0,0.195,4.4,1,33,1
0.333,306.5,0,0.126,4.9,1,45,1
0.25,756.2,0,0.159,3.9,0,28,0
0.25,818.1,0,0.004,4.2,0,35,0
0.0,560.2,0,1.0,4.8,1,44,1
0.0,1383.3,0,0.002,4.4,0,43,1
0.0,1224.6,0,0.16,4.3,0,28,1
0.0,1163.0,0,0.237,4.6,0,51,0
0.0,422.9,0,0.888,4.5,1,29,1
0.0,361.7,0,0.187,4.4,0,20,0
0.0,1528.4,0,0.152,4.9,0,32,0
0.0,1787.4,0,0.004,4.8,1,99,0
0.0,837.9,0,0.033,3.9,1,13,0
0.25,1545.6,0,0.037,4.9,1,69,0
0.25,1010.1,0,0.06,4.9,0,41,0
0.0,578.8,0,0.03,4.0,1,19,0
0.5,1236.9,1,0.955,4.6,1,40,1
0.0,1121.1,0,0.455,4.7,1,34,0
0.333,1969.4,0,0.037,4.3,0,30,0
0.5,1726.7,0,0.002,4.5,0,32,0
0.0,15.2,0,0.839,4.1,0,23,1
0.0,1082.9,0,0.027,4.9,0,94,1
0.0,550.6,0,0.01,4.0,1,25,0
0.333,1486.7,0,0.338,4.2,1,18,0
0.5,1821.5,0,0.036,4.7,0,80,1
0.0,1627.6,0,0.106,4.5,1,30,0
0.0,146.6,0,0.29,4.9,0,92,0
0.0,1660.0,0,0.252,4.6,0,44,0
0.0,111.0,0,0.435,4.0,1,20,0
0.5,1954.3,0,0.07,4.7,0,44,0
0.0,1108.4,0,0.21,4.1,1,26,1
0.0,907.1,0,0.043,4.6,0,36,1
0.0,729.5,0,0.033,4.5,0,43,0
0.0,1551.4,0,0.326,4.7,0,42,1
0.25,1115.0,0,0.331,4.2,0,24,1
0.0,1388.9,0,0.208,4.5,1,35,1
0.5,227.6,0,1.0,4.9,1,120,1
0.333,1089.2,0,0.256,4.7,0,48,1
0.0,2172.0,0,0.251,4.3,1,28,0
0.0,872.2,0,0.358,4.7,0,73,0
0.0,2018.7,0,0.153,4.6,0,39,0
0.0,183.1,0,0.037,4.9,1,97,1
0.0,1543.4,0,0.613,4.7,0,54,1
0.333,344.7,0,0.168,4.9,0,66,1
0.0,1210.0,0,0.018,4.6,0,39,1
0.0,1783.3,0,0.418,4.7,1,43,1
0.5,403.8,0,0.014,4.8,1,26,1
0.0,1359.4,0,0.012,4.7,1,41,1
0.25,1896.6,0,0.161,4.6,0,31,0
0.0,429.1,0,0.002,4.9,0,93,0
0.0,1031.0,0,0.011,4.2,1,25,0
0.0,1314.9,0,0.11,4.4,0,54,0
0.0,978.2,0,0.105,4.7,0,26,0
0.25,1333.5,0,0.241,4.9,0,58,1
0.0,951.7,0,0.021,4.1,0,14,1
0.333,826.3,0,0.229,4.4,0,17,1
0.75,1553.1,0,0.019,4.0,1,20,1
0.0,648.7,0,0.022,4.8,1,68,0
0.0,493.8,0,0.087,4.7,0,79,0
0.0,793.2,0,0.226,3.9,0,20,0
0.0,1114.1,0,0.015,3.9,1,32,0
0.0,2092.4,0,0.657,4.4,1,70,0
0.333,1815.5,0,0.006,4.1,0,25,0
0.0,778.7,0,0.157,4.8,0,22,0
0.0,1725.9,0,0.041,4.9,1,64,1
0.0,711.4,0,0.13,4.9,0,91,0
1.0,732.5,0,0.894,4.0,0,17,1
0.0,1062.8,0,0.046,4.5,1,61,1
0.0,519.7,0,0.064,4.5,0,27,0
0.0,895.5,0,0.159,3.9,0,17,0
0.25,537.7,0,0.043,4.4,1,28,0
0.0,1143.3,0,0.026,4.9,0,79,0
0.25,1000.5,0,0.533,4.1,0,19,1
0.0,1407.0,0,0.042,4.1,1,11,0
0.0,1652.6,0,0.033,4.1,1,17,0
0.0,1774.3,0,0.383,4.8,1,99,0
0.333,1285.7,0,0.054,4.7,1,37,1
0.0,1572.9,0,0.059,4.4,1,112,0
0.5,2069.8,0,0.055,4.3,1,28,0
0.0,615.4,0,0.115,4.7,1,116,1
0.25,2134.7,0,0.205,4.6,0,71,0
0.5,2170.5,0,0.52,4.9,0,95,1
0.0,1123.5,0,0.02,4.6,1,24,0
0.0,1671.9,0,0.413,4.2,1,29,0
0.25,1066.4,0,0.075,3.9,0,24,0
0.0,876.8,0,0.06,4.9,1,94,1
0.0,423.3,0,0.096,4.3,1,23,0
0.0,1479.8,0,0.435,4.9,1,93,0
0.0,855.8,0,0.248,4.0,0,24,1
0.0,1266.1,0,0.204,4.8,0,84,1
0.0,1241.7,0,0.549,4.1,1,20,0
0.0,165.0,0,0.021,4.9,1,104,1
0.0,1896.0,0,0.066,4.3,0,32,0
0.0,1752.0,0,0.124,4.9,1,85,0
0.0,1218.1,0,0.037,4.3,1,25,0
0.0,486.3,0,0.108,4.9,1,29,1
0.0,907.7,0,0.55,4.7,0,39,0
0.0,718.9,0,0.125,4.5,0,29,1
0.0,1134.4,0,0.026,4.7,1,42,0
0.0,796.7,0,0.006,4.9,0,38,0
0.0,2236.0,0,0.029,4.9,0,95,0
0.0,1623.4,0,0.386,4.4,1,24,0
0.0,1853.1,0,0.118,4.2,0,23,0
0.0,847.9,0,1.0,4.4,1,71,0
0.0,2361.3,0,0.223,4.7,1,46,0
0.0,1590.5,0,0.156,3.9,0,14,0
0.0,980.3,0,0.146,4.2,0,31,0
0.0,1373.1,0,0.391,4.5,0,71,0
0.0,719.1,0,0.079,4.9,1,37,1
0.0,1674.1,0,0.784,4.6,0,54,0
0.0,298.8,0,0.04,4.9,1,57,1
0.0,766.4,0,0.07,4.7,0,105,0
0.0,1646.0,0,0.039,4.6,0,51,0
0.25,1961.3,0,0.648,4.3,0,27,1
0.0,1194.7,0,0.003,4.4,1,26,0
0.5,1241.1,0,0.204,4.4,0,30,1
0.0,744.3,0,0.007,4.7,0,36,1
0.0,387.1,0,0.172,4.9,0,43,0
0.333,1896.0,0,0.018,4.2,0,17,0
0.5,1167.0,0,0.014,4.6,0,35,1
0.0,346.4,0,0.24,4.0,1,34,0
0.0,1511.6,0,0.185,4.5,0,29,0
0.0,1247.9,0,0.834,4.6,1,30,1
0.5,1856.4,0,0.022,4.9,1,45,1
0.0,824.1,0,0.181,4.9,1,65,1
0.0,2197.3,0,0.066,4.3,0,32,1
0.0,460.4,0,0.144,4.3,1,25,0
0.0,1429.3,0,0.069,4.5,1,72,0
0.25,1569.6,0,0.027,4.6,1,52,1
0.0,419.5,0,0.136,4.3,0,21,0
0.25,877.7,0,0.546,4.1,0,14,1
0.0,1047.6,0,0.368,4.9,0,86,0
0.0,812.8,0,0.048,4.4,1,31,0
0.0,599.2,0,0.278,4.6,0,49,1
0.0,1409.7,0,0.054,4.8,1,36,1
0.0,1507.7,0,0.002,4.8,0,109,0
0.25,417.3,0,0.043,3.9,1,27,1
0.333,1087.7,0,0.115,4.3,1,29,0
0.0,847.3,0,0.276,4.1,1,29,0
0.0,454.8,0,0.054,4.5,0,48,0
0.333,1057.4,0,0.083,4.8,1,42,1
0.333,2565.8,0,0.008,4.7,0,45,1
0.0,1539.5,0,0.192,4.6,1,118,1
0.0,582.5,0,0.354,4.3,0,29,0
0.0,1111.3,0,0.127,4.7,1,24,0
0.333,1842.5,0,0.029,4.1,0,28,0
0.0,1619.7,0,0.012,4.7,0,55,1
0.0,755.4,0,0.171,4.0,0,22,0
0.0,916.2,0,0.712,4.7,0,24,1
0.0,1933.8,0,0.045,4.5,1,48,0
0.333,1094.9,0,0.091,4.4,1,33,1
0.0,1722.7,0,0.667,4.6,0,31,0
0.5,2055.9,0,0.045,4.9,0,32,1
0.0,2255.1,0,0.905,4.8,0,83,0
0.0,644.8,0,0.062,4.1,0,20,0
0.0,290.1,0,0.009,4.0,1,18,1
0.0,1836.8,0,0.127,4.9,0,24,0
0.0,1911.9,0,0.865,4.9,1,110,1
0.5,351.6,0,0.011,4.3,0,24,1
0.5,522.7,0,0.092,4.0,1,19,0
0.0,2086.2,0,0.03,4.6,1,84,1
0.0,2358.8,0,0.067,4.9,0,123,0
1.0,807.5,0,0.173,3.9,0,14,1
0.0,470.7,0,0.123,4.6,0,39,0
0.333,757.3,0,0.002,4.0,0,25,1
0.0,150.0,0,0.052,4.4,1,17,0
0.0,1712.0,0,0.1,4.6,0,82,0
0.0,1647.4,0,0.232,4.6,0,31,1
0.0,1090.1,0,0.046,4.7,1,31,1
0.0,352.7,0,0.07,4.2,0,20,0
0.0,464.4,0,0.195,4.6,1,53,1
0.0,1073.1,0,0.002,4.2,1,19,0
0.0,1129.6,0,0.06,4.9,1,56,1
0.0,2459.2,0,0.653,4.6,1,40,0
0.0,1236.5,0,0.775,4.4,1,62,0
0.0,880.7,0,0.099,4.4,1,20,0
0.0,685.1,0,0.868,4.2,0,29,1
0.0,55.3,0,0.378,4.1,1,21,1
0.0,820.3,0,0.723,4.3,1,25,0
0.0,377.0,0,0.017,4.3,1,22,1
0.0,533.3,0,0.036,4.6,0,35,0
0.5,648.1,0,0.012,4.9,1,89,1
0.333,135.2,0,0.003,4.2,1,30,1
0.0,1854.6,0,0.036,4.7,0,41,0
0.0,1867.5,0,0.099,4.9,1,52,0
0.0,1430.8,0,0.141,4.7,0,40,0
0.0,1558.9,0,0.053,4.4,0,29,0
0.0,508.7,0,0.028,3.9,0,23,0
0.0,750.8,0,0.959,4.9,1,63,1
0.0,1425.3,0,0.058,4.3,0,29,0
0.5,1535.6,0,0.013,4.5,1,33,0
0.0,2234.1,0,0.952,4.7,1,48,1
0.0,1242.0,0,1.0,4.1,0,26,0
0.333,1872.1,0,0.269,4.1,0,10,0
0.0,2416.8,0,0.055,4.6,1,69,0
0.5,663.5,0,1.0,4.9,0,101,1
0.5,960.5,0,0.039,4.0,0,27,1
0.75,782.5,0,0.034,3.9,0,16,1
0.0,688.4,1,0.941,4.0,0,25,0
0.25,52.3,0,0.65,4.2,0,19,1
0.0,567.9,0,0.06,4.9,1,61,1
0.5,2235.0,0,0.255,4.5,0,56,1
0.25,1199.8,0,0.195,4.7,1,118,1
0.0,412.2,0,0.047,4.9,0,121,0
0.333,2282.2,0,0.027,4.5,1,58,1
0.0,792.4,0,0.126,4.3,0,28,1
0.0,360.0,0,0.183,4.9,1,102,1
0.5,903.5,0,0.022,4.5,1,51,0
0.25,869.4,0,0.08,4.2,0,30,0
0.0,1074.8,0,0.129,4.7,1,47,1
0.0,862.2,0,0.074,4.3,0,29,1
0.333,721.7,0,0.246,4.9,0,68,1
0.0,1168.1,0,0.004,4.9,0,50,1
0.25,885.5,0,0.038,4.4,0,26,0
0.0,982.1,0,0.811,4.5,0,29,1
0.0,2566.8,0,0.222,4.5,0,50,1
0.0,1253.5,0,0.088,4.4,1,71,0
0.0,221.9,0,0.063,4.4,0,39,0
0.0,536.3,0,0.144,4.5,1,37,0
0.25,2346.2,0,0.102,4.2,0,21,0
0.25,281.3,0,0.633,4.1,1,30,0
0.0,2095.1,0,0.293,4.9,0,81,0
0.0,384.6,0,0.075,4.1,0,20,0
0.0,1942.9,0,0.023,4.6,1,57,1
0.0,372.5,0,0.041,4.5,1,94,0
0.0,679.2,0,0.134,4.3,0,19,0
0.0,1777.5,0,0.009,4.1,0,21,0
0.0,946.2,0,0.24,4.4,0,26,0
0.0,1588.6,0,0.035,4.9,0,48,0
0.0,1068.9,0,0.01,4.8,1,42,0
0.25,922.4,0,0.102,4.5,1,36,1
0.0,724.6,0,0.111,4.6,0,19,0
0.0,1531.8,0,0.78,4.3,0,21,0
0.25,2057.9,0,0.212,4.2,1,27,0
0.0,843.1,0,0.092,4.1,1,22,1
0.333,639.0,0,0.212,4.1,1,24,0
0.0,955.9,0,0.064,4.1,0,22,0
0.0,1109.9,0,0.013,4.6,0,33,0
0.0,1784.2,0,0.015,4.2,0,30,0
0.0,686.5,0,0.843,4.5,0,46,1
0.0,369.4,0,0.195,4.6,1,37,1
0.0,999.7,0,0.027,4.7,0,37,0
0.0,1230.6,0,0.036,4.2,1,27,1
0.0,676.8,0,0.116,4.4,1,89,0
0.5,924.8,0,0.015,4.3,1,17,0
0.0,1153.6,0,0.059,4.9,0,95,0
0.0,1590.3,0,0.874,4.7,0,39,0
0.0,1016.1,0,0.034,4.2,0,34,1
0.0,1289.9,0,1.0,4.6,1,20,1
0.5,1406.0,0,0.606,4.5,1,39,1
0.0,855.2,0,1.0,4.4,0,37,0
0.0,901.4,0,0.242,4.7,1,28,1
0.0,871.8,0,0.058,4.7,1,46,0
1.0,1284.6,0,1.0,4.0,0,18,1
0.0,1609.5,0,0.033,4.9,0,81,1
0.0,1374.6,0,0.817,4.7,0,109,0
0.0,413.1,0,0.023,4.7,1,53,0
0.0,2175.2,0,0.073,4.7,0,29,0
0.25,1483.0,0,0.527,4.9,0,45,1
0.0,446.4,0,0.098,4.9,0,25,0
0.0,1306.3,0,0.068,4.8,1,36,1
0.0,1804.6,0,0.052,3.9,0,24,0
0.0,1004.8,0,0.888,4.5,0,37,1
0.0,1253.0,0,0.132,4.4,0,30,0
0.0,686.3,0,0.612,4.7,1,39,0
0.0,1461.7,0,0.196,4.6,0,30,0
0.0,586.7,0,0.052,4.5,1,69,1
0.0,311.6,0,0.0,3.9,0,22,0
0.0,924.4,0,0.797,4.0,0,15,0
0.333,1908.3,0,0.316,4.3,1,28,1
0.333,212.3,0,0.01,4.6,0,95,0
0.25,1166.1,0,0.009,4.4,0,98,0
0.333,656.8,0,0.036,4.9,1,101,1
0.0,1322.8,0,0.178,4.5,0,43,0
0.0,1288.9,0,0.069,4.9,0,111,0
0.0,440.2,0,1.0,4.0,0,25,1
0.0,428.5,0,0.086,4.7,1,114,1
0.0,521.4,0,0.081,4.1,0,19,0
0.0,1877.0,0,0.1,4.9,0,102,0
0.0,1223.6,0,0.08,4.1,0,20,0
0.0,1692.0,0,0.05,4.4,0,20,0
0.0,1180.0,0,0.22,4.3,1,27,1
0.0,497.9,0,0.208,4.0,1,27,1
0.0,1075.5,0,0.432,4.7,0,97,0
0.0,2156.0,0,0.163,3.9,0,26,0
0.25,842.9,0,0.707,4.1,1,15,1
0.333,987.0,0,0.017,4.4,0,25,0
0.0,1814.7,0,0.051,4.9,0,46,0
0.5,1576.8,0,0.035,4.9,0,76,1
0.0,1391.8,0,0.063,4.9,0,110,1
0.0,1875.1,0,0.002,4.2,0,16,0
0.0,1126.9,0,0.034,4.7,1,17,1
0.0,1208.3,0,0.105,4.4,0,77,0
0.5,967.5,0,0.152,4.9,1,105,1
0.5,556.7,0,0.029,4.6,1,48,1
0.0,768.2,0,0.09,4.4,0,112,1
0.0,705.6,0,0.925,4.5,1,17,0
0.0,1612.2,0,0.03,4.4,0,28,0
0.0,945.0,0,0.027,4.2,1,30,1
0.25,859.3,0,0.142,4.6,1,44,1
0.25,436.9,0,0.311,4.9,0,44,0
0.5,1843.5,0,0.124,4.5,1,40,1
0.5,1204.4,0,0.052,4.1,0,23,0
0.0,1859.9,0,0.129,4.6,0,60,0
0.0,2127.0,0,0.216,4.9,1,37,1
0.0,1687.8,0,0.125,4.9,1,115,1
0.0,1814.7,0,0.0,4.7,1,118,0
0.5,1621.3,0,0.834,4.2,0,25,0
0.25,974.7,0,0.645,4.6,0,25,1
0.0,1075.0,0,0.407,4.4,1,30,1
0.667,1288.7,0,0.287,4.0,1,18,1
0.0,1749.2,0,0.081,4.6,0,71,0
0.5,113.0,0,0.118,4.5,0,117,1
0.0,1491.6,0,0.041,4.7,0,91,0
0.333,2191.9,0,0.079,4.9,1,76,1
0.0,2075.0,0,0.008,4.5,0,48,0
0.25,1320.4,0,0.136,4.8,0,92,1
0.0,1042.9,0,0.008,4.4,1,27,0
0.0,1358.0,0,0.425,4.9,0,97,0
0.0,623.6,0,0.013,4.6,1,63,0
0.0,755.6,0,0.044,4.6,1,116,1
0.0,1514.5,0,0.405,4.9,1,96,1
0.0,2204.1,0,0.334,4.2,0,26,0
0.0,562.6,0,0.062,4.9,1,92,0
0.0,1074.4,0,0.021,4.6,1,60,1
0.333,1097.2,0,0.019,4.0,0,29,0
0.333,1932.2,0,0.704,4.2,1,26,1
0.0,655.6,0,0.058,4.7,1,45,1
0.25,2410.8,0,0.066,4.5,1,58,0
0.0,1144.4,0,0.057,3.9,0,23,0
0.333,639.9,0,0.101,4.1,1,28,1
0.5,1591.3,0,0.182,4.9,1,60,1
0.0,386.3,0,0.267,4.2,0,20,0
0.25,2027.6,0,0.76,3.9,1,20,1
0.0,1957.0,0,0.174,4.4,1,38,0
0.0,1014.9,0,0.08,4.0,0,28,0
0.0,1305.2,0,0.119,4.0,0,24,0
0.0,1421.9,0,0.045,4.5,1,45,0
0.0,2017.6,0,0.1,4.6,0,56,0
0.0,1137.3,0,0.101,4.1,0,26,0
0.0,637.5,0,0.114,4.3,0,28,0
0.333,752.5,0,0.028,4.6,0,32,0
0.0,1402.2,0,0.925,4.6,0,101,0
0.333,1658.9,0,0.07,4.9,1,53,0
0.0,1602.2,0,0.151,4.6,1,24,0
0.0,1587.3,0,0.189,4.2,1,29,1
0.333,370.0,0,0.051,4.3,0,20,1
0.5,1765.4,0,0.661,4.1,1,23,1
0.0,2027.8,0,0.617,4.2,1,23,0
0.0,1715.3,0,0.115,4.1,1,21,0
0.0,1387.3,0,0.082,4.7,1,47,0
0.0,2016.1,0,0.143,4.7,0,33,0
0.0,1863.2,0,0.873,4.9,0,53,0
0.25,737.9,0,0.355,4.4,0,17,0
0.0,1131.5,0,0.035,4.3,0,15,0
0.25,862.1,0,0.576,4.2,0,29,0
0.0,1326.7,0,0.198,3.9,0,22,0
0.0,223.5,0,0.004,4.6,0,52,0
0.333,1497.2,0,0.029,4.9,1,79,0
0.5,952.6,0,0.147,4.7,0,52,1
0.0,953.1,0,0.132,4.4,0,32,0
0.25,108.5,0,0.253,4.4,0,17,1
0.0,1687.4,0,0.1,4.1,0,22,0
0.667,1275.3,0,0.181,4.3,0,26,1
0.0,814.3,0,0.067,4.4,1,24,1
0.0,1041.4,0,0.074,4.0,0,28,0
0.0,645.7,0,1.0,4.0,1,22,1
0.0,1954.6,0,0.304,4.2,1,33,1
0.0,1303.3,0,0.001,4.0,0,15,0
0.0,1368.0,0,0.121,4.3,1,28,0
0.333,830.3,0,0.268,4.9,0,43,0
0.25,1522.9,0,0.083,4.1,0,18,1
0.0,216.9,0,0.04,4.5,1,45,1
0.0,369.9,0,0.242,4.4,0,48,0
0.5,1977.5,0,0.609,4.8,0,35,1
0.0,1237.5,0,0.7,4.4,0,35,1
0.0,1767.3,0,0.173,4.1,1,28,0
0.0,1211.2,0,0.263,4.4,1,89,0
0.5,1612.8,0,0.039,4.9,0,46,1
0.0,1327.6,0,0.205,4.9,0,97,1
0.0,315.7,0,0.74,4.9,1,85,1
0.0,2375.0,0,0.119,4.3,0,17,0
0.0,1701.3,0,0.013,4.9,0,26,0
0.0,1799.9,0,0.027,4.2,0,33,1
0.25,944.0,0,0.145,4.8,0,82,1
0.0,968.8,0,0.24,4.7,0,37,0
0.333,1340.0,0,0.996,4.5,0,24,1
0.0,1967.9,0,0.045,4.5,0,27,0
0.0,485.2,0,0.07,4.6,0,42,0
0.25,448.0,0,0.047,4.5,0,57,1
0.25,916.2,0,0.015,4.1,1,23,0
0.0,1706.3,0,0.808,4.7,0,60,0
0.0,892.3,0,0.17,3.9,1,28,0
0.0,383.6,0,0.181,4.8,0,68,1
0.0,392.6,0,0.139,4.9,1,63,1
0.0,1081.3,0,0.295,4.5,0,29,0
0.333,1207.0,0,0.052,4.1,0,21,0
0.25,107.6,0,0.011,4.7,0,29,0
0.0,2168.3,0,0.153,4.7,0,47,0
0.0,1150.2,0,0.036,4.3,1,20,0
0.0,1847.3,0,0.015,4.6,0,49,0
0.0,1468.7,0,0.065,4.8,1,39,1
0.0,1009.0,0,0.127,4.5,0,32,0
0.0,1896.3,0,0.033,4.7,1,31,0
0.333,1333.2,0,0.142,4.2,0,26,0
0.25,1822.3,0,0.088,4.8,0,39,0
0.0,1300.5,0,0.167,4.9,1,42,0
0.0,957.2,0,0.036,4.9,0,40,0
0.0,2084.9,0,0.037,4.9,1,91,1
0.0,1708.1,0,0.067,4.9,0,92,0
0.25,1239.7,0,0.175,4.9,1,94,1
0.5,1854.9,0,0.048,4.5,0,31,0
0.333,975.7,0,0.062,4.9,1,90,1
0.25,1161.9,0,0.152,4.9,0,80,0
0.0,940.9,0,0.057,4.6,0,39,0
0.333,1975.2,0,0.057,4.7,0,47,0
0.0,2448.5,0,0.186,4.8,1,50,0
0.0,755.5,0,0.016,4.4,0,97,0
0.0,706.5,0,0.044,4.9,1,111,0
0.0,1641.2,0,0.167,4.5,0,62,0
0.0,1355.1,0,0.997,4.7,1,62,1
0.0,518.1,0,0.032,4.4,1,30,0
0.5,930.3,0,0.587,4.8,0,41,1
0.333,2424.6,0,0.029,4.5,1,99,1
0.0,819.0,0,1.0,3.9,1,28,0
0.0,1160.7,0,0.099,4.9,0,112,1
0.0,1593.9,0,0.234,4.7,0,44,0
0.0,345.8,0,0.127,4.9,0,86,1
0.0,265.6,0,0.21,4.7,1,37,1
0.25,2095.4,0,1.0,4.9,0,102,0
0.0,1911.6,0,1.0,4.6,1,82,1
0.0,2087.8,0,0.003,4.4,0,56,0
0.0,1059.2,0,0.013,4.0,0,22,0
0.0,1741.7,0,0.26,4.5,1,54,0
0.0,858.4,0,0.252,4.9,1,68,0
0.333,886.9,1,0.36,4.4,1,30,1
0.0,1279.3,0,0.065,4.4,0,33,0
0.0,1094.6,0,0.791,4.7,1,27,1
0.25,948.9,0,0.222,4.9,1,114,0
0.0,398.2,0,0.486,4.9,0,81,0
0.25,1980.9,0,0.094,4.3,0,24,0
0.0,1375.2,0,0.13,4.9,0,43,0
0.333,1829.5,0,0.23,4.9,0,43,0
0.0,229.6,0,0.187,4.6,0,95,1
0.0,1225.1,0,0.083,4.9,1,61,0
0.0,1487.4,0,0.23,4.3,0,30,0
0.0,1620.0,0,0.092,4.6,0,114,0
0.0,1107.7,0,0.095,4.8,1,101,0
0.0,152.2,0,0.238,4.5,1,392,1
0.333,549.3,0,0.109,4.0,1,20,1
0.0,1916.6,0,0.026,4.4,0,20,0
0.0,1566.4,0,0.05,4.9,1,100,1
0.0,544.1,0,0.337,4.5,0,39,1
0.0,2260.0,0,0.208,4.8,1,100,0
0.25,136.1,0,0.399,4.7,0,52,0
0.333,1873.8,0,0.007,4.6,0,34,0
0.25,1003.8,0,0.119,4.9,1,67,1
0.333,2426.6,0,0.028,4.3,0,31,1
0.0,1452.6,0,0.004,4.4,0,25,0
0.0,2214.8,0,0.127,4.7,0,33,1
0.0,845.4,0,0.1,4.6,1,53,0
0.0,225.3,0,0.084,4.5,1,117,0
0.0,882.7,0,0.308,4.4,0,56,0
0.25,685.0,0,0.173,4.6,1,22,1
0.0,2253.4,0,0.713,4.9,1,23,0
0.0,1588.9,0,0.48,3.9,0,24,1
0.0,1142.4,0,0.289,4.9,0,55,0
0.0,600.6,0,0.093,4.4,0,41,1
0.0,841.5,0,0.053,4.4,0,104,0
0.0,1719.4,0,0.043,4.3,1,25,0
0.0,2092.0,0,0.849,4.7,1,62,0
0.0,1395.3,0,0.343,4.8,1,43,0
0.0,985.0,0,0.111,4.9,0,118,0
0.333,1229.1,0,0.045,4.0,0,21,1
0.0,828.2,0,0.033,4.9,1,74,0
0.25,748.4,0,0.745,3.9,0,24,1
0.0,1954.9,0,0.131,4.5,1,117,0
0.0,1418.3,0,0.003,4.9,0,88,1
0.0,885.2,0,0.007,4.2,0,21,0
0.25,2319.3,0,0.014,4.4,1,66,0
0.0,948.1,0,0.121,4.9,0,56,1
0.0,1337.5,0,0.117,4.8,0,48,1
0.0,1005.4,0,0.016,4.2,1,21,0
0.0,1021.0,0,0.175,4.3,0,29,0
0.0,1991.2,0,1.0,4.3,1,27,1
0.0,1546.6,0,0.696,4.1,1,18,0
0.0,708.5,0,0.385,4.4,0,79,0
0.0,954.8,0,0.217,4.8,0,72,1
0.667,1887.1,0,0.06,4.9,0,38,1
0.0,144.4,0,0.163,4.8,0,92,1
0.0,1793.0,0,0.083,4.9,1,115,1
0.75,572.7,0,0.014,4.1,0,20,1
0.25,1877.0,0,0.651,4.6,0,50,1
0.0,896.9,0,0.106,4.5,1,45,0
0.0,2449.1,0,0.21,4.5,0,40,0
0.0,1780.1,0,0.038,4.4,0,28,0
0.0,406.3,0,0.113,4.4,0,50,1
0.333,2146.9,0,0.019,4.9,1,73,1
0.0,1247.8,0,0.082,3.9,0,28,0
0.0,1009.7,0,0.017,4.5,1,82,0
0.0,1184.5,0,0.153,4.2,0,34,0
0.0,299.1,0,1.0,4.6,1,99,1
0.333,384.6,0,0.11,4.4,1,50,1
0.0,1671.2,0,1.0,4.1,1,24,1
0.0,985.5,0,0.712,4.4,1,37,1
0.0,1601.3,0,0.043,4.9,1,98,1
0.0,2450.6,0,0.497,4.4,0,23,0
0.333,1488.6,0,0.029,4.5,1,40,1
0.0,1054.9,0,0.24,4.5,0,49,0
0.0,1279.0,0,0.104,4.8,0,32,0
0.0,2399.5,0,0.106,4.6,0,42,0
0.0,2020.5,0,0.033,4.1,1,19,0
0.0,420.5,0,0.718,4.1,1,18,1
0.0,437.5,0,0.249,3.9,1,15,0
0.0,92.5,0,0.021,4.0,1,21,0
0.0,1564.2,0,0.216,4.9,1,80,0
0.0,872.6,0,0.302,4.3,1,24,0
0.0,804.8,0,0.795,4.2,0,27,0
0.333,1792.6,0,0.159,3.9,0,25,1
0.333,1937.7,0,0.04,4.2,1,35,1
0.0,983.8,0,0.023,4.4,0,48,0
0.0,938.7,0,0.802,4.1,0,35,0
0.25,1827.8,0,0.271,4.9,1,55,0
0.333,2452.2,0,0.083,4.7,1,20,0
0.333,2427.2,0,0.46,4.8,1,50,1
