base_price,days_to_festival,is_weekend,season_demand_index,occupancy_rate_last_30d,category_luxury_tier,review_rating,recommended_price,suggested_price
3638.53,4,1,0.48,0.36,2,4.5,5030.0,5030.0
4994.17,33,0,0.38,0.25,2,3.8,5080.0,5080.0
2206.85,41,0,0.37,0.55,1,4.2,2380.0,2380.0
3135.65,0,0,0.83,0.48,2,4.3,4990.0,4990.0
1493.51,38,0,0.46,0.71,1,3.8,1660.0,1660.0
5656.79,31,0,0.34,0.87,2,3.8,6890.0,6890.0
2190.71,25,1,0.86,0.79,1,4.6,3710.0,3710.0
15848.58,16,1,0.41,0.37,3,4.2,20600.0,20600.0
2106.8,47,0,0.74,0.85,1,3.5,2710.0,2710.0
1529.11,58,1,0.54,0.82,1,4.7,2120.0,2120.0
1845.02,26,0,0.39,0.89,1,4.8,2350.0,2350.0
4813.55,23,0,0.59,0.52,2,4.0,5890.0,5890.0
2774.6,34,1,0.31,0.76,2,3.6,3510.0,3510.0
1771.2,45,1,0.89,0.62,1,4.9,2770.0,2770.0
2034.91,41,1,0.66,0.4,1,4.8,2860.0,2860.0
3085.62,53,1,0.4,0.95,2,3.6,3930.0,3930.0
2149.01,38,1,0.47,0.18,1,3.4,2410.0,2410.0
4543.2,25,1,0.61,0.28,2,4.0,6080.0,6080.0
5832.78,48,0,0.43,0.86,2,4.4,6950.0,6950.0
967.88,37,1,0.49,0.2,1,3.5,1050.0,1050.0
1324.52,22,1,0.67,0.86,1,4.1,2150.0,2150.0
12015.54,21,1,0.88,0.72,3,4.0,19440.0,19440.0
1374.5,3,0,0.58,0.18,1,4.8,1730.0,1730.0
2043.08,48,0,0.8,0.49,1,4.0,2440.0,2440.0
5156.52,58,1,0.91,0.75,2,4.2,7840.0,7840.0
7025.16,8,0,0.45,0.62,3,4.9,9310.0,9310.0
11138.54,3,1,0.87,0.9,3,3.7,19920.0,19920.0
4281.12,6,0,0.83,0.84,2,3.7,6550.0,6550.0
1490.85,22,0,0.55,0.42,1,4.6,1810.0,1810.0
2392.68,1,1,0.99,0.22,1,3.7,3680.0,3680.0
5396.27,48,0,0.48,0.91,2,4.7,6880.0,6880.0
4940.23,23,0,0.48,0.56,2,3.4,5700.0,5700.0
2042.92,39,1,0.84,0.21,1,3.4,2750.0,2750.0
10617.16,54,1,0.6,0.8,3,4.8,15130.0,15130.0
2373.59,30,0,0.53,0.84,1,4.2,3100.0,3100.0
4931.08,46,1,0.43,0.66,2,4.5,6310.0,6310.0
2066.37,30,0,0.84,0.51,1,3.6,2630.0,2630.0
5515.92,46,0,0.85,0.68,2,3.5,7010.0,7010.0
1338.51,39,0,0.7,0.72,1,4.7,1840.0,1840.0
2191.31,47,1,0.97,0.86,1,3.8,3510.0,3510.0
1212.38,50,0,0.52,0.91,1,4.0,1450.0,1450.0
3708.7,42,0,0.45,0.56,2,3.3,3820.0,3820.0
3674.64,33,0,0.77,0.79,2,3.9,5030.0,5030.0
5924.84,54,1,0.83,0.92,2,4.6,9600.0,9600.0
14565.37,23,0,0.46,0.27,3,4.7,16020.0,16020.0
2021.87,48,1,0.35,0.16,1,4.5,2180.0,2180.0
2063.29,59,1,0.87,0.85,1,4.4,3220.0,3220.0
11620.73,25,0,0.98,0.31,3,4.1,15240.0,15240.0
2415.35,15,0,0.75,0.18,1,4.2,3050.0,3050.0
10962.59,56,0,0.49,0.28,3,4.5,11220.0,11220.0
1508.83,46,1,1.0,0.46,1,3.6,2210.0,2210.0
7630.35,12,0,0.93,0.33,3,3.6,10160.0,10160.0
2157.93,14,0,0.66,0.39,1,4.9,2920.0,2920.0
13344.44,26,0,0.88,0.93,3,3.2,19490.0,19490.0
3845.24,3,1,0.87,0.71,2,3.5,6680.0,6680.0
6251.93,15,0,0.95,0.72,3,4.2,9790.0,9790.0
2242.4,29,0,0.89,0.23,1,4.5,2850.0,2850.0
2539.96,43,1,0.75,0.74,2,4.2,3710.0,3710.0
13037.0,29,1,0.73,0.74,3,3.8,20200.0,20200.0
5895.9,35,1,0.63,0.68,2,5.0,8980.0,8980.0
4031.81,2,0,0.74,0.33,2,4.5,5570.0,5570.0
3322.41,21,0,0.86,0.49,2,4.7,4780.0,4780.0
4967.05,48,0,0.98,0.83,2,3.3,6930.0,6930.0
5359.95,21,0,0.63,0.69,2,3.6,6970.0,6970.0
4412.51,49,0,0.7,0.74,2,3.9,5230.0,5230.0
15670.35,56,1,0.61,0.62,3,3.5,20430.0,20430.0
982.67,49,0,0.77,0.51,1,3.3,1170.0,1170.0
1707.67,54,0,0.74,0.76,1,3.6,2190.0,2190.0
13184.54,59,1,0.31,0.2,3,4.2,13800.0,13800.0
14626.4,48,0,0.68,0.69,3,4.5,19180.0,19180.0
3127.39,11,0,0.36,0.95,2,4.6,4210.0,4210.0
5300.01,54,0,0.32,0.77,2,3.3,5180.0,5180.0
1784.33,20,1,0.85,0.38,1,4.0,2780.0,2780.0
1534.49,55,1,0.48,0.37,1,3.4,1590.0,1590.0
2961.0,3,0,0.54,0.68,2,4.0,3980.0,3980.0
2284.47,30,0,0.34,0.87,1,4.0,2560.0,2560.0
3050.46,43,1,0.43,0.61,2,4.1,3900.0,3900.0
1395.66,30,1,0.84,0.57,1,4.8,2290.0,2290.0
8900.46,57,1,0.65,0.28,3,4.6,11110.0,11110.0
14714.14,22,1,0.92,0.72,3,4.3,24560.0,24560.0
4854.46,53,0,0.58,0.71,2,4.8,5940.0,5940.0
5288.38,52,0,0.49,0.92,2,4.4,6480.0,6480.0
1300.75,19,0,0.54,0.39,1,4.7,1620.0,1620.0
4687.06,14,0,0.8,0.76,2,4.2,6770.0,6770.0
4501.11,22,1,0.69,0.5,2,4.1,6650.0,6650.0
2232.53,27,1,0.93,0.6,1,4.5,3690.0,3690.0
15060.87,15,0,0.72,0.8,3,3.2,21160.0,21160.0
2542.55,36,0,0.65,0.33,2,4.4,2960.0,2960.0
12740.2,20,0,0.85,0.42,3,4.9,19010.0,19010.0
2681.43,14,1,0.96,0.77,2,4.5,4790.0,4790.0
4421.01,16,1,0.55,0.61,2,3.3,6090.0,6090.0
1360.21,49,1,0.47,0.22,1,3.9,1460.0,1460.0
9067.77,36,1,0.73,0.49,3,4.7,13180.0,13180.0
9529.59,12,1,0.65,0.62,3,4.9,14990.0,14990.0
1894.07,18,1,0.99,0.88,1,3.9,3340.0,3340.0
1434.48,29,1,0.62,0.3,1,4.7,2060.0,2060.0
2072.32,44,0,0.35,0.79,1,4.8,2290.0,2290.0
3915.85,17,0,0.98,0.25,2,3.4,5010.0,5010.0
6683.53,13,0,0.89,0.34,3,4.7,9530.0,9530.0
2154.02,35,0,0.42,0.34,1,3.8,2050.0,2050.0
3500.15,35,1,0.93,0.85,2,4.3,5760.0,5760.0
1592.43,19,0,0.54,0.31,1,4.2,1870.0,1870.0
12854.44,51,1,0.56,0.78,3,4.4,17780.0,17780.0
3663.6,18,0,0.93,0.52,2,4.5,5480.0,5480.0
2698.05,44,0,0.67,0.95,2,4.0,3630.0,3630.0
3808.72,43,1,0.4,0.82,2,4.8,5440.0,5440.0
2411.12,6,0,0.56,0.74,1,4.7,3470.0,3470.0
1926.78,56,0,0.81,0.85,1,4.6,2700.0,2700.0
1974.37,43,0,0.42,0.66,1,4.0,2160.0,2160.0
12322.82,52,1,0.71,0.82,3,3.3,17280.0,17280.0
3196.47,3,0,0.79,0.36,2,4.1,4470.0,4470.0
10183.34,58,1,0.54,0.23,3,4.8,12130.0,12130.0
13509.4,33,1,0.79,0.64,3,3.5,20020.0,20020.0
2854.81,1,1,0.92,0.5,2,5.0,5220.0,5220.0
3472.48,4,1,0.63,0.49,2,4.7,5520.0,5520.0
8763.19,54,0,0.57,0.57,3,4.5,9770.0,9770.0
4012.07,9,0,0.48,0.44,2,4.4,5300.0,5300.0
2468.59,31,1,0.72,0.65,1,4.3,3700.0,3700.0
2736.26,41,0,0.92,0.17,2,4.5,3400.0,3400.0
1729.92,40,0,0.53,0.93,1,4.0,2130.0,2130.0
7793.65,12,0,0.58,0.89,3,4.7,11580.0,11580.0
5897.37,38,1,0.58,0.9,2,4.5,9230.0,9230.0
1081.29,4,0,0.69,0.44,1,4.6,1450.0,1450.0
3912.6,57,0,0.46,0.58,2,4.6,4140.0,4140.0
5082.6,9,1,0.88,0.91,2,3.4,8950.0,8950.0
2027.29,9,1,0.51,0.87,1,3.3,2960.0,2960.0
1576.37,37,0,0.79,0.78,1,4.6,2260.0,2260.0
3712.83,26,0,0.66,0.48,2,3.7,4340.0,4340.0
3891.64,59,1,0.71,0.6,2,4.2,5310.0,5310.0
3424.97,50,1,0.43,0.78,2,4.0,4410.0,4410.0
3218.67,20,1,0.81,0.37,2,3.2,4970.0,4970.0
10830.4,7,0,0.43,0.65,3,3.3,13340.0,13340.0
3439.87,0,0,0.38,0.81,2,4.7,4480.0,4480.0
3506.12,27,1,0.68,0.72,2,4.3,5370.0,5370.0
12567.56,48,1,0.8,0.53,3,4.1,18200.0,18200.0
2449.66,38,0,0.34,0.62,1,4.9,2730.0,2730.0
1865.82,13,0,0.35,0.94,1,3.5,2300.0,2300.0
1023.17,20,1,0.86,0.63,1,3.7,1610.0,1610.0
2764.54,29,0,0.87,0.78,2,4.6,4180.0,4180.0
5829.98,20,0,0.47,0.73,2,4.6,7320.0,7320.0
3540.52,48,0,0.73,0.71,2,3.9,4350.0,4350.0
1047.31,8,0,0.61,0.72,1,4.9,1560.0,1560.0
1858.47,16,0,0.74,0.51,1,4.9,2590.0,2590.0
1897.84,4,1,0.9,0.53,1,3.2,3020.0,3020.0
1937.61,57,0,0.36,0.52,1,3.5,1660.0,1660.0
3435.91,56,0,0.84,0.18,2,4.7,4030.0,4030.0
924.18,30,0,0.65,0.34,1,3.8,1080.0,1080.0
2444.02,51,0,0.69,0.27,1,3.4,2570.0,2570.0
8508.93,60,0,0.76,0.86,3,4.6,11170.0,11170.0
1981.64,39,0,0.95,0.37,1,4.0,2600.0,2600.0
4973.2,37,1,0.34,0.26,2,4.1,5640.0,5640.0
4635.03,42,0,0.32,0.25,2,3.5,3740.0,3740.0
1400.65,18,0,0.42,0.71,1,4.4,1880.0,1880.0
3448.84,35,0,0.99,0.15,2,4.2,4530.0,4530.0
11976.68,49,0,0.8,0.53,3,3.6,14340.0,14340.0
14660.96,32,1,0.73,0.25,3,3.8,19440.0,19440.0
2414.77,12,0,0.33,0.83,1,4.3,3180.0,3180.0
7059.06,13,1,0.92,0.92,3,4.9,13080.0,13080.0
3041.9,55,0,0.87,0.92,2,4.9,4500.0,4500.0
2411.58,32,1,0.77,0.5,1,3.7,3410.0,3410.0
5077.87,28,0,0.54,0.67,2,4.5,6300.0,6300.0
14829.94,42,1,0.35,0.63,3,4.6,18820.0,18820.0
3209.21,48,0,0.71,0.43,2,4.7,3860.0,3860.0
1840.14,35,0,0.8,0.51,1,4.2,2420.0,2420.0
4953.99,57,1,0.37,0.2,2,3.2,4980.0,4980.0
1988.18,43,1,0.74,0.79,1,4.6,3140.0,3140.0
1553.04,9,0,0.5,0.34,1,3.4,1830.0,1830.0
924.63,30,0,0.83,0.52,1,3.4,1160.0,1160.0
1832.68,5,0,0.68,0.53,1,4.3,2530.0,2530.0
1304.96,56,1,0.39,0.6,1,5.0,1680.0,1680.0
1620.41,0,0,0.67,0.8,1,3.6,2410.0,2410.0
5851.53,6,0,0.58,0.7,2,4.4,8330.0,8330.0
1538.46,57,1,0.43,0.68,1,3.7,1810.0,1810.0
2243.68,26,1,0.89,0.57,1,4.8,3600.0,3600.0
7885.41,20,1,0.31,0.23,3,4.3,9460.0,9460.0
4853.61,27,1,0.52,0.47,2,3.6,6170.0,6170.0
5919.52,15,1,0.31,0.92,2,3.7,8430.0,8430.0
1063.03,55,0,0.37,0.95,1,4.0,1230.0,1230.0
913.31,45,0,0.51,0.73,1,3.4,1020.0,1020.0
1593.73,22,1,0.34,0.33,1,3.3,1770.0,1770.0
1048.2,51,0,0.72,0.23,1,4.4,1130.0,1130.0
2097.41,19,1,0.36,0.48,1,3.9,2750.0,2750.0
2363.28,37,0,0.79,0.84,1,4.5,3410.0,3410.0
1594.43,53,0,0.34,0.73,1,3.4,1590.0,1590.0
1313.94,24,1,0.34,0.86,1,4.3,1930.0,1930.0
4020.41,27,1,0.51,0.64,2,4.0,5630.0,5630.0
2057.52,4,0,0.93,0.25,1,3.3,2810.0,2810.0
914.49,55,1,0.75,0.24,1,4.2,1190.0,1190.0
4563.09,20,1,0.84,0.19,2,3.3,6150.0,6150.0
4646.52,17,0,0.4,0.6,2,4.7,5670.0,5670.0
1920.3,46,0,0.88,0.34,1,4.3,2340.0,2340.0
3347.08,5,1,0.31,0.74,2,4.2,4870.0,4870.0
4999.18,56,1,0.45,0.7,2,3.4,5800.0,5800.0
1046.23,28,0,0.73,0.4,1,3.7,1290.0,1290.0
7992.7,18,1,0.56,0.29,3,4.1,10680.0,10680.0
14774.7,32,1,0.99,0.23,3,4.3,22120.0,22120.0
2081.96,0,0,0.32,0.74,1,3.5,2620.0,2620.0
921.99,44,1,1.0,0.51,1,3.2,1310.0,1310.0
3369.32,2,0,0.74,0.41,2,3.8,4510.0,4510.0
3250.42,41,0,0.69,0.84,2,4.1,4620.0,4620.0
1333.29,20,1,0.34,0.62,1,3.5,1790.0,1790.0
1296.1,34,1,0.49,0.56,1,4.1,1630.0,1630.0
1000.04,40,1,0.95,0.74,1,3.8,1570.0,1570.0
4106.29,39,0,0.55,0.8,2,4.0,5060.0,5060.0
5064.57,2,0,0.76,0.7,2,3.8,7180.0,7180.0
1870.77,24,0,1.0,0.5,1,4.3,2880.0,2880.0
4855.05,44,0,0.48,0.45,2,3.3,4810.0,4810.0
2784.02,37,0,0.7,0.77,2,3.5,3520.0,3520.0
2422.39,44,0,0.79,0.56,1,4.0,3070.0,3070.0
2241.59,54,0,0.42,0.71,1,3.8,2360.0,2360.0
5317.82,19,1,0.4,0.86,2,3.9,7470.0,7470.0
14229.84,51,0,0.62,0.88,3,4.6,19000.0,19000.0
5764.49,43,1,0.57,0.37,2,4.8,7620.0,7620.0
4404.89,44,0,0.8,0.3,2,3.6,5210.0,5210.0
1220.45,33,0,0.35,0.36,1,4.7,1260.0,1260.0
1886.85,20,0,0.98,0.75,1,4.0,2780.0,2780.0
5100.09,55,0,0.31,0.45,2,3.7,4730.0,4730.0
2080.67,54,1,0.72,0.29,1,5.0,2830.0,2830.0
1734.32,47,0,0.69,0.23,1,4.7,2020.0,2020.0
1009.53,22,1,0.39,0.41,1,5.0,1400.0,1400.0
1493.78,5,1,0.41,0.26,1,3.5,1890.0,1890.0
2373.23,50,1,0.85,0.28,1,3.5,3060.0,3060.0
1835.12,52,0,0.92,0.7,1,4.1,2460.0,2460.0
1761.33,12,1,0.5,0.17,1,4.3,2350.0,2350.0
1330.17,48,0,0.61,0.24,1,3.5,1320.0,1320.0
9684.49,22,0,0.55,0.83,3,4.7,12710.0,12710.0
5633.71,8,1,0.35,0.83,2,4.2,8270.0,8270.0
4832.62,16,1,0.77,0.41,2,3.9,7460.0,7460.0
5255.85,60,0,0.88,0.22,2,4.3,5970.0,5970.0
4090.21,1,0,0.51,0.71,2,4.3,5960.0,5960.0
1908.4,18,0,0.99,0.44,1,3.3,2590.0,2590.0
3369.34,18,0,0.35,0.19,2,5.0,3700.0,3700.0
4969.11,55,0,0.76,0.28,2,3.9,5200.0,5200.0
3996.6,6,1,0.61,0.26,2,3.3,5290.0,5290.0
1608.07,53,1,0.61,0.62,1,4.7,2160.0,2160.0
1938.92,41,1,0.62,0.87,1,5.0,3140.0,3140.0
2398.05,41,0,0.48,0.78,1,4.7,2930.0,2930.0
1002.41,58,1,0.8,0.59,1,4.7,1420.0,1420.0
5386.6,19,1,0.81,0.49,2,4.3,8420.0,8420.0
3523.34,8,1,0.5,0.64,2,4.9,5410.0,5410.0
1610.27,16,0,0.88,0.51,1,3.3,2240.0,2240.0
6219.13,26,0,0.52,0.35,3,4.6,6800.0,6800.0
3553.66,46,0,0.81,0.69,2,4.4,4620.0,4620.0
1704.21,1,1,0.38,0.85,1,3.3,2530.0,2530.0
989.88,35,1,0.42,0.45,1,4.2,1220.0,1220.0
1685.75,18,1,0.52,0.82,1,4.1,2500.0,2500.0
2383.38,16,0,0.72,0.49,1,4.4,3160.0,3160.0
1068.63,4,0,0.75,0.47,1,3.3,1450.0,1450.0
2123.11,38,0,0.58,0.17,1,4.6,2340.0,2340.0
1555.47,17,0,0.35,0.71,1,3.5,1840.0,1840.0
1948.28,52,0,0.56,0.8,1,4.0,2210.0,2210.0
8602.37,53,1,0.78,0.68,3,4.8,12480.0,12480.0
1155.19,58,0,0.77,0.27,1,4.2,1310.0,1310.0
3061.62,6,1,0.41,0.23,2,3.9,3940.0,3940.0
1012.79,16,0,0.31,0.61,1,3.3,1080.0,1080.0
7856.47,38,0,0.83,0.47,3,4.4,10210.0,10210.0
1962.75,35,0,0.37,0.49,1,5.0,2120.0,2120.0
2310.7,39,1,0.36,0.92,1,4.8,3220.0,3220.0
14141.26,44,0,0.3,0.73,3,4.5,15420.0,15420.0
12851.34,3,1,0.6,0.48,3,3.4,18740.0,18740.0
2886.51,37,0,0.65,0.17,2,3.6,3000.0,3000.0
1362.7,24,1,0.75,0.18,1,3.5,1810.0,1810.0
1395.69,4,1,0.51,0.7,1,3.8,2130.0,2130.0
3374.85,29,0,0.8,0.82,2,3.6,4680.0,4680.0
11150.06,11,1,0.42,0.72,3,3.6,15540.0,15540.0
4374.44,3,0,0.88,0.47,2,4.3,6390.0,6390.0
3749.1,23,1,0.7,0.17,2,3.8,4760.0,4760.0
1466.06,28,0,0.71,0.92,1,4.4,2150.0,2150.0
5399.94,8,0,0.45,0.94,2,4.9,8060.0,8060.0
2162.87,3,1,0.35,0.59,1,4.3,3010.0,3010.0
1392.47,50,1,0.63,0.21,1,4.6,1670.0,1670.0
2362.06,23,0,0.73,0.58,1,4.6,3200.0,3200.0
5834.85,13,1,0.37,0.86,2,3.8,8450.0,8450.0
1422.79,4,0,0.97,0.69,1,3.2,2140.0,2140.0
1467.08,17,0,0.99,0.73,1,3.3,2170.0,2170.0
4269.72,41,1,0.68,0.22,2,3.7,5310.0,5310.0
2405.79,56,0,0.97,0.24,1,4.4,2940.0,2940.0
5567.12,18,0,0.43,0.25,2,4.8,6380.0,6380.0
1064.11,11,1,0.32,0.87,1,4.9,1600.0,1600.0
3874.56,17,0,0.33,0.57,2,3.2,4090.0,4090.0
4436.8,16,1,0.71,0.78,2,5.0,7150.0,7150.0
1705.01,29,0,0.34,0.24,1,3.8,1680.0,1680.0
1210.18,23,0,0.97,0.89,1,4.7,1980.0,1980.0
2274.11,10,0,0.4,0.81,1,3.5,2960.0,2960.0
1983.11,34,1,0.51,0.33,1,3.3,2400.0,2400.0
14379.08,22,1,0.88,0.85,3,3.9,24130.0,24130.0
2274.02,16,0,0.45,0.36,1,4.7,2580.0,2580.0
5119.25,0,0,0.47,0.31,2,3.6,5670.0,5670.0
1602.74,14,1,0.75,0.36,1,3.5,2370.0,2370.0
4636.91,31,0,0.49,0.88,2,4.8,6240.0,6240.0
3061.28,59,1,0.45,0.88,2,4.9,4330.0,4330.0
4857.76,8,0,0.48,0.41,2,3.2,5680.0,5680.0
3127.39,14,1,0.64,0.71,2,4.5,4920.0,4920.0
2010.32,27,0,0.98,0.69,1,3.8,2790.0,2790.0
1267.36,23,1,0.88,0.8,1,3.9,2130.0,2130.0
7175.51,59,1,0.5,0.39,3,4.0,7970.0,7970.0
3078.5,60,0,0.55,0.56,2,4.0,3210.0,3210.0
6019.92,34,0,0.63,0.68,3,4.1,7700.0,7700.0
2049.98,21,1,0.99,0.17,1,4.2,3100.0,3100.0
5063.4,26,1,0.42,0.45,2,4.0,6320.0,6320.0
11149.33,18,0,0.55,0.71,3,4.5,14790.0,14790.0
1158.18,44,0,0.81,0.35,1,4.5,1340.0,1340.0
1033.69,11,1,0.97,0.92,1,4.0,1840.0,1840.0
2566.95,19,0,0.41,0.17,2,3.5,2440.0,2440.0
3080.12,0,1,0.46,0.92,2,4.4,4960.0,4960.0
5617.99,20,0,0.46,0.32,2,4.6,6270.0,6270.0
1286.46,48,1,0.31,0.19,1,4.3,1320.0,1320.0
3739.95,44,1,0.72,0.38,2,4.3,5020.0,5020.0
1068.55,0,1,0.77,0.78,1,3.6,1870.0,1870.0
1255.78,9,0,0.72,0.75,1,4.4,1890.0,1890.0
1730.76,46,1,0.35,0.32,1,3.8,1870.0,1870.0
4627.13,58,0,0.35,0.31,2,4.9,4390.0,4390.0
3358.73,58,1,0.45,0.66,2,4.4,4310.0,4310.0
2702.06,31,0,0.5,0.52,2,3.7,3050.0,3050.0
1525.65,38,0,0.85,0.78,1,4.1,2080.0,2080.0
8342.03,59,1,0.41,0.17,3,4.7,8930.0,8930.0
1251.29,21,0,0.33,0.64,1,3.8,1360.0,1360.0
5859.52,17,1,0.58,0.73,2,4.1,8800.0,8800.0
1886.08,47,1,0.59,0.94,1,4.4,2770.0,2770.0
1791.01,45,1,0.62,0.69,1,4.6,2630.0,2630.0
3955.21,31,0,0.88,0.34,2,3.5,4830.0,4830.0
1586.31,26,0,0.37,0.24,1,4.2,1560.0,1560.0
4393.17,27,1,0.79,0.66,2,4.8,6980.0,6980.0
4937.5,17,0,0.54,0.57,2,4.9,6410.0,6410.0
2023.43,58,0,0.52,0.87,1,4.4,2370.0,2370.0
7716.94,38,0,0.95,0.73,3,5.0,11750.0,11750.0
1700.18,48,0,0.47,0.56,1,4.2,1780.0,1780.0
3941.85,28,1,0.75,0.47,2,4.0,5760.0,5760.0
14705.27,17,0,0.49,0.47,3,4.2,17720.0,17720.0
4709.97,43,0,0.66,0.33,2,3.4,5080.0,5080.0
1752.01,7,0,0.85,0.16,1,3.9,2290.0,2290.0
7153.95,53,0,0.92,0.61,3,4.0,9520.0,9520.0
4619.73,30,0,0.89,0.32,2,4.7,6280.0,6280.0
1087.53,33,0,0.71,0.32,1,4.6,1350.0,1350.0
1439.53,6,0,0.47,0.25,1,4.3,1660.0,1660.0
2999.95,35,1,0.76,0.3,2,3.8,4090.0,4090.0
4922.26,17,0,0.8,0.18,2,3.5,6030.0,6030.0
3221.88,59,0,0.31,0.69,2,3.8,3000.0,3000.0
9918.59,37,0,0.61,0.47,3,4.4,12210.0,12210.0
5634.86,58,0,0.89,0.6,2,3.7,7480.0,7480.0
1226.91,8,1,0.64,0.66,1,4.0,1880.0,1880.0
1712.49,58,0,0.52,0.93,1,3.9,1960.0,1960.0
1570.83,8,0,0.91,0.2,1,4.6,2190.0,2190.0
2563.43,45,0,0.41,0.48,2,4.8,2640.0,2640.0
2168.41,7,1,0.44,0.35,1,4.5,2930.0,2930.0
2741.66,50,0,0.78,0.53,2,3.8,3360.0,3360.0
4159.89,34,1,0.55,0.89,2,4.0,6080.0,6080.0
11606.78,17,0,0.8,0.73,3,3.5,17100.0,17100.0
1905.48,4,1,0.41,0.68,1,3.5,2680.0,2680.0
4910.21,13,1,0.48,0.5,2,3.5,6690.0,6690.0
1305.24,27,0,0.41,0.69,1,3.4,1420.0,1420.0
2534.93,29,0,0.97,0.18,2,3.5,3160.0,3160.0
2057.51,3,0,0.58,0.62,1,3.6,2720.0,2720.0
1757.05,38,0,0.54,0.59,1,3.4,1820.0,1820.0
5426.41,19,0,0.31,0.43,2,4.4,5780.0,5780.0
2214.22,24,0,0.41,0.31,1,5.0,2560.0,2560.0
2249.32,27,0,0.59,0.8,1,4.8,3130.0,3130.0
4197.83,11,1,0.35,0.19,2,3.3,4690.0,4690.0
3667.7,1,0,0.66,0.21,2,4.0,4580.0,4580.0
5270.45,42,0,0.62,0.5,2,4.7,5920.0,5920.0
4079.53,13,0,0.84,0.35,2,3.4,5330.0,5330.0
3142.05,21,1,0.76,0.75,2,4.7,5320.0,5320.0
2267.96,30,0,0.61,0.66,1,4.3,3010.0,3010.0
2312.1,22,1,0.46,0.77,1,4.9,3570.0,3570.0
1646.1,47,0,0.81,0.41,1,4.8,2110.0,2110.0
6757.0,19,0,0.8,0.74,3,4.4,10220.0,10220.0
3857.39,60,0,0.41,0.84,2,4.4,4220.0,4220.0
2185.66,37,0,0.94,0.43,1,3.6,2790.0,2790.0
5656.21,54,1,0.35,0.42,2,3.4,6160.0,6160.0
8034.73,3,1,0.34,0.87,3,3.9,11970.0,11970.0
1007.16,14,0,0.43,0.19,1,3.5,970.0,970.0
5570.73,23,1,0.94,0.43,2,3.4,8720.0,8720.0
3862.92,24,0,0.66,0.24,2,3.7,4380.0,4380.0
4396.16,0,1,0.85,0.17,2,4.7,6900.0,6900.0
2448.91,6,1,0.46,0.24,1,3.2,3160.0,3160.0
6665.65,56,0,0.64,0.49,3,3.7,7320.0,7320.0
12483.18,30,0,0.55,0.7,3,4.0,15030.0,15030.0
2759.37,11,0,0.88,0.38,2,4.1,3860.0,3860.0
3814.14,41,1,0.32,0.83,2,3.5,4630.0,4630.0
14038.15,4,0,0.47,0.5,3,4.9,18050.0,18050.0
4017.15,43,1,0.41,0.92,2,4.2,5090.0,5090.0
2495.49,49,1,0.9,0.91,1,4.1,3910.0,3910.0
4456.71,41,0,0.63,0.77,2,3.2,5280.0,5280.0
3624.07,37,0,0.58,0.9,2,4.1,4350.0,4350.0
1252.18,59,1,0.61,0.72,1,4.7,1670.0,1670.0
3726.82,11,0,0.98,0.87,2,3.6,6010.0,6010.0
9725.33,38,1,0.9,0.34,3,3.8,13430.0,13430.0
6687.14,17,0,0.79,0.43,3,3.2,8470.0,8470.0
3793.51,1,0,0.5,0.75,2,5.0,5250.0,5250.0
1642.78,9,0,0.42,0.49,1,3.3,1890.0,1890.0
13227.38,14,1,0.95,0.82,3,4.8,23900.0,23900.0
4798.55,29,0,0.6,0.85,2,3.8,6110.0,6110.0
2034.03,43,1,0.5,0.39,1,4.3,2340.0,2340.0
6083.64,57,0,0.63,0.81,3,4.4,7270.0,7270.0
8176.67,16,1,0.94,0.27,3,3.5,12510.0,12510.0
4815.9,3,1,0.57,0.42,2,4.0,7280.0,7280.0
4193.96,6,0,0.69,0.56,2,3.8,5680.0,5680.0
908.5,40,1,0.86,0.33,1,3.3,1230.0,1230.0
2187.19,30,0,0.6,0.61,1,4.7,2770.0,2770.0
2136.5,50,0,0.46,0.61,1,3.3,2240.0,2240.0
4419.47,59,0,1.0,0.32,2,4.4,5480.0,5480.0
1006.34,58,1,0.97,0.79,1,3.8,1570.0,1570.0
2126.42,54,1,0.89,0.66,1,3.5,3080.0,3080.0
1833.94,38,0,0.78,0.4,1,4.4,2310.0,2310.0
5236.86,54,0,0.51,0.34,2,4.2,5020.0,5020.0
13517.47,33,1,0.94,0.85,3,3.8,23210.0,23210.0
2184.8,5,0,0.49,0.82,1,4.1,3110.0,3110.0
1728.81,49,1,0.86,0.33,1,3.6,2450.0,2450.0
2991.14,37,0,0.94,0.18,2,4.8,3780.0,3780.0
4849.05,44,1,0.72,0.79,2,3.8,7130.0,7130.0
1892.76,57,1,0.86,0.64,1,3.6,2610.0,2610.0
5097.89,50,1,0.85,0.23,2,4.6,7080.0,7080.0
1171.81,33,1,0.44,0.62,1,3.2,1480.0,1480.0
1211.96,43,0,0.77,0.51,1,3.7,1450.0,1450.0
5616.43,14,1,0.37,0.77,2,3.9,7870.0,7870.0
2099.96,13,0,0.66,0.32,1,4.8,2900.0,2900.0
15082.28,5,1,0.41,0.51,3,4.9,21990.0,21990.0
2113.94,49,1,0.59,0.27,1,4.5,2460.0,2460.0
4590.04,36,1,0.88,0.92,2,4.1,7510.0,7510.0
4789.46,49,0,0.99,0.77,2,4.4,6750.0,6750.0
2322.6,31,0,0.52,0.74,1,3.9,2760.0,2760.0
4525.82,2,0,0.67,0.7,2,3.7,6490.0,6490.0
