place_id,associated_search_term,search_weight
1099,Budhha Smriti Park,1
1099,Eco Park,1
1099,Patel Nagar Park,1
1099,Punaichak Herbal Park,1
1099,S K Puri Park,1
1100,"Devi Temple (HASANWAR, UMGA)",1
1100,Surya Mandir Dev,1
1100,Surya Temple,1
1100,Umga devi mandir,1
1100,माँ उमंगेश्वरी मंदिर,1
1101,0,1
1101,GURUDWARA SHRI GAI GHAT SAHIB,1
1101,Gurudawara Sahib,1
1101,Gurudwara Handi Sahib,1
1101,Takhat Sri Harimandir Ji (Patna Sahib),1
1102,AHILYA GAUTAM VIDYAPEETH,1
1102,Ahalya asthan । अहल्या अस्थान,1
1102,Ahalya mandir,1
1102,Ahilya kund,1
1102,Lohara,1
1103,BSPHCL Energy Park,1
1103,Budhha Smriti Park,1
1103,Children park,1
1103,Eco Park,1
1103,Kumhrar Park,1
1104,0,1
1104,GURUDWARA SHRI GAI GHAT SAHIB,1
1104,Gurudwara Shri Guru Ka Bagh Sahib,1
1104,Gurudwara Sri Guru Singh Sabha,1
1104,Takhat Sri Harimandir Ji (Patna Sahib),1
1105,Nageswarnath mandir,1
1105,Ram Janki Mandir,1
1105,Ram Sita Mandir,1
1105,Rameshwar Shiv Mandir,1
1105,TARKESHVARNATH SHIV MANDIR,1
1106,DEODAH WATERFALL JAJAL देवोदह वाटरफॉल जाजल,1
1106,"Dharhara Falls,Telwa bazar",1
1106,"Jalprapat Dwar, Mohaddi Nagar",1
1106,Jhajha Waterfall,1
1106,Murdaghati Waterfall,1
1107,Bihar Museum,1
1107,Gandhi Maidan,1
1107,Golghar,1
1107,Mahatma Gandhi Statue,1
1107,Patna Museum,1
1108,Buddha Temple,1
1108,Chinese Buddhist Temple,1
1108,Kali Asthan,1
1108,Nalanda Excavated site,1
1108,Temple No. 13,1
1109,0,1
1109,Aajad shartru kila,1
1109,Refinery Township Park,1
1109,SinghSarai,1
1109,Surya Sarovar,1
1110,Badua Dam,1
1110,Mandar hill,1
1110,Shiv Mandir (Odhani Dam),1
1110,water overflow canal,1
1110,मदेगरी डेम,1
1111,Budhha Smriti Park,1
1111,Ganga view point,1
1111,Love point,1
1111,Rock Fountain,1
1111,Selfie point,1
1112,"Foot Over Bridge, Rajgir Railway Station",1
1112,Glass Bridge Ticket Counter Rajgir,1
1112,Glass bridge,1
1112,Glass sky walk,1
1112,SUSPENSION BRIDGE NATURE SAFARI RAJGIR,1
1113,0,1
1113,Gandhi Museum,1
1113,Jubba Sahni Park,1
1113,Muzaffarpur Park,1
1113,River View Point,1
1114,Bharat Mata Naman Sthal,1
1114,Jubba Sahni Park,1
1114,Mahatma Gandhi Park,1
1114,Rajendra Park,1
1114,Sahara Bharat Mata Park,1
1115,Cyclopean Wall,1
1115,Glass Bridge Rajgir,1
1115,Glass Bridge Ticket Counter Rajgir,1
1115,Glass bridge,1
1115,SUSPENSION BRIDGE NATURE SAFARI RAJGIR,1
1116,Gaya Mandir,1
1116,Kamakhya Devi Shakti peeth Mandir Gaya,1
1116,Maa mangla gauri shaktipeeth,1
1116,"Shri Gayatri Shakti Pith, Gaya",1
1116,Vishnupad Temple,1
1117,Dumaria Ghat,1
1117,Lord Buddha Sarovar,1
1117,Mirchaiya मिरचैया पटखौलिया नहर पुल,1
1117,Narayani River Front,1
1117,Nariyarwa chhath ghat,1
1118,Ashoka's stupa,1
1118,Rajgir buddha stupa,1
1118,Saptaparni Cave,1
1118,Swarn Bhandar,1
1118,Vishwa Shanti Stupa Rajgir,1
1119,Durga Mandir,1
1119,Kankali Mandir,1
1119,Maa Kali Temple,1
1119,Maa Kali temple,1
1119,Shyama Maa Kali Temple,1
1120,Archaeological Buddhist Remains of Vaishali,1
1120,Asokan Pillar,1
1120,Buddhas Relic Stupa(ဝေသာလီ ဓါတ်တော်တိုက်),1
1120,Vaishali Museum,1
1120,Vishwa Shanti Stupa,1
1121,Cyclopean Wall,1
1121,Glass Bridge Rajgir,1
1121,Glass sky walk,1
1121,RAJGIR WILDLIFE SAFARI,1
1121,ZIP/SKY BIKING,1
1122,0,1
1122,Patna Museum,1
1122,Radha Krishna Dwarika Mandir,1
1122,Radha Krishna Temple,1
1122,Shrikrishna Science Centre,1
1123,Dhawalkund Waterfall,1
1123,Kashish Waterfall,1
1123,Maa Tutleswari Bhawani Dham kerpa,1
1123,MaaTutla Bhawani temple and waterfall,1
1123,Titula Bhwani Dham,1
1124,Burmese Monastery,1
1124,Karma Temple,1
1124,Metta Buddharam Temple,1
1124,The Royal Bhutan Monastery,1
1124,Tibetan Temple gaden phelgayling namgyal datsang,1
1125,Chamunda Mandir,1
1125,Durga mandir Kapileshwar sthan,1
1125,"KHARAUA, mahavir sthan",1
1125,Ram janki mandir,1
1125,Shiv sagar,1
1126,Kali Temple,1
1126,Maa DeviJi Mandir,1
1126,Mathiyaa,1
1126,aarnya Devi Mandir Chaurasia Enterprises,1
1126,"देवी अस्थान, अनाईठ",1
1127,Dargah Sharif Hazrat Shah fasahat Hussain Rahmatullahah Alaih Patna City,1
1127,Dargah Sharif Hazrat Sultaan Shaikh Mattha Shah Ramahtullah Alaih City,1
1127,Kamakshah Ki Masjid,1
1127,Mir Ashraf Masjid,1
1127,Sher E Shahi Jama Masjid,1
1128,Aqua Water Park,1
1128,Chhapaak WaterPark,1
1128,Chhapak Water Park,1
1128,Hungama World - Water Park Patna,1
1128,Water park,1
1129,Chariot Wheel Marks,1
1129,Rajgir buddha stupa,1
1129,Saptaparni Cave,1
1129,Swarn Bhandar,1
1129,"Veerayatan Jain Museum, Rajgir",1
1130,"Adventure Park, Patna",1
1130,BSPHCL Energy Park,1
1130,Eco Park,1
1130,Eco Park III,1
1130,S K Puri Park,1
1131,Bihar Museum,1
1131,"Gandhi Sangrahalaya, Patna",1
1131,ISKCON Temple Patna,1
1131,Patna Museum,1
1131,Patna Science Center,1
1132,Baharwa Ghat,1
1132,Bihar Museum,1
1132,Harinarayan ghat,1
1132,"NIT Ghat, Patna",1
1132,Patna Museum,1
1133,Badi patan devi,1
1133,Bdi patan devi mandir,1
1133,Chhoti Patan Devi Temple,1
1133,Maa Durga Mandir,1
1133,प्राचीन शक्ति पीठ श्री श्री बड़ी पटनदेवी गडहा मंदिर ( प्राक्ट्य )दक्षिण जंघा,1
1134,BRAHMA KUND,1
1134,Chariot Wheel Marks,1
1134,Cyclopean Wall,1
1134,RAJGIR WILDLIFE SAFARI,1
1134,"Ratnagiri, Rajgir",1
1135,Bihar Museum,1
1135,Diara Patna,1
1135,Harinarayan ghat,1
1135,"NIT Ghat, Patna",1
1135,T.N. Banerjee Ghat,1
1136,HUIN SHUEIN MEMORIAL,1
1136,Hieun Tsang Memorial Hall,1
1136,MEMORIAL HALL VIEW POINT,1
1136,Nalanda Museum,1
1136,Xuan Zang ( Hsuen Tsang ) Memorial,1
1137,Cyclopean Wall,1
1137,Jain Tirth,1
1137,Shri Veerayatan Parshwa Jinalay,1
1137,Veerayatan,1
1137,Venu Van,1
1138,Baharwa Ghat,1
1138,Diara Patna,1
1138,Digha Ghat,1
1138,Golghar,1
1138,"NIT Ghat, Patna",1
1139,Diara Patna,1
1139,Gandhi Ghat,1
1139,Ganga Ghat,1
1139,Harinarayan ghat,1
1139,Krishna Ghat,1
1140,DR. RAJENDRA PD PARK,1
1140,"Dr Rajendra Prasad Park,Ziradei",1
1140,Dr. Rajendra Prasad Janm Sthan,1
1140,House behind Dr.Rajendra Prasad,1
1140,Ziradei More The City Of Dr.Rajendra Prasad,1
1141,Baba Garib Nath temple,1
1141,Pradeep Kumar,1
1141,Sahu Mandir,1
1141,Shri Raj Rajeshwari Devi Temple,1
1141,बाबा गरीबनाथ नैवेद्यम,1
1142,Ajgaivinath Temple,1
1142,Cramatoria Sultanganj,1
1142,Ganga Ghat Sultanganj,1
1142,Sultanganj,1
1142,"View point, Ajgaibinath Temple",1
1143,Gandhi Maidan गांधी मैदान,1
1143,"Gandhi Sangrahalaya, Patna",1
1143,Golghar,1
1143,Mahatma Gandhi Statue,1
1143,Patna Museum,1
1144,Archaeological Buddhist Remains of Vaishali,1
1144,Buddha shamyak darshan and museum,1
1144,Vaishali Museum,1
1144,Vaishali Stupa,1
1144,Vishwa Shanti Stupa,1
1145,Ganga Ghat,1
1145,Krishna Ghat,1
1145,"NIT Ghat, Patna",1
1145,Shree Kanghan Ghat Gurudwara,1
1145,"कंगन घाट सोनपुर,सारण",1
1146,Baba Koteshwar nath dham,1
1146,Baba Siddheshwarnath Temple,1
1146,Koncheshwar Mahadev Mandir,1
1146,Koteshwar mahaadev,1
1146,Tarkeshwar nath temple,1
1147,Anandbag Botanical Garden,1
1147,Anandbag Palace,1
1147,"Chandradhari Museum, Darbhanga",1
1147,Darbhanga Fort,1
1147,Rambag Palace,1
1148,Burmese Monastery,1
1148,Karma Temple,1
1148,Palyul Namdroling Temple,1
1148,Tergar Monastery,1
1148,Tibetan Temple gaden phelgayling namgyal datsang,1
1149,Nalanda City,1
1149,Nalanda Excavated site,1
1149,Nava Nalanda Manuscript Archives,1
1149,Ruins of Nalanda University,1
1149,Xuan Zang Memorial Hall,1
1150,Archaeological Buddhist Remains of Vaishali,1
1150,Buddha shamyak darshan and museum,1
1150,Buddhas Relic Stupa(ဝေသာလီ ဓါတ်တော်တိုက်),1
1150,Ruins Of The Fort of Lichhavi King Vishal,1
1150,Vaishali Stupa,1
1151,0,1
1151,Rajgir Hotspring (Saptdhara Kund),1
1151,Surya Kund,1
1151,Swarn Bhandar,1
1151,"सूर्य कुंड राजगीर, Rajgir",1
1152,Budhha Smriti Park,1
1152,Eco Park,1
1152,Patna Zoo,1
1152,Patna Zoo - Gate Number 2,1
1152,Zoo's Lake View,1
1153,Karamchat Waterfall,1
1153,Karkatgarh waterfall eco park,1
1153,Kashish Waterfall,1
1153,Patloiya Waterfall,1
1153,Telhar Waterfall View Point,1
1154,Baurahwa Shiv Jee,1
1154,Bhairav Nath Mandir,1
1154,Bhimpatti Baiju Baba Mandir,1
1154,Brahampur Dham,1
1154,Mahavir Mandir,1
1155,BRAHMA KUND,1
1155,Rajgir Hotspring (Saptdhara Kund),1
1155,Rajgir buddha stupa,1
1155,Saptaparni Cave,1
1155,Venu Van,1
1156,0,1
1156,Maa Mundeshwari museum,1
1156,Mundeshwari,1
1156,Mundeshwari waterfall,1
1156,मुंडेश्वरी धाम रामगढ़ मोड़,1
1157,Archaeological Buddhist Remains of Vaishali,1
1157,Buddhas Relic Stupa(ဝေသာလီ ဓါတ်တော်တိုက်),1
1157,Ruins of the fort of the lichhavi King Vishal,1
1157,Vaishali Museum,1
1157,Vaishali Raja Vishal Historical,1
1158,0,1
1158,Budhha Smriti Park,1
1158,Diara Patna,1
1158,Patna Museum,1
1158,S K Puri Park,1
1159,Bheem Bandh hot water,1
1159,NAGI DAM BIRD SANCTUARY,1
1159,भीम बांध वाइल्डलाइफ सैंक्चुरी,1
1159,भीम सेन कुंड,1
1159,भीमबांध झील,1
1160,Lal Darwaja Qila,1
1160,Munger Fort(North),1
1160,Munger Museum,1
1160,Shaheed Duwar,1
1160,राष्टीय जलीय जीव दर्शनीय स्थल मुंगेर,1
1161,0,1
1161,Daijokyo Buddist Temple,1
1161,Gaya Museum,1
1161,Karma Temple,1
1161,The Great Buddha Statue,1
1162,Budha Temple Bodhgaya,1
1162,Daijokyo Buddist Temple,1
1162,Karma Temple,1
1162,Mahabodhi Temple,1
1162,Metta Buddharam Temple,1
1163,Kali Mandir,1
1163,Navlakha Mandir,1
1163,Raj campus Rajnagar,1
1163,Rajnagar Historical Campus,1
1163,Rani Mahal,1
1164,Buddhas Relic Stupa(ဝေသာလီ ဓါတ်တော်တိုက်),1
1164,Kesarnath Mahadev Mandir,1
1164,Shiv Mandir,1
1164,Wat Thai Kesariya Temple,1
1164,बौद्ध नगरी केसरिया,1
1165,0,1
1165,GURUDWARA SHRI GAI GHAT SAHIB,1
1165,Gurdwara Bal Leela Maini Sangat,1
1165,Gurudwara Handi Sahib,1
1165,ਸ਼੍ਰੀ ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ ਜੀ।।,1
1166,Rajgir Hotspring (Saptdhara Kund),1
1166,Rajgir buddha stupa,1
1166,Swarn Bhandar,1
1166,Venu Van,1
1166,Viswa Shanti Stupa Rajgir,1
1167,0,2
1167,Chanauni park,1
1167,Kanwar Lake Bird Sanchuary,1
1167,परवल फार्म,1
1168,Baoli Hassan khan Suri,1
1168,Islam Shah Suri Tomb,1
1168,Kabristan,1
1168,Sher Shah Suri Tomb,1
1168,Sikaria Waterfall,1
1169,Bodhgaya Bodhi Tree,1
1169,Budha Temple Bodhgaya,1
1169,Daijokyo Buddist Temple,1
1169,Karma Temple,1
1169,The Great Buddha Statue,1
1170,Bihar Museum,1
1170,Gandhi Maidan,1
1170,"Gandhi Sangrahalaya, Patna",1
1170,Patna museum ticket counter,1
1170,Shrikrishna Science Centre,1
1171,Bihar Museum,1
1171,Budhha Smriti Park,1
1171,Gandhi Maidan,1
1171,"Gandhi Sangrahalaya, Patna",1
1171,Patna Museum,1
1172,BARABAR CAVES,1
1172,BARABER HILLS,1
1172,Maa Kali Temple Dholha Barabar,1
1172,Neghaara,1
1172,Patal Ganga Lake,1
1173,BSPHCL Energy Park,1
1173,Eco Park,1
1173,Kumhrar Park,1
1173,Patliputra Karuna Stupa,1
1173,S K Puri Park,1
1174,Eco park,1
1174,Karkatgadh waterfall,1
1174,Karkatgadh waterfall park,1
1174,Karkatgarh Waterfall,1
1174,Telhar Waterfall,1
1175,Basilica Of Bom Jesus Goa- Lies Body of St. Francis Xavier,1
1175,Catholic Church of St. Francis of Assisi..,1
1175,Holy place OLD GOA CHURCH.,1
1175,Old Goa Church,1
1175,The Cross Of Basilica Bom Jesus,1
1176,Bambolim Spring,1
1176,Naval Officers Institute,1
1176,Pilot Point - Mormugao Port Trust,1
1176,Vasco Clock Tower,1
1176,Velsao Beach,1
1177,Arambol Beach,1
1177,Betalbatim Beach,1
1177,Candolim Beach,1
1177,Mandrem,1
1177,Morjim Beach,1
1178,Cacra View Point,1
1178,Dona Paula View Point,1
1178,Kala Academy Viewpoint,1
1178,The view point,1
1178,Vainguinim View Point,1
1179,Monte Hills View Point,1
1179,Municipal Garden,1
1179,Pandava Caves,1
1179,Railway cross bridge,1
1179,Sunset View Point Colva,1
1180,Candolim Beach,1
1180,Siridao Beach,1
1180,Siridao Beach View,1
1180,Siridao seashore,1
1180,Velsao Beach,1
1181,Fernandes Heritage House,1
1181,Pandava Caves,1
1181,Quepem Dam,1
1181,Taichogundo Bridge,1
1181,Twin Waterfall,1
1182,Sea Shell Beach Shack,1
1182,Sea Shells,1
1182,Siridao Beach,1
1182,Siridao Beach View,1
1182,Siridao Rock Beach,1
1183,Chapora River View,1
1183,Chapora viewpoint,1
1183,Shiva's Face,1
1183,Vagator Beach Sunset Point,1
1183,Vagator Hill View,1
1184,Cansaulim Beach,1
1184,Kesarval Spring Verna Waterfall,1
1184,Sankval beach,1
1184,Velsao Beach,1
1184,View of Goa Runway and charming nature,1
1185,Candolim Beach,1
1185,Onyx Beach,1
1185,Sinquerim Fort,1
1185,Sinquerim Fort view Point,1
1185,The view point,1
1186,Custom House,1
1186,Dharohar : National Museum of Customs and GST,1
1186,Gitanjali Gallery,1
1186,Goa State Museum,1
1186,Indian Customs & Indirect Taxes Museum,1
1187,Betul Lighthouse,1
1187,Dolphin Point,1
1187,Light House,1
1187,Old Lighthouse Tower,1
1187,"The Bungalows Light House, Goa",1
1188,Bambolim Beach,1
1188,Candolim Beach,1
1188,Quegdevelim Beach,1
1188,Varunapuri Beach,1
1188,Velsao Beach,1
1189,Ramnathi temple ponda,1
1189,"Shree Mahalaxmi Saunsthan, Bandora",1
1189,Shree Ramnath Temple,1
1189,Shri Mahalasa Narayani Temple,1
1189,Shri Nageshi Temple,1
1190,Rudreshwar Temple,1
1190,Rushivan Sarvajanik Shree Ganeshotav Mandal,1
1190,Shri Damodara Temple Loliem,1
1190,Shri Mahalasa Narayani Devalaya,1
1190,Sri Mahadeva Temple Tambdisurla,1
1191,Catholic Church of St. Francis of Assisi..,1
1191,Chapel of St. Catherine of Alexandria,1
1191,Chapel of St. Francis Xavier,1
1191,Church of Our Lady of the Rosary,1
1191,Church of St. Cajetan,1
1192,Baba Aquarium,1
1192,Marine aquarium world,1
1192,Ocean Aquarium,1
1192,Panjim Aquarium,1
1192,Purva Aquarium,1
1193,Aguada Fort,1
1193,Kaurati's Caves,1
1193,Lower Aguada Fort,1
1193,Sinquerim Fort,1
1193,The view point,1
1194,"Shree Mahalaxmi Saunsthan, Bandora",1
1194,Shree Mahalaxmi Temple,1
1194,Shree Ramnath Devsthan,1
1194,Shri Mahalasa Narayani Temple,1
1194,Shri Nageshi Temple,1
1195,Anjuna Hillpoint,1
1195,Chapora River View,1
1195,Chapora viewpoint,1
1195,River Island,1
1195,River View Point,1
1196,Campal Gardens,1
1196,Caranzalem junction,1
1196,Mangrove Boardwalk,1
1196,Panjim Riverside Park,1
1196,River Hangout Point,1
1197,"Calangute Beach, Goa",1
1197,Goa Beaches,1
1197,Goa Boat Trip,1
1197,Pantai Calangute,1
1197,Praia Calangute,1
1198,Caranzalem Children's park,1
1198,"Children Park, Mapusa-2",1
1198,Children's Park,1
1198,"Snow Park, Goa",1
1198,Splashdown Waterpark,1
1199,Shanta Durga Temple,1
1199,Shree Shankar Temple,1
1199,Shree Shantadurga Samsthaana,1
1199,Shri Shantadurga Kalangutkarin mandir,1
1199,Shri Siddhivinayak Ganesh Mandir,1
1200,Bamanbudo Waterfall,1
1200,Mainapi Waterfall Netravali,1
1200,Netravali Wildlife Sanctuary,1
1200,Neturlem Waterfall (Savri),1
1200,Salaulim Dam,1
1201,Bondla Wildlife Sanctuary,1
1201,Cotigao Wildlife Sanctuary,1
1201,Mainapi Waterfall Netravali,1
1201,Netravali Bubbling Lake,1
1201,Neturlem Waterfall (Savri),1
1202,0,1
1202,Sadolxem railway bridge,1
1202,Salaulim Dam,1
1202,Saleri bridge,1
1202,Talpona Bridge तळपोण पाटो,1
1203,Chapora Beach,1
1203,Ozran Beach,1
1203,Vagator Beach Sunset Point,1
1203,Vagator Beach View,1
1203,Vagatore beach Goa india,1
1204,Ana Fonte Garden,1
1204,Campal Gardens,1
1204,Chowgule Woods,1
1204,Nagesh Love Forest,1
1204,Salaulim Garden,1
1205,Anjuna Hill Sightseeing point of Dr. Jawaharlal Henriques,1
1205,Anjuna cliff,1
1205,Chapora viewpoint,1
1205,Sunset Point,1
1205,Top Sunset view,1
1206,Betalbatim Beach,1
1206,Bogmalo Beach,1
1206,Sankval beach,1
1206,Vaddem Beach,1
1206,Velsao Beach,1
1207,0,1
1207,Baga Beach goa,1
1207,"Calangute Beach, Goa",1
1207,Goa,1
1207,Viewing point,1
1208,BenaUlim beach,1
1208,Betalbatim Beach,1
1208,"Colva Beach, Goa",1
1208,Gonsua Betalbatim Beach,1
1208,Zumbrai Beach,1
1209,Morjim Beach,1
1209,Mulveer Temple,1
1209,Satpurush Temple,1
1209,Shree Mangesh temple,1
1209,Shri Mahalasa Narayani Temple,1
1210,Aguada Fort,1
1210,Lower Aguada Fort,1
1210,Mormugao fort,1
1210,Reis Magos Fort,1
1210,Sinquerim Fort,1
1211,Arvalem Caves,1
1211,Shiva Temple,1
1211,Shree Ramnath Devsthan,1
1211,Shri Mahalasa Narayani Temple,1
1211,Sri Mahadeva Temple Tambdisurla,1
1212,6 Shades Of Nature,1
1212,Froggyland - The Water World,1
1212,Nagesh Gardens,1
1212,Nandanvan Spice Farm,1
1212,Narve Springs,1
1213,Navelim bridge,1
1213,Ribandar Riverside Viewpoint,1
1213,River walk,1
1213,Riverside Ribandar,1
1213,Sidhnata Buddhist Cave,1
1214,Monkey Beach,1
1214,Sankval beach,1
1214,Syam Beach Cliff,1
1214,Varunapuri Beach,1
1214,Velsao Beach,1
1215,Archaeological Museum of Goa,1
1215,Goa State Museum,1
1215,Houses of Goa Museum,1
1215,Museum Of Christian Art,1
1215,Wax World Museum,1
1216,Catholic Church of St. Francis of Assisi..,1
1216,Church of St. Cajetan,1
1216,St. Augustine Tower,1
1216,St. Sebastian's Chapel,1
1216,Three Kings Chapel,1
1217,0,5
1218,Bodgeshwar ground,1
1218,Dwarknath Temple,1
1218,Shree Brahma Vathar Devasthan,1
1218,Shree Datta Mandir,1
1218,Shri Sidhapurush Narayanadev Mandir,1
1219,Charavane Waterfall,1
1219,Hivrem Waterfall,1
1219,Sanvordem Waterfall,1
1219,Shivling Waterfall Pali Sattari Goa,1
1219,Tambdi Surla Waterfalls,1
1220,Harvalem Waterfalls,1
1220,Hivrem Waterfall,1
1220,Kesarval Spring Verna Waterfall,1
1220,Satrem Waterfall,1
1220,Tambdi Surla Waterfalls,1
1221,Bamanbudo Waterfall,1
1221,Dragon Waterfall,1
1221,Ghogyar Dabem Waterfall,1
1221,Kuske Waterfall,1
1221,Shiva Waterfall,1
1222,Anjuna River Front,1
1222,Chapora viewpoint,1
1222,River View Point,1
1222,Sunset View Point,1
1222,Vagator Beach View,1
1223,Aguada Fort,1
1223,Azad Maidan,1
1223,Fontainhas,1
1223,Kala Academy Viewpoint,1
1223,Phoenix spring,1
1224,Banastari Wetlands,1
1224,Bondla Wildlife Sanctuary,1
1224,Candolim Beach,1
1224,Carambolim Lake Migratory Bird Sanctuary,1
1224,Merces Bird Sanctuary,1
1225,Aguada Fort,1
1225,Dolphin Point,1
1225,Light House Aguada,1
1225,Lower Aguada Fort,1
1225,The view point,1
1226,Aguada Childrens Park,1
1226,Coco Heritage Resort Water Park & Swimming Pool,1
1226,Nagesh Love Forest,1
1226,Nagesh Water World,1
1226,Splashdown Waterpark,1
1227,Agacaim Muddflats,1
1227,Bogmalo Beach,1
1227,Cansaulim Beach,1
1227,"Dandi Beach, Agassaim",1
1227,Velsao Beach,1
1228,Betul Lighthouse,1
1228,Betul beach,1
1228,Colvale Fort,1
1228,Mormugao fort,1
1228,Rachol Historical Fort Gate,1
1229,Dolphin Adventures Goa ( Sinquerim Jetty),1
1229,Dolphin Ferry Ride Point,1
1229,Dolphin Rides,1
1229,Dolphin View Point,1
1229,Sinquerim Fort,1
1230,Ancestral Goa,1
1230,Big Foot Goa,1
1230,Goa Chitra Museum,1
1230,Municipal Garden,1
1230,Pandava Caves,1
1231,Basilica Of Bom Jesus Goa- Lies Body of St. Francis Xavier,1
1231,Chapel of St. Francis Xavier,1
1231,Church of St. Cajetan,1
1231,Church of the Cross of Miracles,1
1231,St. Diogo's Church,1
1232,Casa Araujo Alvares,1
1232,Josefrancisco Fernandes House,1
1232,Menezes Braganca House,1
1232,Palácio do Deão,1
1232,The Figueiredo Mansion,1
1233,Catholic Church of St. Francis of Assisi..,1
1233,Church and Convent of St. John of God,1
1233,Holy place OLD GOA CHURCH.,1
1233,Old Goa,1
1233,The Cross Of Basilica Bom Jesus,1
1234,Arvalem Caves,1
1234,Dhabdabha Waterfall Bicholim,1
1234,Harvalem Waterfalls,1
1234,Pandava Caves,1
1234,Shri rudreshwar devasthan,1
1235,Candolim Beach,2
1235,Coco Beach,1
1235,Goa Beaches,1
1235,Sequarium Beach,1
1236,Betul Bridge,1
1236,Betul Fort,1
1236,Betul beach,1
1236,Light House Aguada,1
1236,Old Lighthouse Tower,1
1237,0,5
1238,Aguada Childrens Park,1
1238,Coco Heritage Resort Water Park & Swimming Pool,1
1238,Froggyland - The Water World,1
1238,Nagesh Water World,1
1238,"Snow Park, Goa",1
1239,Charavane Waterfall,1
1239,Harvalem Waterfalls,1
1239,Hivrem waterfall Goa,1
1239,Satrem Waterfall,1
1239,Tambdi Surla Waterfalls,1
1240,Fort of Mormugao,1
1240,Monkey Beach,1
1240,Pilot Point - Mormugao Port Trust,1
1240,Vasco Garden,1
1240,Velsao Beach,1
1241,0,1
1241,Amthane Dam,1
1241,Quepem Dam,1
1241,Salaulim Garden,1
1241,Ustem Dam,1
1242,Kesarval Spring Verna Waterfall,1
1242,Kuske Waterfall,1
1242,Mainapi Waterfall Netravali,1
1242,Netravali Wildlife Sanctuary,1
1242,Tambdi Surla Waterfalls,1
1243,BenaUlim beach,1
1243,Colva Beach,1
1243,Sernabatim Beach,1
1243,Sunset View Point Colva,1
1243,Velsao Beach,1
1244,Mollem National Park & Bhagwan Mahavir Wildlife Sanctuary,1
1244,Monte Hills View Point,1
1244,Satpal Arboretum,1
1244,Shri Nageshi Temple,1
1244,Sunset point,1
1245,Charavane Waterfall,1
1245,Chorla Ghat Beginning,1
1245,Chorlagundi Waterfalls.,1
1245,Chorle ghat,1
1245,Karnataka Chorla Ghat Viewpoint,1
1246,Chapora River View,1
1246,Morjim Beach,1
1246,Sunset View Point,1
1246,Uddo Beach SC football ground,1
1246,Uddo life Sunset Bar & Kitchen,1
1247,Chapel of St. Catherine of Alexandria,1
1247,Church of the Cross of Miracles,1
1247,St. Alex Church,1
1247,St. Diogo's Church,1
1247,St. Sebastian's Chapel,1
1248,Devil's Finger,1
1248,Querim Cave,1
1248,Sinquerim Fort,1
1248,Sinquerim Fort view Point,1
1248,The view point,1
1249,Amona Riverside Picnic Spot,1
1249,Amthane Dam,1
1249,Pandava Caves,1
1249,Querim Dam,1
1249,Salaulim Dam,1
1250,Archaeological Museum of Goa,1
1250,Goa State Museum,1
1250,Goa house cosy,1
1250,Museum Of Christian Art,1
1250,Museum Of Goa,1
1251,Charavane Waterfall,1
1251,Harvalem Waterfalls,1
1251,Lamgao Buddhist Caves,1
1251,Pandava Caves,1
1251,Rudreshwar Temple,1
1252,Bondla Wildlife Sanctuary,1
1252,Cotigao Wildlife Sanctuary Entrance,1
1252,Cotigao Wildlife Sanctuary Office,1
1252,Netravali Wildlife Sanctuary,1
1252,Tree top,1
1253,Catholic Church of St. Francis of Assisi..,1
1253,Mae De Deus Church,1
1253,Our Lady of Fatima Shrine - Don Bosco Panjim,1
1253,St. Diogo's Church,1
1253,St. Sebastian's Chapel,1
1254,Aguada Fort,1
1254,Chapora Fort,1
1254,Lower Aguada fort (repaired),1
1254,Sinquerim Fort,1
1254,Sinquerim Fort view Point,1
1255,Bamanbudo Waterfall,1
1255,Dudhsagar Falls,1
1255,Dudhsagar Waterfall Camp Site,1
1255,Dudhsagar Waterfall Trek,1
1255,Tambdi Surla Waterfalls,1
1256,Archaeological Museum of Goa,1
1256,Big Foot Goa,1
1256,Casa Araujo Alvares,1
1256,Pandava Caves,1
1256,San Thome Museum,1
1257,Ancestral Goa,1
1257,Archaeological Museum of Goa,1
1257,Goa Chitra Museum,1
1257,San Thome Museum,1
1257,"Sanskriti Kendra, BIG FOOT",1
1258,Catholic Church of St. Francis of Assisi..,1
1258,Church and Convent of St. John of God,1
1258,Se Cathedral,1
1258,St. Augustine Tower,1
1258,St. Sebastian's Chapel,1
1259,"Shree Mahalaxmi Saunsthan, Bandora",1
1259,Shree Mangesh temple,1
1259,Shree Ramnath Devsthan,1
1259,Shri Mahalasa Narayani Devalaya,1
1259,Shri Nageshi Temple,1
1260,0,1
1260,Charavane Waterfall,1
1260,Harvalem Waterfalls,1
1260,Udear Springs Waterfall,1
1260,Verna Waterfalls,1
1261,0,1
1261,Baina Beach,1
1261,Japanese garden,1
1261,Monkey Beach,1
1261,Vasco Garden,1
1262,Bamanbudo Waterfall,1
1262,Bhupar Waterfalls,1
1262,Kesarval Spring Verna Waterfall,1
1262,Neturlem Waterfall (Savri),1
1262,Twin Waterfall,1
1263,Cola Beach Road,1
1263,Cola Beach Sweet Water Lagoon,1
1263,Cola Beach exclusive Tented Resort,1
1263,Cola Goa Beach Resort,1
1263,Small Cola Beach,1
1264,Ancestral Goa,1
1264,Casa Araujo Alvares,1
1264,Fernandes Heritage House,1
1264,Menezes Braganca House,1
