destination_id,name,state,district,latitude,longitude,category,description,activities,best_season,average_budget,recommended_days,family_score,solo_score,couple_score,adventure_score,nature_score,heritage_score,religious_score,nightlife_score,accessibility_score,popularity_score,rating,review_count
3366,Nagara Fort,Karnataka,Karnataka,13.9439,75.6341,attraction,Nagara Fort is an important heritage destination in Shivamogga district. Historic Keladi-Nayaka fort and old settlement landscape.,Heritage Exploration & Guided Tours,Oct-Feb,4711.96,2,8.8,7.4,5.5,3.8,4.5,9.5,3.5,3.3,8.5,1.0,4.3,2576
3367,Shivappanaika Palace Museum,Karnataka,Karnataka,13.9779,75.4801,attraction,Shivappanaika Palace Museum is an important heritage destination in Shivamogga district. Museum documenting Keladi Nayaka history.,Heritage Exploration & Guided Tours,Oct-Mar,4803.63,3,7.8,5.3,3.9,1.0,2.4,9.5,3.6,2.3,8.5,1.0,4.6,6030
3368,Varadamoola,Karnataka,Karnataka,14.0119,75.5261,attraction,Varadamoola is an important lake destination in Shivamogga district. Source region of the Varada River with temple and forest scenery.,"Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,1607.29,2,9.1,7.3,8.5,1.8,9.0,4.1,9.5,0.9,8.5,1.0,4.5,2636
3369,Unchalli Falls,Karnataka,Karnataka,13.8459,75.5721,attraction,Unchalli Falls is an important waterfall destination in Shivamogga district. Remote waterfall in forested Western Ghats landscape.,"Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,1699.03,3,8.8,8.3,3.4,4.2,9.0,3.9,9.5,2.3,8.5,1.0,4.3,3375
3370,Kunchikal Falls,Karnataka,Karnataka,13.8799,75.6181,attraction,Kunchikal Falls is an important waterfall destination in Shivamogga district. Very tall waterfall system in the Western Ghats.,"Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,1951.19,2,8.5,8.3,3.4,4.9,9.0,4.2,9.5,2.9,8.5,0.556,4.2,546
3371,Sigandur Chowdeshwari Temple,Karnataka,Karnataka,13.9139,75.6641,attraction,Sigandur Chowdeshwari Temple is an important temple destination in Shivamogga district. Temple on the Sharavathi backwaters reached through a scenic ferry route.,Temple Visit & Spiritual Darshan,Oct-Mar,1077.53,1,8.9,7.1,8.5,4.6,5.6,1.9,9.5,1.4,8.5,0.821,4.6,1446
3372,Linganakki Dam and backwaters,Karnataka,Karnataka,13.9479,75.5101,attraction,Linganakki Dam and backwaters is an important lake destination in Shivamogga district. Quiet Sharavathi reservoir landscapes with minimal tourism infrastructure.,Nature Walks & Photography,Oct-Feb,1673.13,3,8.9,8.0,8.5,1.0,9.0,2.3,1.6,1.7,8.5,1.0,4.2,2374
3373,Mandagadde Bird Sanctuary,Karnataka,Karnataka,13.9819,75.5561,attraction,Mandagadde Bird Sanctuary is an important wildlife destination in Shivamogga district. River island bird habitat known for migratory and resident species.,Sightseeing & Cultural Discovery,Oct-Feb,905.91,2,8.0,7.1,4.4,3.6,5.3,2.2,3.9,2.1,8.5,0.54,4.1,519
3374,Gajanur Dam,Karnataka,Karnataka,14.0159,75.6021,attraction,Gajanur Dam is an important lake destination in Shivamogga district. Tunga River reservoir and forest surroundings.,Nature Walks & Photography,Oct-Feb,2111.38,3,8.5,8.8,8.5,3.3,9.0,1.7,1.4,2.8,8.5,0.921,4.7,1802
3375,Namada Chilume,Karnataka,Karnataka,13.2579,77.181,attraction,"The shaded natural perennial spring emerging from a solid rock fissure, flanked by deciduous forest tracks and ancient deer sanctuaries.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1116.28,1,8.7,7.9,4.3,2.5,9.0,9.5,3.8,0.9,8.5,1.0,4.8,6971
3376,Siddaganga Mutt,Karnataka,Karnataka,13.2919,77.027,attraction,Siddaganga Mutt is an important temple destination in Tumakuru district. Major Lingayat institution and educational centre associated with Sri Shivakumara Swamiji.,Temple Visit & Spiritual Darshan,Oct-Feb,1462.51,3,8.8,7.8,3.3,4.9,4.0,1.7,9.5,3.1,8.5,1.0,4.7,28883
3377,Kunigal Lake,Karnataka,Karnataka,13.3259,77.073,attraction,Kunigal Lake is an important lake destination in Tumakuru district. Large reservoir and rural wetland landscape.,Nature Walks & Photography,Oct-Feb,1961.05,2,7.7,7.8,8.5,3.2,9.0,3.9,3.0,1.0,8.5,1.0,4.5,4913
3378,Jayamangali Blackbuck Reserve,Karnataka,Karnataka,13.3599,77.119,attraction,Jayamangali Blackbuck Reserve is an important wildlife destination in Tumakuru district. Grassland reserve protecting blackbuck and dry-zone fauna.,Sightseeing & Cultural Discovery,Oct-Feb,1857.95,2,8.5,7.1,4.3,3.2,5.1,2.4,3.2,3.4,8.5,1.0,4.7,6292
3379,Jayamangali blackbuck grasslands,Karnataka,Karnataka,13.3939,77.165,attraction,Jayamangali blackbuck grasslands is an important wildlife destination in Tumakuru district. Open grassland scenery and seasonal wildlife sightings.,Sightseeing & Cultural Discovery,Oct-Feb,1880.76,1,8.0,7.9,5.5,4.8,5.1,1.6,1.2,1.3,8.5,1.0,4.3,3381
3380,Madhugiri Fort,Karnataka,Karnataka,13.4279,77.011,attraction,Madhugiri Fort is an important heritage destination in Tumakuru district. Massive monolithic hill fort and major trekking destination.,"Trekking & Adventure, Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,3447.89,1,8.7,9.8,5.2,8.5,9.0,9.5,1.2,3.3,8.5,1.0,4.9,9759
3381,Pavagada Fort,Karnataka,Karnataka,13.2619,77.057,attraction,Pavagada Fort is an important heritage destination in Tumakuru district. Large historic hill fort with multiple layers of Deccan history.,"Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2601.44,1,8.9,8.0,5.0,1.3,9.0,9.5,2.4,1.6,8.5,1.0,4.8,2780
3382,Mallikarjuna Temple Pavagada,Karnataka,Karnataka,13.2959,77.103,attraction,Mallikarjuna Temple Pavagada is an important temple destination in Tumakuru district. Historic temple associated with the fort-town landscape.,"Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,1233.96,2,8.5,6.7,4.1,3.4,2.7,9.5,9.5,2.0,8.5,0.493,4.1,331
3383,Markonahalli Dam,Karnataka,Karnataka,13.3299,77.149,attraction,Markonahalli Dam is an important lake destination in Tumakuru district. Reservoir and hill landscape in northern Tumakuru.,Nature Walks & Photography,Oct-Feb,2147.89,1,8.2,8.6,8.5,1.8,9.0,2.8,2.9,2.4,8.5,1.0,4.9,3318
3384,Channakeshava Temple Nagalapura,Karnataka,Karnataka,13.3639,77.195,attraction,Channakeshava Temple Nagalapura is an important temple destination in Tumakuru district. Historic temple with detailed Hoysala-influenced craftsmanship.,"Trekking & Adventure, Temple Visit & Spiritual Darshan",Oct-Mar,2028.4,2,8.2,9.5,3.4,8.5,5.3,2.5,9.5,3.3,8.5,1.0,4.7,6573
3385,Goravanahalli Mahalakshmi Temple,Karnataka,Karnataka,13.3979,77.041,attraction,Goravanahalli Mahalakshmi Temple is an important temple destination in Tumakuru district. Major pilgrimage temple in a rural setting.,Temple Visit & Spiritual Darshan,Oct-Mar,1441.92,5,8.7,7.6,6.1,3.2,5.0,1.0,9.5,1.0,8.5,1.0,4.9,2581
3386,Siddaganga rural hills,Karnataka,Karnataka,13.4319,77.087,attraction,Siddaganga rural hills is an important hill destination in Tumakuru district. Granite hill and agricultural landscapes around the mutt region.,Nature Walks & Photography,Oct-Feb,1386.56,2,8.2,7.8,6.8,1.4,9.0,2.8,3.4,0.6,8.5,1.0,4.7,6025
3387,Bukkapatna forest/wildlife,Karnataka,Karnataka,15.2989,75.6891,attraction,"Bukkapatna forest/wildlife is an authentic attraction destination located in ,  district of Karnataka. Celebrated for its regional significance and unique ambiance, it offers travelers an immersive experience in the culture, scenic beauty, and heritage of Karnataka.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1628.13,3,8.5,8.0,8.5,4.0,9.0,9.5,3.1,2.1,8.5,0.591,4.1,725
3388,Chikkanahalli Reservoir,Karnataka,Karnataka,13.2999,77.179,attraction,Chikkanahalli Reservoir is an important lake destination in Tumakuru district. Quiet local waterbody and countryside landscape.,Nature Walks & Photography,Oct-Feb,1896.16,1,8.2,8.4,8.5,1.0,9.0,4.3,3.1,2.8,8.5,1.0,4.4,2493
3389,Huliyurdurga Fort,Karnataka,Karnataka,13.3339,77.025,attraction,Huliyurdurga Fort is an important heritage destination in Tumakuru district. Rocky hill fort surrounded by rural scenery.,"Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,4910.01,4,8.8,8.8,6.2,2.9,9.0,9.5,3.3,1.0,8.5,0.983,4.7,2051
3390,Chandragiri,Karnataka,Karnataka,15.2909,75.7323,attraction,"Chandragiri is an authentic attraction destination located in ,  district of Karnataka. Celebrated for its regional significance and unique ambiance, it offers travelers an immersive experience in the culture, scenic beauty, and heritage of Karnataka.",Heritage Exploration & Guided Tours,Oct-Feb,1127.23,2,8.5,8.1,8.5,4.3,5.2,9.5,2.5,1.4,8.5,0.583,4.4,572
3391,Udupi Sri Krishna Matha,Karnataka,Karnataka,13.4049,74.7581,attraction,Udupi Sri Krishna Matha is an important temple destination in Udupi district. Major Krishna pilgrimage centre and cultural landmark.,Temple Visit & Spiritual Darshan,Oct-Feb,870.25,2,8.0,7.9,6.3,4.7,5.2,2.5,9.5,2.5,8.5,1.0,4.8,23195
3392,Malpe Beach,Karnataka,Karnataka,13.4389,74.8041,attraction,Malpe Beach is an important beach destination in Udupi district. Popular Arabian Sea beach and gateway to St Mary's Island.,Sightseeing & Cultural Discovery,Oct-Feb,1395.1,1,9.1,7.3,8.5,4.6,3.1,1.9,3.4,2.4,8.5,1.0,4.5,19916
3393,Kaup Beach and Lighthouse,Karnataka,Karnataka,13.2729,74.6501,attraction,Kaup Beach and Lighthouse is an important beach destination in Udupi district. Iconic coastal lighthouse and rocky beach landscape.,Sightseeing & Cultural Discovery,Oct-Feb,1247.2,1,8.2,6.6,8.5,1.8,4.3,1.6,3.7,2.0,8.5,1.0,4.9,29689
3394,Mookambika Temple Kollur,Karnataka,Karnataka,13.3069,74.6961,attraction,Mookambika Temple Kollur is an important temple destination in Udupi district. Major pilgrimage centre surrounded by Western Ghats.,Temple Visit & Spiritual Darshan,Oct-Mar,1645.52,2,8.7,6.7,5.5,4.5,3.8,3.8,9.5,2.2,8.5,0.991,4.7,2085
3395,Anegudde Vinayaka Temple,Karnataka,Karnataka,13.3409,74.7421,attraction,Anegudde Vinayaka Temple is an important temple destination in Udupi district. Major Ganesha pilgrimage centre in the coastal hills.,"Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Mar,2058.05,4,8.2,8.7,3.1,1.6,9.0,1.3,9.5,2.5,8.5,1.0,4.7,5640
3396,Kodi Beach,Karnataka,Karnataka,13.3749,74.7881,attraction,Kodi Beach is an important beach destination in Udupi district. Quiet beach and estuary landscape near Kundapura.,Sightseeing & Cultural Discovery,Oct-Feb,1651.92,3,7.9,5.6,8.5,1.9,2.9,2.7,1.3,2.2,8.5,1.0,4.7,3713
3397,Kodi Bengre,Karnataka,Karnataka,13.4089,74.8341,attraction,"A tranquil, narrow strip of land where the Suvarna River empties into the Arabian Sea, bordered by mangrove-lined calm backwaters on one side and pounding waves on the other.",Sightseeing & Cultural Discovery,Oct-Feb,1356.84,2,8.7,5.7,6.8,2.3,2.8,2.6,1.6,0.8,8.5,1.0,4.5,8957
3398,Delta Beach,Karnataka,Karnataka,13.2429,74.6801,attraction,Delta Beach is an important beach destination in Udupi district. Beach at the Swarna River estuary with less crowd than Malpe.,Sightseeing & Cultural Discovery,Oct-Feb,2120.84,3,7.7,7.2,8.5,3.7,5.6,1.6,1.5,1.4,8.5,0.732,4.1,1290
3399,Padukere Beach,Karnataka,Karnataka,13.2769,74.7261,attraction,Padukere Beach is an important lake destination in Udupi district. Long quiet beach and coastal village landscape.,Nature Walks & Photography,Oct-Feb,1605.88,1,9.0,8.2,8.5,2.5,9.0,2.0,2.8,1.8,8.5,0.81,4.3,1519
3400,Arbi Falls,Karnataka,Karnataka,13.3109,74.7721,attraction,Arbi Falls is an important waterfall destination in Udupi district. Small seasonal waterfall in the Western Ghats-side interior.,"Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,1315.54,3,8.2,7.6,6.9,1.3,9.0,4.8,9.5,3.3,8.5,0.772,4.4,1329
3401,Karkala Gomateshwara,Karnataka,Karnataka,13.3449,74.8181,attraction,Karkala Gomateshwara is an important temple destination in Udupi district. Large monolithic Jain statue and historic temple town.,Temple Visit & Spiritual Darshan,Oct-Feb,1698.71,1,7.9,7.0,6.0,4.0,3.3,2.6,9.5,1.3,8.5,1.0,4.5,9097
3402,Chaturmukha Basadi Karkala,Karnataka,Karnataka,13.3789,74.6641,attraction,Chaturmukha Basadi Karkala is an important temple destination in Udupi district. Distinctive Jain temple with four entrances and ornate pillars.,Temple Visit & Spiritual Darshan,Oct-Feb,2114.23,1,8.8,6.9,3.8,1.3,4.6,4.4,9.5,3.4,8.5,0.685,4.1,1099
3403,Varanga Jain Basadi,Karnataka,Karnataka,13.4129,74.7101,attraction,Varanga Jain Basadi is an important temple destination in Udupi district. Temple complex built around a lake and surrounded by Western Ghats countryside.,"Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,2087.21,1,8.6,9.1,8.5,3.2,9.0,3.2,9.5,0.7,8.5,1.0,4.9,5083
3404,Kundadri-side Western Ghats villages,Karnataka,Karnataka,13.2469,74.7561,attraction,Kundadri-side Western Ghats villages is an important heritage stepwell destination in Udupi district. Quiet forest and village landscapes beyond coastal tourism.,"Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,1678.09,1,8.8,8.0,4.6,3.1,9.0,9.5,9.5,3.4,8.5,1.0,4.5,8653
3405,Swarna River backwaters,Karnataka,Karnataka,13.2809,74.8021,attraction,"Swarna River backwaters is an important lake destination in Udupi district. Mangrove, estuary and river landscapes near Udupi.",Nature Walks & Photography,Oct-Feb,1866.07,2,9.1,7.6,8.5,1.9,9.0,2.7,3.3,2.5,8.5,1.0,4.8,4583
3406,Sasihithlu-style coastal village routes,Karnataka,Karnataka,13.3149,74.6481,attraction,"Sasihithlu-style coastal village routes is an important culture destination in Udupi district. Fishing villages, estuaries and low-tourism coastal scenery.",Sightseeing & Cultural Discovery,Oct-Feb,933.0,1,8.4,7.0,5.7,3.2,2.9,1.3,3.2,2.7,8.5,1.0,4.5,8506
3407,Yana Caves and Rocks,Karnataka,Karnataka,14.8265,74.087,attraction,Yana Caves and Rocks is an important cave destination in Uttara Kannada district. Unique black limestone rock formations surrounded by dense forest.,Nature Walks & Photography,Oct-Feb,1230.3,2,8.7,8.1,5.5,3.4,9.0,1.8,3.4,3.3,8.5,1.0,4.9,19970
3408,Kali River rafting,Karnataka,Karnataka,14.8605,74.133,attraction,Kali River rafting is an important nature destination in Uttara Kannada district. Whitewater rafting through forested Western Ghats landscape.,"Trekking & Adventure, Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,914.93,1,8.1,9.3,4.4,8.5,9.0,4.4,9.5,1.9,8.5,1.0,4.9,28469
3409,Sathodi Falls,Karnataka,Karnataka,14.8945,74.179,attraction,Sathodi Falls is an important waterfall destination in Uttara Kannada district. Wide waterfall surrounded by forest and granite cliffs.,Nature Walks & Photography,Oct-Feb,1597.22,2,8.5,8.2,6.8,4.7,9.0,4.1,4.0,0.5,8.5,0.823,4.7,1410
3410,Magod Falls,Karnataka,Karnataka,14.7285,74.225,attraction,Magod Falls is an important waterfall destination in Uttara Kannada district. Multi-tier waterfall in a deep forested valley.,Nature Walks & Photography,Oct-Feb,1886.53,1,8.3,8.2,5.0,4.0,9.0,4.8,2.2,1.0,8.5,1.0,4.9,6038
3411,Vibhooti Falls,Karnataka,Karnataka,14.7625,74.071,attraction,Vibhooti Falls is an important waterfall destination in Uttara Kannada district. Clear forest waterfall near Yana region.,Nature Walks & Photography,Oct-Feb,1742.09,2,7.7,8.5,6.5,2.3,9.0,2.8,2.6,1.3,8.5,1.0,4.2,3212
3412,Aghanashini River estuary,Karnataka,Karnataka,14.7965,74.117,attraction,Aghanashini River estuary is an important beach destination in Uttara Kannada district. One of Karnataka's important natural estuaries with mangroves and fishing villages.,Sightseeing & Cultural Discovery,Oct-Feb,1052.55,3,8.0,6.6,8.5,1.7,2.2,3.5,1.7,1.4,8.5,1.0,4.7,7994
3413,Mirjan Fort,Karnataka,Karnataka,14.8305,74.163,attraction,"An overgrown 16th-century laterite fort associated with Queen Chennabhairadevi (the ""Pepper Queen""), featuring interconnected stone cisterns and high circular bastions.",Heritage Exploration & Guided Tours,Oct-Feb,4729.64,1,8.8,7.8,3.7,4.3,4.0,9.5,1.2,2.7,8.5,1.0,4.5,4469
3414,Basavaraj Durga Island Fort,Karnataka,Karnataka,14.8645,74.209,attraction,Basavaraj Durga Island Fort is an important heritage destination in Uttara Kannada district. Offshore island fort reached by boat from Honnavar area.,Heritage Exploration & Guided Tours,Oct-Feb,3446.15,3,8.2,7.2,4.4,3.9,2.1,9.5,1.5,2.4,8.5,1.0,4.3,2839
3415,Sharavathi Kandla Mangrove Boardwalk,Karnataka,Karnataka,14.8985,74.055,attraction,Sharavathi Kandla Mangrove Boardwalk is an important nature destination in Uttara Kannada district. Mangrove ecosystem and estuary boardwalk near Honnavar.,Nature Walks & Photography,Oct-Feb,816.92,3,7.8,8.1,7.0,3.4,9.0,3.9,3.7,1.0,8.5,0.921,4.4,1922
3416,Kasarkod Eco Beach,Karnataka,Karnataka,14.7325,74.101,attraction,Kasarkod Eco Beach is an important beach destination in Uttara Kannada district. Clean beach and community eco-tourism landscape.,Sightseeing & Cultural Discovery,Oct-Feb,1808.88,3,7.9,7.0,8.5,3.7,2.9,1.9,3.0,2.0,8.5,1.0,4.5,9040
3417,Idagunji Ganapati Temple,Karnataka,Karnataka,14.7665,74.147,attraction,Idagunji Ganapati Temple is an important temple destination in Uttara Kannada district. Important coastal Ganesha pilgrimage site.,Temple Visit & Spiritual Darshan,Oct-Mar,1341.28,2,8.9,7.6,6.8,4.8,4.0,3.2,9.5,0.8,8.5,1.0,4.2,3034
3418,Murudeshwar Temple and Beach,Karnataka,Karnataka,14.8005,74.193,attraction,Murudeshwar Temple and Beach is an important temple destination in Uttara Kannada district. Major Shiva temple and towering statue beside the Arabian Sea.,Temple Visit & Spiritual Darshan,Oct-Mar,1985.3,2,8.5,8.0,8.5,4.2,5.4,2.1,9.5,0.8,8.5,1.0,4.9,9173
3419,Nirvana Beach,Karnataka,Karnataka,14.8345,74.039,attraction,Nirvana Beach is an important beach destination in Uttara Kannada district. Quiet beach near Gokarna with less commercial development.,Sightseeing & Cultural Discovery,Oct-Feb,1857.75,1,7.9,6.9,8.5,4.7,3.1,3.3,1.4,2.0,8.5,0.634,4.3,816
3420,Kali Tiger Reserve,Karnataka,Karnataka,14.8685,74.085,attraction,Kali Tiger Reserve is an important wildlife destination in Uttara Kannada district. Protected tiger landscape encompassing Dandeli-Anshi forests.,Nature Walks & Photography,Oct-Feb,800.09,4,8.7,7.3,5.4,1.0,9.0,4.1,2.4,2.1,8.5,1.0,4.9,12168
3421,Devbagh Island/beach,Karnataka,Karnataka,14.9025,74.131,attraction,Devbagh Island/beach is an important beach destination in Uttara Kannada district. Island-like coastal landscape near Karwar and Kali estuary.,Sightseeing & Cultural Discovery,Oct-Feb,1029.93,1,8.6,5.6,8.5,1.3,2.3,1.1,1.7,1.5,8.5,1.0,4.4,2508
3422,Karwar Rabindranath Tagore Beach,Karnataka,Karnataka,14.7365,74.177,attraction,Karwar Rabindranath Tagore Beach is an important beach destination in Uttara Kannada district. Urban coastal viewpoint and Arabian Sea sunset location.,Sightseeing & Cultural Discovery,Oct-Feb,984.67,2,8.1,6.9,8.5,2.4,4.7,4.0,2.8,1.3,8.5,1.0,4.5,4644
3423,Kaiga,Karnataka,Karnataka,15.3013,75.7187,attraction,"Kaiga is an authentic attraction destination located in ,  district of Karnataka. Celebrated for its regional significance and unique ambiance, it offers travelers an immersive experience in the culture, scenic beauty, and heritage of Karnataka.",Heritage Exploration & Guided Tours,Oct-Feb,2064.08,3,7.9,6.8,8.5,3.0,5.9,9.5,2.6,2.1,8.5,0.786,4.2,1464
3424,Kumta coastal backwaters,Karnataka,Karnataka,14.8045,74.069,attraction,Kumta coastal backwaters is an important lake destination in Uttara Kannada district. Estuaries and fishing-village landscapes around Kumta.,Nature Walks & Photography,Oct-Feb,2004.58,4,8.8,8.3,8.5,3.4,9.0,2.6,3.0,1.9,8.5,1.0,4.5,5437
3425,Ibrahim Rauza,Karnataka,Karnataka,16.8502,75.69,attraction,Ibrahim Rauza is an important religious heritage destination in Vijayapura district. Elegant Adil Shahi tomb and mosque complex.,"Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,1752.86,4,8.1,7.2,6.3,4.2,2.1,9.5,9.5,1.7,8.5,1.0,4.9,22847
3426,Bijapur Fort,Karnataka,Karnataka,16.8842,75.736,attraction,Bijapur Fort is an important heritage destination in Vijayapura district. Large fortified historic city with multiple monuments.,"Heritage Exploration & Guided Tours, Local Food & Night Markets",Oct-Feb,3835.98,4,9.0,7.1,6.6,4.6,5.1,9.5,1.6,8.0,8.5,1.0,4.9,20398
3427,Malik-e-Maidan,Karnataka,Karnataka,16.9182,75.782,attraction,Malik-e-Maidan is an important heritage destination in Vijayapura district. Historic giant cannon and medieval military monument.,Heritage Exploration & Guided Tours,Oct-Feb,1008.81,3,7.6,7.6,4.5,3.4,5.1,9.5,2.7,1.5,8.5,1.0,4.3,2439
3428,Gagan Mahal,Karnataka,Karnataka,16.7522,75.628,attraction,"A royal pleasure pavilion built in 1561 CE featuring an enormous 20-meter central archway, bordered by shaded gardens and ruined water features.",Heritage Exploration & Guided Tours,Oct-Feb,2188.34,2,8.8,7.4,7.0,3.8,4.1,9.5,3.3,1.9,8.5,0.897,4.5,1786
3429,Mehtar Mahal,Karnataka,Karnataka,16.7862,75.674,attraction,Mehtar Mahal is an important heritage destination in Vijayapura district. Decorative Indo-Islamic gateway and mosque structure.,"Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,1788.67,3,9.0,5.9,4.3,2.5,3.8,9.5,9.5,2.0,8.5,0.602,4.3,686
3430,Sangeet Mahal,Karnataka,Karnataka,16.8202,75.72,attraction,"The ruins of Nauraspur, an ancient twin city housing the arched Sangeet Mahal and an engineered underground water-channel network.","Heritage Exploration & Guided Tours, Local Food & Night Markets",Oct-Feb,802.05,4,8.3,6.5,6.3,2.1,3.0,9.5,3.5,8.0,8.5,1.0,4.9,6820
3431,Asar Mahal,Karnataka,Karnataka,16.8542,75.766,attraction,Asar Mahal is an important temple destination in Vijayapura district. Historic palace and sacred relic site.,"Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,1909.47,3,8.4,5.2,5.0,1.4,2.3,9.5,9.5,1.7,8.5,1.0,4.9,2591
3432,Barakaman,Karnataka,Karnataka,16.8882,75.612,attraction,"The unfinished 12-arched stone mausoleum of Ali Adil Shah II, alongside the quieter suburban ruins of the Afzal Khan palace and step-tank.",Heritage Exploration & Guided Tours,Oct-Feb,1579.84,2,8.9,6.9,6.3,2.9,3.3,9.5,1.6,3.1,8.5,1.0,4.9,8126
3433,Torvi Narasimha Temple,Karnataka,Karnataka,16.9222,75.658,attraction,Torvi Narasimha Temple is an important temple destination in Vijayapura district. Historic cave temple and religious site near Vijayapura.,Temple Visit & Spiritual Darshan,Oct-Mar,1786.25,3,8.1,5.6,3.6,1.2,2.4,4.3,9.5,1.1,8.5,1.0,4.7,7819
3434,Uppali Buruz,Karnataka,Karnataka,16.7562,75.704,attraction,Uppali Buruz is an important heritage destination in Vijayapura district. Historic watchtower and city viewpoint.,"Heritage Exploration & Guided Tours, Local Food & Night Markets",Oct-Feb,1885.58,2,8.7,6.2,6.1,2.8,2.6,9.5,3.0,8.0,8.5,1.0,4.5,2757
3435,Mecca Gate,Karnataka,Karnataka,16.7902,75.75,attraction,Mecca Gate is an important heritage destination in Vijayapura district. Historic city gateway from the Adil Shahi period.,"Heritage Exploration & Guided Tours, Local Food & Night Markets",Oct-Feb,1135.87,3,7.7,7.3,3.5,3.9,5.9,9.5,1.7,8.0,8.5,0.576,4.3,584
3436,Jod Gumbaz,Karnataka,Karnataka,16.8242,75.796,attraction,Jod Gumbaz is an important religious heritage destination in Vijayapura district. Pair of domed tombs with decorative architecture.,Heritage Exploration & Guided Tours,Oct-Feb,1037.57,2,9.2,7.7,6.5,2.7,5.6,9.5,1.6,3.3,8.5,1.0,4.6,8401
3437,Chand Bawdi,Karnataka,Karnataka,16.8582,75.642,attraction,Chand Bawdi is an important heritage stepwell destination in Vijayapura district. Historic stepwell and important medieval water-management monument.,Heritage Exploration & Guided Tours,Oct-Feb,1854.54,3,8.2,6.1,6.1,2.8,4.0,9.5,3.8,2.2,8.5,1.0,4.5,6486
3438,Malik Sandal Mosque,Karnataka,Karnataka,16.8922,75.688,attraction,Malik Sandal Mosque is an important religious heritage destination in Vijayapura district. Lesser-visited Deccan Islamic architectural monument.,"Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,1940.83,1,8.7,6.1,6.4,3.5,3.0,9.5,9.5,0.8,8.5,0.595,4.1,740
3439,Arakere village heritage,Karnataka,Karnataka,16.9262,75.734,attraction,Arakere village heritage is an important lake destination in Vijayapura district. Rural medieval monument landscape outside central Vijayapura.,"Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,835.14,1,8.1,8.0,8.5,2.3,9.0,9.5,2.9,1.1,8.5,1.0,4.9,5375
3440,Royal Enclosure,Karnataka,Karnataka,15.1989,76.4609,attraction,Royal Enclosure is an important heritage destination in Vijayanagara district. Large archaeological zone containing Mahanavami Dibba and palace foundations.,Heritage Exploration & Guided Tours,Oct-Feb,1997.42,1,8.7,7.4,3.3,2.4,4.5,9.5,3.7,3.0,8.5,0.495,4.1,340
3441,Malyavanta Hill,Karnataka,Karnataka,15.2329,76.3069,attraction,Malyavanta Hill is an important hill destination in Vijayanagara district. Hilltop temple and panoramic sunset landscape.,"Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,1891.88,4,8.2,8.3,8.5,2.2,9.0,4.6,9.5,1.8,8.5,0.562,4.4,486
3442,Matanga Hill,Karnataka,Karnataka,15.2669,76.3529,attraction,Matanga Hill is an important hill destination in Vijayanagara district. High granite hill offering broad sunrise and sunset views.,Nature Walks & Photography,Oct-Feb,1398.71,2,9.0,7.8,8.5,2.4,9.0,4.2,2.9,3.4,8.5,1.0,4.9,26718
3443,Sasivekalu Ganesha,Karnataka,Karnataka,15.3009,76.3989,attraction,Sasivekalu Ganesha is an important temple destination in Vijayanagara district. Large monolithic Ganesha statue carved from granite.,Temple Visit & Spiritual Darshan,Oct-Feb,1724.25,1,8.3,6.8,3.8,4.0,2.7,1.3,9.5,1.5,8.5,1.0,4.3,3272
3444,Pattabhirama Temple,Karnataka,Karnataka,15.3349,76.4449,attraction,Pattabhirama Temple is an important temple destination in Vijayanagara district. Large but quieter Vijayanagara temple complex.,"Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Mar,2124.08,2,8.7,6.6,5.2,1.6,6.0,2.2,9.5,1.7,8.5,1.0,4.6,5856
3445,Achyuta Raya Bazaar,Karnataka,Karnataka,15.1689,76.2909,attraction,Achyuta Raya Bazaar is an important heritage destination in Vijayanagara district. Long ruined market street leading toward Achyutaraya Temple.,"Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan, Local Food & Night Markets",Oct-Feb,2146.21,2,8.9,6.9,6.3,3.3,5.8,9.5,9.5,8.0,8.5,0.46,4.1,200
