place_id,destination_id,name,category,latitude,longitude,rating,price,opening_time,closing_time
plc-00597,145,TU-142 Aircraft Museum Temple #1,Temple,22.479999,79.070245,3.8,250.0,08:00,18:30
plc-00598,145,TU-142 Aircraft Museum Craft Cluster #2,Craft Cluster,22.544431,79.02571,3.8,50.0,08:00,18:30
plc-00599,145,TU-142 Aircraft Museum Craft Cluster #3,Craft Cluster,22.684633,78.862667,4.4,100.0,08:00,18:30
plc-00600,146,Kailasagiri Hilltop Park & Sea Views Craft Cluster #1,Craft Cluster,22.473031,78.984161,4.7,0.0,08:00,18:30
plc-00601,146,Kailasagiri Hilltop Park & Sea Views Waterfall Point #2,Waterfall Point,22.671242,78.985861,4.4,0.0,08:00,18:30
plc-00602,146,Kailasagiri Hilltop Park & Sea Views Waterfall Point #3,Waterfall Point,22.771622,78.926105,4.3,50.0,08:00,18:30
plc-00603,146,Kailasagiri Hilltop Park & Sea Views Waterfall Point #4,Waterfall Point,22.59088,78.778483,4.7,50.0,08:00,18:30
plc-00604,147,Rushikonda Beach Blue Flag Viewpoint #1,Viewpoint,22.753752,78.915292,4.0,50.0,08:00,18:30
plc-00605,147,Rushikonda Beach Blue Flag Historic Gate #2,Historic Gate,22.501003,78.812963,3.9,50.0,08:00,18:30
plc-00606,147,Rushikonda Beach Blue Flag Temple #3,Temple,22.526118,78.895685,4.8,500.0,08:00,18:30
plc-00607,147,Rushikonda Beach Blue Flag Temple #4,Temple,22.554808,78.979641,4.7,50.0,08:00,18:30
plc-00608,148,Thotlakonda Buddhist Complex Viewpoint #1,Viewpoint,22.639501,78.972163,4.3,50.0,08:00,18:30
plc-00609,148,Thotlakonda Buddhist Complex Local Cafe #2,Local Cafe,22.6082,78.871108,4.8,250.0,08:00,18:30
plc-00610,148,Thotlakonda Buddhist Complex Temple #3,Temple,22.720348,78.850775,4.6,100.0,08:00,18:30
plc-00611,148,Thotlakonda Buddhist Complex Historic Gate #4,Historic Gate,22.473484,79.061659,4.5,50.0,08:00,18:30
plc-00612,149,Bavikonda Buddhist Heritage Complex Viewpoint #1,Viewpoint,22.499693,79.102302,4.8,500.0,08:00,18:30
plc-00613,149,Bavikonda Buddhist Heritage Complex Viewpoint #2,Viewpoint,22.650994,79.128055,3.9,50.0,08:00,18:30
plc-00614,149,Bavikonda Buddhist Heritage Complex Craft Cluster #3,Craft Cluster,22.527039,78.916345,4.2,0.0,08:00,18:30
plc-00615,149,Bavikonda Buddhist Heritage Complex Viewpoint #4,Viewpoint,22.589706,79.118565,4.9,500.0,08:00,18:30
plc-00616,149,Bavikonda Buddhist Heritage Complex Waterfall Point #5,Waterfall Point,22.622579,78.994948,4.6,0.0,08:00,18:30
plc-00617,150,Gandikota Grand Canyon of India Temple #1,Temple,22.527866,78.967614,4.4,0.0,08:00,18:30
plc-00618,150,Gandikota Grand Canyon of India Historic Gate #2,Historic Gate,22.678949,78.926018,4.4,0.0,08:00,18:30
plc-00619,150,Gandikota Grand Canyon of India Local Cafe #3,Local Cafe,22.663258,78.915093,4.7,100.0,08:00,18:30
plc-00620,150,Gandikota Grand Canyon of India Viewpoint #4,Viewpoint,22.552356,78.995647,4.0,0.0,08:00,18:30
plc-00621,151,Gandikota Fort & Madhavaraya Temple Craft Cluster #1,Craft Cluster,22.629811,79.045533,4.9,100.0,08:00,18:30
plc-00622,151,Gandikota Fort & Madhavaraya Temple Waterfall Point #2,Waterfall Point,22.760941,78.931048,4.9,0.0,08:00,18:30
plc-00623,151,Gandikota Fort & Madhavaraya Temple Local Cafe #3,Local Cafe,22.754762,78.913128,4.9,0.0,08:00,18:30
plc-00624,151,Gandikota Fort & Madhavaraya Temple Waterfall Point #4,Waterfall Point,22.71442,78.862476,4.5,0.0,08:00,18:30
plc-00625,152,Belum Caves (Longest Cave in Plains) Waterfall Point #1,Waterfall Point,22.617005,79.025784,4.1,0.0,08:00,18:30
plc-00626,152,Belum Caves (Longest Cave in Plains) Viewpoint #2,Viewpoint,22.648225,78.884702,4.1,50.0,08:00,18:30
plc-00627,152,Belum Caves (Longest Cave in Plains) Waterfall Point #3,Waterfall Point,22.54957,79.081595,4.1,100.0,08:00,18:30
plc-00628,152,Belum Caves (Longest Cave in Plains) Craft Cluster #4,Craft Cluster,22.659769,78.958663,4.0,50.0,08:00,18:30
plc-00629,153,Yaganti Uma Maheshwara Temple (Growing Nandi) Historic Gate #1,Historic Gate,22.716099,79.10842,4.5,0.0,08:00,18:30
plc-00630,153,Yaganti Uma Maheshwara Temple (Growing Nandi) Temple #2,Temple,22.57959,79.010894,4.4,100.0,08:00,18:30
plc-00631,153,Yaganti Uma Maheshwara Temple (Growing Nandi) Viewpoint #3,Viewpoint,22.629885,78.926872,4.2,100.0,08:00,18:30
plc-00632,154,Ahobilam 9 Nava Narasimha Temples Viewpoint #1,Viewpoint,22.649351,79.023838,4.1,0.0,08:00,18:30
plc-00633,154,Ahobilam 9 Nava Narasimha Temples Viewpoint #2,Viewpoint,22.605427,78.812352,4.6,50.0,08:00,18:30
plc-00634,154,Ahobilam 9 Nava Narasimha Temples Craft Cluster #3,Craft Cluster,22.751178,79.003136,4.7,100.0,08:00,18:30
plc-00635,155,Konda Reddy Buruju Fort Temple #1,Temple,22.475283,78.902297,4.2,50.0,08:00,18:30
plc-00636,155,Konda Reddy Buruju Fort Historic Gate #2,Historic Gate,22.447705,78.862465,4.2,0.0,08:00,18:30
plc-00637,155,Konda Reddy Buruju Fort Local Cafe #3,Local Cafe,22.571416,78.800676,4.7,100.0,08:00,18:30
plc-00638,155,Konda Reddy Buruju Fort Craft Cluster #4,Craft Cluster,22.46173,78.867748,4.2,100.0,08:00,18:30
plc-00639,155,Konda Reddy Buruju Fort Waterfall Point #5,Waterfall Point,22.561253,79.045939,4.2,250.0,08:00,18:30
plc-00640,156,Oravakallu Rock Garden Quartz Formations Viewpoint #1,Viewpoint,22.568611,78.87127,4.8,0.0,08:00,18:30
plc-00641,156,Oravakallu Rock Garden Quartz Formations Waterfall Point #2,Waterfall Point,22.657474,78.940194,4.9,0.0,08:00,18:30
plc-00642,156,Oravakallu Rock Garden Quartz Formations Viewpoint #3,Viewpoint,22.507769,78.998703,4.1,50.0,08:00,18:30
plc-00643,156,Oravakallu Rock Garden Quartz Formations Historic Gate #4,Historic Gate,22.5961,78.877422,4.5,0.0,08:00,18:30
plc-00644,157,Mantralayam Sri Raghavendra Swamy Matha Waterfall Point #1,Waterfall Point,22.442088,78.792069,4.2,50.0,08:00,18:30
plc-00645,157,Mantralayam Sri Raghavendra Swamy Matha Temple #2,Temple,22.579441,78.800705,4.5,100.0,08:00,18:30
plc-00646,157,Mantralayam Sri Raghavendra Swamy Matha Historic Gate #3,Historic Gate,22.542912,79.030029,4.1,0.0,08:00,18:30
plc-00647,158,Lepakshi Monolithic Nandi Waterfall Point #1,Waterfall Point,22.499948,78.821496,4.4,50.0,08:00,18:30
plc-00648,158,Lepakshi Monolithic Nandi Local Cafe #2,Local Cafe,22.629546,79.061578,3.8,500.0,08:00,18:30
plc-00649,158,Lepakshi Monolithic Nandi Waterfall Point #3,Waterfall Point,22.555194,78.869217,4.4,250.0,08:00,18:30
plc-00650,158,Lepakshi Monolithic Nandi Waterfall Point #4,Waterfall Point,22.513854,78.914369,4.5,50.0,08:00,18:30
plc-00651,159,Mallikarjuna Swamy Jyotirlinga Srisailam Temple #1,Temple,22.738921,78.944915,4.2,0.0,08:00,18:30
plc-00652,159,Mallikarjuna Swamy Jyotirlinga Srisailam Viewpoint #2,Viewpoint,22.471553,78.890348,3.8,500.0,08:00,18:30
plc-00653,159,Mallikarjuna Swamy Jyotirlinga Srisailam Historic Gate #3,Historic Gate,22.625305,78.866512,4.8,250.0,08:00,18:30
plc-00654,160,Srisailam Dam on Krishna River Historic Gate #1,Historic Gate,22.56564,78.969736,4.0,50.0,08:00,18:30
plc-00655,160,Srisailam Dam on Krishna River Waterfall Point #2,Waterfall Point,22.762765,78.908519,4.7,0.0,08:00,18:30
plc-00656,160,Srisailam Dam on Krishna River Local Cafe #3,Local Cafe,22.529447,78.932704,4.8,100.0,08:00,18:30
plc-00657,160,Srisailam Dam on Krishna River Local Cafe #4,Local Cafe,22.669417,79.041825,4.1,50.0,08:00,18:30
plc-00658,161,Akka Mahadevi Caves Srisailam Local Cafe #1,Local Cafe,22.47478,78.910057,4.7,0.0,08:00,18:30
plc-00659,161,Akka Mahadevi Caves Srisailam Viewpoint #2,Viewpoint,22.521945,78.916706,4.7,100.0,08:00,18:30
plc-00660,161,Akka Mahadevi Caves Srisailam Temple #3,Temple,22.587878,78.898506,4.5,50.0,08:00,18:30
plc-00661,161,Akka Mahadevi Caves Srisailam Craft Cluster #4,Craft Cluster,22.519026,78.909297,3.9,0.0,08:00,18:30
plc-00662,161,Akka Mahadevi Caves Srisailam Craft Cluster #5,Craft Cluster,22.650889,78.948005,4.4,0.0,08:00,18:30
plc-00663,162,Kanaka Durga Temple Indrakeeladri Local Cafe #1,Local Cafe,22.584683,78.933143,4.9,50.0,08:00,18:30
plc-00664,162,Kanaka Durga Temple Indrakeeladri Waterfall Point #2,Waterfall Point,22.599877,78.827029,4.8,250.0,08:00,18:30
plc-00665,162,Kanaka Durga Temple Indrakeeladri Temple #3,Temple,22.733431,79.036511,4.5,100.0,08:00,18:30
plc-00666,163,Undavalli 4-Tier Rock Cut Caves Waterfall Point #1,Waterfall Point,22.661883,78.881104,4.0,50.0,08:00,18:30
plc-00667,163,Undavalli 4-Tier Rock Cut Caves Waterfall Point #2,Waterfall Point,22.506838,79.007893,4.1,100.0,08:00,18:30
plc-00668,163,Undavalli 4-Tier Rock Cut Caves Waterfall Point #3,Waterfall Point,22.482332,79.035257,4.3,500.0,08:00,18:30
plc-00669,164,Bhavani Island Krishna River Resort Historic Gate #1,Historic Gate,22.426785,79.072779,4.9,100.0,08:00,18:30
plc-00670,164,Bhavani Island Krishna River Resort Viewpoint #2,Viewpoint,22.44912,79.025363,3.9,0.0,08:00,18:30
plc-00671,164,Bhavani Island Krishna River Resort Viewpoint #3,Viewpoint,22.571787,78.891134,4.4,50.0,08:00,18:30
plc-00672,164,Bhavani Island Krishna River Resort Historic Gate #4,Historic Gate,22.582031,78.847276,4.4,0.0,08:00,18:30
plc-00673,164,Bhavani Island Krishna River Resort Viewpoint #5,Viewpoint,22.619948,78.975457,4.2,0.0,08:00,18:30
plc-00674,165,Prakasam Barrage & Krishna Promenade Historic Gate #1,Historic Gate,22.62862,78.92334,4.2,50.0,08:00,18:30
plc-00675,165,Prakasam Barrage & Krishna Promenade Historic Gate #2,Historic Gate,22.584355,79.021468,4.4,100.0,08:00,18:30
plc-00676,165,Prakasam Barrage & Krishna Promenade Craft Cluster #3,Craft Cluster,22.539329,78.913168,4.0,50.0,08:00,18:30
plc-00677,166,Amaravati Great Mahachaitya Stupa Craft Cluster #1,Craft Cluster,22.654024,79.121211,4.3,0.0,08:00,18:30
plc-00678,166,Amaravati Great Mahachaitya Stupa Temple #2,Temple,22.498609,79.122624,4.4,0.0,08:00,18:30
plc-00679,166,Amaravati Great Mahachaitya Stupa Historic Gate #3,Historic Gate,22.664337,78.864,4.6,0.0,08:00,18:30
plc-00680,167,Dhyana Buddha Statue Amaravati Historic Gate #1,Historic Gate,22.549696,78.959493,4.3,0.0,08:00,18:30
plc-00681,167,Dhyana Buddha Statue Amaravati Craft Cluster #2,Craft Cluster,22.54881,78.866823,3.8,250.0,08:00,18:30
plc-00682,167,Dhyana Buddha Statue Amaravati Temple #3,Temple,22.5448,79.103561,4.7,250.0,08:00,18:30
plc-00683,167,Dhyana Buddha Statue Amaravati Viewpoint #4,Viewpoint,22.581824,78.833574,4.7,0.0,08:00,18:30
plc-00684,168,Mangalagiri Panakala Lakshmi Narasimha Swamy Viewpoint #1,Viewpoint,22.554346,78.801133,4.0,500.0,08:00,18:30
plc-00685,168,Mangalagiri Panakala Lakshmi Narasimha Swamy Waterfall Point #2,Waterfall Point,22.645936,78.893742,4.2,0.0,08:00,18:30
plc-00686,168,Mangalagiri Panakala Lakshmi Narasimha Swamy Viewpoint #3,Viewpoint,22.521975,78.989816,4.5,0.0,08:00,18:30
plc-00687,169,Kondapalli Fort & Toy Artisan Village Local Cafe #1,Local Cafe,22.526195,79.019764,4.6,0.0,08:00,18:30
plc-00688,169,Kondapalli Fort & Toy Artisan Village Temple #2,Temple,22.54298,78.873564,3.8,0.0,08:00,18:30
plc-00689,169,Kondapalli Fort & Toy Artisan Village Temple #3,Temple,22.541457,79.070372,3.8,0.0,08:00,18:30
plc-00690,170,Papikondalu Hills Godavari Boat Cruise Viewpoint #1,Viewpoint,22.692175,79.095614,4.5,500.0,08:00,18:30
plc-00691,170,Papikondalu Hills Godavari Boat Cruise Waterfall Point #2,Waterfall Point,22.558964,79.101944,4.5,0.0,08:00,18:30
plc-00692,170,Papikondalu Hills Godavari Boat Cruise Waterfall Point #3,Waterfall Point,22.707884,79.001382,4.6,100.0,08:00,18:30
plc-00693,171,Dowleswaram Barrage Sir Arthur Cotton Museum Viewpoint #1,Viewpoint,22.724964,78.903113,4.7,250.0,08:00,18:30
plc-00694,171,Dowleswaram Barrage Sir Arthur Cotton Museum Temple #2,Temple,22.707182,78.989874,4.8,100.0,08:00,18:30
plc-00695,171,Dowleswaram Barrage Sir Arthur Cotton Museum Temple #3,Temple,22.670586,79.055488,4.8,250.0,08:00,18:30
plc-00696,172,Dindi Backwaters & Coconut Country Historic Gate #1,Historic Gate,22.522842,78.994734,4.8,50.0,08:00,18:30
plc-00697,172,Dindi Backwaters & Coconut Country Historic Gate #2,Historic Gate,22.730552,79.044664,4.5,0.0,08:00,18:30
plc-00698,172,Dindi Backwaters & Coconut Country Local Cafe #3,Local Cafe,22.59075,79.084589,4.6,0.0,08:00,18:30
plc-00699,172,Dindi Backwaters & Coconut Country Waterfall Point #4,Waterfall Point,22.523879,79.142212,4.0,250.0,08:00,18:30
plc-00700,172,Dindi Backwaters & Coconut Country Craft Cluster #5,Craft Cluster,22.628746,78.968455,3.9,50.0,08:00,18:30
plc-00701,173,Antarvedi Sri Lakshmi Narasimha Swamy Temple Viewpoint #1,Viewpoint,22.760115,79.095763,4.8,250.0,08:00,18:30
plc-00702,173,Antarvedi Sri Lakshmi Narasimha Swamy Temple Waterfall Point #2,Waterfall Point,22.513701,79.01417,4.5,250.0,08:00,18:30
plc-00703,173,Antarvedi Sri Lakshmi Narasimha Swamy Temple Historic Gate #3,Historic Gate,22.513834,79.094393,4.5,100.0,08:00,18:30
plc-00704,173,Antarvedi Sri Lakshmi Narasimha Swamy Temple Historic Gate #4,Historic Gate,22.708529,79.019587,3.8,50.0,08:00,18:30
plc-00705,174,Draksharamam Bhimeswara Temple (Pancharama) Temple #1,Temple,22.57225,78.865749,4.5,500.0,08:00,18:30
plc-00706,174,Draksharamam Bhimeswara Temple (Pancharama) Viewpoint #2,Viewpoint,22.620729,78.814376,4.8,50.0,08:00,18:30
plc-00707,174,Draksharamam Bhimeswara Temple (Pancharama) Local Cafe #3,Local Cafe,22.579255,78.964662,4.5,250.0,08:00,18:30
plc-00708,174,Draksharamam Bhimeswara Temple (Pancharama) Temple #4,Temple,22.760627,78.954564,4.2,0.0,08:00,18:30
plc-00709,174,Draksharamam Bhimeswara Temple (Pancharama) Historic Gate #5,Historic Gate,22.61919,79.061572,4.4,0.0,08:00,18:30
plc-00710,175,Annavaram Sri Veera Venkata Satyanarayana Swamy Waterfall Point #1,Waterfall Point,22.632018,78.935731,4.4,0.0,08:00,18:30
plc-00711,175,Annavaram Sri Veera Venkata Satyanarayana Swamy Craft Cluster #2,Craft Cluster,22.435379,79.002419,4.5,0.0,08:00,18:30
plc-00712,175,Annavaram Sri Veera Venkata Satyanarayana Swamy Historic Gate #3,Historic Gate,22.490698,79.019014,4.2,100.0,08:00,18:30
plc-00713,175,Annavaram Sri Veera Venkata Satyanarayana Swamy Waterfall Point #4,Waterfall Point,22.667118,78.810651,4.1,0.0,08:00,18:30
plc-00714,175,Annavaram Sri Veera Venkata Satyanarayana Swamy Local Cafe #5,Local Cafe,22.667716,78.868158,4.0,0.0,08:00,18:30
plc-00715,176,Horsley Hills Hill Resort Local Cafe #1,Local Cafe,22.459664,78.910885,3.8,50.0,08:00,18:30
plc-00716,176,Horsley Hills Hill Resort Viewpoint #2,Viewpoint,22.452425,78.816931,4.4,0.0,08:00,18:30
plc-00717,176,Horsley Hills Hill Resort Craft Cluster #3,Craft Cluster,22.617629,79.048331,3.9,0.0,08:00,18:30
plc-00718,176,Horsley Hills Hill Resort Historic Gate #4,Historic Gate,22.575216,78.902357,3.8,0.0,08:00,18:30
plc-00719,177,Pulicat Lake & Flamingos Sanctuary Temple #1,Temple,22.625985,78.946177,3.8,100.0,08:00,18:30
plc-00720,177,Pulicat Lake & Flamingos Sanctuary Temple #2,Temple,22.526846,78.954104,4.0,0.0,08:00,18:30
plc-00721,177,Pulicat Lake & Flamingos Sanctuary Historic Gate #3,Historic Gate,22.526263,79.020757,4.0,0.0,08:00,18:30
plc-00722,178,Nelapattu Bird Sanctuary Pelicans Local Cafe #1,Local Cafe,22.564847,79.086245,4.5,250.0,08:00,18:30
plc-00723,178,Nelapattu Bird Sanctuary Pelicans Waterfall Point #2,Waterfall Point,22.552721,79.027853,4.5,250.0,08:00,18:30
plc-00724,178,Nelapattu Bird Sanctuary Pelicans Viewpoint #3,Viewpoint,22.694597,78.995439,4.0,50.0,08:00,18:30
plc-00725,178,Nelapattu Bird Sanctuary Pelicans Temple #4,Temple,22.575056,78.824994,4.5,250.0,08:00,18:30
plc-00726,178,Nelapattu Bird Sanctuary Pelicans Historic Gate #5,Historic Gate,22.666062,78.857033,4.8,50.0,08:00,18:30
plc-00727,179,Kanipakam Varasiddhi Vinayaka Temple Viewpoint #1,Viewpoint,22.61441,78.886319,4.6,250.0,08:00,18:30
plc-00728,179,Kanipakam Varasiddhi Vinayaka Temple Historic Gate #2,Historic Gate,22.634007,78.825805,4.2,100.0,08:00,18:30
plc-00729,179,Kanipakam Varasiddhi Vinayaka Temple Local Cafe #3,Local Cafe,22.614339,78.921028,4.8,0.0,08:00,18:30
plc-00730,179,Kanipakam Varasiddhi Vinayaka Temple Waterfall Point #4,Waterfall Point,22.608993,79.088661,4.0,100.0,08:00,18:30
plc-00731,179,Kanipakam Varasiddhi Vinayaka Temple Waterfall Point #5,Waterfall Point,22.454573,78.945451,4.1,50.0,08:00,18:30
plc-00732,180,Thimmamma Marrimanu (World's Largest Banyan Canopy) Local Cafe #1,Local Cafe,22.654959,78.859653,4.0,50.0,08:00,18:30
plc-00733,180,Thimmamma Marrimanu (World's Largest Banyan Canopy) Waterfall Point #2,Waterfall Point,22.481355,78.927038,4.2,100.0,08:00,18:30
plc-00734,180,Thimmamma Marrimanu (World's Largest Banyan Canopy) Craft Cluster #3,Craft Cluster,22.459567,78.980599,4.4,500.0,08:00,18:30
plc-00735,181,Gooty Fort (Historic Rammurthy Hill Fortress) Viewpoint #1,Viewpoint,22.551788,78.985927,3.9,50.0,08:00,18:30
plc-00736,181,Gooty Fort (Historic Rammurthy Hill Fortress) Waterfall Point #2,Waterfall Point,22.706798,78.858367,4.4,50.0,08:00,18:30
plc-00737,181,Gooty Fort (Historic Rammurthy Hill Fortress) Craft Cluster #3,Craft Cluster,22.592883,78.976962,4.6,50.0,08:00,18:30
plc-00738,181,Gooty Fort (Historic Rammurthy Hill Fortress) Waterfall Point #4,Waterfall Point,22.572008,79.069721,4.6,0.0,08:00,18:30
plc-00739,181,Gooty Fort (Historic Rammurthy Hill Fortress) Waterfall Point #5,Waterfall Point,22.751952,78.942071,4.6,250.0,08:00,18:30
plc-00740,182,Penukonda Fort & Gagan Mahal Palace Local Cafe #1,Local Cafe,22.673473,79.082286,4.8,0.0,08:00,18:30
plc-00741,182,Penukonda Fort & Gagan Mahal Palace Viewpoint #2,Viewpoint,22.507549,79.051204,4.9,50.0,08:00,18:30
plc-00742,182,Penukonda Fort & Gagan Mahal Palace Temple #3,Temple,22.507118,78.809889,4.5,50.0,08:00,18:30
plc-00743,182,Penukonda Fort & Gagan Mahal Palace Local Cafe #4,Local Cafe,22.660075,79.014766,3.8,500.0,08:00,18:30
plc-00744,183,Tadipatri Chintala Venkataramana Temple (Vijayanagara Stone Art) Waterfall Point #1,Waterfall Point,22.528414,78.818689,4.6,50.0,08:00,18:30
plc-00745,183,Tadipatri Chintala Venkataramana Temple (Vijayanagara Stone Art) Viewpoint #2,Viewpoint,22.666904,79.05823,3.9,0.0,08:00,18:30
plc-00746,183,Tadipatri Chintala Venkataramana Temple (Vijayanagara Stone Art) Temple #3,Temple,22.504526,79.035042,4.2,100.0,08:00,18:30
plc-00747,183,Tadipatri Chintala Venkataramana Temple (Vijayanagara Stone Art) Waterfall Point #4,Waterfall Point,22.655951,79.023667,4.6,0.0,08:00,18:30
plc-00748,183,Tadipatri Chintala Venkataramana Temple (Vijayanagara Stone Art) Temple #5,Temple,22.624544,78.993885,3.9,50.0,08:00,18:30
plc-00749,184,Bugga Ramalingeswara Temple (Perennial Underground Spring) Craft Cluster #1,Craft Cluster,22.454758,79.046571,4.7,0.0,08:00,18:30
plc-00750,184,Bugga Ramalingeswara Temple (Perennial Underground Spring) Viewpoint #2,Viewpoint,22.720463,79.016258,4.5,50.0,08:00,18:30
plc-00751,184,Bugga Ramalingeswara Temple (Perennial Underground Spring) Craft Cluster #3,Craft Cluster,22.702417,78.877094,4.3,0.0,08:00,18:30
plc-00752,184,Bugga Ramalingeswara Temple (Perennial Underground Spring) Local Cafe #4,Local Cafe,22.628318,78.943665,4.7,0.0,08:00,18:30
plc-00753,185,Prashanthi Nilayam (Sathya Sai Ashram) Temple #1,Temple,22.480878,79.105726,4.7,250.0,08:00,18:30
plc-00754,185,Prashanthi Nilayam (Sathya Sai Ashram) Craft Cluster #2,Craft Cluster,22.744792,79.026542,4.9,0.0,08:00,18:30
plc-00755,185,Prashanthi Nilayam (Sathya Sai Ashram) Viewpoint #3,Viewpoint,22.650695,78.839096,4.2,100.0,08:00,18:30
plc-00756,185,Prashanthi Nilayam (Sathya Sai Ashram) Local Cafe #4,Local Cafe,22.623006,79.058833,3.8,50.0,08:00,18:30
plc-00757,185,Prashanthi Nilayam (Sathya Sai Ashram) Waterfall Point #5,Waterfall Point,22.602519,78.895024,4.9,500.0,08:00,18:30
plc-00758,186,Kadiri Lakshmi Narasimha Swamy Temple Local Cafe #1,Local Cafe,22.706612,78.893508,4.5,500.0,08:00,18:30
plc-00759,186,Kadiri Lakshmi Narasimha Swamy Temple Historic Gate #2,Historic Gate,22.47744,78.90209,4.2,250.0,08:00,18:30
plc-00760,186,Kadiri Lakshmi Narasimha Swamy Temple Historic Gate #3,Historic Gate,22.580492,78.952313,4.1,0.0,08:00,18:30
plc-00761,186,Kadiri Lakshmi Narasimha Swamy Temple Craft Cluster #4,Craft Cluster,22.527734,78.925087,3.8,0.0,08:00,18:30
plc-00762,187,Horsley Hills (Ooty of Andhra Pradesh) Local Cafe #1,Local Cafe,22.586914,78.825569,4.8,250.0,08:00,18:30
plc-00763,187,Horsley Hills (Ooty of Andhra Pradesh) Craft Cluster #2,Craft Cluster,22.683345,78.808031,4.3,0.0,08:00,18:30
plc-00764,187,Horsley Hills (Ooty of Andhra Pradesh) Craft Cluster #3,Craft Cluster,22.627469,79.010534,4.2,50.0,08:00,18:30
plc-00765,187,Horsley Hills (Ooty of Andhra Pradesh) Local Cafe #4,Local Cafe,22.699309,78.926511,4.1,0.0,08:00,18:30
plc-00766,187,Horsley Hills (Ooty of Andhra Pradesh) Viewpoint #5,Viewpoint,22.613678,78.892979,4.2,250.0,08:00,18:30
plc-00767,188,Gurramkonda Fort & Rangin Mahal Viewpoint #1,Viewpoint,22.742505,78.864255,4.0,50.0,08:00,18:30
plc-00768,188,Gurramkonda Fort & Rangin Mahal Temple #2,Temple,22.702108,78.863033,4.4,100.0,08:00,18:30
plc-00769,188,Gurramkonda Fort & Rangin Mahal Local Cafe #3,Local Cafe,22.728895,78.966831,4.6,0.0,08:00,18:30
plc-00770,189,Nagalapuram Waterfalls & Trek Viewpoint #1,Viewpoint,22.531358,78.876841,4.6,0.0,08:00,18:30
plc-00771,189,Nagalapuram Waterfalls & Trek Viewpoint #2,Viewpoint,22.602457,78.850432,4.8,0.0,08:00,18:30
plc-00772,189,Nagalapuram Waterfalls & Trek Viewpoint #3,Viewpoint,22.735868,78.949077,4.7,0.0,08:00,18:30
plc-00773,190,Tada Falls (Ubbalamadugu Waterfalls) Waterfall Point #1,Waterfall Point,22.663439,79.008455,4.2,500.0,08:00,18:30
plc-00774,190,Tada Falls (Ubbalamadugu Waterfalls) Viewpoint #2,Viewpoint,22.463488,78.971414,3.8,250.0,08:00,18:30
plc-00775,190,Tada Falls (Ubbalamadugu Waterfalls) Viewpoint #3,Viewpoint,22.479258,78.983995,4.0,100.0,08:00,18:30
plc-00776,190,Tada Falls (Ubbalamadugu Waterfalls) Viewpoint #4,Viewpoint,22.547621,79.025025,4.3,500.0,08:00,18:30
plc-00777,190,Tada Falls (Ubbalamadugu Waterfalls) Viewpoint #5,Viewpoint,22.601244,78.833275,4.8,0.0,08:00,18:30
plc-00778,191,Kailasakona Waterfalls & Perennial Spring Craft Cluster #1,Craft Cluster,22.726776,78.822128,4.4,100.0,08:00,18:30
plc-00779,191,Kailasakona Waterfalls & Perennial Spring Temple #2,Temple,22.752207,78.90441,3.9,0.0,08:00,18:30
plc-00780,191,Kailasakona Waterfalls & Perennial Spring Temple #3,Temple,22.516375,78.953202,3.9,100.0,08:00,18:30
plc-00781,192,Gandikota Fort & Grand Canyon of India (Pennar Gorge) Craft Cluster #1,Craft Cluster,22.590294,78.985547,4.5,0.0,08:00,18:30
plc-00782,192,Gandikota Fort & Grand Canyon of India (Pennar Gorge) Waterfall Point #2,Waterfall Point,22.727423,78.932822,4.3,100.0,08:00,18:30
plc-00783,192,Gandikota Fort & Grand Canyon of India (Pennar Gorge) Historic Gate #3,Historic Gate,22.651501,78.908273,4.5,100.0,08:00,18:30
plc-00784,192,Gandikota Fort & Grand Canyon of India (Pennar Gorge) Local Cafe #4,Local Cafe,22.600874,78.857181,4.9,100.0,08:00,18:30
plc-00785,192,Gandikota Fort & Grand Canyon of India (Pennar Gorge) Local Cafe #5,Local Cafe,22.580378,78.962019,4.0,0.0,08:00,18:30
plc-00786,193,Vontimitta Kodandarama Swamy Temple (Ekasila Nagaram) Waterfall Point #1,Waterfall Point,22.679529,78.967703,4.8,0.0,08:00,18:30
plc-00787,193,Vontimitta Kodandarama Swamy Temple (Ekasila Nagaram) Viewpoint #2,Viewpoint,22.534189,79.055412,4.3,0.0,08:00,18:30
plc-00788,193,Vontimitta Kodandarama Swamy Temple (Ekasila Nagaram) Historic Gate #3,Historic Gate,22.649629,78.84539,4.7,50.0,08:00,18:30
plc-00789,194,Ameen Peer Dargah (Asthana-e-Maghoot / Pedda Dargah) Historic Gate #1,Historic Gate,22.671634,79.083643,4.0,0.0,08:00,18:30
plc-00790,194,Ameen Peer Dargah (Asthana-e-Maghoot / Pedda Dargah) Temple #2,Temple,22.564766,79.101586,4.6,100.0,08:00,18:30
plc-00791,194,Ameen Peer Dargah (Asthana-e-Maghoot / Pedda Dargah) Historic Gate #3,Historic Gate,22.494624,78.948568,4.5,0.0,08:00,18:30
plc-00792,194,Ameen Peer Dargah (Asthana-e-Maghoot / Pedda Dargah) Waterfall Point #4,Waterfall Point,22.532681,78.856603,4.9,100.0,08:00,18:30
plc-00793,194,Ameen Peer Dargah (Asthana-e-Maghoot / Pedda Dargah) Temple #5,Temple,22.704701,79.081126,4.8,0.0,08:00,18:30
