user_id,age_group,budget,travel_style,preferred_categories,preferred_activities
usr-0366,26-35,luxury,cultural,"urban, hill_station","food, luxury, couple, budget"
usr-0367,18-25,budget,wildlife,"cultural, heritage, adventure","family, couple, budget"
usr-0368,26-35,mid,nature,"heritage, adventure","adventure, heritage, long_trip, mountain"
usr-0369,26-35,budget,cultural,"cultural, spiritual","budget, food"
usr-0370,36-50,budget,spiritual,"heritage, beach, hill_station","couple, mountain"
usr-0371,50+,budget,wildlife,"adventure, hill_station","long_trip, adventure, luxury"
usr-0372,26-35,luxury,beach,"spiritual, wildlife","adventure, couple"
usr-0373,26-35,luxury,cultural,"adventure, heritage, nature","nature, heritage, budget, spiritual"
usr-0374,26-35,budget,cultural,"heritage, spiritual, hill_station","solo, luxury"
usr-0375,18-25,luxury,wildlife,"hill_station, spiritual","nature, long_trip, nightlife, beach"
usr-0376,18-25,luxury,spiritual,"wildlife, adventure","family, heritage, short_trip, luxury"
usr-0377,18-25,mid,beach,adventure,"couple, food, adventure"
usr-0378,26-35,mid,nature,"spiritual, adventure, wildlife","beach, food"
usr-0379,26-35,mid,cultural,"wildlife, cultural","spiritual, solo"
usr-0380,26-35,budget,heritage,hill_station,"heritage, mountain"
usr-0381,36-50,budget,heritage,"hill_station, adventure","nature, couple, long_trip, budget"
usr-0382,26-35,mid,heritage,"heritage, beach","short_trip, mountain, spiritual, couple"
usr-0383,36-50,luxury,nature,"urban, nature, wildlife","adventure, nature, short_trip, family"
usr-0384,18-25,mid,wildlife,"spiritual, beach","heritage, family"
usr-0385,26-35,budget,cultural,spiritual,"luxury, mountain, spiritual, family"
usr-0386,18-25,budget,heritage,"nature, urban, beach","long_trip, beach, adventure, couple"
usr-0387,26-35,budget,heritage,"wildlife, adventure, hill_station","long_trip, solo, short_trip, mountain"
usr-0388,26-35,mid,cultural,"beach, cultural, urban","food, nature"
usr-0389,18-25,mid,nature,beach,"nightlife, solo, wildlife"
usr-0390,26-35,luxury,nature,"urban, spiritual","spiritual, wildlife, luxury"
usr-0391,26-35,budget,nature,"heritage, cultural, urban","wildlife, adventure"
usr-0392,26-35,budget,wildlife,"nature, cultural","couple, family, spiritual"
usr-0393,50+,mid,cultural,"adventure, nature, heritage","nightlife, family"
usr-0394,50+,mid,heritage,"nature, beach","couple, nature, short_trip"
usr-0395,18-25,mid,spiritual,"wildlife, beach","adventure, shopping, beach, couple"
usr-0396,50+,budget,beach,"nature, beach, adventure","heritage, solo, couple, nature"
usr-0397,26-35,budget,adventure,"heritage, wildlife, urban","nightlife, spiritual, heritage"
usr-0398,18-25,budget,wildlife,heritage,"beach, luxury, mountain"
usr-0399,18-25,budget,nature,"beach, hill_station, urban","adventure, nature, mountain"
usr-0400,18-25,mid,heritage,"nature, beach, adventure","shopping, food, short_trip"
usr-0401,36-50,budget,wildlife,"adventure, wildlife, beach","beach, heritage, nature, shopping"
usr-0402,50+,luxury,heritage,cultural,"luxury, short_trip, budget"
usr-0403,36-50,budget,wildlife,heritage,"nightlife, family, adventure"
usr-0404,18-25,mid,cultural,"urban, heritage","budget, luxury"
usr-0405,18-25,mid,heritage,"cultural, beach","wildlife, heritage, short_trip"
usr-0406,26-35,mid,wildlife,spiritual,"mountain, wildlife, spiritual, adventure"
usr-0407,18-25,mid,heritage,wildlife,"long_trip, wildlife"
usr-0408,36-50,budget,nature,"spiritual, nature, urban","couple, spiritual, wildlife"
usr-0409,50+,budget,heritage,beach,"beach, adventure, long_trip"
usr-0410,36-50,budget,beach,"beach, adventure, heritage","short_trip, long_trip"
usr-0411,50+,budget,heritage,spiritual,"solo, nature"
usr-0412,50+,mid,wildlife,cultural,"long_trip, solo, luxury"
usr-0413,18-25,mid,cultural,"urban, beach","wildlife, beach"
usr-0414,18-25,mid,nature,"spiritual, adventure, hill_station","shopping, long_trip, luxury, budget"
usr-0415,36-50,budget,cultural,spiritual,"mountain, spiritual, short_trip, nightlife"
usr-0416,26-35,mid,nature,spiritual,"family, luxury, adventure, spiritual"
usr-0417,26-35,mid,adventure,wildlife,"short_trip, food, spiritual"
usr-0418,26-35,luxury,heritage,"beach, urban","long_trip, heritage"
usr-0419,18-25,mid,nature,"hill_station, nature","nightlife, short_trip, couple"
usr-0420,18-25,budget,beach,"spiritual, wildlife","wildlife, family, long_trip, shopping"
usr-0421,18-25,mid,beach,"wildlife, hill_station, beach","solo, adventure, short_trip, luxury"
usr-0422,26-35,mid,nature,"urban, spiritual","spiritual, nightlife"
usr-0423,50+,mid,wildlife,"adventure, nature, urban","shopping, adventure, luxury"
usr-0424,18-25,budget,spiritual,"beach, cultural","food, spiritual"
usr-0425,26-35,budget,adventure,"hill_station, wildlife, urban","solo, nightlife, couple"
usr-0426,18-25,mid,beach,"spiritual, urban","beach, family, couple"
usr-0427,26-35,mid,wildlife,"hill_station, adventure, nature","mountain, nature"
usr-0428,50+,budget,adventure,adventure,"beach, budget"
usr-0429,26-35,mid,spiritual,"spiritual, hill_station","spiritual, nature, mountain"
usr-0430,36-50,luxury,spiritual,urban,"beach, couple, family, nightlife"
usr-0431,36-50,mid,spiritual,heritage,"nature, nightlife, luxury"
usr-0432,50+,budget,cultural,"adventure, cultural, urban","beach, wildlife"
usr-0433,26-35,mid,heritage,wildlife,"solo, spiritual, nature, budget"
usr-0434,36-50,budget,wildlife,"hill_station, nature, heritage","heritage, shopping, family"
usr-0435,26-35,mid,wildlife,urban,"long_trip, luxury, budget"
usr-0436,18-25,budget,adventure,"cultural, hill_station","adventure, short_trip"
usr-0437,26-35,luxury,wildlife,"spiritual, cultural, beach","heritage, family, luxury"
usr-0438,36-50,mid,spiritual,"nature, urban, adventure","nature, mountain"
usr-0439,26-35,budget,spiritual,"urban, spiritual","family, nature"
usr-0440,18-25,mid,nature,heritage,"heritage, long_trip"
usr-0441,36-50,budget,heritage,"urban, heritage, nature","spiritual, long_trip"
usr-0442,36-50,mid,spiritual,heritage,"long_trip, luxury, spiritual"
usr-0443,36-50,budget,wildlife,"adventure, hill_station, urban","beach, spiritual, solo"
usr-0444,36-50,luxury,adventure,"spiritual, urban","adventure, shopping, beach, solo"
usr-0445,50+,mid,wildlife,"adventure, urban","short_trip, heritage, nature, adventure"
usr-0446,50+,budget,beach,"hill_station, beach, spiritual","nightlife, heritage"
usr-0447,36-50,mid,nature,"cultural, urban","budget, family, food"
usr-0448,50+,mid,nature,"beach, spiritual, urban","wildlife, adventure"
usr-0449,50+,mid,nature,"hill_station, wildlife","family, nightlife, shopping"
usr-0450,36-50,mid,beach,wildlife,"mountain, spiritual, food, shopping"
usr-0451,36-50,mid,nature,"wildlife, heritage, spiritual","beach, shopping, short_trip, nature"
usr-0452,36-50,budget,wildlife,beach,"mountain, shopping, food, wildlife"
usr-0453,26-35,mid,spiritual,"heritage, hill_station","heritage, solo, budget, couple"
usr-0454,26-35,budget,cultural,"wildlife, hill_station, adventure","budget, family"
usr-0455,26-35,luxury,wildlife,"cultural, hill_station","short_trip, mountain, solo"
usr-0456,26-35,budget,heritage,"cultural, adventure","long_trip, nature, nightlife"
usr-0457,36-50,budget,nature,"adventure, nature, urban","beach, long_trip, short_trip, nature"
usr-0458,50+,budget,beach,heritage,"wildlife, luxury"
usr-0459,18-25,luxury,adventure,"heritage, beach","couple, heritage"
usr-0460,50+,mid,beach,"adventure, wildlife","spiritual, family, heritage"
usr-0461,36-50,mid,nature,"cultural, wildlife","luxury, couple"
usr-0462,50+,mid,heritage,adventure,"spiritual, shopping, luxury"
usr-0463,26-35,mid,cultural,wildlife,"short_trip, budget, beach, shopping"
usr-0464,50+,luxury,wildlife,"wildlife, spiritual","solo, adventure, couple"
usr-0465,50+,mid,beach,"cultural, adventure","wildlife, food"
usr-0466,26-35,mid,beach,"urban, spiritual","adventure, family, heritage"
usr-0467,18-25,mid,wildlife,urban,"heritage, long_trip, beach"
usr-0468,18-25,mid,nature,cultural,"shopping, solo"
usr-0469,26-35,budget,adventure,"hill_station, adventure, spiritual","heritage, short_trip"
usr-0470,50+,budget,beach,"wildlife, urban","adventure, solo, long_trip, heritage"
usr-0471,36-50,luxury,adventure,spiritual,"wildlife, family"
usr-0472,50+,budget,spiritual,hill_station,"solo, shopping, nature"
usr-0473,26-35,luxury,spiritual,nature,"adventure, luxury"
usr-0474,18-25,budget,cultural,"nature, spiritual","food, wildlife"
usr-0475,36-50,mid,spiritual,spiritual,"couple, long_trip, wildlife, family"
usr-0476,26-35,mid,nature,"cultural, spiritual","budget, food, adventure"
usr-0477,26-35,budget,adventure,wildlife,"mountain, family, luxury"
usr-0478,36-50,budget,nature,"cultural, heritage, beach","couple, long_trip"
usr-0479,18-25,budget,cultural,"beach, spiritual, cultural","family, long_trip, nature, spiritual"
usr-0480,26-35,mid,nature,beach,"nature, beach, heritage, luxury"
usr-0481,18-25,mid,beach,"adventure, nature, beach","food, nightlife, adventure"
usr-0482,26-35,budget,spiritual,"spiritual, wildlife","long_trip, nature, food"
usr-0483,18-25,mid,nature,"adventure, spiritual, beach","family, heritage"
usr-0484,18-25,luxury,heritage,"wildlife, spiritual","wildlife, budget"
usr-0485,26-35,mid,wildlife,wildlife,"family, heritage, budget, nightlife"
usr-0486,36-50,mid,nature,heritage,"adventure, nightlife"
usr-0487,36-50,budget,wildlife,"spiritual, heritage","nightlife, food"
usr-0488,50+,budget,nature,hill_station,"spiritual, shopping, nightlife, food"
usr-0489,18-25,budget,beach,hill_station,"food, nature, luxury"
usr-0490,26-35,budget,nature,"hill_station, urban, beach","luxury, food, family, nature"
usr-0491,26-35,luxury,beach,"heritage, spiritual","budget, couple"
usr-0492,18-25,mid,wildlife,"urban, heritage, beach","adventure, spiritual"
usr-0493,18-25,mid,heritage,"heritage, adventure","family, short_trip, nature, budget"
usr-0494,18-25,mid,adventure,"nature, wildlife, spiritual","spiritual, short_trip"
usr-0495,26-35,mid,spiritual,"beach, adventure","heritage, wildlife, spiritual, nightlife"
usr-0496,26-35,mid,wildlife,cultural,"mountain, adventure, food"
usr-0497,26-35,budget,beach,"urban, cultural, wildlife","heritage, short_trip, nature"
usr-0498,26-35,mid,heritage,"heritage, spiritual","short_trip, nature, food, mountain"
usr-0499,18-25,mid,nature,"beach, adventure, cultural","food, shopping, short_trip, luxury"
usr-0500,36-50,budget,wildlife,"adventure, wildlife, hill_station","mountain, beach"
usr-0501,26-35,mid,cultural,"urban, heritage, wildlife","mountain, solo, nature"
usr-0502,36-50,luxury,wildlife,adventure,"heritage, family, short_trip, mountain"
usr-0503,26-35,budget,heritage,wildlife,"solo, mountain, adventure"
usr-0504,18-25,budget,nature,"urban, hill_station","nightlife, wildlife, solo"
usr-0505,26-35,budget,spiritual,"cultural, urban","long_trip, short_trip"
usr-0506,50+,luxury,spiritual,hill_station,"shopping, luxury, nature"
usr-0507,26-35,budget,cultural,"urban, beach","beach, nightlife, shopping, mountain"
usr-0508,18-25,budget,heritage,"heritage, nature","short_trip, nightlife, luxury"
usr-0509,18-25,budget,cultural,"hill_station, wildlife","nature, beach, luxury"
usr-0510,36-50,mid,cultural,"beach, nature","budget, nightlife"
usr-0511,50+,budget,adventure,"wildlife, nature","spiritual, family, beach"
usr-0512,50+,budget,nature,cultural,"nightlife, beach, solo"
usr-0513,26-35,mid,heritage,"beach, urban","luxury, family, food"
usr-0514,36-50,budget,nature,"nature, heritage, wildlife","adventure, food, nature, long_trip"
usr-0515,26-35,mid,adventure,"urban, wildlife, spiritual","adventure, family, mountain"
usr-0516,26-35,mid,spiritual,"adventure, wildlife","food, solo, budget, nature"
usr-0517,26-35,budget,wildlife,"adventure, urban","budget, shopping, couple, nightlife"
usr-0518,26-35,budget,beach,wildlife,"shopping, nature, family, spiritual"
usr-0519,26-35,budget,heritage,"wildlife, urban, heritage","nightlife, wildlife"
usr-0520,18-25,mid,wildlife,cultural,"couple, beach, luxury, long_trip"
usr-0521,26-35,mid,adventure,"spiritual, nature, adventure","food, family, mountain, nature"
usr-0522,26-35,mid,wildlife,"cultural, heritage","long_trip, short_trip, luxury, spiritual"
usr-0523,18-25,budget,spiritual,heritage,"luxury, mountain, spiritual, solo"
usr-0524,36-50,budget,nature,"heritage, wildlife, cultural","nature, luxury, short_trip, solo"
usr-0525,50+,budget,adventure,hill_station,"budget, family"
usr-0526,18-25,mid,nature,"wildlife, hill_station, heritage","adventure, mountain, long_trip"
usr-0527,50+,luxury,nature,"adventure, cultural, nature","adventure, heritage, budget, spiritual"
usr-0528,26-35,luxury,beach,"adventure, cultural, hill_station","beach, mountain, couple"
usr-0529,26-35,mid,heritage,"nature, urban, wildlife","family, mountain, adventure"
usr-0530,50+,budget,heritage,"wildlife, urban, nature","budget, nightlife, luxury, wildlife"
usr-0531,18-25,budget,nature,"beach, nature, cultural","short_trip, wildlife"
usr-0532,26-35,luxury,wildlife,"heritage, hill_station","shopping, luxury, solo, food"
usr-0533,26-35,mid,cultural,"hill_station, urban, nature","food, luxury, budget"
usr-0534,36-50,mid,wildlife,beach,"couple, heritage, luxury"
usr-0535,36-50,mid,adventure,"beach, wildlife","budget, beach"
usr-0536,26-35,mid,cultural,"spiritual, wildlife","wildlife, food"
usr-0537,26-35,luxury,adventure,"spiritual, heritage, hill_station","mountain, food, shopping"
usr-0538,36-50,luxury,beach,"urban, heritage, wildlife","wildlife, solo"
usr-0539,26-35,luxury,adventure,"beach, nature","couple, shopping, adventure, wildlife"
usr-0540,18-25,mid,wildlife,nature,"food, heritage, nightlife, short_trip"
usr-0541,18-25,mid,nature,"spiritual, nature","nature, short_trip"
usr-0542,26-35,mid,wildlife,"adventure, spiritual, cultural","solo, wildlife, adventure"
usr-0543,36-50,mid,wildlife,"urban, wildlife","budget, heritage, adventure"
usr-0544,36-50,mid,adventure,"cultural, beach","food, wildlife, short_trip, adventure"
usr-0545,18-25,budget,beach,"spiritual, beach, urban","wildlife, budget, mountain"
usr-0546,26-35,mid,wildlife,hill_station,"mountain, nightlife, short_trip"
usr-0547,36-50,budget,wildlife,"urban, spiritual","solo, heritage, luxury"
usr-0548,18-25,mid,adventure,"beach, cultural, hill_station","nightlife, beach, family"
usr-0549,36-50,luxury,heritage,"nature, hill_station","short_trip, luxury, family, adventure"
usr-0550,26-35,mid,heritage,"cultural, hill_station, spiritual","long_trip, shopping, mountain"
usr-0551,26-35,budget,heritage,"hill_station, spiritual, urban","long_trip, wildlife"
usr-0552,50+,budget,adventure,"wildlife, spiritual","couple, solo"
usr-0553,18-25,budget,beach,"urban, hill_station","wildlife, family"
usr-0554,26-35,mid,wildlife,"hill_station, cultural, spiritual","wildlife, solo, long_trip"
usr-0555,26-35,mid,adventure,"nature, beach","solo, heritage, long_trip, nightlife"
usr-0556,50+,budget,heritage,beach,"nightlife, nature, adventure"
usr-0557,36-50,mid,heritage,spiritual,"wildlife, heritage"
usr-0558,36-50,luxury,cultural,"spiritual, heritage, nature","food, nightlife, short_trip"
usr-0559,18-25,luxury,nature,"heritage, wildlife, beach","heritage, budget, nightlife, shopping"
usr-0560,36-50,budget,cultural,"heritage, cultural, wildlife","wildlife, solo, heritage"
usr-0561,26-35,budget,adventure,"cultural, spiritual, wildlife","couple, budget, nightlife"
usr-0562,18-25,luxury,wildlife,beach,"solo, shopping, budget"
usr-0563,18-25,budget,beach,"cultural, urban, nature","mountain, couple, nightlife"
usr-0564,18-25,budget,spiritual,nature,"adventure, budget, spiritual, short_trip"
usr-0565,18-25,mid,wildlife,"cultural, wildlife, urban","nightlife, wildlife, luxury, budget"
usr-0566,18-25,budget,cultural,"wildlife, adventure","shopping, food"
usr-0567,18-25,mid,cultural,"hill_station, cultural","couple, short_trip, long_trip"
usr-0568,18-25,mid,nature,"beach, wildlife","nightlife, food"
usr-0569,26-35,budget,beach,"wildlife, spiritual","spiritual, shopping"
usr-0570,26-35,mid,adventure,"urban, heritage","heritage, luxury, short_trip"
usr-0571,26-35,mid,adventure,"nature, spiritual","solo, shopping, short_trip, family"
usr-0572,50+,mid,beach,"adventure, wildlife","solo, shopping, beach"
usr-0573,26-35,budget,beach,nature,"couple, food, solo"
usr-0574,26-35,mid,cultural,heritage,"couple, nightlife, solo"
usr-0575,26-35,mid,adventure,hill_station,"spiritual, nightlife, luxury"
usr-0576,50+,mid,cultural,"adventure, hill_station, wildlife","mountain, family"
usr-0577,18-25,mid,cultural,"hill_station, urban","luxury, nature, long_trip, adventure"
usr-0578,18-25,mid,spiritual,"hill_station, urban","nightlife, short_trip"
usr-0579,26-35,mid,cultural,"wildlife, beach","short_trip, long_trip, shopping"
usr-0580,18-25,mid,cultural,"beach, cultural","mountain, short_trip, adventure"
usr-0581,26-35,mid,wildlife,heritage,"mountain, nightlife, luxury, food"
usr-0582,36-50,mid,adventure,"spiritual, hill_station","nightlife, short_trip, budget"
usr-0583,50+,mid,heritage,"cultural, urban","spiritual, couple, nightlife"
usr-0584,26-35,mid,cultural,wildlife,"couple, solo"
usr-0585,36-50,mid,cultural,"hill_station, urban, wildlife","wildlife, solo, long_trip, couple"
usr-0586,26-35,budget,adventure,"urban, heritage","nature, family"
usr-0587,36-50,luxury,nature,wildlife,"couple, food"
usr-0588,36-50,budget,adventure,"heritage, cultural, beach","budget, shopping, heritage"
usr-0589,18-25,budget,adventure,"spiritual, wildlife","wildlife, mountain, luxury, long_trip"
usr-0590,50+,budget,wildlife,adventure,"shopping, wildlife"
usr-0591,50+,budget,wildlife,"urban, cultural, beach","shopping, luxury"
usr-0592,18-25,budget,beach,"heritage, nature","nature, luxury"
usr-0593,18-25,mid,wildlife,adventure,"luxury, solo"
usr-0594,26-35,mid,nature,"heritage, adventure","nature, beach"
usr-0595,36-50,budget,nature,"adventure, urban, beach","spiritual, shopping, luxury"
usr-0596,18-25,mid,nature,"wildlife, hill_station, adventure","short_trip, solo"
usr-0597,18-25,luxury,wildlife,"urban, wildlife","nature, heritage, wildlife"
usr-0598,18-25,budget,adventure,"cultural, nature","wildlife, solo, budget, food"
usr-0599,50+,mid,nature,"wildlife, beach","food, shopping, beach"
usr-0600,26-35,mid,wildlife,"beach, spiritual, adventure","short_trip, heritage, beach"
usr-0601,26-35,luxury,nature,heritage,"food, mountain, wildlife, nightlife"
usr-0602,36-50,mid,spiritual,"beach, spiritual, cultural","long_trip, food, heritage"
usr-0603,36-50,mid,wildlife,"hill_station, cultural","luxury, wildlife, spiritual"
usr-0604,26-35,budget,wildlife,"beach, hill_station","nature, luxury, family, spiritual"
usr-0605,36-50,mid,spiritual,"nature, hill_station, beach","wildlife, shopping, long_trip, nature"
usr-0606,26-35,budget,adventure,"hill_station, urban, beach","adventure, family"
usr-0607,18-25,mid,adventure,beach,"solo, short_trip, beach, heritage"
usr-0608,26-35,mid,nature,beach,"nightlife, short_trip, food, wildlife"
usr-0609,18-25,budget,adventure,"cultural, urban, heritage","beach, couple, budget"
usr-0610,26-35,mid,wildlife,"nature, wildlife, urban","couple, wildlife, adventure"
usr-0611,50+,budget,beach,adventure,"wildlife, food"
usr-0612,36-50,mid,spiritual,"wildlife, nature","mountain, nightlife, solo, family"
usr-0613,36-50,budget,spiritual,cultural,"budget, spiritual, short_trip"
usr-0614,18-25,mid,cultural,"wildlife, urban, heritage","wildlife, family"
usr-0615,18-25,budget,heritage,beach,"spiritual, solo, adventure, heritage"
usr-0616,50+,mid,heritage,wildlife,"spiritual, short_trip"
usr-0617,36-50,budget,heritage,"nature, adventure, urban","mountain, adventure"
usr-0618,36-50,mid,adventure,"beach, adventure, urban","short_trip, shopping, beach"
usr-0619,18-25,budget,spiritual,"adventure, heritage","couple, heritage"
usr-0620,18-25,budget,beach,"spiritual, urban, beach","adventure, couple, luxury, wildlife"
usr-0621,26-35,budget,spiritual,"spiritual, urban","wildlife, solo"
usr-0622,18-25,luxury,wildlife,"nature, hill_station, cultural","spiritual, wildlife, couple, nightlife"
usr-0623,26-35,budget,spiritual,"adventure, wildlife","solo, short_trip, beach, luxury"
usr-0624,26-35,mid,nature,"wildlife, hill_station","wildlife, beach, shopping, adventure"
usr-0625,36-50,mid,cultural,"hill_station, adventure, beach","shopping, long_trip, luxury, spiritual"
usr-0626,18-25,mid,heritage,"hill_station, adventure","couple, nightlife"
usr-0627,26-35,mid,cultural,"heritage, cultural","nightlife, shopping, mountain"
usr-0628,26-35,mid,beach,"spiritual, nature, adventure","nature, nightlife, mountain"
usr-0629,26-35,mid,nature,"cultural, beach, spiritual","wildlife, nightlife, nature"
usr-0630,18-25,budget,adventure,heritage,"spiritual, family, wildlife, shopping"
usr-0631,50+,luxury,adventure,"adventure, urban, wildlife","solo, wildlife, family"
usr-0632,36-50,budget,spiritual,adventure,"spiritual, luxury, adventure"
usr-0633,26-35,budget,beach,adventure,"budget, nightlife, beach, heritage"
usr-0634,26-35,budget,spiritual,"cultural, hill_station","nature, budget, food, wildlife"
usr-0635,26-35,mid,heritage,"urban, heritage","nature, mountain"
usr-0636,18-25,mid,cultural,"urban, adventure","heritage, wildlife, budget, spiritual"
usr-0637,26-35,mid,heritage,"hill_station, cultural","wildlife, adventure, solo"
usr-0638,36-50,budget,cultural,"adventure, hill_station","solo, food"
usr-0639,18-25,mid,adventure,beach,"wildlife, food"
usr-0640,50+,mid,nature,heritage,"spiritual, mountain"
usr-0641,26-35,mid,heritage,"nature, hill_station","couple, wildlife, long_trip, shopping"
usr-0642,26-35,budget,heritage,"hill_station, heritage","couple, nightlife, beach"
usr-0643,26-35,mid,heritage,urban,"spiritual, adventure, food, mountain"
usr-0644,18-25,mid,heritage,"spiritual, cultural","wildlife, mountain"
usr-0645,18-25,mid,adventure,"adventure, beach, spiritual","solo, couple, budget, shopping"
usr-0646,26-35,mid,spiritual,"wildlife, spiritual","luxury, spiritual, food, adventure"
usr-0647,18-25,mid,beach,"wildlife, adventure, heritage","short_trip, budget, couple"
usr-0648,26-35,budget,spiritual,"cultural, urban, spiritual","wildlife, budget, nature, nightlife"
usr-0649,36-50,budget,cultural,"urban, spiritual, heritage","beach, budget, wildlife"
usr-0650,36-50,budget,nature,wildlife,"nature, nightlife, adventure, budget"
usr-0651,26-35,budget,nature,"beach, hill_station","family, mountain, spiritual, adventure"
usr-0652,36-50,budget,adventure,"nature, beach","shopping, long_trip"
usr-0653,26-35,budget,heritage,"adventure, cultural","spiritual, beach, long_trip"
usr-0654,50+,mid,beach,"cultural, adventure, spiritual","mountain, shopping"
usr-0655,36-50,budget,heritage,"hill_station, adventure","short_trip, spiritual, heritage, mountain"
usr-0656,36-50,budget,nature,"adventure, wildlife, hill_station","beach, nightlife"
usr-0657,18-25,budget,heritage,cultural,"long_trip, nature, solo"
usr-0658,18-25,mid,cultural,"nature, beach, wildlife","couple, food, spiritual"
usr-0659,36-50,budget,spiritual,"beach, cultural, nature","family, short_trip"
usr-0660,18-25,budget,heritage,"cultural, nature, heritage","adventure, nightlife, long_trip"
usr-0661,26-35,budget,heritage,hill_station,"beach, adventure, mountain, nightlife"
usr-0662,18-25,budget,nature,"adventure, wildlife, nature","adventure, solo, couple, long_trip"
usr-0663,18-25,budget,heritage,"cultural, urban","heritage, food, family"
usr-0664,26-35,luxury,beach,"spiritual, heritage","wildlife, adventure, beach, budget"
usr-0665,26-35,luxury,heritage,"beach, cultural","budget, family, luxury, wildlife"
usr-0666,50+,mid,adventure,"cultural, spiritual, hill_station","nature, shopping, nightlife, mountain"
usr-0667,18-25,luxury,heritage,beach,"mountain, couple, nature, budget"
usr-0668,26-35,budget,cultural,"hill_station, wildlife, nature","food, solo, long_trip"
usr-0669,26-35,budget,cultural,spiritual,"beach, heritage, budget"
usr-0670,36-50,budget,adventure,"hill_station, wildlife","adventure, beach"
usr-0671,26-35,mid,beach,"nature, spiritual, beach","nightlife, solo, family"
usr-0672,36-50,mid,spiritual,"hill_station, adventure, beach","long_trip, mountain"
usr-0673,26-35,mid,beach,urban,"beach, short_trip, mountain, heritage"
usr-0674,26-35,mid,heritage,"heritage, beach, cultural","nightlife, heritage"
usr-0675,18-25,mid,wildlife,adventure,"nature, nightlife"
usr-0676,18-25,mid,adventure,"beach, urban","heritage, beach, nightlife, adventure"
usr-0677,18-25,budget,spiritual,"urban, adventure, beach","budget, nature, spiritual"
usr-0678,36-50,mid,cultural,hill_station,"heritage, mountain, solo, couple"
usr-0679,18-25,mid,spiritual,urban,"heritage, spiritual, shopping, short_trip"
usr-0680,50+,budget,nature,"beach, heritage, nature","family, shopping, solo"
usr-0681,18-25,luxury,wildlife,adventure,"short_trip, nature, luxury"
usr-0682,26-35,budget,wildlife,spiritual,"mountain, wildlife, shopping, heritage"
usr-0683,36-50,budget,wildlife,"beach, wildlife","spiritual, mountain"
usr-0684,26-35,budget,nature,"heritage, wildlife, nature","shopping, beach, long_trip"
usr-0685,26-35,budget,wildlife,heritage,"spiritual, family, budget, nature"
usr-0686,26-35,luxury,adventure,"beach, hill_station, adventure","long_trip, heritage"
usr-0687,36-50,mid,heritage,"cultural, urban","luxury, heritage"
usr-0688,26-35,mid,cultural,"urban, hill_station, cultural","short_trip, beach"
usr-0689,36-50,mid,adventure,"wildlife, heritage","family, budget"
usr-0690,36-50,budget,adventure,wildlife,"wildlife, short_trip, spiritual"
usr-0691,18-25,luxury,wildlife,spiritual,"luxury, food, solo"
usr-0692,36-50,mid,nature,beach,"long_trip, heritage"
usr-0693,26-35,mid,wildlife,"spiritual, adventure","beach, nightlife, solo"
usr-0694,26-35,mid,cultural,"nature, wildlife, spiritual","luxury, mountain, wildlife, shopping"
usr-0695,26-35,luxury,nature,"hill_station, urban, adventure","short_trip, long_trip"
usr-0696,26-35,mid,adventure,urban,"short_trip, shopping, nature, long_trip"
usr-0697,26-35,budget,nature,"spiritual, cultural","nature, solo, nightlife, wildlife"
usr-0698,36-50,luxury,spiritual,heritage,"shopping, luxury, couple"
usr-0699,36-50,mid,wildlife,hill_station,"nightlife, spiritual, long_trip"
usr-0700,36-50,budget,spiritual,hill_station,"shopping, adventure, long_trip"
usr-0701,36-50,mid,nature,"urban, nature","short_trip, solo, shopping, heritage"
usr-0702,26-35,budget,cultural,"hill_station, nature","shopping, spiritual, couple"
usr-0703,26-35,mid,heritage,adventure,"adventure, budget"
usr-0704,36-50,mid,heritage,"urban, heritage","wildlife, food, spiritual, beach"
usr-0705,36-50,budget,beach,nature,"family, nightlife, couple"
usr-0706,26-35,luxury,heritage,"spiritual, hill_station","solo, spiritual, adventure"
usr-0707,26-35,budget,heritage,"cultural, wildlife","luxury, short_trip"
usr-0708,50+,mid,adventure,"nature, urban","shopping, wildlife, budget"
usr-0709,26-35,luxury,spiritual,"heritage, wildlife, adventure","budget, solo, nightlife"
usr-0710,26-35,mid,cultural,heritage,"couple, luxury, beach"
usr-0711,18-25,mid,cultural,"heritage, cultural","adventure, solo, budget"
usr-0712,18-25,mid,heritage,"wildlife, heritage, beach","mountain, couple"
usr-0713,36-50,mid,nature,adventure,"nature, long_trip, beach, adventure"
usr-0714,26-35,mid,cultural,nature,"food, heritage, long_trip"
usr-0715,18-25,budget,wildlife,heritage,"solo, nightlife"
usr-0716,18-25,mid,heritage,"adventure, wildlife, urban","family, mountain, nature"
usr-0717,26-35,budget,cultural,urban,"budget, food, nature, mountain"
usr-0718,18-25,mid,cultural,"cultural, nature, heritage","short_trip, couple, shopping"
usr-0719,36-50,budget,nature,"wildlife, hill_station, beach","mountain, heritage"
usr-0720,18-25,budget,wildlife,"spiritual, nature, heritage","family, mountain, beach"
usr-0721,50+,mid,wildlife,"cultural, nature","luxury, family"
usr-0722,18-25,mid,heritage,"heritage, adventure, hill_station","mountain, solo, shopping"
usr-0723,18-25,budget,nature,"urban, spiritual","nightlife, spiritual, family, shopping"
usr-0724,26-35,mid,beach,"nature, cultural, urban","long_trip, couple, beach, adventure"
usr-0725,26-35,budget,beach,"wildlife, spiritual, adventure","nature, solo"
