date,destination_id,temperature,humidity,rainfall,weather_condition,wind_speed,weather_alert
2026-04-15,277,23.3,50.3,15.0,Clear & Pleasant,12.3,0
2026-05-15,277,35.0,44.3,37.5,Clear & Pleasant,7.4,0
2026-06-15,277,36.5,73.5,220.0,Monsoon Heavy Rain,6.3,0
2026-07-15,277,36.3,81.7,335.7,Monsoon Heavy Rain,19.7,1
2026-08-15,277,37.0,65.5,175.8,Light Showers,18.5,0
2026-09-15,277,31.9,53.8,68.1,Light Showers,7.8,0
2026-10-15,277,27.3,45.2,18.2,Clear & Pleasant,20.8,0
2026-11-15,277,20.7,43.3,23.9,Clear & Pleasant,13.6,0
2026-12-15,277,12.3,33.7,0.0,Clear & Pleasant,11.2,0
2026-01-15,278,11.7,31.5,0.0,Clear & Pleasant,10.2,0
2026-02-15,278,14.1,45.9,6.1,Clear & Pleasant,19.5,0
2026-03-15,278,19.0,46.1,3.7,Clear & Pleasant,8.0,0
2026-04-15,278,24.5,47.1,0.0,Clear & Pleasant,13.9,0
2026-05-15,278,32.7,52.8,67.7,Light Showers,17.9,0
2026-06-15,278,37.0,72.5,222.0,Monsoon Heavy Rain,5.5,0
2026-07-15,278,39.8,90.5,315.7,Monsoon Heavy Rain,9.5,1
2026-08-15,278,37.1,68.5,199.8,Monsoon Heavy Rain,20.6,0
2026-09-15,278,31.5,52.9,32.3,Clear & Pleasant,5.5,0
2026-10-15,278,26.6,44.4,1.4,Clear & Pleasant,12.5,0
2026-11-15,278,18.1,34.4,0.0,Clear & Pleasant,20.1,0
2026-12-15,278,16.3,35.2,20.8,Clear & Pleasant,12.2,0
2026-01-15,279,10.4,43.2,7.2,Clear & Pleasant,13.0,0
2026-02-15,279,12.5,47.5,0.0,Clear & Pleasant,11.4,0
2026-03-15,279,18.2,43.7,19.4,Clear & Pleasant,7.7,0
2026-04-15,279,22.9,38.5,0.0,Clear & Pleasant,9.9,0
2026-05-15,279,30.5,41.4,32.2,Clear & Pleasant,18.1,0
2026-06-15,279,36.4,68.6,213.8,Monsoon Heavy Rain,6.1,0
2026-07-15,279,37.2,85.8,295.1,Monsoon Heavy Rain,9.7,1
2026-08-15,279,37.1,70.5,195.0,Monsoon Heavy Rain,12.1,0
2026-09-15,279,32.2,49.4,62.1,Light Showers,12.1,0
2026-10-15,279,27.0,46.7,24.7,Clear & Pleasant,5.8,0
2026-11-15,279,16.2,40.1,0.0,Clear & Pleasant,17.9,0
2026-12-15,279,14.2,40.6,0.0,Clear & Pleasant,20.5,0
2026-01-15,280,10.4,44.1,18.1,Clear & Pleasant,15.2,0
2026-02-15,280,12.8,38.3,0.0,Clear & Pleasant,6.1,0
2026-03-15,280,17.4,37.4,1.2,Clear & Pleasant,10.8,0
2026-04-15,280,26.5,41.3,0.0,Clear & Pleasant,14.0,0
2026-05-15,280,30.8,50.5,39.4,Clear & Pleasant,16.3,0
2026-06-15,280,35.0,65.1,202.1,Monsoon Heavy Rain,10.5,0
2026-07-15,280,40.4,89.6,328.8,Monsoon Heavy Rain,10.7,1
2026-08-15,280,35.6,64.9,181.5,Monsoon Heavy Rain,16.5,0
2026-09-15,280,32.1,42.3,14.4,Clear & Pleasant,16.5,0
2026-10-15,280,24.7,37.1,4.4,Clear & Pleasant,17.1,0
2026-11-15,280,17.2,36.3,0.0,Clear & Pleasant,21.6,0
2026-12-15,280,12.7,42.0,0.0,Clear & Pleasant,18.6,0
2026-01-15,281,9.4,39.3,0.0,Clear & Pleasant,6.3,0
2026-02-15,281,11.8,46.5,0.0,Clear & Pleasant,10.0,0
2026-03-15,281,20.0,48.4,16.0,Clear & Pleasant,15.9,0
2026-04-15,281,25.9,44.0,5.0,Clear & Pleasant,20.0,0
2026-05-15,281,33.7,47.6,62.8,Light Showers,11.7,0
2026-06-15,281,38.4,69.0,198.1,Monsoon Heavy Rain,16.3,0
2026-07-15,281,40.5,84.8,312.0,Monsoon Heavy Rain,14.2,1
2026-08-15,281,37.7,72.8,178.0,Light Showers,7.3,0
2026-09-15,281,32.8,50.6,44.6,Clear & Pleasant,20.4,0
2026-10-15,281,24.8,41.0,0.0,Clear & Pleasant,16.1,0
2026-11-15,281,20.4,50.0,26.7,Clear & Pleasant,20.0,0
2026-12-15,281,11.7,42.2,0.0,Clear & Pleasant,18.3,0
2026-01-15,282,11.6,31.9,0.0,Clear & Pleasant,14.6,0
2026-02-15,282,14.5,46.7,0.7,Clear & Pleasant,13.1,0
2026-03-15,282,17.1,34.9,0.0,Clear & Pleasant,17.1,0
2026-04-15,282,25.1,42.0,6.1,Clear & Pleasant,13.3,0
2026-05-15,282,32.0,47.8,39.9,Clear & Pleasant,7.2,0
2026-06-15,282,36.3,63.9,194.6,Monsoon Heavy Rain,9.1,0
2026-07-15,282,39.7,89.2,316.6,Monsoon Heavy Rain,8.5,1
2026-08-15,282,36.8,63.8,185.8,Monsoon Heavy Rain,12.2,0
2026-09-15,282,32.8,55.4,24.3,Clear & Pleasant,16.3,0
2026-10-15,282,22.1,39.6,0.0,Clear & Pleasant,11.0,0
2026-11-15,282,16.0,34.9,1.2,Clear & Pleasant,11.0,0
2026-12-15,282,12.8,37.8,0.0,Clear & Pleasant,20.5,0
2026-01-15,283,13.3,49.6,14.2,Clear & Pleasant,11.9,0
2026-02-15,283,13.3,31.2,0.0,Clear & Pleasant,8.0,0
2026-03-15,283,18.5,48.1,0.0,Clear & Pleasant,7.9,0
2026-04-15,283,26.0,45.5,0.0,Clear & Pleasant,15.5,0
2026-05-15,283,32.5,48.9,59.2,Light Showers,9.3,0
2026-06-15,283,35.2,67.8,182.0,Monsoon Heavy Rain,21.7,0
2026-07-15,283,36.8,96.1,342.3,Monsoon Heavy Rain,16.4,1
2026-08-15,283,34.4,62.1,198.5,Monsoon Heavy Rain,19.6,0
2026-09-15,283,31.3,53.9,50.7,Light Showers,10.3,0
2026-10-15,283,24.2,47.1,15.0,Clear & Pleasant,8.1,0
2026-11-15,283,19.3,40.1,7.6,Clear & Pleasant,21.9,0
2026-12-15,283,13.4,39.7,0.0,Clear & Pleasant,17.3,0
2026-01-15,284,12.2,39.3,22.5,Clear & Pleasant,6.7,0
2026-02-15,284,14.8,43.5,0.0,Clear & Pleasant,21.7,0
2026-03-15,284,16.0,30.7,9.9,Clear & Pleasant,11.4,0
2026-04-15,284,23.2,38.0,3.8,Clear & Pleasant,5.6,0
2026-05-15,284,29.0,45.8,49.6,Clear & Pleasant,18.9,0
2026-06-15,284,38.4,70.1,202.9,Monsoon Heavy Rain,16.0,0
2026-07-15,284,38.7,85.4,284.1,Monsoon Heavy Rain,11.9,1
2026-08-15,284,37.6,72.5,193.6,Monsoon Heavy Rain,18.1,0
2026-09-15,284,31.8,50.0,45.9,Clear & Pleasant,15.7,0
2026-10-15,284,23.5,47.3,6.0,Clear & Pleasant,17.4,0
2026-11-15,284,18.3,39.6,0.0,Clear & Pleasant,12.6,0
2026-12-15,284,11.2,37.6,0.0,Clear & Pleasant,7.3,0
2026-01-15,285,10.7,33.7,9.2,Clear & Pleasant,7.2,0
2026-02-15,285,10.2,46.0,44.6,Clear & Pleasant,8.6,0
2026-03-15,285,20.6,36.3,0.0,Clear & Pleasant,17.0,0
2026-04-15,285,23.0,53.7,6.0,Clear & Pleasant,19.8,0
2026-05-15,285,32.1,39.4,31.7,Clear & Pleasant,9.9,0
2026-06-15,285,38.6,64.2,162.0,Light Showers,12.2,0
2026-07-15,285,37.5,95.0,342.0,Monsoon Heavy Rain,9.9,1
2026-08-15,285,37.1,71.9,201.1,Monsoon Heavy Rain,12.9,0
2026-09-15,285,31.2,47.3,45.3,Clear & Pleasant,14.8,0
2026-10-15,285,25.0,44.7,10.8,Clear & Pleasant,9.5,0
2026-11-15,285,20.5,46.4,10.1,Clear & Pleasant,7.2,0
2026-12-15,285,10.5,44.9,0.0,Clear & Pleasant,10.2,0
2026-01-15,286,12.3,37.2,10.5,Clear & Pleasant,20.6,0
2026-02-15,286,14.7,45.8,0.0,Clear & Pleasant,10.9,0
2026-03-15,286,16.0,40.0,16.5,Clear & Pleasant,10.2,0
2026-04-15,286,26.1,41.6,3.4,Clear & Pleasant,14.1,0
2026-05-15,286,32.0,50.1,32.7,Clear & Pleasant,13.9,0
2026-06-15,286,36.8,72.7,199.7,Monsoon Heavy Rain,5.2,0
2026-07-15,286,36.8,89.7,314.1,Monsoon Heavy Rain,14.4,1
2026-08-15,286,37.1,64.0,192.5,Monsoon Heavy Rain,12.8,0
2026-09-15,286,33.4,56.8,60.7,Light Showers,17.9,0
2026-10-15,286,27.0,46.3,29.7,Clear & Pleasant,14.8,0
2026-11-15,286,18.3,42.5,15.0,Clear & Pleasant,8.4,0
2026-12-15,286,11.4,44.4,0.0,Clear & Pleasant,11.0,0
2026-01-15,287,12.4,43.6,7.7,Clear & Pleasant,17.2,0
2026-02-15,287,14.5,44.5,16.8,Clear & Pleasant,10.9,0
2026-03-15,287,16.9,33.0,0.0,Clear & Pleasant,7.2,0
2026-04-15,287,25.8,42.2,2.0,Clear & Pleasant,20.2,0
2026-05-15,287,30.5,50.2,63.1,Light Showers,20.2,0
2026-06-15,287,36.9,64.4,201.0,Monsoon Heavy Rain,14.6,0
2026-07-15,287,39.3,94.0,328.9,Monsoon Heavy Rain,14.0,1
2026-08-15,287,35.6,63.6,211.2,Monsoon Heavy Rain,21.4,0
2026-09-15,287,32.9,46.3,54.6,Light Showers,15.9,0
2026-10-15,287,25.1,37.5,0.0,Clear & Pleasant,5.8,0
2026-11-15,287,19.0,37.5,0.0,Clear & Pleasant,6.2,0
2026-12-15,287,12.8,44.1,17.6,Clear & Pleasant,15.1,0
2026-01-15,288,9.3,44.3,0.0,Clear & Pleasant,7.6,0
2026-02-15,288,12.5,35.3,0.0,Clear & Pleasant,15.0,0
2026-03-15,288,18.3,46.9,29.3,Clear & Pleasant,17.0,0
2026-04-15,288,26.8,47.0,12.9,Clear & Pleasant,10.3,0
2026-05-15,288,29.0,41.2,44.3,Clear & Pleasant,21.1,0
2026-06-15,288,36.6,78.3,194.5,Monsoon Heavy Rain,9.1,0
2026-07-15,288,37.7,85.4,319.9,Monsoon Heavy Rain,12.4,1
2026-08-15,288,37.3,70.7,210.4,Monsoon Heavy Rain,21.8,0
2026-09-15,288,32.7,43.8,31.6,Clear & Pleasant,10.6,0
2026-10-15,288,26.6,38.9,4.3,Clear & Pleasant,8.1,0
2026-11-15,288,20.0,38.8,24.3,Clear & Pleasant,7.2,0
2026-12-15,288,13.2,41.2,0.0,Clear & Pleasant,15.4,0
2026-01-15,289,8.2,42.9,0.0,Clear & Pleasant,12.3,0
2026-02-15,289,12.3,45.1,0.0,Clear & Pleasant,14.3,0
2026-03-15,289,17.1,36.6,16.6,Clear & Pleasant,15.2,0
2026-04-15,289,21.8,30.9,0.0,Clear & Pleasant,14.3,0
2026-05-15,289,33.2,49.4,34.5,Clear & Pleasant,12.0,0
2026-06-15,289,36.3,73.2,189.2,Monsoon Heavy Rain,10.0,0
2026-07-15,289,37.8,88.8,304.4,Monsoon Heavy Rain,21.7,1
2026-08-15,289,36.0,60.3,169.4,Light Showers,15.8,0
2026-09-15,289,31.1,51.8,41.9,Clear & Pleasant,6.2,0
2026-10-15,289,24.1,39.9,14.7,Clear & Pleasant,20.3,0
2026-11-15,289,17.6,51.1,29.8,Clear & Pleasant,20.0,0
2026-12-15,289,14.0,35.6,2.3,Clear & Pleasant,19.7,0
2026-01-15,290,9.7,32.7,10.2,Clear & Pleasant,9.6,0
2026-02-15,290,14.9,38.8,19.2,Clear & Pleasant,8.6,0
2026-03-15,290,20.0,43.5,22.1,Clear & Pleasant,19.7,0
2026-04-15,290,22.4,48.1,9.4,Clear & Pleasant,16.3,0
2026-05-15,290,29.9,48.0,20.5,Clear & Pleasant,15.3,0
2026-06-15,290,35.1,70.4,177.9,Light Showers,5.0,0
2026-07-15,290,38.1,80.4,319.2,Monsoon Heavy Rain,14.2,1
2026-08-15,290,36.9,67.9,196.3,Monsoon Heavy Rain,6.7,0
2026-09-15,290,33.6,38.0,22.8,Clear & Pleasant,21.4,0
2026-10-15,290,27.3,36.5,0.0,Clear & Pleasant,15.1,0
2026-11-15,290,16.8,52.3,44.9,Clear & Pleasant,7.3,0
2026-12-15,290,12.3,46.5,41.7,Clear & Pleasant,20.0,0
2026-01-15,291,9.5,37.0,0.0,Clear & Pleasant,5.9,0
2026-02-15,291,14.1,44.3,24.2,Clear & Pleasant,7.6,0
2026-03-15,291,17.0,37.7,18.9,Clear & Pleasant,20.2,0
2026-04-15,291,24.0,35.5,0.0,Clear & Pleasant,17.0,0
2026-05-15,291,32.2,48.6,52.0,Light Showers,8.4,0
2026-06-15,291,37.8,72.3,181.2,Monsoon Heavy Rain,10.2,0
2026-07-15,291,38.1,91.9,331.7,Monsoon Heavy Rain,11.7,1
2026-08-15,291,35.5,65.3,182.0,Monsoon Heavy Rain,14.1,0
2026-09-15,291,34.7,45.9,53.3,Light Showers,14.2,0
2026-10-15,291,27.0,36.8,1.6,Clear & Pleasant,7.2,0
2026-11-15,291,17.9,33.8,0.0,Clear & Pleasant,12.9,0
2026-12-15,291,12.2,37.7,0.0,Clear & Pleasant,5.8,0
2026-01-15,292,9.5,46.8,13.2,Clear & Pleasant,18.2,0
2026-02-15,292,15.1,32.8,0.0,Clear & Pleasant,8.6,0
2026-03-15,292,18.5,40.9,13.4,Clear & Pleasant,5.7,0
2026-04-15,292,23.9,32.2,0.0,Clear & Pleasant,11.3,0
2026-05-15,292,30.1,46.0,62.9,Light Showers,18.5,0
2026-06-15,292,35.8,64.2,191.7,Monsoon Heavy Rain,11.7,0
2026-07-15,292,38.0,83.0,321.3,Monsoon Heavy Rain,11.5,1
2026-08-15,292,37.2,66.0,161.5,Light Showers,6.9,0
2026-09-15,292,31.3,48.7,34.1,Clear & Pleasant,6.9,0
2026-10-15,292,25.5,47.7,25.7,Clear & Pleasant,15.3,0
2026-11-15,292,15.9,41.7,0.0,Clear & Pleasant,20.1,0
2026-12-15,292,11.8,41.8,0.0,Clear & Pleasant,13.8,0
2026-01-15,293,13.8,46.5,0.0,Clear & Pleasant,12.0,0
2026-02-15,293,12.6,46.0,13.7,Clear & Pleasant,17.1,0
2026-03-15,293,17.3,40.3,12.3,Clear & Pleasant,10.7,0
2026-04-15,293,25.3,38.4,0.0,Clear & Pleasant,20.5,0
2026-05-15,293,33.3,51.4,46.8,Clear & Pleasant,20.7,0
2026-06-15,293,37.2,80.0,194.3,Monsoon Heavy Rain,8.8,0
2026-07-15,293,39.0,94.3,320.6,Monsoon Heavy Rain,15.4,1
2026-08-15,293,35.3,72.3,213.7,Monsoon Heavy Rain,14.4,0
2026-09-15,293,31.9,42.2,25.3,Clear & Pleasant,7.0,0
2026-10-15,293,25.7,41.7,22.7,Clear & Pleasant,17.0,0
2026-11-15,293,18.7,35.6,0.0,Clear & Pleasant,18.3,0
2026-12-15,293,13.8,32.1,0.0,Clear & Pleasant,9.7,0
2026-01-15,294,8.2,45.5,0.0,Clear & Pleasant,5.3,0
2026-02-15,294,13.7,38.5,0.0,Clear & Pleasant,5.3,0
2026-03-15,294,14.7,41.2,0.0,Clear & Pleasant,17.7,0
2026-04-15,294,26.8,35.9,3.1,Clear & Pleasant,15.8,0
2026-05-15,294,29.3,42.5,38.5,Clear & Pleasant,13.5,0
2026-06-15,294,39.3,79.9,206.8,Monsoon Heavy Rain,20.2,0
2026-07-15,294,39.5,86.7,322.9,Monsoon Heavy Rain,7.2,1
2026-08-15,294,38.3,70.9,199.8,Monsoon Heavy Rain,20.5,0
2026-09-15,294,33.1,51.6,41.8,Clear & Pleasant,10.1,0
2026-10-15,294,25.7,40.0,0.0,Clear & Pleasant,7.6,0
2026-11-15,294,15.7,47.0,44.6,Clear & Pleasant,16.0,0
2026-12-15,294,13.8,44.9,25.4,Clear & Pleasant,20.3,0
2026-01-15,295,12.5,30.3,0.8,Clear & Pleasant,21.5,0
2026-02-15,295,11.5,48.9,0.8,Clear & Pleasant,18.5,0
2026-03-15,295,19.3,45.1,0.0,Clear & Pleasant,8.3,0
2026-04-15,295,26.5,49.4,11.7,Clear & Pleasant,10.8,0
2026-05-15,295,27.9,42.6,37.1,Clear & Pleasant,12.1,0
2026-06-15,295,37.1,66.5,181.9,Monsoon Heavy Rain,8.3,0
2026-07-15,295,39.7,90.7,324.9,Monsoon Heavy Rain,20.3,1
2026-08-15,295,35.8,59.1,171.5,Light Showers,8.2,0
2026-09-15,295,31.4,49.2,27.8,Clear & Pleasant,14.8,0
2026-10-15,295,26.4,46.9,13.9,Clear & Pleasant,18.5,0
2026-11-15,295,18.1,44.0,5.9,Clear & Pleasant,20.5,0
2026-12-15,295,13.6,42.3,12.3,Clear & Pleasant,14.2,0
2026-01-15,296,9.4,38.6,19.9,Clear & Pleasant,12.2,0
2026-02-15,296,11.6,50.8,22.2,Clear & Pleasant,14.0,0
2026-03-15,296,17.6,38.7,10.4,Clear & Pleasant,19.6,0
2026-04-15,296,24.0,34.1,3.5,Clear & Pleasant,10.5,0
2026-05-15,296,32.4,41.5,24.1,Clear & Pleasant,7.0,0
2026-06-15,296,38.4,75.9,215.1,Monsoon Heavy Rain,14.5,0
2026-07-15,296,36.2,93.4,337.2,Monsoon Heavy Rain,18.0,1
2026-08-15,296,35.8,70.1,185.3,Monsoon Heavy Rain,18.5,0
2026-09-15,296,31.3,48.1,34.1,Clear & Pleasant,5.6,0
2026-10-15,296,26.9,37.0,0.0,Clear & Pleasant,19.3,0
2026-11-15,296,16.2,39.5,6.5,Clear & Pleasant,6.4,0
2026-12-15,296,10.4,41.0,20.2,Clear & Pleasant,11.7,0
2026-01-15,297,11.8,47.3,18.9,Clear & Pleasant,12.5,0
2026-02-15,297,12.5,45.1,12.3,Clear & Pleasant,20.6,0
2026-03-15,297,16.7,45.2,0.0,Clear & Pleasant,10.6,0
2026-04-15,297,24.8,48.3,19.5,Clear & Pleasant,19.2,0
2026-05-15,297,33.5,47.1,43.1,Clear & Pleasant,13.1,0
2026-06-15,297,35.9,69.5,193.7,Monsoon Heavy Rain,11.5,0
2026-07-15,297,39.9,87.5,308.4,Monsoon Heavy Rain,21.8,1
2026-08-15,297,37.5,67.4,172.6,Light Showers,15.2,0
2026-09-15,297,29.9,39.1,25.8,Clear & Pleasant,14.3,0
2026-10-15,297,26.0,41.3,0.0,Clear & Pleasant,21.3,0
2026-11-15,297,18.8,36.2,3.2,Clear & Pleasant,6.1,0
2026-12-15,297,15.1,39.2,0.6,Clear & Pleasant,13.5,0
2026-01-15,298,11.7,38.9,1.3,Clear & Pleasant,10.4,0
2026-02-15,298,14.0,40.0,3.7,Clear & Pleasant,20.4,0
2026-03-15,298,14.8,36.7,0.0,Clear & Pleasant,19.3,0
2026-04-15,298,24.6,33.3,0.0,Clear & Pleasant,15.3,0
2026-05-15,298,32.3,43.6,48.5,Clear & Pleasant,15.6,0
2026-06-15,298,37.5,64.2,206.1,Monsoon Heavy Rain,10.6,0
2026-07-15,298,36.4,95.3,326.5,Monsoon Heavy Rain,16.6,1
2026-08-15,298,34.8,68.2,239.2,Monsoon Heavy Rain,6.8,0
2026-09-15,298,31.4,33.0,36.3,Clear & Pleasant,14.7,0
2026-10-15,298,26.4,41.5,0.0,Clear & Pleasant,11.3,0
2026-11-15,298,16.3,43.3,7.6,Clear & Pleasant,6.9,0
2026-12-15,298,14.5,44.0,6.8,Clear & Pleasant,5.1,0
2026-01-15,299,9.7,32.3,0.0,Clear & Pleasant,19.1,0
2026-02-15,299,12.5,40.7,2.3,Clear & Pleasant,13.4,0
2026-03-15,299,18.2,35.8,0.0,Clear & Pleasant,12.0,0
2026-04-15,299,27.8,38.4,0.0,Clear & Pleasant,19.8,0
2026-05-15,299,31.6,38.9,25.2,Clear & Pleasant,10.5,0
2026-06-15,299,35.2,66.4,194.8,Monsoon Heavy Rain,16.3,0
2026-07-15,299,39.2,92.1,315.7,Monsoon Heavy Rain,10.4,1
2026-08-15,299,34.1,67.5,193.5,Monsoon Heavy Rain,11.9,0
2026-09-15,299,33.8,57.8,45.4,Clear & Pleasant,5.5,0
2026-10-15,299,23.8,31.3,0.0,Clear & Pleasant,9.3,0
2026-11-15,299,18.2,47.4,0.0,Clear & Pleasant,9.1,0
2026-12-15,299,11.9,38.0,0.0,Clear & Pleasant,12.4,0
2026-01-15,300,10.9,43.7,5.4,Clear & Pleasant,5.8,0
2026-02-15,300,12.9,36.8,0.0,Clear & Pleasant,12.7,0
2026-03-15,300,17.8,39.4,0.0,Clear & Pleasant,16.7,0
2026-04-15,300,23.2,45.0,0.0,Clear & Pleasant,9.5,0
2026-05-15,300,30.9,51.4,41.1,Clear & Pleasant,21.8,0
2026-06-15,300,34.6,71.0,201.7,Monsoon Heavy Rain,5.1,0
2026-07-15,300,38.7,83.8,343.0,Monsoon Heavy Rain,10.0,1
2026-08-15,300,39.0,63.2,210.9,Monsoon Heavy Rain,15.5,0
2026-09-15,300,28.7,52.5,61.5,Light Showers,17.3,0
2026-10-15,300,25.9,34.5,0.0,Clear & Pleasant,20.5,0
2026-11-15,300,20.6,40.2,0.0,Clear & Pleasant,16.9,0
2026-12-15,300,11.7,47.4,10.7,Clear & Pleasant,6.5,0
2026-01-15,301,8.5,33.3,16.2,Clear & Pleasant,17.6,0
2026-02-15,301,12.4,38.0,18.3,Clear & Pleasant,11.5,0
2026-03-15,301,19.7,50.0,0.0,Clear & Pleasant,20.6,0
2026-04-15,301,22.9,39.1,24.3,Clear & Pleasant,19.8,0
2026-05-15,301,32.2,45.9,31.1,Clear & Pleasant,11.3,0
2026-06-15,301,36.6,81.5,240.3,Monsoon Heavy Rain,14.9,0
2026-07-15,301,39.0,92.1,326.1,Monsoon Heavy Rain,5.8,1
2026-08-15,301,37.9,65.4,202.7,Monsoon Heavy Rain,20.3,0
2026-09-15,301,31.7,42.0,23.4,Clear & Pleasant,16.1,0
2026-10-15,301,25.5,47.0,9.9,Clear & Pleasant,5.5,0
2026-11-15,301,16.4,39.2,7.9,Clear & Pleasant,18.1,0
2026-12-15,301,11.1,35.4,0.0,Clear & Pleasant,20.1,0
2026-01-15,302,8.1,39.0,0.0,Clear & Pleasant,17.7,0
2026-02-15,302,11.5,39.5,12.7,Clear & Pleasant,15.5,0
2026-03-15,302,19.2,41.8,0.0,Clear & Pleasant,6.2,0
2026-04-15,302,24.9,39.3,1.8,Clear & Pleasant,11.9,0
2026-05-15,302,31.4,41.7,61.5,Light Showers,11.1,0
2026-06-15,302,37.6,60.7,186.1,Monsoon Heavy Rain,21.5,0
2026-07-15,302,39.9,87.1,313.7,Monsoon Heavy Rain,19.9,1
2026-08-15,302,36.7,63.3,171.5,Light Showers,15.6,0
2026-09-15,302,32.8,46.0,58.5,Light Showers,9.7,0
2026-10-15,302,24.5,40.8,8.5,Clear & Pleasant,14.8,0
2026-11-15,302,18.9,49.9,4.1,Clear & Pleasant,11.6,0
2026-12-15,302,12.1,52.2,5.8,Clear & Pleasant,5.3,0
2026-01-15,303,10.5,32.0,13.7,Clear & Pleasant,13.2,0
2026-02-15,303,11.9,44.9,34.6,Clear & Pleasant,11.4,0
2026-03-15,303,17.2,43.5,0.0,Clear & Pleasant,17.3,0
2026-04-15,303,22.3,43.5,12.3,Clear & Pleasant,8.5,0
2026-05-15,303,35.5,57.8,44.2,Clear & Pleasant,19.6,0
2026-06-15,303,37.5,64.8,190.6,Monsoon Heavy Rain,13.6,0
2026-07-15,303,38.5,96.7,320.2,Monsoon Heavy Rain,11.6,1
2026-08-15,303,38.1,72.6,197.9,Monsoon Heavy Rain,15.7,0
2026-09-15,303,31.2,45.3,42.7,Clear & Pleasant,5.7,0
2026-10-15,303,24.2,37.0,11.1,Clear & Pleasant,10.8,0
2026-11-15,303,18.8,33.3,0.0,Clear & Pleasant,10.8,0
2026-12-15,303,14.3,43.3,0.0,Clear & Pleasant,12.4,0
2026-01-15,304,9.6,43.5,0.0,Clear & Pleasant,9.1,0
2026-02-15,304,13.7,42.1,0.0,Clear & Pleasant,17.1,0
2026-03-15,304,17.5,42.0,1.4,Clear & Pleasant,14.8,0
2026-04-15,304,26.4,48.1,33.0,Clear & Pleasant,6.4,0
2026-05-15,304,30.8,46.2,59.1,Light Showers,7.3,0
2026-06-15,304,37.0,73.8,186.5,Monsoon Heavy Rain,17.4,0
2026-07-15,304,40.4,77.1,315.1,Monsoon Heavy Rain,18.4,1
2026-08-15,304,37.0,82.6,220.5,Monsoon Heavy Rain,17.3,0
2026-09-15,304,29.2,44.1,47.9,Clear & Pleasant,11.8,0
2026-10-15,304,24.8,35.3,10.2,Clear & Pleasant,5.7,0
2026-11-15,304,18.2,31.7,0.0,Clear & Pleasant,14.2,0
2026-12-15,304,10.4,38.0,0.0,Clear & Pleasant,6.5,0
2026-01-15,305,11.4,33.9,6.2,Clear & Pleasant,13.8,0
2026-02-15,305,11.7,42.2,10.8,Clear & Pleasant,21.1,0
2026-03-15,305,17.8,51.5,46.5,Clear & Pleasant,21.1,0
2026-04-15,305,24.2,38.8,11.2,Clear & Pleasant,8.1,0
2026-05-15,305,31.2,42.5,31.9,Clear & Pleasant,10.4,0
2026-06-15,305,37.4,72.9,215.6,Monsoon Heavy Rain,10.7,0
2026-07-15,305,42.5,88.9,319.5,Monsoon Heavy Rain,11.2,1
2026-08-15,305,37.0,76.9,206.1,Monsoon Heavy Rain,15.9,0
2026-09-15,305,33.5,47.5,39.4,Clear & Pleasant,10.3,0
2026-10-15,305,27.2,40.6,0.0,Clear & Pleasant,14.2,0
2026-11-15,305,18.7,35.8,3.5,Clear & Pleasant,5.9,0
2026-12-15,305,14.0,32.2,0.0,Clear & Pleasant,5.2,0
2026-01-15,306,11.2,40.6,9.1,Clear & Pleasant,17.2,0
2026-02-15,306,13.6,43.6,0.0,Clear & Pleasant,9.7,0
2026-03-15,306,16.1,43.8,0.0,Clear & Pleasant,9.1,0
2026-04-15,306,22.2,40.3,12.2,Clear & Pleasant,13.0,0
2026-05-15,306,30.5,56.9,57.2,Light Showers,10.2,0
2026-06-15,306,38.4,70.7,211.8,Monsoon Heavy Rain,17.0,0
2026-07-15,306,39.1,78.7,344.5,Monsoon Heavy Rain,6.0,1
2026-08-15,306,37.3,75.7,206.0,Monsoon Heavy Rain,17.2,0
2026-09-15,306,31.0,51.7,36.6,Clear & Pleasant,7.7,0
2026-10-15,306,24.7,37.4,9.8,Clear & Pleasant,8.7,0
2026-11-15,306,17.3,39.9,0.0,Clear & Pleasant,21.3,0
2026-12-15,306,12.0,46.0,0.0,Clear & Pleasant,8.7,0
2026-01-15,307,10.7,39.7,0.0,Clear & Pleasant,13.1,0
2026-02-15,307,14.9,39.4,0.0,Clear & Pleasant,18.8,0
2026-03-15,307,16.8,45.0,15.6,Clear & Pleasant,21.6,0
2026-04-15,307,24.1,39.7,1.8,Clear & Pleasant,15.0,0
2026-05-15,307,30.2,44.8,42.4,Clear & Pleasant,13.4,0
2026-06-15,307,37.2,64.0,189.9,Monsoon Heavy Rain,21.7,0
2026-07-15,307,36.8,93.5,301.1,Monsoon Heavy Rain,5.2,1
2026-08-15,307,34.0,72.3,185.4,Monsoon Heavy Rain,19.4,0
2026-09-15,307,31.7,33.9,26.9,Clear & Pleasant,16.0,0
2026-10-15,307,25.2,44.3,17.3,Clear & Pleasant,17.9,0
2026-11-15,307,17.7,44.5,0.0,Clear & Pleasant,13.1,0
2026-12-15,307,11.9,40.4,7.3,Clear & Pleasant,9.0,0
2026-01-15,308,8.5,42.1,0.0,Clear & Pleasant,14.6,0
2026-02-15,308,12.4,41.1,0.0,Clear & Pleasant,21.7,0
2026-03-15,308,18.2,47.6,0.7,Clear & Pleasant,9.7,0
2026-04-15,308,25.1,32.1,0.0,Clear & Pleasant,10.4,0
