destination_id,date,visitors,bookings,searches,views,holiday,festival,weather
101,2026-08-10,1710,137,5816,10578,0,0,Pleasant
101,2026-08-11,1711,129,5563,11782,0,0,Pleasant
101,2026-08-12,1665,149,5956,11167,0,0,Pleasant
101,2026-08-13,1773,124,6512,12121,0,0,Pleasant
101,2026-08-14,1719,122,5929,11475,0,0,Pleasant
101,2026-08-15,2949,226,11128,20616,1,0,Pleasant
101,2026-08-16,2993,261,10872,23726,1,0,Pleasant
101,2026-08-17,1691,141,6118,13132,0,0,Rainy
101,2026-08-18,1711,121,6483,12991,0,0,Pleasant
101,2026-08-19,1811,153,6792,14840,0,0,Rainy
101,2026-08-20,1699,150,6455,13863,0,0,Pleasant
101,2026-08-21,1677,118,6230,12010,0,0,Pleasant
101,2026-08-22,2331,172,8380,15614,0,0,Pleasant
101,2026-08-23,2930,228,10706,19438,1,0,Pleasant
101,2026-08-24,1622,113,5822,12737,0,0,Pleasant
101,2026-08-25,2765,240,9566,19759,0,1,Pleasant
101,2026-08-26,2771,210,9813,19343,0,1,Pleasant
101,2026-08-27,2840,219,10333,21269,0,1,Rainy
101,2026-08-28,1768,124,6268,13714,0,0,Pleasant
101,2026-08-29,2298,176,8306,17717,0,0,Pleasant
102,2026-06-01,1732,144,5889,11364,0,0,Pleasant
102,2026-06-02,1737,152,6015,11676,0,0,Pleasant
102,2026-06-03,1670,119,6066,11775,0,0,Pleasant
102,2026-06-04,1692,134,5742,11112,0,0,Pleasant
102,2026-06-05,1679,140,5800,10567,0,0,Pleasant
102,2026-06-06,2284,168,8211,15684,0,0,Rainy
102,2026-06-07,2939,257,9576,20667,1,0,Pleasant
102,2026-06-08,1646,117,5328,11303,0,0,Rainy
102,2026-06-09,1663,120,5674,10588,0,0,Pleasant
102,2026-06-10,1606,128,5489,10360,0,0,Rainy
102,2026-06-11,1625,140,5783,11829,0,0,Rainy
102,2026-06-12,1729,146,6013,13136,0,0,Pleasant
102,2026-06-13,2304,193,7737,16269,0,0,Pleasant
102,2026-06-14,3009,241,10888,22270,1,0,Pleasant
102,2026-06-15,1713,119,5756,10425,0,0,Rainy
102,2026-06-16,1752,131,5984,11222,0,0,Pleasant
102,2026-06-17,1712,130,6435,12489,0,0,Rainy
102,2026-06-18,1699,130,5595,11100,0,0,Pleasant
102,2026-06-19,1740,144,5868,11953,0,0,Pleasant
102,2026-06-20,2250,168,7436,14225,0,0,Pleasant
102,2026-06-21,2976,249,9679,18727,1,0,Pleasant
102,2026-06-22,1658,140,5584,11426,0,0,Pleasant
102,2026-06-23,1749,145,6609,12461,0,0,Pleasant
102,2026-06-24,1629,135,5664,10913,0,0,Rainy
102,2026-06-25,1632,138,5442,10186,0,0,Pleasant
102,2026-06-26,1661,140,5698,10368,0,0,Pleasant
102,2026-06-27,2339,171,8755,16250,0,0,Pleasant
102,2026-06-28,3042,268,10631,23072,1,0,Pleasant
102,2026-06-29,1737,129,5958,12943,0,0,Rainy
102,2026-06-30,1655,143,6132,12796,0,0,Rainy
102,2026-07-01,1717,146,6165,12533,0,0,Pleasant
102,2026-07-02,1737,147,5696,11481,0,0,Rainy
102,2026-07-03,1736,152,5836,10901,0,0,Rainy
102,2026-07-04,2243,178,7640,15061,0,0,Pleasant
102,2026-07-05,2987,239,10202,19823,1,0,Rainy
102,2026-07-06,1733,145,6509,12297,0,0,Pleasant
102,2026-07-07,1681,144,5920,10854,0,0,Pleasant
102,2026-07-08,1718,131,5660,11815,0,0,Rainy
102,2026-07-09,1620,131,6107,11875,0,0,Pleasant
102,2026-07-10,1688,123,5800,11270,0,0,Pleasant
102,2026-07-11,2264,182,7696,16669,0,0,Pleasant
102,2026-07-12,3008,267,10795,22722,1,0,Pleasant
102,2026-07-13,1723,127,5943,11540,0,0,Rainy
102,2026-07-14,1719,152,6269,11469,0,0,Pleasant
102,2026-07-15,1592,141,5123,10565,0,0,Rainy
102,2026-07-16,1725,150,5799,12070,0,0,Rainy
102,2026-07-17,1656,131,5776,10725,0,0,Rainy
102,2026-07-18,2192,158,7329,14274,0,0,Pleasant
102,2026-07-19,3007,249,10477,20869,1,0,Rainy
102,2026-07-20,1661,130,5393,10412,0,0,Pleasant
102,2026-07-21,1718,121,5503,12087,0,0,Rainy
102,2026-07-22,1688,135,5644,11149,0,0,Rainy
102,2026-07-23,1714,126,5885,12391,0,0,Rainy
102,2026-07-24,1691,148,5973,12715,0,0,Pleasant
102,2026-07-25,2263,196,8148,15580,0,0,Pleasant
102,2026-07-26,2958,252,10989,22270,1,0,Pleasant
102,2026-07-27,1679,142,5985,12050,0,0,Pleasant
102,2026-07-28,1700,149,6080,11081,0,0,Rainy
102,2026-07-29,1695,140,6255,12422,0,0,Pleasant
102,2026-07-30,1771,149,6457,12279,0,0,Rainy
102,2026-07-31,1650,142,5555,11802,0,0,Pleasant
102,2026-08-01,2347,176,8811,16410,0,0,Pleasant
102,2026-08-02,2920,221,10565,20161,1,0,Pleasant
102,2026-08-03,1638,116,5431,10568,0,0,Pleasant
102,2026-08-04,1743,128,6131,11595,0,0,Pleasant
102,2026-08-05,1677,121,6337,11870,0,0,Pleasant
102,2026-08-06,1763,155,6137,11199,0,0,Pleasant
102,2026-08-07,1678,119,6042,12488,0,0,Rainy
102,2026-08-08,2275,159,8119,16601,0,0,Pleasant
102,2026-08-09,2990,260,10844,20329,1,0,Pleasant
102,2026-08-10,1763,135,6474,12381,0,0,Pleasant
102,2026-08-11,1646,147,5842,11198,0,0,Pleasant
102,2026-08-12,1742,133,6029,12926,0,0,Rainy
102,2026-08-13,1631,125,5264,11547,0,0,Rainy
102,2026-08-14,1604,114,5356,10961,0,0,Pleasant
102,2026-08-15,2971,227,10197,20526,1,0,Pleasant
102,2026-08-16,2964,231,9907,19568,1,0,Pleasant
102,2026-08-17,1663,122,5948,11689,0,0,Pleasant
102,2026-08-18,1693,146,5837,11221,0,0,Pleasant
102,2026-08-19,1687,122,5647,12310,0,0,Rainy
102,2026-08-20,1690,142,6170,11878,0,0,Pleasant
102,2026-08-21,1694,136,5662,11365,0,0,Pleasant
102,2026-08-22,2279,173,7479,15185,0,0,Pleasant
102,2026-08-23,2997,240,11064,22219,1,0,Pleasant
102,2026-08-24,1734,148,5792,11166,0,0,Pleasant
102,2026-08-25,2846,208,9796,19060,0,1,Pleasant
102,2026-08-26,2802,206,9736,18133,0,1,Rainy
102,2026-08-27,2877,224,9230,18415,0,1,Pleasant
102,2026-08-28,1667,116,5581,11314,0,0,Rainy
102,2026-08-29,2327,187,7644,14441,0,0,Pleasant
103,2026-06-01,1645,137,6076,11332,0,0,Pleasant
103,2026-06-02,1660,148,5543,10170,0,0,Pleasant
103,2026-06-03,1693,119,5652,12418,0,0,Pleasant
103,2026-06-04,1609,129,5678,11280,0,0,Pleasant
103,2026-06-05,1681,131,5935,10683,0,0,Rainy
103,2026-06-06,2332,198,8457,15970,0,0,Pleasant
103,2026-06-07,2969,265,10996,22555,1,0,Pleasant
103,2026-06-08,1739,139,6324,12053,0,0,Pleasant
103,2026-06-09,1672,119,5635,10592,0,0,Pleasant
103,2026-06-10,1628,114,5289,10663,0,0,Pleasant
103,2026-06-11,1675,137,6269,12755,0,0,Pleasant
103,2026-06-12,1685,144,6312,13452,0,0,Pleasant
103,2026-06-13,2278,176,8620,17961,0,0,Pleasant
103,2026-06-14,3020,261,10909,21211,1,0,Rainy
103,2026-06-15,1686,126,5549,11892,0,0,Pleasant
103,2026-06-16,1728,128,5836,12684,0,0,Rainy
103,2026-06-17,1694,130,5495,10615,0,0,Pleasant
103,2026-06-18,1658,126,6276,11722,0,0,Pleasant
103,2026-06-19,1727,142,5944,12956,0,0,Pleasant
103,2026-06-20,2252,193,8178,17464,0,0,Pleasant
103,2026-06-21,2909,247,9986,19216,1,0,Rainy
103,2026-06-22,1586,115,5354,9940,0,0,Pleasant
103,2026-06-23,1592,114,5886,10752,0,0,Pleasant
103,2026-06-24,1709,151,5928,12562,0,0,Pleasant
103,2026-06-25,1624,126,5636,12227,0,0,Rainy
103,2026-06-26,1698,139,5777,11587,0,0,Pleasant
103,2026-06-27,2319,202,8346,17903,0,0,Rainy
103,2026-06-28,3050,222,10900,22744,1,0,Pleasant
103,2026-06-29,1725,125,5687,11923,0,0,Pleasant
103,2026-06-30,1672,149,5494,10484,0,0,Rainy
103,2026-07-01,1786,130,5816,10722,0,0,Pleasant
103,2026-07-02,1654,148,6195,13197,0,0,Pleasant
103,2026-07-03,1605,113,5181,11045,0,0,Pleasant
103,2026-07-04,2223,168,7656,13799,0,0,Pleasant
103,2026-07-05,2979,231,10504,19441,1,0,Rainy
103,2026-07-06,1712,140,6260,11675,0,0,Pleasant
103,2026-07-07,1771,145,6479,12139,0,0,Pleasant
103,2026-07-08,1628,123,5558,10365,0,0,Pleasant
103,2026-07-09,1659,120,5391,10093,0,0,Pleasant
103,2026-07-10,1685,147,5743,12270,0,0,Pleasant
103,2026-07-11,2288,162,8202,15296,0,0,Rainy
103,2026-07-12,3024,222,10133,21283,1,0,Rainy
103,2026-07-13,1710,148,5957,10948,0,0,Rainy
103,2026-07-14,1724,134,6148,12708,0,0,Pleasant
103,2026-07-15,1808,155,6856,13938,0,0,Rainy
103,2026-07-16,1752,156,6457,13588,0,0,Pleasant
103,2026-07-17,1690,133,6332,13020,0,0,Rainy
103,2026-07-18,2219,189,7569,15638,0,0,Pleasant
103,2026-07-19,2983,264,11195,22373,1,0,Pleasant
103,2026-07-20,1673,149,6243,13201,0,0,Pleasant
103,2026-07-21,1733,122,6241,11638,0,0,Pleasant
103,2026-07-22,1684,135,6183,12658,0,0,Rainy
103,2026-07-23,1639,143,5691,12501,0,0,Pleasant
103,2026-07-24,1688,122,6002,12009,0,0,Pleasant
103,2026-07-25,2305,171,8271,15521,0,0,Rainy
103,2026-07-26,2834,250,9722,18276,1,0,Pleasant
103,2026-07-27,1647,119,5878,11018,0,0,Pleasant
103,2026-07-28,1741,134,6223,11591,0,0,Rainy
103,2026-07-29,1735,146,6047,11115,0,0,Pleasant
103,2026-07-30,1724,151,5918,12316,0,0,Pleasant
103,2026-07-31,1701,148,5568,11177,0,0,Pleasant
103,2026-08-01,2323,187,8475,17112,0,0,Pleasant
103,2026-08-02,2941,254,10189,21639,1,0,Rainy
103,2026-08-03,1655,134,5844,11491,0,0,Pleasant
103,2026-08-04,1721,144,6473,11924,0,0,Rainy
103,2026-08-05,1688,141,5448,11893,0,0,Pleasant
103,2026-08-06,1746,150,6499,11751,0,0,Pleasant
103,2026-08-07,1722,124,6125,12200,0,0,Rainy
103,2026-08-08,2352,201,8659,17303,0,0,Pleasant
103,2026-08-09,2973,228,10546,19912,1,0,Rainy
103,2026-08-10,1708,128,6280,13189,0,0,Pleasant
103,2026-08-11,1698,133,5941,12176,0,0,Pleasant
103,2026-08-12,1686,145,5925,10867,0,0,Pleasant
103,2026-08-13,1625,138,5602,11559,0,0,Pleasant
103,2026-08-14,1675,135,5529,11900,0,0,Pleasant
103,2026-08-15,2922,211,11077,22376,1,0,Pleasant
103,2026-08-16,2977,223,9715,17516,1,0,Pleasant
103,2026-08-17,1686,140,5471,11193,0,0,Pleasant
103,2026-08-18,1707,139,6274,12205,0,0,Pleasant
103,2026-08-19,1746,132,5940,12420,0,0,Pleasant
103,2026-08-20,1746,153,5765,11256,0,0,Rainy
103,2026-08-21,1683,131,6342,13695,0,0,Pleasant
103,2026-08-22,2296,166,7480,16018,0,0,Pleasant
103,2026-08-23,2986,253,11120,21154,1,0,Pleasant
103,2026-08-24,1660,124,5729,11041,0,0,Pleasant
103,2026-08-25,2843,229,9648,21053,0,1,Pleasant
103,2026-08-26,2813,214,10104,21030,0,1,Pleasant
103,2026-08-27,2805,215,9285,19257,0,1,Pleasant
103,2026-08-28,1676,119,5837,10895,0,0,Pleasant
103,2026-08-29,2226,174,7850,16179,0,0,Pleasant
104,2026-06-01,1742,129,5668,11120,0,0,Pleasant
104,2026-06-02,1852,137,6768,13751,0,0,Rainy
104,2026-06-03,1695,144,5864,11109,0,0,Pleasant
104,2026-06-04,1674,137,6029,12395,0,0,Pleasant
104,2026-06-05,1655,121,6275,11838,0,0,Pleasant
104,2026-06-06,2362,208,7954,15400,0,0,Rainy
104,2026-06-07,2870,208,9779,18571,1,0,Rainy
104,2026-06-08,1719,147,6519,13456,0,0,Rainy
104,2026-06-09,1701,132,6181,12102,0,0,Pleasant
104,2026-06-10,1690,125,5562,11688,0,0,Pleasant
104,2026-06-11,1717,134,5547,11297,0,0,Rainy
104,2026-06-12,1711,141,6175,12627,0,0,Pleasant
104,2026-06-13,2345,209,8549,15965,0,0,Pleasant
104,2026-06-14,2914,233,10572,22218,1,0,Rainy
104,2026-06-15,1653,133,5803,11051,0,0,Pleasant
104,2026-06-16,1660,136,5312,10333,0,0,Pleasant
104,2026-06-17,1702,152,5571,11461,0,0,Pleasant
104,2026-06-18,1778,135,6426,12883,0,0,Pleasant
104,2026-06-19,1731,136,5758,11235,0,0,Pleasant
104,2026-06-20,2283,182,7311,13952,0,0,Pleasant
104,2026-06-21,2874,215,10343,21372,1,0,Rainy
104,2026-06-22,1760,129,6480,13037,0,0,Pleasant
104,2026-06-23,1735,123,6535,12978,0,0,Pleasant
104,2026-06-24,1761,130,5904,11392,0,0,Pleasant
104,2026-06-25,1714,141,5597,11387,0,0,Pleasant
104,2026-06-26,1762,153,6547,11949,0,0,Rainy
104,2026-06-27,2320,205,8379,17384,0,0,Pleasant
104,2026-06-28,2948,257,9439,19405,1,0,Pleasant
104,2026-06-29,1756,145,6513,12099,0,0,Rainy
104,2026-06-30,1676,143,5812,12505,0,0,Pleasant
104,2026-07-01,1679,143,5569,10489,0,0,Pleasant
104,2026-07-02,1718,145,6077,13267,0,0,Pleasant
104,2026-07-03,1754,132,5707,10656,0,0,Pleasant
104,2026-07-04,2312,204,8709,16916,0,0,Pleasant
104,2026-07-05,3039,213,10720,21244,1,0,Rainy
104,2026-07-06,1694,143,6058,11082,0,0,Pleasant
104,2026-07-07,1792,145,6802,12913,0,0,Pleasant
104,2026-07-08,1681,135,5396,10152,0,0,Pleasant
104,2026-07-09,1690,141,5935,11687,0,0,Pleasant
104,2026-07-10,1659,139,5766,11360,0,0,Pleasant
104,2026-07-11,2292,198,8124,15041,0,0,Pleasant
104,2026-07-12,3030,212,11003,21695,1,0,Pleasant
104,2026-07-13,1684,122,5713,10746,0,0,Pleasant
104,2026-07-14,1645,131,6009,11453,0,0,Pleasant
104,2026-07-15,1631,141,5401,11607,0,0,Pleasant
104,2026-07-16,1655,118,6012,12019,0,0,Pleasant
104,2026-07-17,1736,137,6104,12673,0,0,Pleasant
104,2026-07-18,2245,197,7228,13128,0,0,Pleasant
104,2026-07-19,2966,222,10309,20758,1,0,Pleasant
104,2026-07-20,1764,141,6522,14106,0,0,Pleasant
104,2026-07-21,1726,151,6421,13241,0,0,Rainy
104,2026-07-22,1734,147,6255,11481,0,0,Pleasant
104,2026-07-23,1702,124,5595,10389,0,0,Pleasant
104,2026-07-24,1689,126,5521,10215,0,0,Rainy
104,2026-07-25,2334,168,8311,18182,0,0,Pleasant
104,2026-07-26,2900,223,9960,19469,1,0,Rainy
104,2026-07-27,1775,152,6612,14448,0,0,Pleasant
104,2026-07-28,1694,143,5926,12740,0,0,Rainy
104,2026-07-29,1665,138,5923,12789,0,0,Pleasant
104,2026-07-30,1792,125,6665,12340,0,0,Pleasant
104,2026-07-31,1681,142,6076,12093,0,0,Rainy
104,2026-08-01,2320,187,7756,14713,0,0,Pleasant
104,2026-08-02,2947,242,10598,23097,1,0,Rainy
104,2026-08-03,1755,131,6490,11714,0,0,Pleasant
104,2026-08-04,1721,130,6083,11938,0,0,Pleasant
104,2026-08-05,1635,125,5517,10418,0,0,Pleasant
104,2026-08-06,1631,137,6146,11706,0,0,Rainy
104,2026-08-07,1750,142,6298,12495,0,0,Rainy
104,2026-08-08,2371,182,8678,16445,0,0,Rainy
104,2026-08-09,2955,224,9615,17794,1,0,Pleasant
104,2026-08-10,1774,141,6480,13185,0,0,Pleasant
104,2026-08-11,1702,148,6027,12012,0,0,Rainy
104,2026-08-12,1659,132,6124,12964,0,0,Pleasant
104,2026-08-13,1716,151,6286,12530,0,0,Pleasant
104,2026-08-14,1709,129,5905,10638,0,0,Pleasant
104,2026-08-15,3021,241,10444,20559,1,0,Pleasant
104,2026-08-16,2855,247,10693,21659,1,0,Pleasant
104,2026-08-17,1691,121,5626,12079,0,0,Pleasant
104,2026-08-18,1711,151,5783,12081,0,0,Pleasant
104,2026-08-19,1619,142,5525,11271,0,0,Pleasant
104,2026-08-20,1789,151,6430,12741,0,0,Pleasant
104,2026-08-21,1698,129,6073,11423,0,0,Pleasant
104,2026-08-22,2324,198,7789,14192,0,0,Pleasant
104,2026-08-23,3008,211,10022,18508,1,0,Pleasant
104,2026-08-24,1765,132,6682,12580,0,0,Pleasant
104,2026-08-25,2751,211,9572,19900,0,1,Rainy
104,2026-08-26,2848,229,9536,17686,0,1,Rainy
104,2026-08-27,2838,211,9718,20514,0,1,Pleasant
104,2026-08-28,1644,121,5780,11823,0,0,Rainy
104,2026-08-29,2329,184,8195,17025,0,0,Rainy
105,2026-06-01,1710,133,6109,12568,0,0,Pleasant
105,2026-06-02,1723,135,5650,11840,0,0,Pleasant
105,2026-06-03,1725,122,6490,14050,0,0,Rainy
105,2026-06-04,1787,140,6443,13973,0,0,Rainy
105,2026-06-05,1642,133,5798,11328,0,0,Pleasant
105,2026-06-06,2322,189,8107,14704,0,0,Pleasant
105,2026-06-07,2966,229,10810,23387,1,0,Pleasant
105,2026-06-08,1777,125,5846,12028,0,0,Rainy
105,2026-06-09,1676,136,5465,10473,0,0,Rainy
105,2026-06-10,1706,133,5952,12203,0,0,Rainy
105,2026-06-11,1776,131,6222,12924,0,0,Pleasant
105,2026-06-12,1780,127,5868,11484,0,0,Pleasant
105,2026-06-13,2319,167,8731,19203,0,0,Pleasant
105,2026-06-14,2976,226,10250,20633,1,0,Rainy
105,2026-06-15,1596,140,6005,11684,0,0,Pleasant
105,2026-06-16,1719,144,6046,12519,0,0,Pleasant
105,2026-06-17,1725,139,5523,11510,0,0,Pleasant
105,2026-06-18,1655,131,6094,11957,0,0,Rainy
105,2026-06-19,1640,116,5519,10490,0,0,Pleasant
105,2026-06-20,2277,180,8000,16227,0,0,Pleasant
105,2026-06-21,2980,238,11084,20133,1,0,Pleasant
105,2026-06-22,1678,143,5561,10571,0,0,Pleasant
105,2026-06-23,1755,140,6402,12408,0,0,Pleasant
105,2026-06-24,1661,124,5657,11605,0,0,Pleasant
105,2026-06-25,1721,139,6368,12901,0,0,Rainy
105,2026-06-26,1690,138,6066,11714,0,0,Pleasant
105,2026-06-27,2301,190,8142,15328,0,0,Pleasant
105,2026-06-28,2949,232,10794,19906,1,0,Pleasant
105,2026-06-29,1756,156,5954,10940,0,0,Rainy
105,2026-06-30,1758,129,6672,12345,0,0,Pleasant
105,2026-07-01,1775,124,6714,13048,0,0,Pleasant
105,2026-07-02,1703,125,6175,12096,0,0,Pleasant
105,2026-07-03,1695,147,6180,11663,0,0,Rainy
105,2026-07-04,2405,203,8172,16642,0,0,Pleasant
105,2026-07-05,2979,250,9921,20737,1,0,Pleasant
105,2026-07-06,1710,131,6411,13364,0,0,Pleasant
105,2026-07-07,1733,139,5913,12821,0,0,Pleasant
105,2026-07-08,1788,137,6167,13026,0,0,Pleasant
105,2026-07-09,1716,138,5982,12439,0,0,Rainy
105,2026-07-10,1669,142,5818,12717,0,0,Pleasant
105,2026-07-11,2359,203,8152,14988,0,0,Rainy
105,2026-07-12,2890,256,10042,20897,1,0,Rainy
105,2026-07-13,1780,124,6528,14155,0,0,Pleasant
105,2026-07-14,1625,118,5206,11010,0,0,Pleasant
105,2026-07-15,1723,141,5812,11757,0,0,Rainy
105,2026-07-16,1669,117,5639,10392,0,0,Rainy
105,2026-07-17,1793,135,6591,12047,0,0,Pleasant
105,2026-07-18,2302,179,8030,15039,0,0,Pleasant
105,2026-07-19,2987,228,11150,23264,1,0,Pleasant
105,2026-07-20,1694,149,5903,11462,0,0,Rainy
105,2026-07-21,1737,143,6398,12904,0,0,Pleasant
105,2026-07-22,1776,138,5781,10648,0,0,Pleasant
105,2026-07-23,1762,140,6019,12527,0,0,Pleasant
105,2026-07-24,1697,150,5807,10641,0,0,Pleasant
105,2026-07-25,2303,195,7784,15390,0,0,Pleasant
105,2026-07-26,2971,235,10085,19807,1,0,Rainy
105,2026-07-27,1661,122,6071,11644,0,0,Pleasant
105,2026-07-28,1685,148,6322,11647,0,0,Pleasant
105,2026-07-29,1725,141,5745,10619,0,0,Pleasant
105,2026-07-30,1813,137,6550,12263,0,0,Pleasant
105,2026-07-31,1666,122,5945,12451,0,0,Rainy
105,2026-08-01,2304,180,7730,16819,0,0,Pleasant
105,2026-08-02,2933,244,9571,19732,1,0,Pleasant
105,2026-08-03,1771,148,5704,11785,0,0,Rainy
105,2026-08-04,1719,144,5685,11418,0,0,Rainy
105,2026-08-05,1708,147,6235,13388,0,0,Pleasant
105,2026-08-06,1681,148,5647,10544,0,0,Pleasant
105,2026-08-07,1766,150,6568,12241,0,0,Rainy
105,2026-08-08,2291,181,8538,18166,0,0,Pleasant
105,2026-08-09,2935,222,10500,19361,1,0,Pleasant
105,2026-08-10,1626,126,5448,10579,0,0,Pleasant
105,2026-08-11,1660,144,5484,11600,0,0,Rainy
105,2026-08-12,1718,120,6450,11700,0,0,Rainy
105,2026-08-13,1667,141,6019,13157,0,0,Pleasant
105,2026-08-14,1648,122,5954,11482,0,0,Rainy
105,2026-08-15,3013,245,10848,22855,1,0,Rainy
105,2026-08-16,2938,247,9535,19928,1,0,Pleasant
105,2026-08-17,1618,126,5724,10534,0,0,Pleasant
105,2026-08-18,1662,131,6163,12771,0,0,Pleasant
105,2026-08-19,1715,141,5665,11444,0,0,Pleasant
105,2026-08-20,1690,145,6357,11994,0,0,Rainy
105,2026-08-21,1668,142,5363,10356,0,0,Rainy
105,2026-08-22,2245,171,7485,14978,0,0,Rainy
105,2026-08-23,2959,214,10167,21151,1,0,Pleasant
105,2026-08-24,1660,124,6130,13313,0,0,Pleasant
105,2026-08-25,2731,240,9848,21045,0,1,Pleasant
105,2026-08-26,2963,246,10668,20797,0,1,Pleasant
105,2026-08-27,2829,251,9112,19509,0,1,Rainy
105,2026-08-28,1674,135,5945,11889,0,0,Pleasant
105,2026-08-29,2360,184,8760,18163,0,0,Pleasant
106,2026-06-01,1749,123,6372,13852,0,0,Pleasant
106,2026-06-02,1685,138,6192,13164,0,0,Rainy
106,2026-06-03,1580,129,5555,11643,0,0,Pleasant
106,2026-06-04,1750,122,6229,11419,0,0,Pleasant
106,2026-06-05,1734,125,6120,13140,0,0,Pleasant
106,2026-06-06,2322,165,8714,17773,0,0,Pleasant
106,2026-06-07,2998,222,9935,19797,1,0,Rainy
106,2026-06-08,1642,138,5498,9960,0,0,Pleasant
106,2026-06-09,1751,142,5672,10917,0,0,Pleasant
106,2026-06-10,1767,150,6079,12169,0,0,Pleasant
106,2026-06-11,1699,123,5634,11863,0,0,Pleasant
106,2026-06-12,1741,147,6227,12931,0,0,Rainy
106,2026-06-13,2309,189,8649,17503,0,0,Pleasant
106,2026-06-14,2940,226,9483,19653,1,0,Pleasant
106,2026-06-15,1670,130,5849,11645,0,0,Pleasant
106,2026-06-16,1652,130,5432,11561,0,0,Pleasant
106,2026-06-17,1814,136,6571,13482,0,0,Pleasant
106,2026-06-18,1770,139,5923,12056,0,0,Rainy
106,2026-06-19,1653,148,6202,11859,0,0,Pleasant
106,2026-06-20,2343,167,7534,13791,0,0,Rainy
106,2026-06-21,2929,226,9568,18899,1,0,Pleasant
106,2026-06-22,1640,131,5440,11780,0,0,Pleasant
106,2026-06-23,1703,149,5825,12638,0,0,Pleasant
106,2026-06-24,1672,117,6120,12593,0,0,Pleasant
106,2026-06-25,1727,138,5537,10655,0,0,Pleasant
106,2026-06-26,1651,147,5970,11994,0,0,Pleasant
106,2026-06-27,2334,181,7823,16441,0,0,Rainy
106,2026-06-28,3001,221,9609,20154,1,0,Rainy
106,2026-06-29,1589,115,5744,10585,0,0,Pleasant
106,2026-06-30,1697,138,5960,12692,0,0,Pleasant
106,2026-07-01,1723,154,6190,12939,0,0,Pleasant
106,2026-07-02,1630,119,5577,11939,0,0,Rainy
106,2026-07-03,1619,124,5565,12212,0,0,Pleasant
106,2026-07-04,2276,170,7625,14650,0,0,Pleasant
106,2026-07-05,3012,212,10867,21391,1,0,Rainy
106,2026-07-06,1652,135,5814,12416,0,0,Pleasant
106,2026-07-07,1689,128,5769,11688,0,0,Pleasant
106,2026-07-08,1712,125,5943,10820,0,0,Pleasant
106,2026-07-09,1716,127,6108,12623,0,0,Rainy
106,2026-07-10,1701,139,6057,12998,0,0,Pleasant
106,2026-07-11,2244,181,7371,15453,0,0,Pleasant
106,2026-07-12,3101,243,10964,20793,1,0,Pleasant
106,2026-07-13,1737,151,6101,13084,0,0,Pleasant
106,2026-07-14,1658,129,5500,11520,0,0,Pleasant
106,2026-07-15,1714,153,5868,11346,0,0,Pleasant
106,2026-07-16,1658,119,5980,12265,0,0,Pleasant
106,2026-07-17,1752,135,6245,12033,0,0,Pleasant
106,2026-07-18,2263,165,7988,16513,0,0,Pleasant
106,2026-07-19,3026,251,9891,19075,1,0,Pleasant
106,2026-07-20,1622,141,6047,12483,0,0,Pleasant
106,2026-07-21,1703,142,5796,11471,0,0,Pleasant
106,2026-07-22,1675,133,5387,11354,0,0,Pleasant
106,2026-07-23,1665,129,6037,12742,0,0,Pleasant
106,2026-07-24,1613,132,5411,11540,0,0,Pleasant
106,2026-07-25,2215,169,7658,14952,0,0,Rainy
106,2026-07-26,2968,260,10849,19902,1,0,Rainy
106,2026-07-27,1705,151,6345,11630,0,0,Rainy
106,2026-07-28,1698,121,5618,11426,0,0,Rainy
106,2026-07-29,1703,151,6369,11749,0,0,Pleasant
106,2026-07-30,1773,158,6590,13623,0,0,Pleasant
106,2026-07-31,1714,125,6341,13334,0,0,Pleasant
106,2026-08-01,2338,166,7689,16514,0,0,Pleasant
106,2026-08-02,2915,231,10964,19934,1,0,Pleasant
106,2026-08-03,1681,141,5698,11461,0,0,Pleasant
106,2026-08-04,1563,126,5386,10334,0,0,Pleasant
106,2026-08-05,1714,142,5650,10656,0,0,Rainy
106,2026-08-06,1638,126,5593,10974,0,0,Pleasant
106,2026-08-07,1757,143,6619,13365,0,0,Rainy
106,2026-08-08,2328,172,7519,14130,0,0,Rainy
106,2026-08-09,3058,260,10994,23872,1,0,Pleasant
106,2026-08-10,1614,120,5747,11170,0,0,Pleasant
106,2026-08-11,1627,114,5587,10088,0,0,Pleasant
106,2026-08-12,1587,114,5101,9637,0,0,Pleasant
106,2026-08-13,1709,142,5789,10454,0,0,Rainy
106,2026-08-14,1641,136,6220,13610,0,0,Pleasant
106,2026-08-15,2986,234,10318,22543,1,0,Rainy
106,2026-08-16,2963,246,10498,19925,1,0,Pleasant
106,2026-08-17,1684,138,6284,12714,0,0,Pleasant
106,2026-08-18,1709,131,6256,12345,0,0,Pleasant
106,2026-08-19,1680,127,5612,12148,0,0,Pleasant
106,2026-08-20,1696,118,6135,11682,0,0,Pleasant
106,2026-08-21,1690,129,5499,10380,0,0,Rainy
106,2026-08-22,2242,197,8063,16445,0,0,Rainy
106,2026-08-23,3019,260,10049,21565,1,0,Rainy
106,2026-08-24,1710,148,6458,12194,0,0,Pleasant
106,2026-08-25,2796,199,10270,20159,0,1,Pleasant
106,2026-08-26,2764,211,9223,19783,0,1,Pleasant
106,2026-08-27,2797,244,9239,18360,0,1,Rainy
106,2026-08-28,1728,150,6148,12827,0,0,Pleasant
106,2026-08-29,2281,190,8456,17381,0,0,Rainy
